trial_id,reward,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/total_timesteps,config/num_updates,config/buffer_size,config/update_epochs,config/update_policy_epochs,config/num_rollouts,config/num_envs,config/gamma,config/policy_lr_start,config/policy_lr_end,config/q_lr_start,config/q_lr_end,config/alpha,config/eta,config/autotune,config/target_entropy_scale,config/use_linear_schedule,config/saddle_point_optimization,config/use_kl_loss,config/__trial_index__
99fe0970,19.0,1711740164,,True,30,2024-03-29_20-22-44,2.029019355773926,75.69989490509033,21994,Nicolass-Air.technicolor.net,127.0.0.1,75.69989490509033,30,"71_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,300,5,1,1.0,0.02,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
e8742f10,0.0,1711740215,,True,30,2024-03-29_20-23-35,0.10796213150024414,118.31642580032349,22177,Nicolass-Air.technicolor.net,127.0.0.1,118.31642580032349,30,"72_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,2,0.99,0.02,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
db33cdee,25.0,1711740226,,True,30,2024-03-29_20-23-46,2.5383028984069824,114.1336281299591,22193,Nicolass-Air.technicolor.net,127.0.0.1,114.1336281299591,30,"73_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,2,0.99,0.1,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
1b346566,9.0,1711740221,,True,30,2024-03-29_20-23-41,1.9313201904296875,96.17833828926086,22204,Nicolass-Air.technicolor.net,127.0.0.1,96.17833828926086,30,"74_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,450,5,4,0.99,0.1,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
378b64db,12.8,1711740244,,True,30,2024-03-29_20-24-04,1.454284906387329,104.55799150466919,22219,Nicolass-Air.technicolor.net,127.0.0.1,104.55799150466919,30,"75_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,300,5,4,1.0,0.02,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
73c75f5a,27.4,1711740447,,True,30,2024-03-29_20-27-27,7.1990461349487305,190.96601700782776,21994,Nicolass-Air.technicolor.net,127.0.0.1,190.96601700782776,30,"76_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,4,0.99,0.1,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
824479c4,34.0,1711740417,,True,30,2024-03-29_20-26-57,11.352998971939087,151.72392177581787,22317,Nicolass-Air.technicolor.net,127.0.0.1,151.72392177581787,30,"77_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,4,0.99,0.02,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
6d29dd92,61.0,1711740492,,True,30,2024-03-29_20-28-12,5.0414509773254395,219.35693192481995,22324,Nicolass-Air.technicolor.net,127.0.0.1,219.35693192481995,30,"78_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,2,1.0,0.02,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
9dea6e63,14.0,1711740397,,True,30,2024-03-29_20-26-37,4.3814918994903564,115.12578320503235,22329,Nicolass-Air.technicolor.net,127.0.0.1,115.12578320503235,30,"79_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0040,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,450,5,2,1.0,0.004,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
24f1f7c5,38.0,1711740548,,True,30,2024-03-29_20-29-08,5.460672855377197,257.5751037597656,22341,Nicolass-Air.technicolor.net,127.0.0.1,257.5751037597656,30,"80_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,4,0.99,0.1,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
46eb7d7b,56.0,1711740522,,True,30,2024-03-29_20-28-42,8.354979038238525,215.79780101776123,22359,Nicolass-Air.technicolor.net,127.0.0.1,215.79780101776123,30,"81_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,450,5,4,1.0,0.02,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
b3585a6a,8.0,1711740476,,True,30,2024-03-29_20-27-56,1.0069949626922607,155.79118418693542,22378,Nicolass-Air.technicolor.net,127.0.0.1,155.79118418693542,30,"82_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,300,5,2,0.99,0.1,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
f8d4ba55,33.8,1711740471,,True,30,2024-03-29_20-27-51,2.8015990257263184,135.73328828811646,22395,Nicolass-Air.technicolor.net,127.0.0.1,135.73328828811646,30,"83_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,300,5,2,1.0,0.02,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
87e125a0,8.0,1711740579,,True,30,2024-03-29_20-29-39,1.4098098278045654,30.745769262313843,22329,Nicolass-Air.technicolor.net,127.0.0.1,30.745769262313843,30,"84_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,450,5,1,0.99,0.1,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
1a18394b,11.0,1711740596,,True,30,2024-03-29_20-29-56,0.9149291515350342,27.347553491592407,22681,Nicolass-Air.technicolor.net,127.0.0.1,27.347553491592407,30,"85_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,300,5,1,0.99,0.1,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
187234b1,17.0,1711740682,,True,30,2024-03-29_20-31-22,3.9032700061798096,104.09668707847595,22690,Nicolass-Air.technicolor.net,127.0.0.1,104.09668707847595,30,"86_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0040,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,2,0.99,0.004,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
feb1b4ff,39.0,1711740700,,True,30,2024-03-29_20-31-40,3.6324639320373535,113.14290285110474,22699,Nicolass-Air.technicolor.net,127.0.0.1,113.14290285110474,30,"87_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0040,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,1,0.99,0.004,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
c59c4739,15.0,1711740717,,True,30,2024-03-29_20-31-57,3.3783788681030273,129.56245923042297,22329,Nicolass-Air.technicolor.net,127.0.0.1,129.56245923042297,30,"88_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0040,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,2,0.99,0.004,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
840a1459,11.0,1711740675,,True,30,2024-03-29_20-31-15,2.752013921737671,79.06044054031372,22681,Nicolass-Air.technicolor.net,127.0.0.1,79.06044054031372,30,"89_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0040,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,1,0.99,0.004,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
1e80a96f,48.0,1711740732,,True,30,2024-03-29_20-32-12,2.140194892883301,124.46267652511597,22728,Nicolass-Air.technicolor.net,127.0.0.1,124.46267652511597,30,"90_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0040,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,450,5,1,1.0,0.004,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
5e8565c8,9.0,1711740719,,True,30,2024-03-29_20-31-59,2.387462854385376,99.80737471580505,22742,Nicolass-Air.technicolor.net,127.0.0.1,99.80737471580505,30,"91_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,450,5,4,1.0,0.1,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
a0a386d9,0.0,1711740724,,True,21,2024-03-29_20-32-04,0.21321821212768555,91.40540623664856,22751,Nicolass-Air.technicolor.net,127.0.0.1,91.40540623664856,21,"92_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,2,1.0,0.02,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
4298ded2,24.4,1711740752,,True,30,2024-03-29_20-32-32,2.3362510204315186,103.09529113769531,22763,Nicolass-Air.technicolor.net,127.0.0.1,103.09529113769531,30,"93_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,300,5,4,0.99,0.02,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
7bcb9e9f,10.2,1711740807,,True,30,2024-03-29_20-33-27,1.7073049545288086,48.512073278427124,22681,Nicolass-Air.technicolor.net,127.0.0.1,48.512073278427124,30,"94_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,450,5,2,0.99,0.1,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
a0986bad,0.0,1711740796,,True,14,2024-03-29_20-33-16,0.6000380516052246,26.682072401046753,22918,Nicolass-Air.technicolor.net,127.0.0.1,26.682072401046753,14,"95_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,2,1.0,0.1,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
028379b2,0.0,1711740792,,True,11,2024-03-29_20-33-12,0.4755270481109619,15.189716100692749,22927,Nicolass-Air.technicolor.net,127.0.0.1,15.189716100692749,11,"96_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,2,1.0,0.1,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
59f0cf61,12.0,1711740847,,True,30,2024-03-29_20-34-07,1.3889858722686768,58.26439046859741,22938,Nicolass-Air.technicolor.net,127.0.0.1,58.26439046859741,30,"97_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,450,5,2,0.99,0.02,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
2884b50c,11.0,1711740830,,True,30,2024-03-29_20-33-50,1.0601370334625244,38.3692843914032,22927,Nicolass-Air.technicolor.net,127.0.0.1,38.3692843914032,30,"98_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,1,1.0,0.1,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
0d2fe49e,10.0,1711740856,,True,30,2024-03-29_20-34-16,1.400829792022705,59.5611846446991,22918,Nicolass-Air.technicolor.net,127.0.0.1,59.5611846446991,30,"99_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,2,0.99,0.1,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
