trial_id,reward,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/total_timesteps,config/num_steps,config/num_updates,config/buffer_size,config/update_epochs,config/update_policy_epochs,config/num_rollouts,config/num_envs,config/gamma,config/policy_lr,config/q_lr,config/policy_lr_end,config/q_lr_end,config/alpha,config/eta,config/beta,config/use_linear_schedule,config/saddle_point_optimization,config/use_kl_loss,config/policy_activation,config/num_hidden_layers,config/hidden_size,config/q_activation,config/q_hidden_size,config/q_num_hidden_layers,config/__trial_index__
934409a0,58.0,1713280920,,True,195,2024-04-16_17-22-00,1.1873388290405273,394.6208612918854,11941,Nicolass-Air.technicolor.net,127.0.0.1,394.6208612918854,195,"99_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,10,,0.1,False,True,False,Tanh,3,256,Tanh,64,2,0
1c7c81a9,10.0,1713280718,,True,195,2024-04-16_17-18-38,0.9013381004333496,181.20017981529236,11953,Nicolass-Air.technicolor.net,127.0.0.1,181.20017981529236,195,"100_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,10,,0.1,False,True,False,Tanh,3,256,Tanh,64,2,0
8c8b0933,87.25,1713280986,,True,195,2024-04-16_17-23-06,2.2980480194091797,436.86507844924927,11963,Nicolass-Air.technicolor.net,127.0.0.1,436.86507844924927,195,"101_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,10,,0.1,False,True,False,Tanh,3,256,Tanh,64,2,0
9e5cdee0,8.5,1713280756,,True,195,2024-04-16_17-19-16,0.5778629779815674,191.8155710697174,11984,Nicolass-Air.technicolor.net,127.0.0.1,191.8155710697174,195,"102_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,10,,0.1,False,True,False,Tanh,3,256,Tanh,64,2,0
49b3c41d,30.25,1713280754,,True,48,2024-04-16_17-19-14,2.693723201751709,176.92044377326965,12004,Nicolass-Air.technicolor.net,127.0.0.1,176.92044377326965,48,"103_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=512,num_updates=50,policy_activation=ReLU,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0025,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=150,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,150,300,4,1,0.99,0.01,0.0025,0.0005,5e-06,10,,0.1,True,True,False,ReLU,3,256,Tanh,64,2,0
e012a27c,14.5,1713280697,,True,24,2024-04-16_17-18-17,3.210766077041626,79.42006516456604,12069,Nicolass-Air.technicolor.net,127.0.0.1,79.42006516456604,24,"104_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=1,num_rollouts=8,num_steps=512,num_updates=50,policy_activation=ReLU,policy_lr=0.0025,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0025,q_lr_end=0.0005,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=150,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,150,300,8,1,0.99,0.0025,0.0025,0.0005,0.0005,10,,0.1,True,True,False,ReLU,1,256,Tanh,64,2,0
a1c73ba2,10.625,1713280768,,True,24,2024-04-16_17-19-28,2.9729669094085693,117.14190149307251,12166,Nicolass-Air.technicolor.net,127.0.0.1,117.14190149307251,24,"105_trial_index=0,alpha=10,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=1,num_rollouts=8,num_steps=512,num_updates=50,policy_activation=ReLU,policy_lr=0.0025,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=128,q_lr=0.0025,q_lr_end=0.0005,q_num_hidden_layers=8,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=150,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,150,300,8,1,0.99,0.0025,0.0025,0.0005,0.0005,10,,0.00025,True,True,False,ReLU,1,256,Tanh,128,8,0
9ae7d923,16.375,1713280844,,True,24,2024-04-16_17-20-44,4.80334210395813,126.04601407051086,12243,Nicolass-Air.technicolor.net,127.0.0.1,126.04601407051086,24,"106_trial_index=0,alpha=10,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=1,num_rollouts=8,num_steps=512,num_updates=50,policy_activation=ReLU,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=128,q_lr=0.0025,q_lr_end=0.0005,q_num_hidden_layers=8,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=150,update_policy_epochs=300,use_kl_loss=True,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,150,300,8,1,0.99,0.01,0.0025,0.0005,0.0005,10,,0.00025,True,True,True,ReLU,1,256,Tanh,128,8,0
eee5d956,28.25,1713280878,,True,24,2024-04-16_17-21-18,6.108286142349243,141.60369563102722,12288,Nicolass-Air.technicolor.net,127.0.0.1,141.60369563102722,24,"107_trial_index=0,alpha=10,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=1,num_rollouts=8,num_steps=512,num_updates=50,policy_activation=ReLU,policy_lr=0.0025,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=128,q_lr=0.0025,q_lr_end=0.0005,q_num_hidden_layers=8,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=150,update_policy_epochs=300,use_kl_loss=True,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,150,300,8,1,0.99,0.0025,0.0025,0.0005,0.0005,10,,0.00025,True,True,True,ReLU,1,256,Tanh,128,8,0
30a543ec,16.375,1713280884,,True,24,2024-04-16_17-21-24,3.7603259086608887,116.26557803153992,12339,Nicolass-Air.technicolor.net,127.0.0.1,116.26557803153992,24,"108_trial_index=0,alpha=10,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,num_envs=1,num_hidden_layers=1,num_rollouts=8,num_steps=512,num_updates=50,policy_activation=ReLU,policy_lr=0.0025,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=128,q_lr=0.0100,q_lr_end=0.0005,q_num_hidden_layers=8,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=150,update_policy_epochs=300,use_kl_loss=True,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,150,300,8,1,0.99,0.0025,0.01,0.0005,0.0005,10,,0.00025,True,True,True,ReLU,1,64,Tanh,128,8,0
34a77865,12.625,1713280910,,True,24,2024-04-16_17-21-50,3.3955678939819336,131.26191997528076,12347,Nicolass-Air.technicolor.net,127.0.0.1,131.26191997528076,24,"109_trial_index=0,alpha=10,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=1,num_rollouts=8,num_steps=512,num_updates=50,policy_activation=ReLU,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=128,q_lr=0.0005,q_lr_end=0.0005,q_num_hidden_layers=8,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=150,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,150,300,8,1,0.99,0.01,0.0005,0.0005,0.0005,10,,0.00025,True,True,False,ReLU,1,256,Tanh,128,8,0
0f845fe7,16.625,1713280826,,True,24,2024-04-16_17-20-26,1.4547638893127441,35.19616723060608,12358,Nicolass-Air.technicolor.net,127.0.0.1,35.19616723060608,24,"110_trial_index=0,alpha=10,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=1,num_rollouts=8,num_steps=512,num_updates=50,policy_activation=ReLU,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=128,q_lr=0.0005,q_lr_end=0.0005,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=True,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,50,300,8,1,0.99,0.01,0.0005,0.0005,0.0005,10,,0.00025,True,True,True,ReLU,1,256,Tanh,128,2,0
f33fe8ce,32.125,1713280848,,True,24,2024-04-16_17-20-48,2.135059118270874,43.941309690475464,12372,Nicolass-Air.technicolor.net,127.0.0.1,43.941309690475464,24,"111_trial_index=0,alpha=10,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=1,num_rollouts=8,num_steps=512,num_updates=50,policy_activation=ReLU,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=128,q_lr=0.0005,q_lr_end=0.0005,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=True,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,50,300,8,1,0.99,0.01,0.0005,0.0005,0.0005,10,,0.00025,True,True,True,ReLU,1,256,Tanh,128,2,0
29246416,15.25,1713280894,,True,24,2024-04-16_17-21-34,1.4957468509674072,52.54048180580139,12403,Nicolass-Air.technicolor.net,127.0.0.1,52.54048180580139,24,"112_trial_index=0,alpha=10,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,num_envs=1,num_hidden_layers=1,num_rollouts=8,num_steps=512,num_updates=50,policy_activation=ReLU,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=128,q_lr=0.0100,q_lr_end=0.0005,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=150,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,150,300,8,1,0.99,0.01,0.01,0.0005,0.0005,10,,0.00025,True,True,False,ReLU,1,64,Tanh,128,2,0
9c2923fe,13.25,1713280884,,True,24,2024-04-16_17-21-24,1.0601961612701416,25.889121055603027,12433,Nicolass-Air.technicolor.net,127.0.0.1,25.889121055603027,24,"113_trial_index=0,alpha=10,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,num_envs=1,num_hidden_layers=1,num_rollouts=8,num_steps=512,num_updates=50,policy_activation=ReLU,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=128,q_lr=0.0100,q_lr_end=0.0001,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,50,300,8,1,0.99,0.01,0.01,0.0005,0.0001,10,,0.00025,True,True,False,ReLU,1,64,Tanh,128,2,0
0916d60b,14.5,1713280888,,True,24,2024-04-16_17-21-28,0.5395901203155518,17.382461071014404,12443,Nicolass-Air.technicolor.net,127.0.0.1,17.382461071014404,24,"114_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,num_envs=1,num_hidden_layers=1,num_rollouts=8,num_steps=512,num_updates=50,policy_activation=ReLU,policy_lr=0.0025,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=256,q_lr=0.0100,q_lr_end=0.0001,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,50,50,8,1,0.99,0.0025,0.01,0.0005,0.0001,10,,0.1,True,True,False,ReLU,1,64,Tanh,256,2,0
b3d5597e,9.75,1713280938,,True,97,2024-04-16_17-22-18,0.48088812828063965,46.72562098503113,12467,Nicolass-Air.technicolor.net,127.0.0.1,46.72562098503113,97,"115_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,num_envs=1,num_hidden_layers=3,num_rollouts=8,num_steps=128,num_updates=50,policy_activation=ReLU,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=256,q_lr=0.0100,q_lr_end=0.0001,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,50,8,1,0.99,0.01,0.01,0.0005,0.0001,10,,0.1,False,True,False,ReLU,3,64,Tanh,256,2,0
46c7999c,11.625,1713281099,,True,97,2024-04-16_17-24-59,1.9451210498809814,196.70721912384033,12476,Nicolass-Air.technicolor.net,127.0.0.1,196.70721912384033,97,"116_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=8,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0005,policy_lr_end=0.0000,q_activation=Tanh,q_hidden_size=256,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=150,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,150,8,1,0.99,0.0005,0.0005,5e-06,5e-06,10,,0.1,False,True,False,Tanh,3,256,Tanh,256,2,0
65fcd825,44.14285659790039,1713281009,,True,97,2024-04-16_17-23-29,1.4042890071868896,96.62725043296814,12496,Nicolass-Air.technicolor.net,127.0.0.1,96.62725043296814,97,"117_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=8,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0025,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,8,1,0.99,0.01,0.0025,0.0005,5e-06,10,,0.1,False,True,False,Tanh,3,256,Tanh,64,2,0
28fc7738,20.125,1713280991,,True,97,2024-04-16_17-23-11,0.7152440547943115,68.36799836158752,12507,Nicolass-Air.technicolor.net,127.0.0.1,68.36799836158752,97,"118_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=8,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0025,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,8,1,0.99,0.01,0.0025,0.0005,5e-06,10,,0.1,False,True,False,Tanh,3,256,Tanh,64,2,0
e1539fcf,28.5,1713281267,,True,195,2024-04-16_17-27-47,1.1608409881591797,333.3385157585144,12515,Nicolass-Air.technicolor.net,127.0.0.1,333.3385157585144,195,"119_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0005,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,50,4,1,0.99,0.0005,0.0005,0.0005,5e-06,10,,0.1,False,True,False,Tanh,3,256,Tanh,64,2,0
6837bbd9,48.5,1713281188,,True,195,2024-04-16_17-26-28,1.6437320709228516,243.95809483528137,12531,Nicolass-Air.technicolor.net,127.0.0.1,243.95809483528137,195,"120_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0005,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,50,4,1,0.99,0.0005,0.0005,0.0005,5e-06,10,,0.1,False,True,False,Tanh,3,256,Tanh,64,2,0
2849d30a,22.5,1713281100,,True,195,2024-04-16_17-25-00,0.8135309219360352,144.40975332260132,12542,Nicolass-Air.technicolor.net,127.0.0.1,144.40975332260132,195,"121_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0005,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,50,4,1,0.99,0.0005,0.0005,0.0005,5e-06,10,,0.1,False,True,False,Tanh,3,256,Tanh,64,2,0
63ffc3ff,22.0,1713281110,,True,195,2024-04-16_17-25-10,0.7993800640106201,141.14019775390625,12551,Nicolass-Air.technicolor.net,127.0.0.1,141.14019775390625,195,"122_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0005,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,50,4,1,0.99,0.0005,0.0005,0.0005,5e-06,10,,0.1,False,True,False,Tanh,3,256,Tanh,64,2,0
6468de87,10.0,1713281135,,True,195,2024-04-16_17-25-35,0.5570790767669678,133.49870538711548,12596,Nicolass-Air.technicolor.net,127.0.0.1,133.49870538711548,195,"123_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,10,,0.1,False,True,False,Tanh,3,256,Tanh,64,2,0
