trial_id,reward,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/total_timesteps,config/num_steps,config/num_updates,config/buffer_size,config/update_epochs,config/update_policy_epochs,config/num_rollouts,config/num_envs,config/gamma,config/policy_lr,config/q_lr,config/policy_lr_end,config/q_lr_end,config/alpha,config/eta,config/beta,config/use_linear_schedule,config/saddle_point_optimization,config/use_kl_loss,config/policy_activation,config/num_hidden_layers,config/hidden_size,config/q_activation,config/q_hidden_size,config/q_num_hidden_layers,config/__trial_index__
bc1982e1,9.0,1713284362,,True,195,2024-04-16_18-19-22,0.3798990249633789,82.10347533226013,16168,Nicolass-Air.technicolor.net,127.0.0.1,82.10347533226013,195,"236_trial_index=0,alpha=6,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=True,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,6,,0.00025,False,True,True,Tanh,3,256,Tanh,64,2,0
e9f752c2,9.25,1713284499,,True,195,2024-04-16_18-21-39,0.7053530216217041,203.88776779174805,16177,Nicolass-Air.technicolor.net,127.0.0.1,203.88776779174805,195,"237_trial_index=0,alpha=6,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=256,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=150,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,150,4,1,0.99,0.01,0.0005,0.0005,5e-06,6,,0.1,False,True,False,Tanh,3,256,Tanh,256,2,0
eca3235c,9.0,1713284470,,True,195,2024-04-16_18-21-10,0.9326207637786865,159.2215337753296,16202,Nicolass-Air.technicolor.net,127.0.0.1,159.2215337753296,195,"238_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,10,,0.1,False,True,False,Tanh,3,256,Tanh,64,2,0
5ff9c28d,9.5,1713284484,,True,195,2024-04-16_18-21-24,0.6675348281860352,156.81289172172546,16215,Nicolass-Air.technicolor.net,127.0.0.1,156.81289172172546,195,"239_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,10,,0.1,False,True,False,Tanh,3,256,Tanh,64,2,0
16fe8ae7,9.25,1713284500,,True,195,2024-04-16_18-21-40,0.603240966796875,153.11391186714172,16241,Nicolass-Air.technicolor.net,127.0.0.1,153.11391186714172,195,"240_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,10,,0.1,False,True,False,Tanh,3,256,Tanh,64,2,0
451bbe59,25.0,1713284617,,True,195,2024-04-16_18-23-37,1.1483120918273926,250.4835183620453,16253,Nicolass-Air.technicolor.net,127.0.0.1,250.4835183620453,195,"241_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,10,,0.1,False,True,False,Tanh,3,256,Tanh,64,2,0
8af1bc95,9.25,1713284667,,True,195,2024-04-16_18-24-27,1.4769318103790283,282.30656123161316,16285,Nicolass-Air.technicolor.net,127.0.0.1,282.30656123161316,195,"242_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=256,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=150,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,150,4,1,0.99,0.01,0.0005,0.0005,5e-06,10,,0.1,False,True,False,Tanh,3,256,Tanh,256,2,0
135b0d10,8.75,1713284789,,True,195,2024-04-16_18-26-29,1.5362107753753662,301.46536898612976,16405,Nicolass-Air.technicolor.net,127.0.0.1,301.46536898612976,195,"243_trial_index=0,alpha=10,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=256,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=150,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,150,4,1,0.99,0.01,0.0005,0.0005,5e-06,10,,0.1,False,True,False,Tanh,3,256,Tanh,256,2,0
82cb8293,88.19999694824219,1713285061,,True,90,2024-04-16_18-31-01,7.831823110580444,559.7974276542664,16434,Nicolass-Air.technicolor.net,127.0.0.1,559.7974276542664,90,"244_trial_index=0,alpha=6,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=8,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=256,q_lr=0.0025,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=150,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,150,8,1,0.99,0.01,0.0025,0.0005,5e-06,6,,0.1,False,True,False,Tanh,3,256,Tanh,256,2,0
213910e5,9.625,1713284579,,True,97,2024-04-16_18-22-59,0.6472799777984619,66.05532002449036,16447,Nicolass-Air.technicolor.net,127.0.0.1,66.05532002449036,97,"245_trial_index=0,alpha=6,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=8,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=ReLU,q_hidden_size=64,q_lr=0.0025,q_lr_end=0.0000,q_num_hidden_layers=8,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,8,1,0.99,0.01,0.0025,0.0005,5e-06,6,,0.1,True,True,False,Tanh,3,256,ReLU,64,8,0
3526c754,14.5,1713284610,,True,97,2024-04-16_18-23-30,0.8492739200592041,83.12989616394043,16459,Nicolass-Air.technicolor.net,127.0.0.1,83.12989616394043,97,"246_trial_index=0,alpha=6,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=8,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=ReLU,q_hidden_size=64,q_lr=0.0025,q_lr_end=0.0000,q_num_hidden_layers=8,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,8,1,0.99,0.01,0.0025,0.0005,5e-06,6,,0.1,True,True,False,Tanh,3,256,ReLU,64,8,0
c32dfd52,9.125,1713284618,,True,97,2024-04-16_18-23-38,0.647691011428833,75.37751340866089,16470,Nicolass-Air.technicolor.net,127.0.0.1,75.37751340866089,97,"247_trial_index=0,alpha=6,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=8,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=ReLU,q_hidden_size=64,q_lr=0.0025,q_lr_end=0.0000,q_num_hidden_layers=8,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,8,1,0.99,0.01,0.0025,0.0005,5e-06,6,,0.1,True,True,False,Tanh,3,256,ReLU,64,8,0
5df518d4,43.625,1713284738,,True,97,2024-04-16_18-25-38,1.845503807067871,178.3009512424469,16491,Nicolass-Air.technicolor.net,127.0.0.1,178.3009512424469,97,"248_trial_index=0,alpha=6,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=8,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=ReLU,q_hidden_size=64,q_lr=0.0025,q_lr_end=0.0000,q_num_hidden_layers=8,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,8,1,0.99,0.01,0.0025,0.0005,5e-06,6,,0.1,True,True,False,Tanh,3,256,ReLU,64,8,0
0b11474f,9.25,1713284680,,True,195,2024-04-16_18-24-40,0.4255239963531494,79.81196522712708,16539,Nicolass-Air.technicolor.net,127.0.0.1,79.81196522712708,195,"249_trial_index=0,alpha=6,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=ReLU,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,6,,0.1,False,True,False,Tanh,3,256,ReLU,64,2,0
17aba6ce,-10000.0,1713284681,,True,28,2024-04-16_18-24-41,8.963342905044556,53.2721061706543,16571,Nicolass-Air.technicolor.net,127.0.0.1,53.2721061706543,28,"250_trial_index=0,alpha=6,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=ReLU,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,6,,0.00025,False,True,False,Tanh,3,256,ReLU,64,2,0
8546ff0b,27.5,1713284765,,True,195,2024-04-16_18-26-05,0.6958107948303223,119.66885232925415,16601,Nicolass-Air.technicolor.net,127.0.0.1,119.66885232925415,195,"251_trial_index=0,alpha=6,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,6,,0.00025,False,True,False,Tanh,3,256,Tanh,64,2,0
57bb03d1,9.25,1713284751,,True,195,2024-04-16_18-25-51,0.4589540958404541,88.4080262184143,16610,Nicolass-Air.technicolor.net,127.0.0.1,88.4080262184143,195,"252_trial_index=0,alpha=6,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,6,,0.00025,False,True,False,Tanh,3,256,Tanh,64,2,0
5b1ffb3f,42.5,1713284856,,True,195,2024-04-16_18-27-36,0.9452779293060303,169.7915141582489,16644,Nicolass-Air.technicolor.net,127.0.0.1,169.7915141582489,195,"253_trial_index=0,alpha=6,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,6,,0.00025,False,True,False,Tanh,3,256,Tanh,64,2,0
07390fc1,9.25,1713284795,,True,195,2024-04-16_18-26-35,0.4270620346069336,93.3247880935669,16673,Nicolass-Air.technicolor.net,127.0.0.1,93.3247880935669,195,"254_trial_index=0,alpha=6,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,6,,0.00025,False,True,False,Tanh,3,256,Tanh,64,2,0
a31d11d7,9.25,1713284833,,True,195,2024-04-16_18-27-13,0.44635796546936035,113.57411932945251,16683,Nicolass-Air.technicolor.net,127.0.0.1,113.57411932945251,195,"255_trial_index=0,alpha=6,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,6,,0.00025,False,True,False,Tanh,3,256,Tanh,64,2,0
47a8db55,9.75,1713285002,,True,195,2024-04-16_18-30-02,0.4076111316680908,242.86532831192017,16730,Nicolass-Air.technicolor.net,127.0.0.1,242.86532831192017,195,"256_trial_index=0,alpha=6,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,6,,0.00025,False,True,False,Tanh,3,256,Tanh,64,2,0
a932639c,9.0,1713284866,,True,195,2024-04-16_18-27-46,0.4083108901977539,88.78226780891418,16756,Nicolass-Air.technicolor.net,127.0.0.1,88.78226780891418,195,"257_trial_index=0,alpha=6,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,6,,0.00025,False,True,False,Tanh,3,256,Tanh,64,2,0
a9514851,29.0,1713284926,,True,195,2024-04-16_18-28-46,0.7314131259918213,130.07226037979126,16782,Nicolass-Air.technicolor.net,127.0.0.1,130.07226037979126,195,"258_trial_index=0,alpha=6,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=4,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,4,1,0.99,0.01,0.0005,0.0005,5e-06,6,,0.00025,False,True,False,Tanh,3,256,Tanh,64,2,0
5b753cc4,28.625,1713284971,,True,97,2024-04-16_18-29-31,1.1635081768035889,158.22467136383057,16796,Nicolass-Air.technicolor.net,127.0.0.1,158.22467136383057,97,"259_trial_index=0,alpha=8,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=8,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,8,1,0.99,0.01,0.0005,0.0005,5e-06,8,,0.00025,False,True,False,Tanh,3,256,Tanh,64,2,0
e28bb1b2,56.375,1713285021,,True,97,2024-04-16_18-30-21,2.1970906257629395,190.08347249031067,16843,Nicolass-Air.technicolor.net,127.0.0.1,190.08347249031067,97,"260_trial_index=0,alpha=6,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,num_envs=1,num_hidden_layers=3,num_rollouts=8,num_steps=128,num_updates=50,policy_activation=Tanh,policy_lr=0.0100,policy_lr_end=0.0005,q_activation=Tanh,q_hidden_size=64,q_lr=0.0005,q_lr_end=0.0000,q_num_hidden_layers=2,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,50,8,1,0.99,0.01,0.0005,0.0005,5e-06,6,,0.00025,False,True,False,Tanh,3,256,Tanh,64,2,0
