trial_id,reward,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/total_timesteps,config/num_updates,config/buffer_size,config/update_epochs,config/update_policy_epochs,config/num_rollouts,config/num_envs,config/gamma,config/policy_lr_start,config/policy_lr_end,config/q_lr_start,config/q_lr_end,config/alpha,config/eta,config/autotune,config/target_entropy_scale,config/use_linear_schedule,config/saddle_point_optimization,config/kl_loss,config/__trial_index__
c9229227,0.0,1711624108,,True,15,2024-03-28_12-08-28,3.099561929702759,59.665815114974976,60489,Nicolass-Air.technicolor.net,127.0.0.1,59.665815114974976,15,"1_trial_index=0,alpha=1.7716,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=False,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.4964,q_lr_end=0.0010,q_lr_start=0.0679,saddle_point_optimization=False,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=300,update_policy_epochs=500,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,300,500,5,4,0.99,0.49637404036067573,0.001,0.06785834633550071,0.001,1.7715736780610292,,False,0.1,False,False,False,0
34781fd6,9.0,1711624230,,True,30,2024-03-28_12-10-30,6.532657146453857,173.00808691978455,60496,Nicolass-Air.technicolor.net,127.0.0.1,173.00808691978455,30,"2_trial_index=1,alpha=1.7716,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=False,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.4964,q_lr_end=0.0010,q_lr_start=0.0679,saddle_point_optimization=False,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=300,update_policy_epochs=500,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,300,500,5,4,0.99,0.49637404036067573,0.001,0.06785834633550071,0.001,1.7715736780610292,,False,0.1,False,False,False,1
8918dbe6,10.0,1711624222,,True,30,2024-03-28_12-10-22,5.891847848892212,156.41368699073792,60508,Nicolass-Air.technicolor.net,127.0.0.1,156.41368699073792,30,"3_trial_index=0,alpha=0.3507,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=False,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0043,q_lr_end=0.0010,q_lr_start=0.0106,saddle_point_optimization=False,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=100,update_policy_epochs=450,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,100,450,5,4,0.99,0.004332135402837211,0.001,0.01061456759818745,0.001,0.3506511774229956,,False,0.1,False,False,False,0
0769a7e9,11.4,1711624280,,True,30,2024-03-28_12-11-20,7.263002157211304,205.0268955230713,60516,Nicolass-Air.technicolor.net,127.0.0.1,205.0268955230713,30,"4_trial_index=1,alpha=0.3507,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=False,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0043,q_lr_end=0.0010,q_lr_start=0.0106,saddle_point_optimization=False,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=100,update_policy_epochs=450,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,100,450,5,4,0.99,0.004332135402837211,0.001,0.01061456759818745,0.001,0.3506511774229956,,False,0.1,False,False,False,1
50f0704f,9.0,1711624317,,True,30,2024-03-28_12-11-57,6.003483057022095,229.59602403640747,60525,Nicolass-Air.technicolor.net,127.0.0.1,229.59602403640747,30,"5_trial_index=0,alpha=3.3318,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=False,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0107,q_lr_end=0.0010,q_lr_start=0.4042,saddle_point_optimization=False,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=300,update_policy_epochs=450,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,300,450,5,4,0.99,0.010677813802061852,0.001,0.4041523801252165,0.001,3.3317826233401187,,False,0.1,False,False,False,0
27fbfbbf,0.0,1711624419,,True,15,2024-03-28_12-13-39,17.097508907318115,318.03965282440186,60534,Nicolass-Air.technicolor.net,127.0.0.1,318.03965282440186,15,"6_trial_index=1,alpha=3.3318,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=False,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0107,q_lr_end=0.0010,q_lr_start=0.4042,saddle_point_optimization=False,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=300,update_policy_epochs=450,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,300,450,5,4,0.99,0.010677813802061852,0.001,0.4041523801252165,0.001,3.3317826233401187,,False,0.1,False,False,False,1
3f5a50d6,9.0,1711624293,,True,30,2024-03-28_12-11-33,7.16926383972168,184.09840083122253,60489,Nicolass-Air.technicolor.net,127.0.0.1,184.09840083122253,30,"7_trial_index=0,alpha=0.6957,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=False,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0731,q_lr_end=0.0010,q_lr_start=0.0067,saddle_point_optimization=False,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=100,update_policy_epochs=500,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,100,500,5,4,0.99,0.07306826817672787,0.001,0.00673968337659367,0.001,0.6957319313137524,,False,0.1,False,False,False,0
6467b497,9.0,1711624285,,True,30,2024-03-28_12-11-25,5.810563087463379,160.3459403514862,60549,Nicolass-Air.technicolor.net,127.0.0.1,160.3459403514862,30,"8_trial_index=1,alpha=0.6957,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=False,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0731,q_lr_end=0.0010,q_lr_start=0.0067,saddle_point_optimization=False,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=100,update_policy_epochs=500,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,100,500,5,4,0.99,0.07306826817672787,0.001,0.00673968337659367,0.001,0.6957319313137524,,False,0.1,False,False,False,1
3bae72ac,14.4,1711624321,,True,30,2024-03-28_12-12-01,6.000200033187866,177.30646085739136,60565,Nicolass-Air.technicolor.net,127.0.0.1,177.30646085739136,30,"9_trial_index=0,alpha=0.2551,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=False,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0416,q_lr_end=0.0010,q_lr_start=0.2430,saddle_point_optimization=False,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=100,update_policy_epochs=500,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,100,500,5,4,0.99,0.04155155764676539,0.001,0.2430260388647036,0.001,0.25506228752098037,,False,0.1,False,False,False,0
13380d01,27.2,1711624550,,True,30,2024-03-28_12-15-50,13.129967212677002,327.68801522254944,60508,Nicolass-Air.technicolor.net,127.0.0.1,327.68801522254944,30,"10_trial_index=1,alpha=0.2551,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=False,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0416,q_lr_end=0.0010,q_lr_start=0.2430,saddle_point_optimization=False,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=100,update_policy_epochs=500,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,100,500,5,4,0.99,0.04155155764676539,0.001,0.2430260388647036,0.001,0.25506228752098037,,False,0.1,False,False,False,1
