trial_id,reward,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/total_timesteps,config/num_steps,config/num_updates,config/buffer_size,config/update_epochs,config/update_policy_epochs,config/num_rollouts,config/num_envs,config/gamma,config/policy_lr,config/q_lr,config/policy_lr_end,config/q_lr_end,config/alpha,config/eta,config/beta,config/use_linear_schedule,config/saddle_point_optimization,config/use_kl_loss,config/__trial_index__
b75837ed,-10000.0,1713257094,,True,182,2024-04-16_10-44-54,0.1760118007659912,274.93933391571045,82601,Nicolass-Air.technicolor.net,127.0.0.1,274.93933391571045,182,"11_trial_index=0,alpha=8,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=128,num_updates=50,policy_lr=0.0025,policy_lr_end=0.0001,q_lr=0.0025,q_lr_end=0.0001,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=150,update_policy_epochs=150,use_kl_loss=True,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,150,150,4,1,0.99,0.0025,0.0025,0.0001,0.0001,8,,0.00025,False,True,True,0
3ea0eb16,21.0,1713256843,,True,32,2024-04-16_10-40-43,0.5682592391967773,15.048970460891724,82617,Nicolass-Air.technicolor.net,127.0.0.1,15.048970460891724,32,"12_trial_index=0,alpha=6,beta=0.0020,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=6,num_steps=512,num_updates=50,policy_lr=0.0005,policy_lr_end=0.0005,q_lr=0.0100,q_lr_end=0.0001,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,15,50,6,1,0.99,0.0005,0.01,0.0005,0.0001,6,,0.002,True,True,False,0
c0a0dd6f,53.0,1713257010,,True,32,2024-04-16_10-43-30,4.733729124069214,169.4425666332245,82638,Nicolass-Air.technicolor.net,127.0.0.1,169.4425666332245,32,"13_trial_index=0,alpha=8,beta=0.0000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=6,num_steps=512,num_updates=50,policy_lr=0.0005,policy_lr_end=0.0001,q_lr=0.0025,q_lr_end=0.0001,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=150,update_policy_epochs=150,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,150,150,6,1,0.99,0.0005,0.0025,0.0001,0.0001,8,,5e-06,False,True,False,0
f62edfaa,9.5,1713257087,,True,195,2024-04-16_10-44-47,0.7543528079986572,230.7219009399414,82655,Nicolass-Air.technicolor.net,127.0.0.1,230.7219009399414,195,"14_trial_index=0,alpha=6,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=128,num_updates=50,policy_lr=0.0025,policy_lr_end=0.0005,q_lr=0.0005,q_lr_end=0.0001,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=300,use_kl_loss=True,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,300,4,1,0.99,0.0025,0.0005,0.0005,0.0001,6,,0.1,True,True,True,0
a8d77017,9.166666984558105,1713256994,,True,130,2024-04-16_10-43-14,0.6817610263824463,122.63655734062195,82668,Nicolass-Air.technicolor.net,127.0.0.1,122.63655734062195,130,"15_trial_index=0,alpha=4,beta=0.0020,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=6,num_steps=128,num_updates=50,policy_lr=0.0100,policy_lr_end=0.0000,q_lr=0.0025,q_lr_end=0.0000,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=True,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,50,6,1,0.99,0.01,0.0025,5e-06,5e-06,4,,0.002,True,True,True,0
a4b5d75c,-10000.0,1713256926,,True,19,2024-04-16_10-42-06,0.13179683685302734,37.26801824569702,82686,Nicolass-Air.technicolor.net,127.0.0.1,37.26801824569702,19,"16_trial_index=0,alpha=8,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=512,num_updates=50,policy_lr=0.0025,policy_lr_end=0.0001,q_lr=0.0100,q_lr_end=0.0005,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=150,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,50,150,4,1,0.99,0.0025,0.01,0.0001,0.0005,8,,0.00025,False,True,False,0
ff626abf,17.0,1713256976,,True,32,2024-04-16_10-42-56,1.8619740009307861,65.78920006752014,82701,Nicolass-Air.technicolor.net,127.0.0.1,65.78920006752014,32,"17_trial_index=0,alpha=10,beta=0.0020,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=6,num_steps=512,num_updates=50,policy_lr=0.0025,policy_lr_end=0.0005,q_lr=0.0005,q_lr_end=0.0000,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=150,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,50,150,6,1,0.99,0.0025,0.0005,0.0005,5e-06,10,,0.002,False,True,False,0
e416fbbd,9.5,1713257141,,True,195,2024-04-16_10-45-41,0.7160549163818359,209.19062733650208,82718,Nicolass-Air.technicolor.net,127.0.0.1,209.19062733650208,195,"18_trial_index=0,alpha=4,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=128,num_updates=50,policy_lr=0.0005,policy_lr_end=0.0001,q_lr=0.0025,q_lr_end=0.0005,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=True,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,300,4,1,0.99,0.0005,0.0025,0.0001,0.0005,4,,0.00025,True,True,True,0
b2779050,-10000.0,1713257153,,True,3,2024-04-16_10-45-53,0.1534569263458252,2.272306203842163,82953,Nicolass-Air.technicolor.net,127.0.0.1,2.272306203842163,3,"19_trial_index=0,alpha=6,beta=0.0000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=6,num_steps=128,num_updates=50,policy_lr=0.0025,policy_lr_end=0.0001,q_lr=0.0100,q_lr_end=0.0001,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=150,update_policy_epochs=50,use_kl_loss=True,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,150,50,6,1,0.99,0.0025,0.01,0.0001,0.0001,6,,5e-06,True,True,True,0
0f9ed851,16.0,1713257184,,True,48,2024-04-16_10-46-24,0.5277938842773438,25.134735822677612,82973,Nicolass-Air.technicolor.net,127.0.0.1,25.134735822677612,48,"20_trial_index=0,alpha=8,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=512,num_updates=50,policy_lr=0.0100,policy_lr_end=0.0000,q_lr=0.0025,q_lr_end=0.0001,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=150,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,15,150,4,1,0.99,0.01,0.0025,5e-06,0.0001,8,,0.1,False,True,False,0
2d1d7c80,20.25,1713257314,,True,48,2024-04-16_10-48-34,4.437744855880737,144.117329120636,82994,Nicolass-Air.technicolor.net,127.0.0.1,144.117329120636,48,"21_trial_index=0,alpha=6,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=512,num_updates=50,policy_lr=0.0100,policy_lr_end=0.0001,q_lr=0.0005,q_lr_end=0.0001,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=150,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,150,300,4,1,0.99,0.01,0.0005,0.0001,0.0001,6,,0.00025,True,True,False,0
7b368c79,9.5,1713257300,,True,130,2024-04-16_10-48-20,1.4044947624206543,119.56047487258911,83002,Nicolass-Air.technicolor.net,127.0.0.1,119.56047487258911,130,"22_trial_index=0,alpha=8,beta=0.0020,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=6,num_steps=128,num_updates=50,policy_lr=0.0025,policy_lr_end=0.0000,q_lr=0.0025,q_lr_end=0.0001,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=150,use_kl_loss=True,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,150,6,1,0.99,0.0025,0.0025,5e-06,0.0001,8,,0.002,False,True,True,0
99730d6c,56.0,1713257583,,True,195,2024-04-16_10-53-03,1.3206651210784912,392.9927327632904,83023,Nicolass-Air.technicolor.net,127.0.0.1,392.9927327632904,195,"23_trial_index=0,alpha=8,beta=0.0020,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=128,num_updates=50,policy_lr=0.0005,policy_lr_end=0.0005,q_lr=0.0100,q_lr_end=0.0000,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=150,use_kl_loss=True,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,50,150,4,1,0.99,0.0005,0.01,0.0005,5e-06,8,,0.002,False,True,True,0
5d2c1772,14.0,1713257232,,True,32,2024-04-16_10-47-12,0.9484701156616211,28.801653146743774,83034,Nicolass-Air.technicolor.net,127.0.0.1,28.801653146743774,32,"24_trial_index=0,alpha=4,beta=0.0000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=6,num_steps=512,num_updates=50,policy_lr=0.0025,policy_lr_end=0.0001,q_lr=0.0025,q_lr_end=0.0005,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,50,50,6,1,0.99,0.0025,0.0025,0.0001,0.0005,4,,5e-06,True,True,False,0
82f4b329,13.666666984558105,1713257353,,True,32,2024-04-16_10-49-13,3.466583728790283,132.5364646911621,83059,Nicolass-Air.technicolor.net,127.0.0.1,132.5364646911621,32,"25_trial_index=0,alpha=6,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=6,num_steps=512,num_updates=50,policy_lr=0.0100,policy_lr_end=0.0005,q_lr=0.0025,q_lr_end=0.0000,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=150,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,512,50,10000,150,300,6,1,0.99,0.01,0.0025,0.0005,5e-06,6,,0.1,False,True,False,0
1ae5045f,21.5,1713257412,,True,130,2024-04-16_10-50-12,1.143744945526123,173.89413380622864,83083,Nicolass-Air.technicolor.net,127.0.0.1,173.89413380622864,130,"26_trial_index=0,alpha=6,beta=0.0000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=6,num_steps=128,num_updates=50,policy_lr=0.0025,policy_lr_end=0.0005,q_lr=0.0025,q_lr_end=0.0001,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=150,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,150,6,1,0.99,0.0025,0.0025,0.0005,0.0001,6,,5e-06,False,True,False,0
ecc6b349,20.5,1713257455,,True,195,2024-04-16_10-50-55,0.6130650043487549,197.5955376625061,83104,Nicolass-Air.technicolor.net,127.0.0.1,197.5955376625061,195,"27_trial_index=0,alpha=10,beta=0.0000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=128,num_updates=50,policy_lr=0.0025,policy_lr_end=0.0000,q_lr=0.0005,q_lr_end=0.0000,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=15,update_policy_epochs=150,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,15,150,4,1,0.99,0.0025,0.0005,5e-06,5e-06,10,,5e-06,False,True,False,0
359033ac,-10000.0,1713257467,,True,92,2024-04-16_10-51-07,0.59371018409729,188.05836844444275,83124,Nicolass-Air.technicolor.net,127.0.0.1,188.05836844444275,92,"28_trial_index=0,alpha=6,beta=0.0000,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=128,num_updates=50,policy_lr=0.0100,policy_lr_end=0.0005,q_lr=0.0005,q_lr_end=0.0001,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=150,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,150,50,4,1,0.99,0.01,0.0005,0.0005,0.0001,6,,5e-06,False,True,False,0
3d274490,32.0,1713257804,,True,195,2024-04-16_10-56-44,1.7723040580749512,500.390202999115,83166,Nicolass-Air.technicolor.net,127.0.0.1,500.390202999115,195,"29_trial_index=0,alpha=10,beta=0.0020,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=128,num_updates=50,policy_lr=0.0025,policy_lr_end=0.0005,q_lr=0.0005,q_lr_end=0.0000,saddle_point_optimization=True,seed=1,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=150,update_policy_epochs=150,use_kl_loss=True,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,100000,128,50,10000,150,150,4,1,0.99,0.0025,0.0005,0.0005,5e-06,10,,0.002,False,True,True,0
