trial_id,reward,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/total_timesteps,config/num_envs,config/num_steps,config/anneal_lr,config/gamma,config/num_minibatches,config/policy_lr_start,config/q_lr_start,config/alpha,config/eta,config/beta,config/update_epochs,config/saddle_point_optimization,config/use_kl_loss,config/sampler,config/parametrized_sampler,config/q_histogram,config/batch_size,config/minibatch_size,config/num_iterations,config/__trial_index__
9dcea09c,-1000.0,1712921653,,True,19,2024-04-12_13-34-13,0.15153908729553223,13.076208591461182,15335,Nicolass-Air.technicolor.net,127.0.0.1,13.076208591461182,19,"11_trial_index=0,alpha=8.9259,anneal_lr=True,batch_size=0,beta=0.0002,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=4,num_iterations=0,num_minibatches=8,num_steps=256,parametrized_sampler=False,policy_lr_start=0.0002,q_histogram=False,q_lr_start=0.0056,saddle_point_optimization=True,sampler=ref_ph_15c28de2,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,LunarLander-v2,100000,4,256,True,0.99,8,0.00021881267871780256,0.005614803652394488,8.925943253146974,,0.0001738483659298069,10,True,True,<class '__main__.ExponentiatedGradientSampler'>,False,False,0,0,0,0
5a1aa49e,-1000.0,1712921670,,True,18,2024-04-12_13-34-30,0.28858089447021484,12.455762147903442,15351,Nicolass-Air.technicolor.net,127.0.0.1,12.455762147903442,18,"12_trial_index=1,alpha=8.9259,anneal_lr=True,batch_size=0,beta=0.0002,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=4,num_iterations=0,num_minibatches=8,num_steps=256,parametrized_sampler=False,policy_lr_start=0.0002,q_histogram=False,q_lr_start=0.0056,saddle_point_optimization=True,sampler=ref_ph_15c28de2,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,LunarLander-v2,100000,4,256,True,0.99,8,0.00021881267871780256,0.005614803652394488,8.925943253146974,,0.0001738483659298069,10,True,True,<class '__main__.ExponentiatedGradientSampler'>,False,False,0,0,0,1
9f644818,-1000.0,1712921679,,True,17,2024-04-12_13-34-39,0.03152012825012207,10.273626804351807,15368,Nicolass-Air.technicolor.net,127.0.0.1,10.273626804351807,17,"13_trial_index=2,alpha=8.9259,anneal_lr=True,batch_size=0,beta=0.0002,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=4,num_iterations=0,num_minibatches=8,num_steps=256,parametrized_sampler=False,policy_lr_start=0.0002,q_histogram=False,q_lr_start=0.0056,saddle_point_optimization=True,sampler=ref_ph_15c28de2,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,LunarLander-v2,100000,4,256,True,0.99,8,0.00021881267871780256,0.005614803652394488,8.925943253146974,,0.0001738483659298069,10,True,True,<class '__main__.ExponentiatedGradientSampler'>,False,False,0,0,0,2
89554182,-1000.0,1712921689,,True,17,2024-04-12_13-34-49,0.1801159381866455,8.395989418029785,15383,Nicolass-Air.technicolor.net,127.0.0.1,8.395989418029785,17,"14_trial_index=3,alpha=8.9259,anneal_lr=True,batch_size=0,beta=0.0002,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=4,num_iterations=0,num_minibatches=8,num_steps=256,parametrized_sampler=False,policy_lr_start=0.0002,q_histogram=False,q_lr_start=0.0056,saddle_point_optimization=True,sampler=ref_ph_15c28de2,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,LunarLander-v2,100000,4,256,True,0.99,8,0.00021881267871780256,0.005614803652394488,8.925943253146974,,0.0001738483659298069,10,True,True,<class '__main__.ExponentiatedGradientSampler'>,False,False,0,0,0,3
b6991e52,-1000.0,1712921695,,True,14,2024-04-12_13-34-55,0.3139641284942627,6.963144302368164,15391,Nicolass-Air.technicolor.net,127.0.0.1,6.963144302368164,14,"15_trial_index=4,alpha=8.9259,anneal_lr=True,batch_size=0,beta=0.0002,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=4,num_iterations=0,num_minibatches=8,num_steps=256,parametrized_sampler=False,policy_lr_start=0.0002,q_histogram=False,q_lr_start=0.0056,saddle_point_optimization=True,sampler=ref_ph_15c28de2,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,LunarLander-v2,100000,4,256,True,0.99,8,0.00021881267871780256,0.005614803652394488,8.925943253146974,,0.0001738483659298069,10,True,True,<class '__main__.ExponentiatedGradientSampler'>,False,False,0,0,0,4
6bd8dbb0,-1000.0,1712921770,,True,29,2024-04-12_13-36-10,0.023335933685302734,75.02810525894165,15408,Nicolass-Air.technicolor.net,127.0.0.1,75.02810525894165,29,"16_trial_index=0,alpha=2.5250,anneal_lr=False,batch_size=0,beta=0.0099,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=8,num_iterations=0,num_minibatches=4,num_steps=128,parametrized_sampler=True,policy_lr_start=0.0014,q_histogram=False,q_lr_start=0.0004,saddle_point_optimization=True,sampler=ref_ph_15c28de2,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,LunarLander-v2,100000,8,128,False,0.99,4,0.001415051395362316,0.0003806690003027155,2.524960032836923,,0.009945954107771738,50,True,False,<class '__main__.ExponentiatedGradientSampler'>,True,False,0,0,0,0
736bcbc8,-608.632568359375,1712922008,,True,97,2024-04-12_13-40-08,3.616168975830078,305.36046290397644,15418,Nicolass-Air.technicolor.net,127.0.0.1,305.36046290397644,97,"17_trial_index=1,alpha=2.5250,anneal_lr=False,batch_size=0,beta=0.0099,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=8,num_iterations=0,num_minibatches=4,num_steps=128,parametrized_sampler=True,policy_lr_start=0.0014,q_histogram=False,q_lr_start=0.0004,saddle_point_optimization=True,sampler=ref_ph_15c28de2,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,LunarLander-v2,100000,8,128,False,0.99,4,0.001415051395362316,0.0003806690003027155,2.524960032836923,,0.009945954107771738,50,True,False,<class '__main__.ExponentiatedGradientSampler'>,True,False,0,0,0,1
955433d0,-509.5443420410156,1712922050,,True,97,2024-04-12_13-40-50,3.9859819412231445,339.4519793987274,15425,Nicolass-Air.technicolor.net,127.0.0.1,339.4519793987274,97,"18_trial_index=2,alpha=2.5250,anneal_lr=False,batch_size=0,beta=0.0099,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=8,num_iterations=0,num_minibatches=4,num_steps=128,parametrized_sampler=True,policy_lr_start=0.0014,q_histogram=False,q_lr_start=0.0004,saddle_point_optimization=True,sampler=ref_ph_15c28de2,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,LunarLander-v2,100000,8,128,False,0.99,4,0.001415051395362316,0.0003806690003027155,2.524960032836923,,0.009945954107771738,50,True,False,<class '__main__.ExponentiatedGradientSampler'>,True,False,0,0,0,2
7eea9b9d,-1000.0,1712921817,,True,34,2024-04-12_13-36-57,0.5070891380310059,99.82482171058655,15447,Nicolass-Air.technicolor.net,127.0.0.1,99.82482171058655,34,"19_trial_index=3,alpha=2.5250,anneal_lr=False,batch_size=0,beta=0.0099,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=8,num_iterations=0,num_minibatches=4,num_steps=128,parametrized_sampler=True,policy_lr_start=0.0014,q_histogram=False,q_lr_start=0.0004,saddle_point_optimization=True,sampler=ref_ph_15c28de2,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,LunarLander-v2,100000,8,128,False,0.99,4,0.001415051395362316,0.0003806690003027155,2.524960032836923,,0.009945954107771738,50,True,False,<class '__main__.ExponentiatedGradientSampler'>,True,False,0,0,0,3
60a51f55,-1000.0,1712921856,,True,42,2024-04-12_13-37-36,2.9082448482513428,130.2041575908661,15457,Nicolass-Air.technicolor.net,127.0.0.1,130.2041575908661,42,"20_trial_index=4,alpha=2.5250,anneal_lr=False,batch_size=0,beta=0.0099,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=8,num_iterations=0,num_minibatches=4,num_steps=128,parametrized_sampler=True,policy_lr_start=0.0014,q_histogram=False,q_lr_start=0.0004,saddle_point_optimization=True,sampler=ref_ph_15c28de2,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,LunarLander-v2,100000,8,128,False,0.99,4,0.001415051395362316,0.0003806690003027155,2.524960032836923,,0.009945954107771738,50,True,False,<class '__main__.ExponentiatedGradientSampler'>,True,False,0,0,0,4
6f2b6076,-1000.0,1712921740,,True,9,2024-04-12_13-35-40,0.2610771656036377,5.629061460494995,15465,Nicolass-Air.technicolor.net,127.0.0.1,5.629061460494995,9,"21_trial_index=0,alpha=1.0895,anneal_lr=True,batch_size=0,beta=0.0036,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=8,num_iterations=0,num_minibatches=8,num_steps=128,parametrized_sampler=False,policy_lr_start=0.0028,q_histogram=False,q_lr_start=0.0077,saddle_point_optimization=True,sampler=ref_ph_15c28de2,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,LunarLander-v2,100000,8,128,True,0.99,8,0.0027714485673472804,0.007663771858496087,1.0894508576784598,,0.0036392671475579627,10,True,True,<class '__main__.ExponentiatedGradientSampler'>,False,False,0,0,0,0
04270d5b,-1000.0,1712921750,,True,10,2024-04-12_13-35-50,0.0583341121673584,6.211016893386841,15475,Nicolass-Air.technicolor.net,127.0.0.1,6.211016893386841,10,"22_trial_index=1,alpha=1.0895,anneal_lr=True,batch_size=0,beta=0.0036,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=8,num_iterations=0,num_minibatches=8,num_steps=128,parametrized_sampler=False,policy_lr_start=0.0028,q_histogram=False,q_lr_start=0.0077,saddle_point_optimization=True,sampler=ref_ph_15c28de2,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,LunarLander-v2,100000,8,128,True,0.99,8,0.0027714485673472804,0.007663771858496087,1.0894508576784598,,0.0036392671475579627,10,True,True,<class '__main__.ExponentiatedGradientSampler'>,False,False,0,0,0,1
4d5c1cd2,-1000.0,1712921760,,True,10,2024-04-12_13-36-00,0.06117081642150879,5.968565940856934,15485,Nicolass-Air.technicolor.net,127.0.0.1,5.968565940856934,10,"23_trial_index=2,alpha=1.0895,anneal_lr=True,batch_size=0,beta=0.0036,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=8,num_iterations=0,num_minibatches=8,num_steps=128,parametrized_sampler=False,policy_lr_start=0.0028,q_histogram=False,q_lr_start=0.0077,saddle_point_optimization=True,sampler=ref_ph_15c28de2,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,LunarLander-v2,100000,8,128,True,0.99,8,0.0027714485673472804,0.007663771858496087,1.0894508576784598,,0.0036392671475579627,10,True,True,<class '__main__.ExponentiatedGradientSampler'>,False,False,0,0,0,2
c42798c5,-1000.0,1712921769,,True,9,2024-04-12_13-36-09,0.049103736877441406,5.425496578216553,15497,Nicolass-Air.technicolor.net,127.0.0.1,5.425496578216553,9,"24_trial_index=3,alpha=1.0895,anneal_lr=True,batch_size=0,beta=0.0036,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=8,num_iterations=0,num_minibatches=8,num_steps=128,parametrized_sampler=False,policy_lr_start=0.0028,q_histogram=False,q_lr_start=0.0077,saddle_point_optimization=True,sampler=ref_ph_15c28de2,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,LunarLander-v2,100000,8,128,True,0.99,8,0.0027714485673472804,0.007663771858496087,1.0894508576784598,,0.0036392671475579627,10,True,True,<class '__main__.ExponentiatedGradientSampler'>,False,False,0,0,0,3
17c534a3,-1000.0,1712921780,,True,11,2024-04-12_13-36-20,0.05640697479248047,6.109441518783569,15508,Nicolass-Air.technicolor.net,127.0.0.1,6.109441518783569,11,"25_trial_index=4,alpha=1.0895,anneal_lr=True,batch_size=0,beta=0.0036,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=8,num_iterations=0,num_minibatches=8,num_steps=128,parametrized_sampler=False,policy_lr_start=0.0028,q_histogram=False,q_lr_start=0.0077,saddle_point_optimization=True,sampler=ref_ph_15c28de2,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,LunarLander-v2,100000,8,128,True,0.99,8,0.0027714485673472804,0.007663771858496087,1.0894508576784598,,0.0036392671475579627,10,True,True,<class '__main__.ExponentiatedGradientSampler'>,False,False,0,0,0,4
98dd12f7,-1000.0,1712921891,,True,33,2024-04-12_13-38-11,1.5570991039276123,106.37075901031494,15538,Nicolass-Air.technicolor.net,127.0.0.1,106.37075901031494,33,"26_trial_index=0,alpha=3.8510,anneal_lr=False,batch_size=0,beta=0.0002,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=4,num_iterations=0,num_minibatches=4,num_steps=256,parametrized_sampler=True,policy_lr_start=0.0001,q_histogram=False,q_lr_start=0.0006,saddle_point_optimization=True,sampler=ref_ph_15c28de2,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,LunarLander-v2,100000,4,256,False,0.99,4,0.00010068664953646723,0.0006104519775922744,3.8510295757291164,,0.0002007903923125794,50,True,False,<class '__main__.ExponentiatedGradientSampler'>,True,False,0,0,0,0
