trial_id,reward,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/num_steps,config/num_updates,config/buffer_size,config/update_epochs,config/update_policy_epochs,config/num_rollouts,config/num_envs,config/gamma,config/policy_lr,config/q_lr,config/policy_lr_end,config/q_lr_end,config/alpha,config/eta,config/beta,config/use_linear_schedule,config/saddle_point_optimization,config/use_kl_loss,config/__trial_index__
b933f4d8,-3.6748337745666504,1713175732,,True,50,2024-04-15_12-08-52,5.156187057495117,147.07692766189575,46550,Nicolass-Air.technicolor.net,127.0.0.1,147.07692766189575,50,"11_trial_index=0,alpha=8,beta=0.0020,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=128,num_updates=50,policy_lr=0.0020,policy_lr_end=0.0005,q_lr=0.0020,q_lr_end=0.0001,saddle_point_optimization=True,seed=1,torch_deterministic=True,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=True,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,128,50,10000,50,50,4,1,0.99,0.002,0.002,0.0005,0.0001,8,,0.002,True,True,True,0
81c1796e,-164.15887451171875,1713175870,,True,50,2024-04-15_12-11-10,5.141963005065918,276.6529996395111,46557,Nicolass-Air.technicolor.net,127.0.0.1,276.6529996395111,50,"12_trial_index=0,alpha=6,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=512,num_updates=50,policy_lr=0.0005,policy_lr_end=0.0000,q_lr=0.0005,q_lr_end=0.0001,saddle_point_optimization=False,seed=1,torch_deterministic=True,track=False,update_epochs=15,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,512,50,10000,15,300,4,1,0.99,0.0005,0.0005,5e-06,0.0001,6,,0.00025,False,False,False,0
7af3884a,42.07290267944336,1713176007,,True,50,2024-04-15_12-13-27,5.631697177886963,404.70047426223755,46564,Nicolass-Air.technicolor.net,127.0.0.1,404.70047426223755,50,"13_trial_index=0,alpha=8,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=512,num_updates=50,policy_lr=0.0005,policy_lr_end=0.0005,q_lr=0.0020,q_lr_end=0.0001,saddle_point_optimization=False,seed=1,torch_deterministic=True,track=False,update_epochs=50,update_policy_epochs=150,use_kl_loss=True,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,512,50,10000,50,150,4,1,0.99,0.0005,0.002,0.0005,0.0001,8,,0.1,True,False,True,0
cfca97b6,-141.77682495117188,1713175822,,True,50,2024-04-15_12-10-22,3.8097689151763916,207.79912853240967,46575,Nicolass-Air.technicolor.net,127.0.0.1,207.79912853240967,50,"14_trial_index=0,alpha=6,beta=0.0020,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=128,num_updates=50,policy_lr=0.0020,policy_lr_end=0.0000,q_lr=0.0100,q_lr_end=0.0001,saddle_point_optimization=True,seed=1,torch_deterministic=True,track=False,update_epochs=15,update_policy_epochs=150,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,128,50,10000,15,150,4,1,0.99,0.002,0.01,5e-06,0.0001,6,,0.002,False,True,False,0
65efa89f,-10000.0,1713175661,,True,5,2024-04-15_12-07-41,2.025085926055908,30.478204488754272,46584,Nicolass-Air.technicolor.net,127.0.0.1,30.478204488754272,5,"15_trial_index=0,alpha=4,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=2,num_steps=128,num_updates=50,policy_lr=0.0100,policy_lr_end=0.0001,q_lr=0.0020,q_lr_end=0.0005,saddle_point_optimization=True,seed=1,torch_deterministic=True,track=False,update_epochs=150,update_policy_epochs=300,use_kl_loss=True,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,128,50,10000,150,300,2,1,0.99,0.01,0.002,0.0001,0.0005,4,,0.00025,False,True,True,0
ea89e7bd,-257.9039713541667,1713175888,,True,50,2024-04-15_12-11-28,3.4002058506011963,235.8863775730133,46596,Nicolass-Air.technicolor.net,127.0.0.1,235.8863775730133,50,"16_trial_index=0,alpha=10,beta=0.0020,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=6,num_steps=512,num_updates=50,policy_lr=0.0020,policy_lr_end=0.0001,q_lr=0.0005,q_lr_end=0.0000,saddle_point_optimization=False,seed=1,torch_deterministic=True,track=False,update_epochs=50,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,512,50,10000,50,50,6,1,0.99,0.002,0.0005,0.0001,5e-06,10,,0.002,True,False,False,0
54a6fc5a,-127.22469329833984,1713175989,,True,50,2024-04-15_12-13-09,5.667337894439697,316.066771030426,46651,Nicolass-Air.technicolor.net,127.0.0.1,316.066771030426,50,"17_trial_index=0,alpha=8,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=512,num_updates=50,policy_lr=0.0020,policy_lr_end=0.0000,q_lr=0.0100,q_lr_end=0.0005,saddle_point_optimization=False,seed=1,torch_deterministic=True,track=False,update_epochs=150,update_policy_epochs=150,use_kl_loss=True,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,512,50,10000,150,150,4,1,0.99,0.002,0.01,5e-06,0.0005,8,,0.00025,True,False,True,0
713ebc10,-10000.0,1713175806,,True,17,2024-04-15_12-10-06,3.096966028213501,111.04699897766113,46673,Nicolass-Air.technicolor.net,127.0.0.1,111.04699897766113,17,"18_trial_index=0,alpha=4,beta=0.0020,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=128,num_updates=50,policy_lr=0.0005,policy_lr_end=0.0005,q_lr=0.0020,q_lr_end=0.0000,saddle_point_optimization=True,seed=1,torch_deterministic=True,track=False,update_epochs=50,update_policy_epochs=150,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,128,50,10000,50,150,4,1,0.99,0.0005,0.002,0.0005,5e-06,4,,0.002,False,True,False,0
2324d83e,-67.85538482666016,1713175910,,True,50,2024-04-15_12-11-50,2.4791879653930664,189.9729676246643,46711,Nicolass-Air.technicolor.net,127.0.0.1,189.9729676246643,50,"19_trial_index=0,alpha=6,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=2,num_steps=128,num_updates=50,policy_lr=0.0020,policy_lr_end=0.0001,q_lr=0.0005,q_lr_end=0.0001,saddle_point_optimization=True,seed=1,torch_deterministic=True,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=True,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,128,50,10000,50,300,2,1,0.99,0.002,0.0005,0.0001,0.0001,6,,0.1,False,True,True,0
135834f7,-113.70953369140625,1713176106,,True,50,2024-04-15_12-15-06,2.0136072635650635,79.70519185066223,46959,Nicolass-Air.technicolor.net,127.0.0.1,79.70519185066223,50,"20_trial_index=0,alpha=8,beta=0.0020,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=6,num_steps=512,num_updates=50,policy_lr=0.0100,policy_lr_end=0.0001,q_lr=0.0020,q_lr_end=0.0001,saddle_point_optimization=False,seed=1,torch_deterministic=True,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,512,50,10000,15,50,6,1,0.99,0.01,0.002,0.0001,0.0001,8,,0.002,True,False,False,0
cfe18e72,-227.0452677408854,1713176355,,True,50,2024-04-15_12-19-15,5.865684986114502,320.4288101196289,47026,Nicolass-Air.technicolor.net,127.0.0.1,320.4288101196289,50,"21_trial_index=0,alpha=6,beta=0.0020,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=6,num_steps=512,num_updates=50,policy_lr=0.0100,policy_lr_end=0.0001,q_lr=0.0100,q_lr_end=0.0001,saddle_point_optimization=False,seed=1,torch_deterministic=True,track=False,update_epochs=50,update_policy_epochs=150,use_kl_loss=True,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,512,50,10000,50,150,6,1,0.99,0.01,0.01,0.0001,0.0001,6,,0.002,False,False,True,0
74ab7327,-103.84158325195312,1713176164,,True,50,2024-04-15_12-16-04,3.417672872543335,115.0442361831665,47047,Nicolass-Air.technicolor.net,127.0.0.1,115.0442361831665,50,"22_trial_index=0,alpha=8,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=2,num_steps=128,num_updates=50,policy_lr=0.0020,policy_lr_end=0.0001,q_lr=0.0020,q_lr_end=0.0001,saddle_point_optimization=True,seed=1,torch_deterministic=True,track=False,update_epochs=15,update_policy_epochs=150,use_kl_loss=False,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,128,50,10000,15,150,2,1,0.99,0.002,0.002,0.0001,0.0001,8,,0.00025,True,True,False,0
a369932e,-144.4864501953125,1713176441,,True,50,2024-04-15_12-20-41,4.3124659061431885,378.8287377357483,47056,Nicolass-Air.technicolor.net,127.0.0.1,378.8287377357483,50,"23_trial_index=0,alpha=10,beta=0.0020,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=128,num_updates=50,policy_lr=0.0005,policy_lr_end=0.0000,q_lr=0.0005,q_lr_end=0.0005,saddle_point_optimization=True,seed=1,torch_deterministic=True,track=False,update_epochs=150,update_policy_epochs=50,use_kl_loss=True,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,128,50,10000,150,50,4,1,0.99,0.0005,0.0005,5e-06,0.0005,10,,0.002,True,True,True,0
a57e3981,-281.594482421875,1713176469,,True,50,2024-04-15_12-21-09,3.123966932296753,387.3534212112427,47081,Nicolass-Air.technicolor.net,127.0.0.1,387.3534212112427,50,"24_trial_index=0,alpha=6,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=512,num_updates=50,policy_lr=0.0020,policy_lr_end=0.0005,q_lr=0.0020,q_lr_end=0.0000,saddle_point_optimization=False,seed=1,torch_deterministic=True,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,512,50,10000,50,300,4,1,0.99,0.002,0.002,0.0005,5e-06,6,,0.1,False,False,False,0
557bef2e,-39.52497100830078,1713176300,,True,50,2024-04-15_12-18-20,3.927391290664673,191.9487795829773,47118,Nicolass-Air.technicolor.net,127.0.0.1,191.9487795829773,50,"25_trial_index=0,alpha=8,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=128,num_updates=50,policy_lr=0.0020,policy_lr_end=0.0000,q_lr=0.0005,q_lr_end=0.0000,saddle_point_optimization=False,seed=1,torch_deterministic=True,track=False,update_epochs=15,update_policy_epochs=150,use_kl_loss=True,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,128,50,10000,15,150,4,1,0.99,0.002,0.0005,5e-06,5e-06,8,,0.1,False,False,True,0
6b5858d3,-376.9537048339844,1713176201,,True,50,2024-04-15_12-16-41,0.9932999610900879,70.16404938697815,47137,Nicolass-Air.technicolor.net,127.0.0.1,70.16404938697815,50,"26_trial_index=0,alpha=4,beta=0.0020,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=2,num_steps=128,num_updates=50,policy_lr=0.0020,policy_lr_end=0.0005,q_lr=0.0100,q_lr_end=0.0001,saddle_point_optimization=True,seed=1,torch_deterministic=True,track=False,update_epochs=15,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,128,50,10000,15,50,2,1,0.99,0.002,0.01,0.0005,0.0001,4,,0.002,False,True,False,0
eced216d,-247.74441528320312,1713176431,,True,50,2024-04-15_12-20-31,2.947863817214966,272.1404113769531,47166,Nicolass-Air.technicolor.net,127.0.0.1,272.1404113769531,50,"27_trial_index=0,alpha=8,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=512,num_updates=50,policy_lr=0.0100,policy_lr_end=0.0005,q_lr=0.0100,q_lr_end=0.0005,saddle_point_optimization=False,seed=1,torch_deterministic=True,track=False,update_epochs=15,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,512,50,10000,15,300,4,1,0.99,0.01,0.01,0.0005,0.0005,8,,0.00025,False,False,False,0
fe984f08,-384.6737060546875,1713176509,,True,50,2024-04-15_12-21-49,2.941668748855591,323.50533270835876,47201,Nicolass-Air.technicolor.net,127.0.0.1,323.50533270835876,50,"28_trial_index=0,alpha=10,beta=0.0003,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=512,num_updates=50,policy_lr=0.0020,policy_lr_end=0.0001,q_lr=0.0020,q_lr_end=0.0001,saddle_point_optimization=False,seed=1,torch_deterministic=True,track=False,update_epochs=15,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,512,50,10000,15,300,4,1,0.99,0.002,0.002,0.0001,0.0001,10,,0.00025,True,False,False,0
a993d9ed,-497.1178894042969,1713176742,,True,50,2024-04-15_12-25-42,4.923858880996704,219.9547266960144,47486,Nicolass-Air.technicolor.net,127.0.0.1,219.9547266960144,50,"29_trial_index=0,alpha=8,beta=0.1000,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=4,num_steps=512,num_updates=50,policy_lr=0.0100,policy_lr_end=0.0005,q_lr=0.0100,q_lr_end=0.0000,saddle_point_optimization=False,seed=1,torch_deterministic=True,track=False,update_epochs=15,update_policy_epochs=300,use_kl_loss=True,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,512,50,10000,15,300,4,1,0.99,0.01,0.01,0.0005,5e-06,8,,0.1,True,False,True,0
