"Step","charts/episodic_return","LunarLander-v2__ppo__2__1712512894 - charts/episodic_return__MIN","LunarLander-v2__ppo__2__1712512894 - charts/episodic_return__MAX"
"39","-106.63391876220703","-106.63391876220703","-106.63391876220703"
"40","-121.03485107421875","-121.03485107421875","-121.03485107421875"
"41","-183.36314392089844","-183.36314392089844","-183.36314392089844"
"42","-251.50819396972656","-251.50819396972656","-251.50819396972656"
"44","-242.32083129882812","-242.32083129882812","-242.32083129882812"
"45","-385.5840759277344","-385.5840759277344","-385.5840759277344"
"46","-40.205936431884766","-40.205936431884766","-40.205936431884766"
"47","-97.84841918945312","-97.84841918945312","-97.84841918945312"
"48","-82.746826171875","-82.746826171875","-82.746826171875"
"49","-279.698486328125","-279.698486328125","-279.698486328125"
"51","-65.1678237915039","-65.1678237915039","-65.1678237915039"
"52","-154.902099609375","-154.902099609375","-154.902099609375"
"53","-208.04588317871094","-208.04588317871094","-208.04588317871094"
"54","-157.58975219726562","-157.58975219726562","-157.58975219726562"
"55","-211.3057098388672","-211.3057098388672","-211.3057098388672"
"57","-382.235107421875","-382.235107421875","-382.235107421875"
"58","-318.0950012207031","-318.0950012207031","-318.0950012207031"
"59","-301.2369384765625","-301.2369384765625","-301.2369384765625"
"60","-103.9472427368164","-103.9472427368164","-103.9472427368164"
"61","-121.16043090820312","-121.16043090820312","-121.16043090820312"
"62","-267.6231994628906","-267.6231994628906","-267.6231994628906"
"64","-25.747276306152344","-25.747276306152344","-25.747276306152344"
"65","-331.3443298339844","-331.3443298339844","-331.3443298339844"
"66","-177.69180297851562","-177.69180297851562","-177.69180297851562"
"67","-170.66590881347656","-170.66590881347656","-170.66590881347656"
"68","-106.36685180664062","-106.36685180664062","-106.36685180664062"
"70","-201.356201171875","-201.356201171875","-201.356201171875"
"71","-265.12127685546875","-265.12127685546875","-265.12127685546875"
"72","-58.657501220703125","-58.657501220703125","-58.657501220703125"
"73","-207.2554168701172","-207.2554168701172","-207.2554168701172"
"74","-90.86624908447266","-90.86624908447266","-90.86624908447266"
"75","-156.27487182617188","-156.27487182617188","-156.27487182617188"
"77","-114.10456085205078","-114.10456085205078","-114.10456085205078"
"78","-76.25503540039062","-76.25503540039062","-76.25503540039062"
"79","-179.33741760253906","-179.33741760253906","-179.33741760253906"
"80","-120.60403442382812","-120.60403442382812","-120.60403442382812"
"81","-125.73529052734375","-125.73529052734375","-125.73529052734375"
"83","-113.83597564697266","-113.83597564697266","-113.83597564697266"
"84","-231.16018676757812","-231.16018676757812","-231.16018676757812"
"85","-113.04710388183594","-113.04710388183594","-113.04710388183594"
"86","-126.16943359375","-126.16943359375","-126.16943359375"
"87","-118.78702545166016","-118.78702545166016","-118.78702545166016"
"88","-122.76136779785156","-122.76136779785156","-122.76136779785156"
"90","-111.65655517578125","-111.65655517578125","-111.65655517578125"
"91","-135.7783966064453","-135.7783966064453","-135.7783966064453"
"92","-101.2852783203125","-101.2852783203125","-101.2852783203125"
"93","-99.82603454589844","-99.82603454589844","-99.82603454589844"
"94","-85.01532745361328","-85.01532745361328","-85.01532745361328"
"95","-66.71642303466797","-66.71642303466797","-66.71642303466797"
"96","-273.525390625","-273.525390625","-273.525390625"
"98","-118.75899505615234","-118.75899505615234","-118.75899505615234"
"99","-350.8836669921875","-350.8836669921875","-350.8836669921875"
"100","-94.53829193115234","-94.53829193115234","-94.53829193115234"
"101","-87.23770141601562","-87.23770141601562","-87.23770141601562"
"102","-173.0336151123047","-173.0336151123047","-173.0336151123047"
"104","-250.06686401367188","-250.06686401367188","-250.06686401367188"
"105","-69.84759521484375","-69.84759521484375","-69.84759521484375"
"106","-88.0121078491211","-88.0121078491211","-88.0121078491211"
"107","-171.82005310058594","-171.82005310058594","-171.82005310058594"
"108","-287.1004638671875","-287.1004638671875","-287.1004638671875"
"109","-109.70618438720703","-109.70618438720703","-109.70618438720703"
"111","-112.17135620117188","-112.17135620117188","-112.17135620117188"
"112","-111.68724060058594","-111.68724060058594","-111.68724060058594"
"113","-93.18797302246094","-93.18797302246094","-93.18797302246094"
"114","-343.6029052734375","-343.6029052734375","-343.6029052734375"
"116","-130.94430541992188","-130.94430541992188","-130.94430541992188"
"117","-71.87361145019531","-71.87361145019531","-71.87361145019531"
"118","20.44427490234375","20.44427490234375","20.44427490234375"
"119","-331.3048400878906","-331.3048400878906","-331.3048400878906"
"120","-468.95318603515625","-468.95318603515625","-468.95318603515625"
"122","-134.5260772705078","-134.5260772705078","-134.5260772705078"
"123","-90.62247467041016","-90.62247467041016","-90.62247467041016"
"124","-377.95465087890625","-377.95465087890625","-377.95465087890625"
"125","-100.50531005859375","-100.50531005859375","-100.50531005859375"
"126","-105.62960052490234","-105.62960052490234","-105.62960052490234"
"127","-152.26324462890625","-152.26324462890625","-152.26324462890625"
"128","-74.988525390625","-74.988525390625","-74.988525390625"
"129","-412.83001708984375","-412.83001708984375","-412.83001708984375"
"130","-87.79899597167969","-87.79899597167969","-87.79899597167969"
"131","-95.35602569580078","-95.35602569580078","-95.35602569580078"
"132","-121.2455825805664","-121.2455825805664","-121.2455825805664"
"134","-252.21864318847656","-252.21864318847656","-252.21864318847656"
"135","-97.3328628540039","-97.3328628540039","-97.3328628540039"
"136","-107.20436096191406","-107.20436096191406","-107.20436096191406"
"137","-115.04302215576172","-115.04302215576172","-115.04302215576172"
"138","-139.94093322753906","-139.94093322753906","-139.94093322753906"
"140","-123.53300476074219","-123.53300476074219","-123.53300476074219"
"141","-225.0251007080078","-225.0251007080078","-225.0251007080078"
"142","-109.18177032470703","-109.18177032470703","-109.18177032470703"
"143","-139.24002075195312","-139.24002075195312","-139.24002075195312"
"144","-87.2464370727539","-87.2464370727539","-87.2464370727539"
"145","-118.69000244140625","-118.69000244140625","-118.69000244140625"
"147","-94.80400085449219","-94.80400085449219","-94.80400085449219"
"148","-107.85137176513672","-107.85137176513672","-107.85137176513672"
"149","-99.35260772705078","-99.35260772705078","-99.35260772705078"
"150","-80.24524688720703","-80.24524688720703","-80.24524688720703"
"152","-122.7771224975586","-122.7771224975586","-122.7771224975586"
"153","-123.21820831298828","-123.21820831298828","-123.21820831298828"
"154","-116.15967559814453","-116.15967559814453","-116.15967559814453"
"155","-116.36012268066406","-116.36012268066406","-116.36012268066406"
"157","-87.06814575195312","-87.06814575195312","-87.06814575195312"
"158","-139.87750244140625","-139.87750244140625","-139.87750244140625"
"159","-151.25820922851562","-151.25820922851562","-151.25820922851562"
"161","-116.44691467285156","-116.44691467285156","-116.44691467285156"
"162","-152.5873565673828","-152.5873565673828","-152.5873565673828"
"163","-102.57794952392578","-102.57794952392578","-102.57794952392578"
"165","-107.29914093017578","-107.29914093017578","-107.29914093017578"
"166","-338.2256164550781","-338.2256164550781","-338.2256164550781"
"167","-50.283260345458984","-50.283260345458984","-50.283260345458984"
"168","-118.50285339355469","-118.50285339355469","-118.50285339355469"
"169","-107.01335906982422","-107.01335906982422","-107.01335906982422"
"170","-107.53632354736328","-107.53632354736328","-107.53632354736328"
"172","-127.2606201171875","-127.2606201171875","-127.2606201171875"
"173","-71.3244400024414","-71.3244400024414","-71.3244400024414"
"174","-415.7916564941406","-415.7916564941406","-415.7916564941406"
"175","-84.8806381225586","-84.8806381225586","-84.8806381225586"
"177","-2.552337646484375","-2.552337646484375","-2.552337646484375"
"178","-72.1401596069336","-72.1401596069336","-72.1401596069336"
"179","-107.4239501953125","-107.4239501953125","-107.4239501953125"
"181","-324.2801818847656","-324.2801818847656","-324.2801818847656"
"182","-172.91787719726562","-172.91787719726562","-172.91787719726562"
"183","-148.26336669921875","-148.26336669921875","-148.26336669921875"
"184","67.68656921386719","67.68656921386719","67.68656921386719"
"185","-95.73436737060547","-95.73436737060547","-95.73436737060547"
"186","-142.97189331054688","-142.97189331054688","-142.97189331054688"
"187","-90.71070098876953","-90.71070098876953","-90.71070098876953"
"189","-43.812599182128906","-43.812599182128906","-43.812599182128906"
"190","-170.96664428710938","-170.96664428710938","-170.96664428710938"
"191","-292.9422607421875","-292.9422607421875","-292.9422607421875"
"193","-117.69731140136719","-117.69731140136719","-117.69731140136719"
"194","-80.67842864990234","-80.67842864990234","-80.67842864990234"
"195","-155.62399291992188","-155.62399291992188","-155.62399291992188"
"196","-137.12388610839844","-137.12388610839844","-137.12388610839844"
"197","-77.71756744384766","-77.71756744384766","-77.71756744384766"
"198","-224.3442840576172","-224.3442840576172","-224.3442840576172"
"200","-143.43519592285156","-143.43519592285156","-143.43519592285156"
"201","-489.7888488769531","-489.7888488769531","-489.7888488769531"
"202","-323.8294677734375","-323.8294677734375","-323.8294677734375"
"203","-229.55564880371094","-229.55564880371094","-229.55564880371094"
"205","-111.5582275390625","-111.5582275390625","-111.5582275390625"
"206","-92.51250457763672","-92.51250457763672","-92.51250457763672"
"207","-85.9996337890625","-85.9996337890625","-85.9996337890625"
"208","-141.7401123046875","-141.7401123046875","-141.7401123046875"
"209","-93.35358428955078","-93.35358428955078","-93.35358428955078"
"210","-81.63410949707031","-81.63410949707031","-81.63410949707031"
"212","-87.58146667480469","-87.58146667480469","-87.58146667480469"
"213","-139.09329223632812","-139.09329223632812","-139.09329223632812"
"214","-181.0741424560547","-181.0741424560547","-181.0741424560547"
"215","-214.15443420410156","-214.15443420410156","-214.15443420410156"
"217","-117.660400390625","-117.660400390625","-117.660400390625"
"218","-228.25900268554688","-228.25900268554688","-228.25900268554688"
"219","-67.86724090576172","-67.86724090576172","-67.86724090576172"
"220","-119.63819885253906","-119.63819885253906","-119.63819885253906"
"221","-77.97691345214844","-77.97691345214844","-77.97691345214844"
"222","-160.82090759277344","-160.82090759277344","-160.82090759277344"
"223","-145.6445770263672","-145.6445770263672","-145.6445770263672"
"225","-82.97311401367188","-82.97311401367188","-82.97311401367188"
"226","-63.075706481933594","-63.075706481933594","-63.075706481933594"
"227","-106.28170776367188","-106.28170776367188","-106.28170776367188"
"228","-206.29965209960938","-206.29965209960938","-206.29965209960938"
"229","-155.33143615722656","-155.33143615722656","-155.33143615722656"
"231","-313.87664794921875","-313.87664794921875","-313.87664794921875"
"232","-104.9760513305664","-104.9760513305664","-104.9760513305664"
"233","-137.88861083984375","-137.88861083984375","-137.88861083984375"
"234","-87.6407470703125","-87.6407470703125","-87.6407470703125"
"235","-161.22894287109375","-161.22894287109375","-161.22894287109375"
"237","-154.42709350585938","-154.42709350585938","-154.42709350585938"
"238","-91.80962371826172","-91.80962371826172","-91.80962371826172"
"239","-139.02195739746094","-139.02195739746094","-139.02195739746094"
"240","-84.5040283203125","-84.5040283203125","-84.5040283203125"
"241","-34.97003936767578","-34.97003936767578","-34.97003936767578"
"243","-115.66378021240234","-115.66378021240234","-115.66378021240234"
"244","-432.25274658203125","-432.25274658203125","-432.25274658203125"
"245","-108.0639877319336","-108.0639877319336","-108.0639877319336"
"246","-100.27095794677734","-100.27095794677734","-100.27095794677734"
"247","-89.8667984008789","-89.8667984008789","-89.8667984008789"
"248","-331.5815734863281","-331.5815734863281","-331.5815734863281"
"250","-159.05674743652344","-159.05674743652344","-159.05674743652344"
"251","-87.48832702636719","-87.48832702636719","-87.48832702636719"
"252","-109.28616333007812","-109.28616333007812","-109.28616333007812"
"253","-94.92217254638672","-94.92217254638672","-94.92217254638672"
"255","-235.56732177734375","-235.56732177734375","-235.56732177734375"
"256","-268.6544189453125","-268.6544189453125","-268.6544189453125"
"257","-212.84913635253906","-212.84913635253906","-212.84913635253906"
"258","-136.12890625","-136.12890625","-136.12890625"
"259","-127.83386993408203","-127.83386993408203","-127.83386993408203"
"260","-137.00775146484375","-137.00775146484375","-137.00775146484375"
"262","-89.03582000732422","-89.03582000732422","-89.03582000732422"
"263","-139.81158447265625","-139.81158447265625","-139.81158447265625"
"264","-104.97953796386719","-104.97953796386719","-104.97953796386719"
"265","-161.49542236328125","-161.49542236328125","-161.49542236328125"
"266","-64.61395263671875","-64.61395263671875","-64.61395263671875"
"268","-341.78582763671875","-341.78582763671875","-341.78582763671875"
"269","-63.98991394042969","-63.98991394042969","-63.98991394042969"
"270","-85.67529296875","-85.67529296875","-85.67529296875"
"271","-107.81586456298828","-107.81586456298828","-107.81586456298828"
"272","-82.66105651855469","-82.66105651855469","-82.66105651855469"
"274","-112.85447692871094","-112.85447692871094","-112.85447692871094"
"275","-153.77008056640625","-153.77008056640625","-153.77008056640625"
"276","-103.28665161132812","-103.28665161132812","-103.28665161132812"
"277","-176.95901489257812","-176.95901489257812","-176.95901489257812"
"278","-128.12033081054688","-128.12033081054688","-128.12033081054688"
"279","-120.28221130371094","-120.28221130371094","-120.28221130371094"
"281","-138.79757690429688","-138.79757690429688","-138.79757690429688"
"282","-99.78173065185547","-99.78173065185547","-99.78173065185547"
"283","-117.6947021484375","-117.6947021484375","-117.6947021484375"
"284","-103.10499572753906","-103.10499572753906","-103.10499572753906"
"286","-191.95587158203125","-191.95587158203125","-191.95587158203125"
"287","-115.93112182617188","-115.93112182617188","-115.93112182617188"
"288","-13.650360107421875","-13.650360107421875","-13.650360107421875"
"289","-69.00296020507812","-69.00296020507812","-69.00296020507812"
"290","-76.98448944091797","-76.98448944091797","-76.98448944091797"
"291","-22.281539916992188","-22.281539916992188","-22.281539916992188"
"293","-149.23074340820312","-149.23074340820312","-149.23074340820312"
"294","-208.7677459716797","-208.7677459716797","-208.7677459716797"
"295","-95.1202621459961","-95.1202621459961","-95.1202621459961"
"296","-144.64471435546875","-144.64471435546875","-144.64471435546875"
"297","-165.874267578125","-165.874267578125","-165.874267578125"
"299","-118.20028686523438","-118.20028686523438","-118.20028686523438"
"300","-277.37542724609375","-277.37542724609375","-277.37542724609375"
"301","-118.92131805419922","-118.92131805419922","-118.92131805419922"
"302","-136.30560302734375","-136.30560302734375","-136.30560302734375"
"304","-259.0480041503906","-259.0480041503906","-259.0480041503906"
"305","-88.56539916992188","-88.56539916992188","-88.56539916992188"
"306","-135.07351684570312","-135.07351684570312","-135.07351684570312"
"307","-114.67694091796875","-114.67694091796875","-114.67694091796875"
"308","-62.24604797363281","-62.24604797363281","-62.24604797363281"
"309","-117.84567260742188","-117.84567260742188","-117.84567260742188"
"311","-120.18097686767578","-120.18097686767578","-120.18097686767578"
"312","-81.88847351074219","-81.88847351074219","-81.88847351074219"
"313","-206.14060974121094","-206.14060974121094","-206.14060974121094"
"314","-109.4326400756836","-109.4326400756836","-109.4326400756836"
"315","-68.76132202148438","-68.76132202148438","-68.76132202148438"
"317","-90.60939025878906","-90.60939025878906","-90.60939025878906"
"318","-155.37667846679688","-155.37667846679688","-155.37667846679688"
"319","-84.109375","-84.109375","-84.109375"
"320","-166.59889221191406","-166.59889221191406","-166.59889221191406"
"322","-170.9221649169922","-170.9221649169922","-170.9221649169922"
"323","-222.18397521972656","-222.18397521972656","-222.18397521972656"
"324","-183.39065551757812","-183.39065551757812","-183.39065551757812"
"325","-134.43417358398438","-134.43417358398438","-134.43417358398438"
"326","-99.62679290771484","-99.62679290771484","-99.62679290771484"
"328","-198.23776245117188","-198.23776245117188","-198.23776245117188"
"329","-247.85508728027344","-247.85508728027344","-247.85508728027344"
"330","-219.40447998046875","-219.40447998046875","-219.40447998046875"
"331","-320.7652587890625","-320.7652587890625","-320.7652587890625"
"332","-85.59014129638672","-85.59014129638672","-85.59014129638672"
"334","-120.00175476074219","-120.00175476074219","-120.00175476074219"
"335","-108.45999145507812","-108.45999145507812","-108.45999145507812"
"336","-102.7271499633789","-102.7271499633789","-102.7271499633789"
"337","-117.57081604003906","-117.57081604003906","-117.57081604003906"
"338","-80.0016860961914","-80.0016860961914","-80.0016860961914"
"340","-151.41696166992188","-151.41696166992188","-151.41696166992188"
"341","-101.86701202392578","-101.86701202392578","-101.86701202392578"
"342","-145.46739196777344","-145.46739196777344","-145.46739196777344"
"343","-348.3247375488281","-348.3247375488281","-348.3247375488281"
"344","-121.75100708007812","-121.75100708007812","-121.75100708007812"
"346","-116.83052825927734","-116.83052825927734","-116.83052825927734"
"347","-116.80580139160156","-116.80580139160156","-116.80580139160156"
"348","-151.18722534179688","-151.18722534179688","-151.18722534179688"
"349","-68.12718963623047","-68.12718963623047","-68.12718963623047"
"351","-31.84430694580078","-31.84430694580078","-31.84430694580078"
"352","-128.1754150390625","-128.1754150390625","-128.1754150390625"
"353","-115.96481323242188","-115.96481323242188","-115.96481323242188"
"354","-99.377685546875","-99.377685546875","-99.377685546875"
"356","-94.19578552246094","-94.19578552246094","-94.19578552246094"
"357","-66.20049285888672","-66.20049285888672","-66.20049285888672"
"358","-281.4036865234375","-281.4036865234375","-281.4036865234375"
"359","-103.9294204711914","-103.9294204711914","-103.9294204711914"
"360","-97.76872253417969","-97.76872253417969","-97.76872253417969"
"362","-66.20819854736328","-66.20819854736328","-66.20819854736328"
"363","-103.05026245117188","-103.05026245117188","-103.05026245117188"
"364","-493.63238525390625","-493.63238525390625","-493.63238525390625"
"365","-30.962867736816406","-30.962867736816406","-30.962867736816406"
"367","-190.58486938476562","-190.58486938476562","-190.58486938476562"
"368","-130.87753295898438","-130.87753295898438","-130.87753295898438"
"369","-191.61058044433594","-191.61058044433594","-191.61058044433594"
"370","-183.89437866210938","-183.89437866210938","-183.89437866210938"
"371","-86.88915252685547","-86.88915252685547","-86.88915252685547"
"372","-100.89749145507812","-100.89749145507812","-100.89749145507812"
"374","-283.6603088378906","-283.6603088378906","-283.6603088378906"
"375","-68.40545654296875","-68.40545654296875","-68.40545654296875"
"376","-474.7080078125","-474.7080078125","-474.7080078125"
"377","-201.96847534179688","-201.96847534179688","-201.96847534179688"
"379","-189.364990234375","-189.364990234375","-189.364990234375"
"380","-63.27268981933594","-63.27268981933594","-63.27268981933594"
"381","-242.11392211914062","-242.11392211914062","-242.11392211914062"
"382","-64.78837585449219","-64.78837585449219","-64.78837585449219"
"383","-175.06982421875","-175.06982421875","-175.06982421875"
"384","-111.46583557128906","-111.46583557128906","-111.46583557128906"
"385","-92.98757934570312","-92.98757934570312","-92.98757934570312"
"386","-165.04515075683594","-165.04515075683594","-165.04515075683594"
"387","-228.4371337890625","-228.4371337890625","-228.4371337890625"
"388","-197.45660400390625","-197.45660400390625","-197.45660400390625"
"390","-333.43212890625","-333.43212890625","-333.43212890625"
"391","-138.3903350830078","-138.3903350830078","-138.3903350830078"
"392","-70.75724792480469","-70.75724792480469","-70.75724792480469"
"394","-115.87434387207031","-115.87434387207031","-115.87434387207031"
"395","-107.54011535644531","-107.54011535644531","-107.54011535644531"
"396","-44.537696838378906","-44.537696838378906","-44.537696838378906"
"397","-298.7086181640625","-298.7086181640625","-298.7086181640625"
"398","-105.2672348022461","-105.2672348022461","-105.2672348022461"
"399","-109.8918685913086","-109.8918685913086","-109.8918685913086"
"400","-342.84356689453125","-342.84356689453125","-342.84356689453125"
"402","-60.95295333862305","-60.95295333862305","-60.95295333862305"
"403","-225.19866943359375","-225.19866943359375","-225.19866943359375"
"404","-295.5588073730469","-295.5588073730469","-295.5588073730469"
"406","-67.26470947265625","-67.26470947265625","-67.26470947265625"
"407","-360.47955322265625","-360.47955322265625","-360.47955322265625"
"408","-86.82865142822266","-86.82865142822266","-86.82865142822266"
"409","-276.150390625","-276.150390625","-276.150390625"
"411","-72.31513977050781","-72.31513977050781","-72.31513977050781"
"412","-162.5811767578125","-162.5811767578125","-162.5811767578125"
"413","-70.4261245727539","-70.4261245727539","-70.4261245727539"
"414","-163.2921142578125","-163.2921142578125","-163.2921142578125"
"415","-77.36148834228516","-77.36148834228516","-77.36148834228516"
"417","-69.63743591308594","-69.63743591308594","-69.63743591308594"
"418","-120.33878326416016","-120.33878326416016","-120.33878326416016"
"419","-84.80187225341797","-84.80187225341797","-84.80187225341797"
"420","-72.0556869506836","-72.0556869506836","-72.0556869506836"
"422","-111.7965087890625","-111.7965087890625","-111.7965087890625"
"423","-181.36395263671875","-181.36395263671875","-181.36395263671875"
"424","-109.8927001953125","-109.8927001953125","-109.8927001953125"
"425","-251.5708465576172","-251.5708465576172","-251.5708465576172"
"426","-153.06581115722656","-153.06581115722656","-153.06581115722656"
"428","18.47156524658203","18.47156524658203","18.47156524658203"
"429","-88.03424072265625","-88.03424072265625","-88.03424072265625"
"430","-98.5574722290039","-98.5574722290039","-98.5574722290039"
"431","-149.23553466796875","-149.23553466796875","-149.23553466796875"
"432","-102.6511001586914","-102.6511001586914","-102.6511001586914"
"434","-104.57245635986328","-104.57245635986328","-104.57245635986328"
"435","0.265777587890625","0.265777587890625","0.265777587890625"
"436","-90.91896057128906","-90.91896057128906","-90.91896057128906"
"437","-91.08840942382812","-91.08840942382812","-91.08840942382812"
"438","-271.6350402832031","-271.6350402832031","-271.6350402832031"
"440","-170.2086181640625","-170.2086181640625","-170.2086181640625"
"441","-369.7429504394531","-369.7429504394531","-369.7429504394531"
"442","-135.54769897460938","-135.54769897460938","-135.54769897460938"
"443","-172.53143310546875","-172.53143310546875","-172.53143310546875"
"445","-83.8801040649414","-83.8801040649414","-83.8801040649414"
"446","-117.4892807006836","-117.4892807006836","-117.4892807006836"
"447","-107.54206848144531","-107.54206848144531","-107.54206848144531"
"448","5.8159027099609375","5.8159027099609375","5.8159027099609375"
"450","-95.86827087402344","-95.86827087402344","-95.86827087402344"
"451","-61.95298767089844","-61.95298767089844","-61.95298767089844"
"452","-94.56411743164062","-94.56411743164062","-94.56411743164062"
"453","-245.93301391601562","-245.93301391601562","-245.93301391601562"
"454","-50.51947784423828","-50.51947784423828","-50.51947784423828"
"455","-85.67837524414062","-85.67837524414062","-85.67837524414062"
"457","-74.8884048461914","-74.8884048461914","-74.8884048461914"
"458","-70.33778381347656","-70.33778381347656","-70.33778381347656"
"459","-247.5706787109375","-247.5706787109375","-247.5706787109375"
"460","-183.83535766601562","-183.83535766601562","-183.83535766601562"
"462","-119.9163589477539","-119.9163589477539","-119.9163589477539"
"463","-300.839599609375","-300.839599609375","-300.839599609375"
"464","-101.80059051513672","-101.80059051513672","-101.80059051513672"
"465","-47.538902282714844","-47.538902282714844","-47.538902282714844"
"466","1.8508148193359375","1.8508148193359375","1.8508148193359375"
"467","-137.9672088623047","-137.9672088623047","-137.9672088623047"
"468","-64.3024673461914","-64.3024673461914","-64.3024673461914"
"470","-88.06903076171875","-88.06903076171875","-88.06903076171875"
"471","-88.8306655883789","-88.8306655883789","-88.8306655883789"
"472","-94.41802215576172","-94.41802215576172","-94.41802215576172"
"473","-103.28750610351562","-103.28750610351562","-103.28750610351562"
"475","-47.954933166503906","-47.954933166503906","-47.954933166503906"
"476","-225.09750366210938","-225.09750366210938","-225.09750366210938"
"477","-160.33111572265625","-160.33111572265625","-160.33111572265625"
"478","-82.56976318359375","-82.56976318359375","-82.56976318359375"
"480","-72.60240173339844","-72.60240173339844","-72.60240173339844"
"481","-70.95098876953125","-70.95098876953125","-70.95098876953125"
"482","-227.2669677734375","-227.2669677734375","-227.2669677734375"
"483","-128.30130004882812","-128.30130004882812","-128.30130004882812"
"484","-114.2316665649414","-114.2316665649414","-114.2316665649414"
"486","-86.84597778320312","-86.84597778320312","-86.84597778320312"
"487","-87.8287353515625","-87.8287353515625","-87.8287353515625"
"488","-146.58053588867188","-146.58053588867188","-146.58053588867188"
"489","-242.26612854003906","-242.26612854003906","-242.26612854003906"
"490","-90.95726776123047","-90.95726776123047","-90.95726776123047"
"492","-119.978759765625","-119.978759765625","-119.978759765625"
"493","-73.92866516113281","-73.92866516113281","-73.92866516113281"
"494","-74.4552230834961","-74.4552230834961","-74.4552230834961"
"495","-67.14179992675781","-67.14179992675781","-67.14179992675781"
"496","-80.81039428710938","-80.81039428710938","-80.81039428710938"
"498","-273.36138916015625","-273.36138916015625","-273.36138916015625"
"499","-133.10308837890625","-133.10308837890625","-133.10308837890625"
"500","-71.91031646728516","-71.91031646728516","-71.91031646728516"
"501","-220.8680419921875","-220.8680419921875","-220.8680419921875"
"502","-76.95164489746094","-76.95164489746094","-76.95164489746094"
"503","-101.13152313232422","-101.13152313232422","-101.13152313232422"
"505","-64.83851623535156","-64.83851623535156","-64.83851623535156"
"506","-139.4062957763672","-139.4062957763672","-139.4062957763672"
"507","-85.17853546142578","-85.17853546142578","-85.17853546142578"
"508","-82.10973358154297","-82.10973358154297","-82.10973358154297"
"510","-110.45600128173828","-110.45600128173828","-110.45600128173828"
"511","-80.19656372070312","-80.19656372070312","-80.19656372070312"
"512","-17.00666046142578","-17.00666046142578","-17.00666046142578"
"513","-102.64122009277344","-102.64122009277344","-102.64122009277344"
"515","-110.67650604248047","-110.67650604248047","-110.67650604248047"
"516","-94.48799133300781","-94.48799133300781","-94.48799133300781"
"517","-113.56622314453125","-113.56622314453125","-113.56622314453125"
"518","-93.2803955078125","-93.2803955078125","-93.2803955078125"
"519","-114.82872009277344","-114.82872009277344","-114.82872009277344"
"521","-153.25677490234375","-153.25677490234375","-153.25677490234375"
"522","-400.5307922363281","-400.5307922363281","-400.5307922363281"
"523","-94.55560302734375","-94.55560302734375","-94.55560302734375"
"524","-95.15511322021484","-95.15511322021484","-95.15511322021484"
"525","-190.1853485107422","-190.1853485107422","-190.1853485107422"
"527","-83.55081939697266","-83.55081939697266","-83.55081939697266"
"528","-145.22955322265625","-145.22955322265625","-145.22955322265625"
"529","-121.68744659423828","-121.68744659423828","-121.68744659423828"
"530","16.27093505859375","16.27093505859375","16.27093505859375"
"531","-80.95008850097656","-80.95008850097656","-80.95008850097656"
"532","-41.136573791503906","-41.136573791503906","-41.136573791503906"
"534","-36.465816497802734","-36.465816497802734","-36.465816497802734"
"535","-95.52677917480469","-95.52677917480469","-95.52677917480469"
"536","-102.18793487548828","-102.18793487548828","-102.18793487548828"
"537","-78.7328109741211","-78.7328109741211","-78.7328109741211"
"539","-155.0993194580078","-155.0993194580078","-155.0993194580078"
