,Step,Reward
0,392.0,-224.16314697265625
1,452.0,-336.6304931640625
2,456.0,-143.2154083251953
3,580.0,-394.9501647949219
4,612.0,-95.27452850341797
5,784.0,-120.4916763305664
6,824.0,-268.748779296875
7,948.0,-330.2205810546875
8,1076.0,-197.61012268066406
9,1172.0,-111.28294372558594
10,1240.0,-266.83349609375
11,1280.0,-140.32591247558594
12,1336.0,-175.25225830078125
13,1432.0,-360.37188720703125
14,1568.0,-316.4803466796875
15,1660.0,-102.68025970458984
16,1800.0,-235.4290313720703
17,1836.0,-93.54058837890625
18,1864.0,-88.36343383789062
19,2060.0,-102.67021942138672
20,2120.0,-125.23216247558594
21,2204.0,-167.973388671875
22,2248.0,-406.7797546386719
23,2300.0,-103.55955505371094
24,2424.0,-123.46771240234375
25,2452.0,-117.34169006347656
26,2548.0,-139.08480834960938
27,2620.0,-131.0028839111328
28,2736.0,-101.092529296875
29,2768.0,-126.16182708740234
30,2908.0,-88.98455810546875
31,3040.0,-119.19445037841797
32,3156.0,-104.81431579589844
33,3168.0,-144.75621032714844
34,3360.0,-226.84298706054688
35,3456.0,-69.40071105957031
36,3464.0,-368.75140380859375
37,3604.0,-193.416748046875
38,3748.0,-129.3812713623047
39,3820.0,-172.01898193359375
40,3880.0,-123.43238067626953
41,3948.0,48.7984619140625
42,4096.0,-107.33328247070312
43,4156.0,-150.40927124023438
44,4344.0,-202.2091064453125
45,4416.0,-140.41001892089844
46,4552.0,-385.51446533203125
47,4592.0,-247.73876953125
48,4600.0,-60.11643981933594
49,4860.0,-119.80964660644531
50,4904.0,-140.40818786621094
51,4940.0,-399.06048583984375
52,4956.0,-195.75335693359375
53,5144.0,-53.668121337890625
54,5184.0,-112.95842742919922
55,5228.0,-110.50274658203125
56,5324.0,-293.4369812011719
57,5492.0,-316.92730712890625
58,5548.0,-271.7694091796875
59,5608.0,-85.8750991821289
60,5784.0,-209.1087646484375
61,5856.0,-75.88475036621094
62,5868.0,-138.21055603027344
63,6056.0,-109.2919921875
64,6136.0,-280.59625244140625
65,6192.0,-152.63385009765625
66,6344.0,-168.0191650390625
67,6460.0,-160.486328125
68,6532.0,-160.27818298339844
69,6704.0,-154.3953094482422
70,6876.0,-493.025634765625
71,6936.0,-90.42059326171875
72,6964.0,-106.69230651855469
73,7056.0,-443.287353515625
74,7172.0,-87.9124526977539
75,7220.0,-336.92645263671875
76,7252.0,-124.65260314941406
77,7492.0,-158.16351318359375
78,7508.0,-57.427162170410156
79,7512.0,-253.84347534179688
80,7628.0,-262.5370788574219
81,7836.0,-312.6999206542969
82,7888.0,-255.80813598632812
83,7892.0,-344.9170837402344
84,8096.0,-323.26617431640625
85,8132.0,-63.08065414428711
86,8276.0,-122.31788635253906
87,8344.0,-308.71002197265625
88,8436.0,-162.35903930664062
89,8528.0,-95.72750091552734
90,8548.0,-47.86180877685547
91,8704.0,-277.80126953125
92,8716.0,-39.97407531738281
93,8840.0,-130.82601928710938
94,8864.0,-253.48948669433594
95,8976.0,-54.570594787597656
96,9096.0,-341.02972412109375
97,9192.0,-227.8944549560547
98,9276.0,-344.876708984375
99,9324.0,-113.66067504882812
100,9380.0,-84.44621276855469
101,9440.0,-60.74648666381836
102,9580.0,44.716278076171875
103,9624.0,-83.67030334472656
104,9716.0,-131.57960510253906
105,9824.0,-237.07643127441406
106,9892.0,-312.1994934082031
107,9932.0,-92.67154693603516
108,10104.0,-143.59674072265625
109,10216.0,-243.036376953125
110,10348.0,-346.4366149902344
111,10356.0,-103.84784698486328
112,10480.0,-211.42498779296875
113,10644.0,-174.41616821289062
114,10700.0,-131.73934936523438
115,10728.0,-239.78892517089844
116,10760.0,-288.85089111328125
117,10924.0,-119.47450256347656
118,11032.0,-138.56056213378906
119,11056.0,-388.6459045410156
120,11112.0,-212.69065856933594
121,11344.0,-237.7357177734375
122,11348.0,-35.71459197998047
123,11480.0,-271.7215576171875
124,11540.0,-254.85848999023438
125,11588.0,-182.4793701171875
126,11744.0,-128.6542510986328
127,11820.0,-109.32713317871094
128,11876.0,-193.59860229492188
129,12060.0,-152.80532836914062
130,12148.0,-87.7278823852539
131,12168.0,-121.1025390625
132,12184.0,-205.60894775390625
133,12300.0,-73.48399353027344
134,12416.0,-206.23858642578125
135,12452.0,-75.5572738647461
136,12636.0,-187.08041381835938
137,12732.0,-85.84400939941406
138,12740.0,-147.0599822998047
139,12776.0,-271.6103210449219
140,13016.0,-204.62168884277344
141,13152.0,-217.03546142578125
142,13164.0,-232.09213256835938
143,13436.0,-155.93267822265625
144,13460.0,-187.23220825195312
145,13620.0,-107.20258331298828
146,13648.0,-130.33163452148438
147,13788.0,-309.1737365722656
148,13828.0,-163.81924438476562
149,13936.0,-105.79010009765625
150,14044.0,-63.61159133911133
151,14096.0,-141.5524444580078
152,14288.0,-247.69970703125
153,14364.0,-134.48580932617188
154,14388.0,-211.848388671875
155,14404.0,-173.03076171875
156,14668.0,-91.6027603149414
157,14684.0,-102.05023193359375
158,14736.0,-192.2827911376953
159,14744.0,-100.27421569824219
160,14956.0,-94.32594299316406
161,15020.0,-271.1994934082031
162,15032.0,-91.2797622680664
163,15212.0,-71.21196746826172
164,15220.0,-113.80750274658203
165,15364.0,-197.70013427734375
166,15424.0,-388.6756286621094
167,15492.0,-90.15180969238281
168,15500.0,-86.29894256591797
169,15764.0,-101.26849365234375
170,15828.0,-85.1448745727539
171,15928.0,-255.251220703125
172,15948.0,-106.91690826416016
173,16168.0,-85.20254516601562
174,16216.0,-126.58036804199219
175,16292.0,-103.39868927001953
176,16324.0,-130.41795349121094
177,16664.0,-157.770751953125
178,16692.0,-153.25320434570312
179,16732.0,-120.99166870117188
180,16844.0,-285.965087890625
181,16940.0,-105.53749084472656
182,17108.0,-83.95775604248047
183,17192.0,-145.72801208496094
184,17284.0,-243.3123779296875
185,17304.0,-79.83195495605469
186,17584.0,-179.23631286621094
187,17612.0,-68.09768676757812
188,17616.0,-82.43036651611328
189,17796.0,-281.63739013671875
190,17872.0,-56.1116828918457
191,17916.0,-101.02123260498047
192,18116.0,-14.707122802734375
193,18208.0,-116.42214965820312
194,18232.0,-156.4993896484375
195,18340.0,-95.17762756347656
196,18512.0,-84.48949432373047
197,18624.0,-101.80098724365234
198,18660.0,-53.53364181518555
199,18676.0,-120.51333618164062
200,18808.0,-101.08698272705078
201,19008.0,-112.60566711425781
202,19040.0,-187.1619110107422
203,19052.0,-82.37369537353516
204,19224.0,-114.32649230957031
205,19276.0,-77.66131591796875
206,19340.0,-134.913330078125
207,19608.0,-212.98464965820312
208,19660.0,-292.55633544921875
209,19672.0,-95.72476196289062
210,19772.0,-277.35821533203125
211,19884.0,-101.39566040039062
212,20040.0,-327.8035888671875
213,20092.0,-127.7602767944336
214,20212.0,-277.2054748535156
215,20216.0,-105.20787811279297
216,20372.0,-89.16210174560547
217,20500.0,-76.91692352294922
218,20560.0,-238.81019592285156
