"Step","charts/episodic_return","LunarLander-v2__ppo__3__1712512990 - charts/episodic_return__MIN","LunarLander-v2__ppo__3__1712512990 - charts/episodic_return__MAX"
"125","-107.03601837158203","-107.03601837158203","-107.03601837158203"
"127","-79.08103942871094","-79.08103942871094","-79.08103942871094"
"128","-117.20693969726562","-117.20693969726562","-117.20693969726562"
"129","-138.6248016357422","-138.6248016357422","-138.6248016357422"
"130","-123.68529510498047","-123.68529510498047","-123.68529510498047"
"132","-74.16706085205078","-74.16706085205078","-74.16706085205078"
"133","-322.3703918457031","-322.3703918457031","-322.3703918457031"
"134","-122.35679626464844","-122.35679626464844","-122.35679626464844"
"135","8.029953002929688","8.029953002929688","8.029953002929688"
"136","-67.3553237915039","-67.3553237915039","-67.3553237915039"
"137","-214.68972778320312","-214.68972778320312","-214.68972778320312"
"139","-98.85759735107422","-98.85759735107422","-98.85759735107422"
"140","-97.46823120117188","-97.46823120117188","-97.46823120117188"
"141","-133.6717529296875","-133.6717529296875","-133.6717529296875"
"143","-105.79295349121094","-105.79295349121094","-105.79295349121094"
"144","-105.93990325927734","-105.93990325927734","-105.93990325927734"
"145","-219.84002685546875","-219.84002685546875","-219.84002685546875"
"146","-346.88299560546875","-346.88299560546875","-346.88299560546875"
"147","-116.86329650878906","-116.86329650878906","-116.86329650878906"
"149","-277.169677734375","-277.169677734375","-277.169677734375"
"150","-225.4818115234375","-225.4818115234375","-225.4818115234375"
"151","-125.03228759765625","-125.03228759765625","-125.03228759765625"
"152","-138.17886352539062","-138.17886352539062","-138.17886352539062"
"153","-97.63050079345703","-97.63050079345703","-97.63050079345703"
"155","-38.06911849975586","-38.06911849975586","-38.06911849975586"
"156","-110.9939193725586","-110.9939193725586","-110.9939193725586"
"157","-73.71870422363281","-73.71870422363281","-73.71870422363281"
"158","-67.17997741699219","-67.17997741699219","-67.17997741699219"
"159","-218.8140869140625","-218.8140869140625","-218.8140869140625"
"160","-103.35808563232422","-103.35808563232422","-103.35808563232422"
"162","-256.839111328125","-256.839111328125","-256.839111328125"
"163","-133.60592651367188","-133.60592651367188","-133.60592651367188"
"164","-114.96707153320312","-114.96707153320312","-114.96707153320312"
"165","-276.07916259765625","-276.07916259765625","-276.07916259765625"
"166","-68.55977630615234","-68.55977630615234","-68.55977630615234"
"168","-127.51441192626953","-127.51441192626953","-127.51441192626953"
"169","-98.98484802246094","-98.98484802246094","-98.98484802246094"
"170","-110.66105651855469","-110.66105651855469","-110.66105651855469"
"171","-138.400634765625","-138.400634765625","-138.400634765625"
"172","-102.36416625976562","-102.36416625976562","-102.36416625976562"
"173","-204.51971435546875","-204.51971435546875","-204.51971435546875"
"175","-23.817138671875","-23.817138671875","-23.817138671875"
"176","-90.00770568847656","-90.00770568847656","-90.00770568847656"
"177","-64.54698944091797","-64.54698944091797","-64.54698944091797"
"178","-106.33181762695312","-106.33181762695312","-106.33181762695312"
"179","-232.28404235839844","-232.28404235839844","-232.28404235839844"
"180","-112.9365234375","-112.9365234375","-112.9365234375"
"181","-73.27381896972656","-73.27381896972656","-73.27381896972656"
"182","-159.86117553710938","-159.86117553710938","-159.86117553710938"
"183","-130.78631591796875","-130.78631591796875","-130.78631591796875"
"185","-123.71382904052734","-123.71382904052734","-123.71382904052734"
"186","-145.37887573242188","-145.37887573242188","-145.37887573242188"
"187","-208.72317504882812","-208.72317504882812","-208.72317504882812"
"188","-189.213134765625","-189.213134765625","-189.213134765625"
"190","-126.4647216796875","-126.4647216796875","-126.4647216796875"
"191","-83.03496551513672","-83.03496551513672","-83.03496551513672"
"192","-57.59624481201172","-57.59624481201172","-57.59624481201172"
"193","-125.9936752319336","-125.9936752319336","-125.9936752319336"
"194","-78.1495361328125","-78.1495361328125","-78.1495361328125"
"196","-92.22708892822266","-92.22708892822266","-92.22708892822266"
"197","-175.4547119140625","-175.4547119140625","-175.4547119140625"
"198","-103.49750518798828","-103.49750518798828","-103.49750518798828"
"199","-252.058349609375","-252.058349609375","-252.058349609375"
"200","-142.27456665039062","-142.27456665039062","-142.27456665039062"
"201","-152.90792846679688","-152.90792846679688","-152.90792846679688"
"202","-115.27474975585938","-115.27474975585938","-115.27474975585938"
"203","-262.83990478515625","-262.83990478515625","-262.83990478515625"
"204","-73.91596221923828","-73.91596221923828","-73.91596221923828"
"205","-140.09298706054688","-140.09298706054688","-140.09298706054688"
"206","-124.80925750732422","-124.80925750732422","-124.80925750732422"
"208","-78.89291381835938","-78.89291381835938","-78.89291381835938"
"209","-252.31771850585938","-252.31771850585938","-252.31771850585938"
"210","-192.24876403808594","-192.24876403808594","-192.24876403808594"
"212","-54.75761032104492","-54.75761032104492","-54.75761032104492"
"213","-164.22488403320312","-164.22488403320312","-164.22488403320312"
"214","-319.6684875488281","-319.6684875488281","-319.6684875488281"
"215","-103.22891235351562","-103.22891235351562","-103.22891235351562"
"217","-87.708984375","-87.708984375","-87.708984375"
"218","-104.1788101196289","-104.1788101196289","-104.1788101196289"
"219","-24.142662048339844","-24.142662048339844","-24.142662048339844"
"220","-135.12994384765625","-135.12994384765625","-135.12994384765625"
"221","-289.6290283203125","-289.6290283203125","-289.6290283203125"
"222","-171.79083251953125","-171.79083251953125","-171.79083251953125"
"223","-87.026611328125","-87.026611328125","-87.026611328125"
"224","-47.591224670410156","-47.591224670410156","-47.591224670410156"
"226","-196.04690551757812","-196.04690551757812","-196.04690551757812"
"227","-59.074371337890625","-59.074371337890625","-59.074371337890625"
"228","-209.7169189453125","-209.7169189453125","-209.7169189453125"
"229","-106.89639282226562","-106.89639282226562","-106.89639282226562"
"231","-278.89703369140625","-278.89703369140625","-278.89703369140625"
"232","-294.87310791015625","-294.87310791015625","-294.87310791015625"
"233","-336.2861022949219","-336.2861022949219","-336.2861022949219"
"234","-92.65141296386719","-92.65141296386719","-92.65141296386719"
"235","-124.10417175292969","-124.10417175292969","-124.10417175292969"
"237","-108.09781646728516","-108.09781646728516","-108.09781646728516"
"238","-97.37335968017578","-97.37335968017578","-97.37335968017578"
"239","76.23371887207031","76.23371887207031","76.23371887207031"
"240","-126.04232788085938","-126.04232788085938","-126.04232788085938"
"241","-109.10626983642578","-109.10626983642578","-109.10626983642578"
"243","-97.59559631347656","-97.59559631347656","-97.59559631347656"
"244","-219.74598693847656","-219.74598693847656","-219.74598693847656"
"245","-93.18065643310547","-93.18065643310547","-93.18065643310547"
"246","-84.25642395019531","-84.25642395019531","-84.25642395019531"
"247","-108.91691589355469","-108.91691589355469","-108.91691589355469"
"248","-101.93738555908203","-101.93738555908203","-101.93738555908203"
"249","-87.236083984375","-87.236083984375","-87.236083984375"
"251","-214.23159790039062","-214.23159790039062","-214.23159790039062"
"252","-158.503173828125","-158.503173828125","-158.503173828125"
"253","-70.5074462890625","-70.5074462890625","-70.5074462890625"
"254","-117.78917694091797","-117.78917694091797","-117.78917694091797"
"255","-120.85152435302734","-120.85152435302734","-120.85152435302734"
"257","-67.14634704589844","-67.14634704589844","-67.14634704589844"
"258","-137.64312744140625","-137.64312744140625","-137.64312744140625"
"259","-187.25701904296875","-187.25701904296875","-187.25701904296875"
"260","-85.17939758300781","-85.17939758300781","-85.17939758300781"
"261","-111.1680908203125","-111.1680908203125","-111.1680908203125"
"263","-93.06837463378906","-93.06837463378906","-93.06837463378906"
"264","-156.1040496826172","-156.1040496826172","-156.1040496826172"
"265","-133.28927612304688","-133.28927612304688","-133.28927612304688"
"266","-121.49947357177734","-121.49947357177734","-121.49947357177734"
"267","-98.39762878417969","-98.39762878417969","-98.39762878417969"
"269","-122.72834014892578","-122.72834014892578","-122.72834014892578"
"270","-117.48078918457031","-117.48078918457031","-117.48078918457031"
"271","-319.2939758300781","-319.2939758300781","-319.2939758300781"
"272","-82.47048950195312","-82.47048950195312","-82.47048950195312"
"273","-251.91368103027344","-251.91368103027344","-251.91368103027344"
"275","-55.33130645751953","-55.33130645751953","-55.33130645751953"
"276","-29.85309600830078","-29.85309600830078","-29.85309600830078"
"277","-241.14866638183594","-241.14866638183594","-241.14866638183594"
"278","-144.93179321289062","-144.93179321289062","-144.93179321289062"
"279","-165.762939453125","-165.762939453125","-165.762939453125"
"280","-255.98330688476562","-255.98330688476562","-255.98330688476562"
"282","-239.1287078857422","-239.1287078857422","-239.1287078857422"
"283","-216.96090698242188","-216.96090698242188","-216.96090698242188"
"284","-130.38941955566406","-130.38941955566406","-130.38941955566406"
"285","-173.62445068359375","-173.62445068359375","-173.62445068359375"
"286","-195.3501739501953","-195.3501739501953","-195.3501739501953"
"288","-89.09552001953125","-89.09552001953125","-89.09552001953125"
"289","-118.72239685058594","-118.72239685058594","-118.72239685058594"
"290","-64.81224060058594","-64.81224060058594","-64.81224060058594"
"291","-108.56085968017578","-108.56085968017578","-108.56085968017578"
"292","-100.68394470214844","-100.68394470214844","-100.68394470214844"
"294","-139.5802001953125","-139.5802001953125","-139.5802001953125"
"295","-112.01516723632812","-112.01516723632812","-112.01516723632812"
"296","-135.02032470703125","-135.02032470703125","-135.02032470703125"
"297","-59.86383819580078","-59.86383819580078","-59.86383819580078"
"298","-347.5523681640625","-347.5523681640625","-347.5523681640625"
"299","-163.21083068847656","-163.21083068847656","-163.21083068847656"
"300","-106.92008209228516","-106.92008209228516","-106.92008209228516"
"302","-85.96072387695312","-85.96072387695312","-85.96072387695312"
"303","39.03276062011719","39.03276062011719","39.03276062011719"
"304","-88.93464660644531","-88.93464660644531","-88.93464660644531"
"305","-216.57789611816406","-216.57789611816406","-216.57789611816406"
"307","-158.97743225097656","-158.97743225097656","-158.97743225097656"
"308","-131.77784729003906","-131.77784729003906","-131.77784729003906"
"309","-246.18679809570312","-246.18679809570312","-246.18679809570312"
"310","-116.97343444824219","-116.97343444824219","-116.97343444824219"
"311","-264.22235107421875","-264.22235107421875","-264.22235107421875"
"312","-99.80679321289062","-99.80679321289062","-99.80679321289062"
"314","-94.46675872802734","-94.46675872802734","-94.46675872802734"
"315","-61.9224853515625","-61.9224853515625","-61.9224853515625"
"316","-83.80535888671875","-83.80535888671875","-83.80535888671875"
"317","-98.91484069824219","-98.91484069824219","-98.91484069824219"
"318","-168.85096740722656","-168.85096740722656","-168.85096740722656"
"320","-142.72543334960938","-142.72543334960938","-142.72543334960938"
"321","-167.87310791015625","-167.87310791015625","-167.87310791015625"
"322","-127.92001342773438","-127.92001342773438","-127.92001342773438"
"323","-144.82542419433594","-144.82542419433594","-144.82542419433594"
"324","-100.21517944335938","-100.21517944335938","-100.21517944335938"
"326","-111.97051239013672","-111.97051239013672","-111.97051239013672"
"327","-109.95641326904297","-109.95641326904297","-109.95641326904297"
"328","-110.96066284179688","-110.96066284179688","-110.96066284179688"
"329","-172.186279296875","-172.186279296875","-172.186279296875"
"330","-65.545166015625","-65.545166015625","-65.545166015625"
"332","-104.86444091796875","-104.86444091796875","-104.86444091796875"
"333","-89.01058197021484","-89.01058197021484","-89.01058197021484"
"334","-81.82477569580078","-81.82477569580078","-81.82477569580078"
"335","-189.98484802246094","-189.98484802246094","-189.98484802246094"
"336","-309.61865234375","-309.61865234375","-309.61865234375"
"337","-80.54241943359375","-80.54241943359375","-80.54241943359375"
"339","-166.21127319335938","-166.21127319335938","-166.21127319335938"
"340","-114.39376831054688","-114.39376831054688","-114.39376831054688"
"341","-74.3016357421875","-74.3016357421875","-74.3016357421875"
"342","-64.42559814453125","-64.42559814453125","-64.42559814453125"
"344","-78.14846801757812","-78.14846801757812","-78.14846801757812"
"345","-196.95510864257812","-196.95510864257812","-196.95510864257812"
"346","-152.6060791015625","-152.6060791015625","-152.6060791015625"
"347","-287.960205078125","-287.960205078125","-287.960205078125"
"348","-155.4256591796875","-155.4256591796875","-155.4256591796875"
"349","-100.21109771728516","-100.21109771728516","-100.21109771728516"
"350","-144.93124389648438","-144.93124389648438","-144.93124389648438"
"352","-320.2430725097656","-320.2430725097656","-320.2430725097656"
"353","-98.391845703125","-98.391845703125","-98.391845703125"
"354","-37.1944694519043","-37.1944694519043","-37.1944694519043"
"355","-160.3466033935547","-160.3466033935547","-160.3466033935547"
"356","-57.82817459106445","-57.82817459106445","-57.82817459106445"
"358","-138.1920623779297","-138.1920623779297","-138.1920623779297"
"359","-77.19731903076172","-77.19731903076172","-77.19731903076172"
"360","-88.42253875732422","-88.42253875732422","-88.42253875732422"
"361","-72.83155822753906","-72.83155822753906","-72.83155822753906"
"363","-211.74484252929688","-211.74484252929688","-211.74484252929688"
"364","-140.57196044921875","-140.57196044921875","-140.57196044921875"
"365","-109.91272735595703","-109.91272735595703","-109.91272735595703"
"366","-65.64456939697266","-65.64456939697266","-65.64456939697266"
"367","-107.61465454101562","-107.61465454101562","-107.61465454101562"
"368","-158.0345458984375","-158.0345458984375","-158.0345458984375"
"370","-99.10624694824219","-99.10624694824219","-99.10624694824219"
"371","-216.21060180664062","-216.21060180664062","-216.21060180664062"
"372","-122.19046783447266","-122.19046783447266","-122.19046783447266"
"373","-169.6261444091797","-169.6261444091797","-169.6261444091797"
"374","-91.33819580078125","-91.33819580078125","-91.33819580078125"
"375","-94.3280029296875","-94.3280029296875","-94.3280029296875"
"376","-139.6443328857422","-139.6443328857422","-139.6443328857422"
"378","-63.197505950927734","-63.197505950927734","-63.197505950927734"
"379","-80.26705932617188","-80.26705932617188","-80.26705932617188"
"380","-179.245849609375","-179.245849609375","-179.245849609375"
"382","-121.94169616699219","-121.94169616699219","-121.94169616699219"
"383","-98.44866943359375","-98.44866943359375","-98.44866943359375"
"384","-158.19076538085938","-158.19076538085938","-158.19076538085938"
"385","-83.46682739257812","-83.46682739257812","-83.46682739257812"
"386","-89.17295837402344","-89.17295837402344","-89.17295837402344"
"387","-95.53827667236328","-95.53827667236328","-95.53827667236328"
"389","-96.29845428466797","-96.29845428466797","-96.29845428466797"
"390","-245.07369995117188","-245.07369995117188","-245.07369995117188"
"391","-122.35095977783203","-122.35095977783203","-122.35095977783203"
"392","-74.1768569946289","-74.1768569946289","-74.1768569946289"
"393","-85.99797821044922","-85.99797821044922","-85.99797821044922"
"394","-148.3186798095703","-148.3186798095703","-148.3186798095703"
"395","-124.2122802734375","-124.2122802734375","-124.2122802734375"
"397","-94.25899505615234","-94.25899505615234","-94.25899505615234"
"398","-188.15908813476562","-188.15908813476562","-188.15908813476562"
"399","-114.9799575805664","-114.9799575805664","-114.9799575805664"
"400","-102.61344909667969","-102.61344909667969","-102.61344909667969"
"402","-62.6092529296875","-62.6092529296875","-62.6092529296875"
"403","-104.62590789794922","-104.62590789794922","-104.62590789794922"
"404","-235.71405029296875","-235.71405029296875","-235.71405029296875"
"405","-115.17993927001953","-115.17993927001953","-115.17993927001953"
"406","-108.64469146728516","-108.64469146728516","-108.64469146728516"
"407","-114.93733978271484","-114.93733978271484","-114.93733978271484"
"409","-186.65960693359375","-186.65960693359375","-186.65960693359375"
"410","-148.10768127441406","-148.10768127441406","-148.10768127441406"
"411","-89.07868957519531","-89.07868957519531","-89.07868957519531"
"413","-180.7296600341797","-180.7296600341797","-180.7296600341797"
"414","-80.87841796875","-80.87841796875","-80.87841796875"
"415","-77.14513397216797","-77.14513397216797","-77.14513397216797"
"416","-216.634765625","-216.634765625","-216.634765625"
"417","-134.53298950195312","-134.53298950195312","-134.53298950195312"
"419","-79.43594360351562","-79.43594360351562","-79.43594360351562"
"420","-163.3590545654297","-163.3590545654297","-163.3590545654297"
"421","-142.78585815429688","-142.78585815429688","-142.78585815429688"
"422","-136.42762756347656","-136.42762756347656","-136.42762756347656"
"424","-133.2547149658203","-133.2547149658203","-133.2547149658203"
"425","-126.81095123291016","-126.81095123291016","-126.81095123291016"
"426","-116.2672119140625","-116.2672119140625","-116.2672119140625"
"427","-345.72332763671875","-345.72332763671875","-345.72332763671875"
"428","-81.74588012695312","-81.74588012695312","-81.74588012695312"
"429","-53.646507263183594","-53.646507263183594","-53.646507263183594"
"430","-88.16336822509766","-88.16336822509766","-88.16336822509766"
"432","-116.11993408203125","-116.11993408203125","-116.11993408203125"
"433","-87.24778747558594","-87.24778747558594","-87.24778747558594"
"434","-152.48080444335938","-152.48080444335938","-152.48080444335938"
"435","-98.80651092529297","-98.80651092529297","-98.80651092529297"
"436","-95.66551208496094","-95.66551208496094","-95.66551208496094"
"438","-111.84828186035156","-111.84828186035156","-111.84828186035156"
"439","-138.61761474609375","-138.61761474609375","-138.61761474609375"
"440","-81.97169494628906","-81.97169494628906","-81.97169494628906"
"441","-254.90664672851562","-254.90664672851562","-254.90664672851562"
"442","-130.99288940429688","-130.99288940429688","-130.99288940429688"
"444","-95.43485260009766","-95.43485260009766","-95.43485260009766"
"445","-278.04998779296875","-278.04998779296875","-278.04998779296875"
"446","-113.63392639160156","-113.63392639160156","-113.63392639160156"
"447","-61.31781005859375","-61.31781005859375","-61.31781005859375"
"448","-197.63095092773438","-197.63095092773438","-197.63095092773438"
"450","-115.12155151367188","-115.12155151367188","-115.12155151367188"
"451","-78.58955383300781","-78.58955383300781","-78.58955383300781"
"452","-151.63726806640625","-151.63726806640625","-151.63726806640625"
"453","-110.91191101074219","-110.91191101074219","-110.91191101074219"
"454","-87.1320571899414","-87.1320571899414","-87.1320571899414"
"455","-109.53986358642578","-109.53986358642578","-109.53986358642578"
"457","-158.1509246826172","-158.1509246826172","-158.1509246826172"
"458","-179.00259399414062","-179.00259399414062","-179.00259399414062"
"459","-165.3400421142578","-165.3400421142578","-165.3400421142578"
"460","-92.14786529541016","-92.14786529541016","-92.14786529541016"
"461","-77.88835144042969","-77.88835144042969","-77.88835144042969"
"463","-58.27668762207031","-58.27668762207031","-58.27668762207031"
"464","-186.1061248779297","-186.1061248779297","-186.1061248779297"
"465","-103.23908233642578","-103.23908233642578","-103.23908233642578"
"466","-120.53671264648438","-120.53671264648438","-120.53671264648438"
"467","-160.16851806640625","-160.16851806640625","-160.16851806640625"
"468","46.97767639160156","46.97767639160156","46.97767639160156"
"470","-181.88433837890625","-181.88433837890625","-181.88433837890625"
"471","-154.99807739257812","-154.99807739257812","-154.99807739257812"
"472","-79.47564697265625","-79.47564697265625","-79.47564697265625"
"473","-268.532958984375","-268.532958984375","-268.532958984375"
"474","-152.88922119140625","-152.88922119140625","-152.88922119140625"
"476","-195.45028686523438","-195.45028686523438","-195.45028686523438"
"477","-93.98992919921875","-93.98992919921875","-93.98992919921875"
"478","-113.96267700195312","-113.96267700195312","-113.96267700195312"
"479","-149.05123901367188","-149.05123901367188","-149.05123901367188"
"481","-201.3169708251953","-201.3169708251953","-201.3169708251953"
"482","-123.23355102539062","-123.23355102539062","-123.23355102539062"
"483","-63.297584533691406","-63.297584533691406","-63.297584533691406"
"484","-168.42581176757812","-168.42581176757812","-168.42581176757812"
"486","-5.5565185546875","-5.5565185546875","-5.5565185546875"
"487","-181.3509979248047","-181.3509979248047","-181.3509979248047"
"488","-85.36825561523438","-85.36825561523438","-85.36825561523438"
"489","-74.28890228271484","-74.28890228271484","-74.28890228271484"
"490","-168.7342529296875","-168.7342529296875","-168.7342529296875"
"492","-101.31088256835938","-101.31088256835938","-101.31088256835938"
"493","-116.73747253417969","-116.73747253417969","-116.73747253417969"
"494","-101.93905639648438","-101.93905639648438","-101.93905639648438"
"495","-55.901641845703125","-55.901641845703125","-55.901641845703125"
"496","-211.89244079589844","-211.89244079589844","-211.89244079589844"
"497","-114.5838851928711","-114.5838851928711","-114.5838851928711"
"498","-190.08013916015625","-190.08013916015625","-190.08013916015625"
"499","-112.72552490234375","-112.72552490234375","-112.72552490234375"
"500","-129.25241088867188","-129.25241088867188","-129.25241088867188"
"502","-82.3535385131836","-82.3535385131836","-82.3535385131836"
"503","-94.65908813476562","-94.65908813476562","-94.65908813476562"
"504","-181.94346618652344","-181.94346618652344","-181.94346618652344"
"505","-55.84726333618164","-55.84726333618164","-55.84726333618164"
"506","-47.18287658691406","-47.18287658691406","-47.18287658691406"
"508","-136.910400390625","-136.910400390625","-136.910400390625"
"509","-101.07649230957031","-101.07649230957031","-101.07649230957031"
"510","-250.41925048828125","-250.41925048828125","-250.41925048828125"
"511","-111.69784545898438","-111.69784545898438","-111.69784545898438"
"512","-72.81486511230469","-72.81486511230469","-72.81486511230469"
"513","-97.57064819335938","-97.57064819335938","-97.57064819335938"
"515","-111.38080596923828","-111.38080596923828","-111.38080596923828"
"516","-112.26695251464844","-112.26695251464844","-112.26695251464844"
"517","-167.28268432617188","-167.28268432617188","-167.28268432617188"
"518","-134.93975830078125","-134.93975830078125","-134.93975830078125"
"519","11.764091491699219","11.764091491699219","11.764091491699219"
"521","-72.55625915527344","-72.55625915527344","-72.55625915527344"
"522","-116.3128890991211","-116.3128890991211","-116.3128890991211"
"523","-260.1103515625","-260.1103515625","-260.1103515625"
"524","-219.59512329101562","-219.59512329101562","-219.59512329101562"
"526","-89.92749786376953","-89.92749786376953","-89.92749786376953"
"527","-56.60171127319336","-56.60171127319336","-56.60171127319336"
"528","-172.20498657226562","-172.20498657226562","-172.20498657226562"
"530","-161.46994018554688","-161.46994018554688","-161.46994018554688"
"531","-373.9493103027344","-373.9493103027344","-373.9493103027344"
"532","-144.4322509765625","-144.4322509765625","-144.4322509765625"
"533","-160.65896606445312","-160.65896606445312","-160.65896606445312"
"534","-48.775718688964844","-48.775718688964844","-48.775718688964844"
