,Step,Reward
0,14.0,15.0
1,63.0,49.0
2,73.0,10.0
3,99.0,26.0
4,114.0,15.0
5,134.0,20.0
6,145.0,11.0
7,170.0,25.0
8,183.0,13.0
9,226.0,43.0
10,238.0,12.0
11,252.0,14.0
12,274.0,22.0
13,290.0,16.0
14,301.0,11.0
15,314.0,13.0
16,338.0,24.0
17,358.0,20.0
18,380.0,22.0
19,395.0,15.0
20,421.0,26.0
21,446.0,25.0
22,480.0,34.0
23,502.0,22.0
24,520.0,18.0
25,584.0,64.0
26,636.0,52.0
27,652.0,16.0
28,670.0,18.0
29,683.0,13.0
30,697.0,14.0
31,717.0,20.0
32,728.0,11.0
33,753.0,25.0
34,766.0,13.0
35,779.0,13.0
36,788.0,9.0
37,812.0,24.0
38,826.0,14.0
39,852.0,26.0
40,864.0,12.0
41,899.0,35.0
42,912.0,13.0
43,979.0,67.0
44,1002.0,23.0
45,1026.0,24.0
46,1041.0,15.0
47,1056.0,15.0
48,1071.0,15.0
49,1083.0,12.0
50,1105.0,22.0
51,1129.0,24.0
52,1147.0,18.0
53,1160.0,13.0
54,1176.0,16.0
55,1198.0,22.0
56,1220.0,22.0
57,1238.0,18.0
58,1255.0,17.0
59,1268.0,13.0
60,1289.0,21.0
61,1302.0,13.0
62,1312.0,10.0
63,1327.0,15.0
64,1354.0,27.0
65,1377.0,23.0
66,1405.0,28.0
67,1428.0,23.0
68,1438.0,10.0
69,1456.0,18.0
70,1493.0,37.0
71,1512.0,19.0
72,1553.0,41.0
73,1566.0,13.0
74,1609.0,43.0
75,1626.0,17.0
76,1641.0,15.0
77,1655.0,14.0
78,1676.0,21.0
79,1697.0,21.0
80,1720.0,23.0
81,1738.0,18.0
82,1775.0,37.0
83,1788.0,13.0
84,1808.0,20.0
85,1831.0,23.0
86,1844.0,13.0
87,1894.0,50.0
88,1931.0,37.0
89,1941.0,10.0
90,1956.0,15.0
91,1969.0,13.0
92,1993.0,24.0
93,2018.0,25.0
94,2034.0,16.0
95,2061.0,27.0
96,2082.0,21.0
97,2096.0,14.0
98,2112.0,16.0
99,2135.0,23.0
100,2145.0,10.0
101,2159.0,14.0
102,2192.0,33.0
103,2223.0,31.0
104,2243.0,20.0
105,2264.0,21.0
106,2281.0,17.0
107,2302.0,21.0
108,2318.0,16.0
109,2334.0,16.0
110,2346.0,12.0
111,2357.0,11.0
112,2375.0,18.0
113,2393.0,18.0
114,2430.0,37.0
115,2442.0,12.0
116,2511.0,69.0
117,2531.0,20.0
118,2567.0,36.0
119,2584.0,17.0
120,2613.0,29.0
121,2633.0,20.0
122,2665.0,32.0
123,2677.0,12.0
124,2726.0,49.0
125,2765.0,39.0
126,2801.0,36.0
127,2813.0,12.0
128,2825.0,12.0
129,2839.0,14.0
130,2866.0,27.0
131,2888.0,22.0
