,Step,Reward
0,28.0,29.0
1,38.0,10.0
2,49.0,11.0
3,85.0,36.0
4,98.0,13.0
5,114.0,16.0
6,131.0,17.0
7,150.0,19.0
8,187.0,37.0
9,214.0,27.0
10,229.0,15.0
11,242.0,13.0
12,265.0,23.0
13,275.0,10.0
14,304.0,29.0
15,322.0,18.0
16,333.0,11.0
17,344.0,11.0
18,390.0,46.0
19,401.0,11.0
20,433.0,32.0
21,480.0,47.0
22,496.0,16.0
23,522.0,26.0
24,556.0,34.0
25,572.0,16.0
26,591.0,19.0
27,613.0,22.0
28,637.0,24.0
29,652.0,15.0
30,664.0,12.0
31,681.0,17.0
32,694.0,13.0
33,724.0,30.0
34,740.0,16.0
35,792.0,52.0
36,804.0,12.0
37,817.0,13.0
38,864.0,47.0
39,881.0,17.0
40,918.0,37.0
41,942.0,24.0
42,959.0,17.0
43,982.0,23.0
44,1014.0,32.0
45,1040.0,26.0
46,1065.0,25.0
47,1085.0,20.0
48,1098.0,13.0
49,1109.0,11.0
50,1123.0,14.0
51,1135.0,12.0
52,1150.0,15.0
53,1181.0,31.0
54,1207.0,26.0
55,1219.0,12.0
56,1234.0,15.0
57,1247.0,13.0
58,1259.0,12.0
59,1293.0,34.0
60,1317.0,24.0
61,1327.0,10.0
62,1342.0,15.0
63,1355.0,13.0
64,1371.0,16.0
65,1384.0,13.0
66,1421.0,37.0
67,1452.0,31.0
68,1480.0,28.0
69,1517.0,37.0
70,1537.0,20.0
71,1551.0,14.0
72,1584.0,33.0
73,1597.0,13.0
74,1616.0,19.0
75,1631.0,15.0
76,1664.0,33.0
77,1685.0,21.0
78,1699.0,14.0
79,1741.0,42.0
80,1758.0,17.0
81,1780.0,22.0
82,1805.0,25.0
83,1816.0,11.0
84,1828.0,12.0
85,1849.0,21.0
86,1864.0,15.0
87,1903.0,39.0
88,1935.0,32.0
89,1951.0,16.0
90,1968.0,17.0
91,1989.0,21.0
92,2024.0,35.0
93,2037.0,13.0
94,2049.0,12.0
95,2069.0,20.0
96,2083.0,14.0
97,2102.0,19.0
98,2127.0,25.0
99,2142.0,15.0
100,2155.0,13.0
101,2191.0,36.0
102,2205.0,14.0
103,2219.0,14.0
104,2239.0,20.0
105,2276.0,37.0
106,2305.0,29.0
107,2347.0,42.0
108,2364.0,17.0
109,2376.0,12.0
110,2435.0,59.0
111,2481.0,46.0
112,2499.0,18.0
113,2521.0,22.0
114,2544.0,23.0
115,2555.0,11.0
116,2579.0,24.0
117,2588.0,9.0
118,2604.0,16.0
119,2616.0,12.0
120,2639.0,23.0
121,2655.0,16.0
122,2667.0,12.0
123,2714.0,47.0
124,2743.0,29.0
125,2805.0,62.0
