time/steps,time/epochs,time/steps_per_second,time/dataset,time/preprocess,time/train_step,train/env_steps,train/q_loss,train/target_q,train/value_loss,train/target_v,train/alpha_loss,train/actor_loss,train/entropy,train/alpha,train/reward,train/length,train/num_ep,eval/reward,eval/stddev,eval/length,eval/discount,eval/early_termination,step
13000,0,66.3004441207118,0.0004787445068359375,0.00014448165893554688,0.016828298568725586,12988.0,8.127344539389014e-05,0.02432591550052166,-0.9999493956565857,0.01941951472312212,0.5615596324205399,-0.24598162372907004,4.068311293919881,0.055769896445175014,6.9230663007040105,1000.0,13.0,13.976398231504461,0.6063879513317731,1000.0,1000.0,0.0,13000
14000,0,67.39370754857651,0.00047898292541503906,0.00013446807861328125,0.01689624786376953,13988.0,0.00014607782155508177,0.031042548716068267,-0.9999420428276062,0.025476815700531005,0.5362018495798111,-0.2412008692820867,4.059176802635193,0.05329991194109122,6.8733317664229485,1000.0,14.0,20.290026582225856,0.5723080335853741,1000.0,1000.0,0.0,14000
15000,0,67.6317821182532,0.0005052089691162109,0.00014066696166992188,0.01688671112060547,14988.0,0.00018285658239619807,0.04224355712532997,-0.9999312114715576,0.03767153762280941,0.5117427359024683,-0.24393233905235925,4.045021454493205,0.05094031120340029,16.66155348241435,1000.0,15.0,23.868576037903054,0.42227048906810316,1000.0,1000.0,0.0,15000
16000,0,67.42044353456839,0.0007157325744628906,0.00015878677368164062,0.017290353775024414,15988.0,0.0001614034638623707,0.055089081525802615,-0.9999160146713257,0.05071168258786202,0.48845893889665604,-0.24692949280142784,4.031274914741516,0.048689206751684345,15.351260224209282,1000.0,16.0,27.941377779951885,1.0720778524277357,1000.0,1000.0,0.0,16000
17000,0,66.92054423487951,0.0008761882781982422,0.000202178955078125,0.018149137496948242,16988.0,0.00024043886456638576,0.06255528405308723,-0.9998978042602539,0.05833203956484795,0.4659713804721832,-0.24421663085619608,4.011704285939534,0.04653845479091009,17.00504379711245,1000.0,17.0,36.228310695955756,1.6562621176658223,1000.0,1000.0,0.0,17000
18000,0,67.69924474166395,0.0005462169647216797,0.00015211105346679688,0.016830921173095703,17988.0,0.000330514392699115,0.07996324688196182,-0.999871723651886,0.07739399999380112,0.4436734914779663,-0.2543976344168186,3.9723430474599204,0.044486373042066894,20.40956612401908,1000.0,18.0,44.00393096897542,3.220434396458695,1000.0,1000.0,0.0,18000
19000,0,68.2234939868781,0.0005035400390625,0.0001823902130126953,0.01649165153503418,18988.0,0.00044846577337011697,0.10698187500238418,-0.9998336887359619,0.10630643874406814,0.4219261755545934,-0.2722582096854846,3.9201399882634482,0.042528445832431316,22.622753767918695,1000.0,19.0,61.098785883365075,7.790671217881952,1000.0,1000.0,0.0,19000
20000,0,67.52725204933736,0.0005736351013183594,0.00014162063598632812,0.016880273818969727,19988.0,0.0005328033887781203,0.14187289416790008,-0.9997962069511414,0.14452006340026854,0.3998735348383586,-0.30101194729407627,3.8329442938168845,0.040663051108519234,29.164841451498003,1000.0,20.0,67.74852122723662,4.751581001036658,1000.0,1000.0,0.0,20000
21000,0,67.32361015873994,0.0005049705505371094,0.00013566017150878906,0.016815662384033203,20988.0,0.0009348198166117072,0.19483980894088745,-0.9997246479988098,0.2022552967071533,0.377357542514801,-0.34831106662750244,3.7026968201001487,0.03888857892404,48.57312791056939,1000.0,21.0,60.60600573021833,2.2350526089051863,1000.0,1000.0,0.0,21000
22000,0,66.18181037839871,0.00055694580078125,0.0001404285430908203,0.01624464988708496,21988.0,0.001203493126668036,0.26562218487262723,-0.9996489357948303,0.28065216422080996,0.3541300818324089,-0.4066890999674797,3.5177770455678306,0.03720394956568877,45.38356368867156,1000.0,22.0,83.68828731277749,27.744856915506872,1000.0,1000.0,0.0,22000
23000,0,67.22080546292129,0.0005140304565429688,0.00015735626220703125,0.016940593719482422,22988.0,0.002157263681292534,0.36566309213638304,-0.9995267105102539,0.39941235780715945,0.3269893278678258,-0.5122982561588287,3.180670956770579,0.035614053097863994,82.97740065728696,1000.0,23.0,76.54547809766956,5.155849846631777,1000.0,1000.0,0.0,23000
24000,0,67.27333384658814,0.0005285739898681641,0.00013518333435058594,0.016965150833129883,23988.0,0.0027006674371659756,0.4716099202632904,-0.9994366192817687,0.5313897395133972,0.29648642241954803,-0.6264047771692276,2.6867961088816323,0.03412777278572321,73.81175151521111,1000.0,24.0,75.62719048622532,7.398234412703943,1000.0,1000.0,0.0,24000
25000,0,63.645490268438856,0.0005230903625488281,0.00017309188842773438,0.01632070541381836,24988.0,0.004291100092232227,0.5764169907569885,-0.9992906451225281,0.6622797870635986,0.27076228708028793,-0.7322959105173746,2.2712043126424155,0.03273277295132478,80.01035098470643,1000.0,25.0,30.834430619160877,24.06371405305207,1000.0,1000.0,0.0,25000
26000,0,62.644037986359706,0.0005326271057128906,0.00014638900756835938,0.016603469848632812,25988.0,0.0044960792921483516,0.6538198828697205,-0.9991880869865417,0.752646484375,0.2501773250599702,-0.8179703752199808,1.9655901889006298,0.03140462872882684,48.645985477430536,1000.0,26.0,33.87641975514959,13.189579340787793,1000.0,1000.0,0.0,26000
27000,0,65.35855153258902,0.0005445480346679688,0.00014090538024902344,0.01699352264404297,26988.0,0.005340373981744051,0.7316385340690613,-0.9991317081451416,0.8670399594306946,0.21711804966131845,-0.9056810239950815,1.1986470421155293,0.030158591456711292,18.118984603881177,1000.0,27.0,46.87109367739713,20.621960654953178,1000.0,1000.0,0.0,27000
28000,0,66.63065842967654,0.0005822181701660156,0.00013494491577148438,0.01607823371887207,27988.0,0.006757093835622072,0.8455217528343201,-0.9991111445426941,1.0212222695350648,0.19586937626202902,-1.0426766475041707,0.755044495066007,0.028993753250688314,36.067287454470126,1000.0,28.0,25.324733122520854,8.670349015298905,1000.0,1000.0,0.0,28000
29000,0,67.22640802991214,0.0005271434783935547,0.0001819133758544922,0.016464710235595703,28988.0,0.0059602042101323605,0.9555709552764893,-0.9991646599769592,1.157964720726013,0.1762634813785553,-1.179851512114207,0.31712909539540607,0.02790017348403732,54.969839817317094,1000.0,29.0,27.539117112723254,19.732443083021295,1000.0,1000.0,0.0,29000
30000,0,67.76040468478995,0.0007948875427246094,0.00016546249389648438,0.01839303970336914,29988.0,0.004867799188941717,0.9965500617027283,-0.9992262983322143,1.1714816331863402,0.1744107442597548,-1.1960950394471486,0.509690023958683,0.026790208493669827,31.83445420345783,1000.0,30.0,15.59079214457868,5.312031745282816,1000.0,1000.0,0.0,30000
31000,0,67.39236480888884,0.0010573863983154297,0.0002009868621826172,0.01709723472595215,30988.0,0.004794199708849192,1.0216507077217103,-0.9992521929740906,1.1418385457992555,0.18340251222252846,-1.1589992046356201,1.1532759567101796,0.025636591172466677,28.31928226927465,1000.0,31.0,6.590363731195433,1.4029956283316216,1000.0,1000.0,0.0,31000
32000,0,67.08992853856927,0.0006320476531982422,0.00014066696166992188,0.01677536964416504,31988.0,0.007017107531428337,1.0733974647521973,-0.9991484808921814,1.2121229600906371,0.17150374998648962,-1.2330319086710613,1.0077284425497055,0.02447139813254277,57.42917214786281,1000.0,32.0,58.01611054136686,4.068333619441407,1000.0,1000.0,0.0,32000
33000,0,67.50499410621433,0.0005424022674560547,0.0001354217529296875,0.01685190200805664,32988.0,0.00968318097293377,1.172329487800598,-0.9990997171401977,1.3521510696411132,0.14484170948465666,-1.3547799090544383,0.1761554948364695,0.0234498946617047,71.10268787923198,1000.0,33.0,58.29967485446339,27.910241965269282,1000.0,1000.0,0.0,33000
34000,0,67.14852997962957,0.0007603168487548828,0.0001480579376220703,0.01733851432800293,33988.0,0.01250613696873188,1.1735108947753907,-0.9989778447151184,1.3883938932418822,0.12485560278097789,-1.389715184768041,-0.46138818313678104,0.022540990728884935,60.42583045072479,1000.0,34.0,71.60434714714572,16.724417365238963,1000.0,1000.0,0.0,34000
35000,0,66.57764892851723,0.0005950927734375,0.0001342296600341797,0.01668524742126465,34988.0,0.010879942774772644,1.0200534296035766,-0.9991071486473083,1.2385510540008544,0.11716168063382308,-1.2195763786633809,-0.5975592831770579,0.02168504831691583,45.04842843306049,1000.0,35.0,5.802447631192937,1.8103707149474615,1000.0,1000.0,0.0,35000
36000,0,67.50295163186294,0.0006239414215087891,0.0001456737518310547,0.01674795150756836,35988.0,0.009204946197569371,0.8538096809387207,-0.9992326498031616,1.0745478534698487,0.1098097562789917,-1.0694242715835571,-0.7224310139815012,0.02080523579691847,17.55187987796035,1000.0,36.0,2.7946865213366583,1.9254399090459693,1000.0,1000.0,0.0,36000
37000,0,67.50090928110465,0.000579833984375,0.00016999244689941406,0.016892433166503906,36988.0,0.00789023369550705,0.6978612637519837,-0.9993054509162903,0.9295070505142212,0.09763442352414131,-0.9045512676239014,-1.119446908434232,0.020003219445546467,4.778487690030561,1000.0,37.0,0.7000052727098047,0.148671865666111,1000.0,1000.0,0.0,37000
38000,0,67.69845799448896,0.0006449222564697266,0.0001385211944580078,0.016618967056274414,37988.0,0.0059431524947285656,0.560111346244812,-0.9994011473655701,0.7582333707809448,0.09842894164224465,-0.7447680483261744,-0.8700630615154902,0.019185576122254133,8.663471223450012,1000.0,38.0,3.6537858366186553,0.7740113880935324,1000.0,1000.0,0.0,38000
39000,0,62.606486003673126,0.0006022453308105469,0.0001506805419921875,0.016389846801757812,38988.0,0.004612820856273174,0.4496751356124878,-0.9994433641433715,0.596237165927887,0.10500447638332844,-0.5838089932998022,-0.2719070855528116,0.01832982727016012,14.96302061297651,1000.0,39.0,3.8972264530732716,0.6265966318863537,1000.0,1000.0,0.0,39000
40000,0,60.64940187886731,0.0006089210510253906,0.00013303756713867188,0.01674818992614746,39988.0,0.003972139125689864,0.4084730684757233,-0.99946204662323,0.5236139106750488,0.10454757139086723,-0.5180265828967094,-0.013798235294719538,0.017463172630717356,14.581184548462964,1000.0,40.0,3.614117128295603,0.47952269992264773,1000.0,1000.0,0.0,40000
41000,0,66.46156030418618,0.0005803108215332031,0.00017333030700683594,0.01629352569580078,40988.0,0.004550643963739276,0.44500675678253176,-0.9994201803207398,0.5388772571086884,0.10368519648909569,-0.5407663385073344,0.23309019083778063,0.016632993705570698,112.06969346061138,1000.0,41.0,35.723383603461166,14.346667297779732,1000.0,1000.0,0.0,41000
42000,0,67.23261504054824,0.0005474090576171875,0.0001571178436279297,0.016535282135009766,41988.0,0.005331172309815883,0.5149042856693268,-0.9993637585639954,0.6087526750564575,0.09691177122294903,-0.6092005471388499,0.11174025138219197,0.015855088519553345,74.91675228617689,1000.0,42.0,36.44235395835149,39.12467365173383,1000.0,1000.0,0.0,42000
43000,0,67.1626801123204,0.0009229183197021484,0.00018143653869628906,0.01895928382873535,42988.0,0.006940049715340137,0.6306660938262939,-0.9992705035209656,0.7576342868804932,0.08069749735295773,-0.7550108979145685,-0.6804793824752172,0.015168814221397042,54.65727739440743,1000.0,43.0,86.70067848813223,20.287254480170386,1000.0,1000.0,0.0,43000
44000,0,67.3192879374634,0.0008418560028076172,0.00017452239990234375,0.017314910888671875,43988.0,0.008468995504081249,0.817979564666748,-0.9992363405227661,0.9693490505218506,0.07012672163546085,-0.96558445195357,-1.1894717067480087,0.014576569121951858,104.37398884278623,1000.0,44.0,98.21755759451018,17.86155944901966,1000.0,1000.0,0.0,44000
45000,0,66.25256287534869,0.0009162425994873047,0.00024175643920898438,0.017934083938598633,44988.0,0.00932891745120287,0.9976828622817994,-0.9992009043693543,1.155213804244995,0.062083336835106216,-1.1324179569880168,-1.5729231437047322,0.014022602622086803,93.16332961252124,1000.0,45.0,60.014533208454736,41.05527982649663,1000.0,1000.0,0.0,45000
46000,0,66.9478891395218,0.0005929470062255859,0.00013375282287597656,0.017751455307006836,45988.0,0.009590910375118255,1.1439025068283082,-0.9991719174385071,1.304008469581604,0.057833365785578884,-1.266722063223521,-1.7112666964530945,0.013483927429964146,113.7236097058303,1000.0,46.0,62.68693181367264,34.51148401679191,1000.0,1000.0,0.0,46000
47000,0,66.47997408198032,0.0006067752838134766,0.00013327598571777344,0.016721725463867188,46988.0,0.011293818689882756,1.1729986143112183,-0.9991400551795959,1.3207215356826782,0.05633182916790247,-1.3007309436798096,-1.6495038668314617,0.012947329009572664,48.7468372562428,1000.0,47.0,55.752005146230964,14.95587416969939,1000.0,1000.0,0.0,47000
48000,0,67.53307979403421,0.0006783008575439453,0.00015163421630859375,0.01648235321044922,47988.0,0.013481258451938628,1.1563708353042603,-0.9990399932861328,1.3243777275085449,0.04637447620431582,-1.3097954789797466,-2.2776926358540854,0.012457556168859204,144.39901585112807,1000.0,48.0,52.35605962616861,9.530409331992148,1000.0,1000.0,0.0,48000
49000,0,67.84651300022259,0.00069427490234375,0.00022363662719726562,0.017078399658203125,48988.0,0.013147775493562221,1.1347650146484376,-0.999092321395874,1.3068386173248292,0.040679157711565495,-1.2730287512143452,-2.6123500068982444,0.01200719092351695,87.92557145942635,1000.0,49.0,42.23265511070494,7.648561954571025,1000.0,1000.0,0.0,49000
50000,0,67.16840207159626,0.0006384849548339844,0.00015735626220703125,0.016731739044189453,49988.0,0.014344916418194771,1.1306624984741211,-0.9989878177642822,1.2968556785583496,0.03908745509882768,-1.2682902316252391,-2.620864907900492,0.011566394629577795,111.98672707763761,1000.0,50.0,71.01372581400862,34.97410697487185,1000.0,1000.0,0.0,50000
51000,0,67.2244254763709,0.0006420612335205078,0.0001442432403564453,0.017023324966430664,50988.0,0.011725681498646737,1.0857477831840514,-0.9990404987335205,1.2394587230682372,0.03788358656068643,-1.218909392754237,-2.5874635577201843,0.011100273113697767,63.56027443770702,1000.0,51.0,77.15707024460045,32.80935090535377,1000.0,1000.0,0.0,51000
52000,0,67.82000833055217,0.0005731582641601562,0.00016808509826660156,0.016659021377563477,51988.0,0.01380039844661951,1.1166916918754577,-0.9989314413070679,1.301231017112732,0.029753087398906548,-1.2555133799711864,-3.209508736928304,0.010661509974549213,76.1142049447071,1000.0,52.0,93.81378982113144,39.06048035192572,1000.0,1000.0,0.0,52000
53000,0,63.29702594959785,0.0005753040313720703,0.00016760826110839844,0.017157554626464844,52988.0,0.01610132832080126,1.2372929286956786,-0.998940269947052,1.4958354616165161,0.018211632501333952,-1.4415319164594014,-4.237106223901113,0.0103299207209299,105.69594501641555,1000.0,53.0,66.6589132146657,41.569001756444386,1000.0,1000.0,0.0,53000
54000,0,61.887682440340406,0.0005936622619628906,0.00013780593872070312,0.016658306121826172,53988.0,0.015583528280258179,1.2317503786087036,-0.9989789605140686,1.4542953157424927,0.021186735325803358,-1.4251363972822826,-3.8906807700792947,0.010043568598727385,30.249229934610067,1000.0,54.0,2.3928923115009395,0.10256308969047083,1000.0,1000.0,0.0,54000
55000,0,67.74206260760582,0.0005962848663330078,0.00014162063598632812,0.01619267463684082,54988.0,0.011845641769468784,1.203954210281372,-0.998963496685028,1.3508193397521973,0.03096956666558981,-1.3268375893433888,-2.773399551709493,0.00959727152561148,7.168882423485154,1000.0,55.0,20.510854900629436,15.834011903875133,1000.0,1000.0,0.0,55000
56000,0,67.39297120083192,0.0006382465362548828,0.00019311904907226562,0.01647019386291504,55988.0,0.011838720627129078,1.173744478225708,-0.9989984941482544,1.2938092231750489,0.03304655384272337,-1.297919899225235,-2.366632660230001,0.009094432462006807,105.92974900436285,1000.0,56.0,111.89007408184139,7.651374437133889,1000.0,1000.0,0.0,56000
57000,0,67.08203118752499,0.0009663105010986328,0.00020122528076171875,0.020058870315551758,56988.0,0.011304289288818836,1.1141343688964844,-0.9990787267684936,1.2200894784927367,0.03217406120772163,-1.1993040641148884,-2.2703248858451843,0.008625664360200366,109.3426863989561,1000.0,57.0,98.5571517415494,15.06369836604133,1000.0,1000.0,0.0,57000
58000,0,68.032406641454,0.0008823871612548828,0.0001628398895263672,0.01708245277404785,57988.0,0.01108541652560234,1.0925864315032958,-0.9991514229774475,1.1976618099212646,0.028086326085031033,-1.1605637768904369,-2.582347492376963,0.008217272891973456,64.54882517440888,1000.0,58.0,30.4220337681707,2.8165993077367677,1000.0,1000.0,0.0,58000
59000,0,67.4780173390169,0.0006091594696044922,0.00014400482177734375,0.01686716079711914,58988.0,0.011638156622648239,1.0738128018379212,-0.99908611536026,1.1906956434249878,0.022349131448815267,-1.170809765656789,-3.1620563864707947,0.007874553479875127,92.71215559984657,1000.0,59.0,173.10036313028544,59.86254604207073,1000.0,1000.0,0.0,59000
60000,0,66.17395831689885,0.0006802082061767578,0.00013589859008789062,0.016551733016967773,59988.0,0.012178888432681561,0.9871883463859558,-0.9990502595901489,1.1194735598564147,0.01733323186635971,-1.0922651787598927,-3.717182457447052,0.007592393395801385,170.14553788670386,1000.0,60.0,150.16473833831566,74.5419653307111,1000.0,1000.0,0.0,60000
61000,0,66.54182121632299,0.0006983280181884766,0.00021314620971679688,0.016941308975219727,60988.0,0.013027403317391873,0.9100534272193909,-0.9991028928756713,1.0512543821334839,0.015469831026469668,-1.0270686099926631,-3.8915154536565146,0.0073365083274741965,136.22785069836556,1000.0,61.0,89.82802805217867,46.24957937803446,1000.0,1000.0,0.0,61000
62000,0,65.63128842688478,0.0006597042083740234,0.00017976760864257812,0.01659536361694336,61988.0,0.01383344691246748,0.8449407720565796,-0.9990568327903747,0.9847988629341126,0.014865142603715261,-0.9488709370295206,-3.8986332217852273,0.007073455645392339,146.31457014808478,1000.0,62.0,100.48601209825271,43.07344235855461,1000.0,1000.0,0.0,62000
63000,0,66.62680573514508,0.0006661415100097656,0.00014209747314453125,0.017246484756469727,62988.0,0.013475745469331741,0.7367059969902039,-0.9990753841400146,0.8734499096870423,0.015018386378263434,-0.8473729292551676,-3.790582776069641,0.006796874028320114,73.9710879060554,1000.0,63.0,90.05356710171425,43.07976122055032,1000.0,1000.0,0.0,63000
64000,0,65.57030146395333,0.0006582736968994141,0.00014662742614746094,0.017133235931396484,63988.0,0.01209443960338831,0.6398908448219299,-0.9990864419937133,0.7767408514022827,0.013614407042041421,-0.7564061184724172,-3.91355562210083,0.006524596596136689,52.63108324044467,1000.0,64.0,96.45387159877632,37.77106906959816,1000.0,1000.0,0.0,64000
65000,0,63.526882919080435,0.0006530284881591797,0.00015687942504882812,0.016478776931762695,64988.0,0.011825941987335681,0.5916857898235321,-0.999111442565918,0.7395053434371949,0.00964401833092173,-0.7307923783858618,-4.466604193051656,0.006288857276861866,65.1284402223267,1000.0,65.0,52.771950350360726,48.674695930424534,1000.0,1000.0,0.0,65000
66000,0,61.99327789717015,0.0006270408630371094,0.0001308917999267578,0.01672816276550293,65988.0,0.013212898708879948,0.5538156795501709,-0.9990755033493042,0.710309112071991,0.008440794462027649,-0.7083662698666254,-4.612431367238362,0.006082852021791041,48.68805317938518,1000.0,66.0,58.42538589377273,30.0533873316453,1000.0,1000.0,0.0,66000
67000,0,67.49143786571304,0.0006172657012939453,0.0001304149627685547,0.016297340393066406,66988.0,0.011414485648274422,0.5580192470550537,-0.9991152501106262,0.7279384684562683,0.005191890328812103,-0.7096131642659506,-5.122644384702046,0.005917392554692924,31.26112565498474,1000.0,67.0,72.28321286367384,41.33725225312651,1000.0,1000.0,0.0,67000
68000,0,67.30965138245993,0.000629425048828125,0.00014781951904296875,0.017025232315063477,67988.0,0.012943813167512417,0.5763685071468353,-0.99900306224823,0.747292652130127,0.0049665740807540715,-0.7216099500656128,-5.138871590296428,0.005767166420506935,30.679131419344145,1000.0,68.0,97.92621208095485,65.90507048918212,1000.0,1000.0,0.0,68000
69000,0,67.63954765742875,0.0009102821350097656,0.0001690387725830078,0.017243623733520508,68988.0,0.014219390787184238,0.6652111840248108,-0.9988995170593262,0.8255102348327636,0.005707876679177086,-0.7965068419774374,-4.978729804356893,0.005588559666648507,141.96952317882383,1000.0,69.0,50.424542384861056,7.414715411715498,1000.0,1000.0,0.0,69000
70000,0,67.42451862640137,0.0009257793426513672,0.0002560615539550781,0.01792764663696289,69988.0,0.014561492130160331,0.6884199118614197,-0.9988695573806763,0.852044804096222,0.003299919616741439,-0.827218030889829,-5.390833258628845,0.005416764955346783,110.80904828388964,1000.0,70.0,70.89845021910497,34.495360710472326,1000.0,1000.0,0.0,70000
71000,0,67.360804185382,0.0006353855133056641,0.00015044212341308594,0.01646876335144043,70988.0,0.015403851792216301,0.5898087525367737,-0.9986925721168518,0.774308613538742,0.00012243192759342492,-0.7570072958866755,-5.977122664451599,0.0053515342297032475,59.69887466103515,1000.0,71.0,72.58411623313211,37.59316299828376,1000.0,1000.0,0.0,71000
72000,0,66.19793800635227,0.0006151199340820312,0.0001366138458251953,0.016942262649536133,71988.0,0.018909281641244887,0.5036737382411957,-0.9987604522705078,0.6934670734405518,0.0005839700703897203,-0.6313321441411972,-5.89060382048289,0.005337909252072374,98.4202896080101,1000.0,72.0,74.86300284919052,44.20943324754675,1000.0,1000.0,0.0,72000
73000,0,67.51668639114214,0.000629425048828125,0.00013756752014160156,0.01657724380493164,72988.0,0.02114025004208088,0.3897106719017029,-0.9986989259719848,0.5632858312129975,0.0010209110187133774,-0.5171251346667608,-5.804787834485372,0.005228992357539634,52.246065681157454,1000.0,73.0,69.47996110189436,33.234486348433975,1000.0,1000.0,0.0,73000
74000,0,67.02054700398004,0.0006344318389892578,0.00013017654418945312,0.01704096794128418,73988.0,0.022313067987561226,0.23507485866546632,-0.9988085103034973,0.41445226192474366,-7.379303375879924e-05,-0.3899672379096349,-6.014248053232829,0.005179500323720276,51.467905693201004,1000.0,74.0,131.85039656019376,60.34032575506433,1000.0,1000.0,0.0,74000
75000,0,67.39401075526597,0.0006318092346191406,0.0001308917999267578,0.01667189598083496,74988.0,0.021141389459371565,0.07618021957576275,-0.9988465309143066,0.22639570534229278,0.003978198685217649,-0.1737002246081829,-5.202665408452352,0.004988037360211213,53.33435107087898,1000.0,75.0,141.42968404522495,73.19393583762829,1000.0,1000.0,0.0,75000
76000,0,66.84554602509793,0.0006144046783447266,0.0001347064971923828,0.016933679580688477,75988.0,0.017680943980813026,0.049507485032081605,-0.9988431358337402,0.22213998079299926,-0.0014727908977268573,-0.18360984263320765,-6.310586492220561,0.004742008827937146,97.25275722512987,1000.0,76.0,0.16754273199963304,0.05900287057805155,1000.0,1000.0,0.0,76000
77000,0,65.00055790426363,0.0007011890411376953,0.0001399517059326172,0.016536474227905273,76988.0,0.015371326245367528,0.008533932864665986,-0.9989986991882325,0.1987077099084854,-0.002419038850348443,-0.15408216882497072,-6.490517735481262,0.00493198885427167,2.2525738874497225,1000.0,77.0,82.14620570502191,89.19823288122083,1000.0,1000.0,0.0,77000
78000,0,62.01751387234486,0.0006341934204101562,0.00014138221740722656,0.0167386531829834,77988.0,0.015048862099647523,-0.10159049302339554,-0.9989569211006164,0.10224547449499369,-0.001356374266227552,-0.05775377837320169,-6.267473618189494,0.0050712987237299485,59.399937503887365,1000.0,78.0,175.09050664839344,50.042074953518004,1000.0,1000.0,0.0,78000
79000,0,61.54279570094423,0.0006070137023925781,0.00017333030700683594,0.01668691635131836,78988.0,0.0144642024487257,-0.1563747575879097,-0.9989878630638123,0.029099628627300263,0.00037731084921688307,-0.00705879678328832,-5.926278829574585,0.005118056627300878,109.9104629654173,1000.0,79.0,137.27879119292956,51.316626033961086,1000.0,1000.0,0.0,79000
