,Step,Reward
0,13.0,14.0
1,41.0,28.0
2,51.0,10.0
3,98.0,47.0
4,120.0,22.0
5,131.0,11.0
6,171.0,40.0
7,202.0,31.0
8,218.0,16.0
9,243.0,25.0
10,266.0,23.0
11,308.0,42.0
12,322.0,14.0
13,352.0,30.0
14,366.0,14.0
15,394.0,28.0
16,437.0,43.0
17,471.0,34.0
18,499.0,28.0
19,526.0,27.0
20,541.0,15.0
21,558.0,17.0
22,567.0,9.0
23,581.0,14.0
24,601.0,20.0
25,616.0,15.0
26,634.0,18.0
27,653.0,19.0
28,670.0,17.0
29,680.0,10.0
30,733.0,53.0
31,750.0,17.0
32,796.0,46.0
33,812.0,16.0
34,839.0,27.0
35,851.0,12.0
36,874.0,23.0
37,908.0,34.0
38,928.0,20.0
39,947.0,19.0
40,968.0,21.0
41,988.0,20.0
42,1020.0,32.0
43,1029.0,9.0
44,1047.0,18.0
45,1079.0,32.0
46,1111.0,32.0
47,1129.0,18.0
48,1145.0,16.0
49,1156.0,11.0
50,1208.0,52.0
51,1221.0,13.0
52,1263.0,42.0
53,1275.0,12.0
54,1294.0,19.0
55,1313.0,19.0
56,1329.0,16.0
57,1341.0,12.0
58,1363.0,22.0
59,1376.0,13.0
60,1388.0,12.0
61,1404.0,16.0
62,1429.0,25.0
63,1465.0,36.0
64,1478.0,13.0
65,1511.0,33.0
66,1525.0,14.0
67,1544.0,19.0
68,1568.0,24.0
69,1582.0,14.0
70,1602.0,20.0
71,1619.0,17.0
72,1631.0,12.0
73,1651.0,20.0
74,1703.0,52.0
75,1723.0,20.0
76,1762.0,39.0
77,1777.0,15.0
78,1794.0,17.0
79,1811.0,17.0
80,1825.0,14.0
81,1877.0,52.0
82,1896.0,19.0
83,1930.0,34.0
84,1942.0,12.0
85,1959.0,17.0
86,1974.0,15.0
87,1990.0,16.0
88,2009.0,19.0
89,2026.0,17.0
90,2060.0,34.0
91,2077.0,17.0
92,2090.0,13.0
93,2107.0,17.0
94,2126.0,19.0
95,2151.0,25.0
96,2163.0,12.0
97,2184.0,21.0
98,2249.0,65.0
99,2258.0,9.0
100,2292.0,34.0
101,2311.0,19.0
102,2322.0,11.0
103,2342.0,20.0
104,2363.0,21.0
105,2380.0,17.0
106,2418.0,38.0
107,2430.0,12.0
108,2449.0,19.0
109,2460.0,11.0
110,2470.0,10.0
111,2480.0,10.0
112,2495.0,15.0
113,2507.0,12.0
114,2534.0,27.0
115,2575.0,41.0
116,2604.0,29.0
117,2613.0,9.0
118,2627.0,14.0
119,2637.0,10.0
120,2655.0,18.0
121,2667.0,12.0
122,2680.0,13.0
123,2694.0,14.0
124,2720.0,26.0
125,2734.0,14.0
126,2747.0,13.0
127,2761.0,14.0
128,2775.0,14.0
129,2786.0,11.0
130,2798.0,12.0
131,2823.0,25.0
132,2856.0,33.0
133,2919.0,63.0
134,2944.0,25.0
135,2968.0,24.0
136,2992.0,24.0
137,3022.0,30.0
138,3034.0,12.0
139,3054.0,20.0
140,3092.0,38.0
141,3111.0,19.0
142,3123.0,12.0
143,3140.0,17.0
144,3161.0,21.0
145,3188.0,27.0
146,3201.0,13.0
147,3247.0,46.0
148,3296.0,49.0
149,3311.0,15.0
150,3324.0,13.0
151,3345.0,21.0
152,3365.0,20.0
153,3377.0,12.0
154,3388.0,11.0
155,3413.0,25.0
156,3438.0,25.0
157,3456.0,18.0
158,3484.0,28.0
159,3500.0,16.0
160,3553.0,53.0
161,3574.0,21.0
162,3596.0,22.0
163,3605.0,9.0
164,3620.0,15.0
165,3645.0,25.0
166,3673.0,28.0
167,3693.0,20.0
168,3717.0,24.0
169,3734.0,17.0
170,3751.0,17.0
171,3776.0,25.0
172,3800.0,24.0
173,3833.0,33.0
174,3851.0,18.0
175,3864.0,13.0
176,3886.0,22.0
177,3910.0,24.0
178,3935.0,25.0
179,3944.0,9.0
180,3958.0,14.0
181,3978.0,20.0
182,4004.0,26.0
183,4026.0,22.0
184,4052.0,26.0
185,4067.0,15.0
186,4091.0,24.0
187,4115.0,24.0
188,4132.0,17.0
189,4149.0,17.0
190,4189.0,40.0
191,4203.0,14.0
192,4235.0,32.0
193,4251.0,16.0
194,4269.0,18.0
195,4329.0,60.0
196,4349.0,20.0
197,4392.0,43.0
198,4407.0,15.0
199,4419.0,12.0
200,4448.0,29.0
201,4471.0,23.0
202,4503.0,32.0
203,4528.0,25.0
204,4552.0,24.0
205,4581.0,29.0
206,4604.0,23.0
207,4633.0,29.0
208,4654.0,21.0
209,4666.0,12.0
210,4696.0,30.0
211,4738.0,42.0
212,4780.0,42.0
213,4797.0,17.0
214,4819.0,22.0
215,4830.0,11.0
216,4875.0,45.0
217,4885.0,10.0
218,4910.0,25.0
219,4928.0,18.0
220,4956.0,28.0
221,4976.0,20.0
222,4990.0,14.0
223,5014.0,24.0
224,5026.0,12.0
225,5048.0,22.0
226,5065.0,17.0
227,5077.0,12.0
228,5095.0,18.0
229,5121.0,26.0
230,5142.0,21.0
231,5172.0,30.0
232,5183.0,11.0
233,5209.0,26.0
234,5256.0,47.0
235,5268.0,12.0
236,5298.0,30.0
237,5331.0,33.0
238,5380.0,49.0
239,5391.0,11.0
240,5421.0,30.0
241,5450.0,29.0
242,5467.0,17.0
243,5480.0,13.0
244,5513.0,33.0
245,5530.0,17.0
246,5570.0,40.0
247,5582.0,12.0
248,5592.0,10.0
249,5603.0,11.0
250,5621.0,18.0
251,5630.0,9.0
252,5651.0,21.0
253,5685.0,34.0
254,5708.0,23.0
255,5727.0,19.0
256,5744.0,17.0
257,5756.0,12.0
258,5781.0,25.0
259,5792.0,11.0
260,5825.0,33.0
261,5848.0,23.0
262,5861.0,13.0
263,5881.0,20.0
264,5901.0,20.0
265,5949.0,48.0
266,5980.0,31.0
267,5999.0,19.0
268,6016.0,17.0
269,6026.0,10.0
270,6040.0,14.0
271,6053.0,13.0
272,6063.0,10.0
273,6081.0,18.0
274,6091.0,10.0
275,6116.0,25.0
276,6128.0,12.0
277,6148.0,20.0
278,6192.0,44.0
279,6205.0,13.0
280,6227.0,22.0
281,6278.0,51.0
282,6293.0,15.0
283,6339.0,46.0
284,6350.0,11.0
285,6373.0,23.0
286,6387.0,14.0
287,6401.0,14.0
288,6430.0,29.0
289,6441.0,11.0
290,6453.0,12.0
291,6469.0,16.0
292,6483.0,14.0
293,6514.0,31.0
294,6527.0,13.0
295,6541.0,14.0
296,6562.0,21.0
297,6576.0,14.0
298,6591.0,15.0
299,6613.0,22.0
300,6677.0,64.0
301,6692.0,15.0
302,6704.0,12.0
303,6732.0,28.0
304,6747.0,15.0
305,6762.0,15.0
306,6774.0,12.0
307,6786.0,12.0
308,6807.0,21.0
309,6820.0,13.0
310,6851.0,31.0
311,6862.0,11.0
312,6875.0,13.0
313,6888.0,13.0
314,6902.0,14.0
315,6916.0,14.0
316,6935.0,19.0
317,6969.0,34.0
318,7000.0,31.0
319,7021.0,21.0
320,7040.0,19.0
321,7065.0,25.0
322,7078.0,13.0
323,7092.0,14.0
324,7132.0,40.0
325,7164.0,32.0
326,7204.0,40.0
327,7226.0,22.0
328,7266.0,40.0
329,7279.0,13.0
330,7298.0,19.0
331,7318.0,20.0
332,7348.0,30.0
333,7393.0,45.0
334,7410.0,17.0
335,7420.0,10.0
336,7437.0,17.0
337,7451.0,14.0
338,7468.0,17.0
339,7483.0,15.0
340,7503.0,20.0
341,7519.0,16.0
342,7535.0,16.0
343,7546.0,11.0
344,7562.0,16.0
345,7574.0,12.0
346,7589.0,15.0
347,7614.0,25.0
348,7630.0,16.0
349,7668.0,38.0
350,7681.0,13.0
351,7691.0,10.0
352,7704.0,13.0
353,7729.0,25.0
354,7765.0,36.0
355,7784.0,19.0
356,7814.0,30.0
357,7831.0,17.0
358,7843.0,12.0
359,7878.0,35.0
360,7942.0,64.0
361,7962.0,20.0
362,7976.0,14.0
363,7997.0,21.0
364,8027.0,30.0
365,8049.0,22.0
366,8072.0,23.0
367,8084.0,12.0
368,8101.0,17.0
369,8136.0,35.0
370,8165.0,29.0
371,8190.0,25.0
372,8243.0,53.0
373,8262.0,19.0
374,8274.0,12.0
375,8305.0,31.0
376,8315.0,10.0
377,8344.0,29.0
378,8380.0,36.0
379,8412.0,32.0
380,8439.0,27.0
381,8455.0,16.0
382,8486.0,31.0
383,8498.0,12.0
384,8533.0,35.0
385,8547.0,14.0
386,8625.0,78.0
387,8644.0,19.0
388,8662.0,18.0
389,8683.0,21.0
390,8707.0,24.0
391,8725.0,18.0
