,Step,Reward
0,14.0,15.0
1,63.0,49.0
2,73.0,10.0
3,102.0,29.0
4,128.0,26.0
5,145.0,17.0
6,163.0,18.0
7,185.0,22.0
8,205.0,20.0
9,222.0,17.0
10,232.0,10.0
11,246.0,14.0
12,259.0,13.0
13,283.0,24.0
14,295.0,12.0
15,341.0,46.0
16,364.0,23.0
17,377.0,13.0
18,388.0,11.0
19,403.0,15.0
20,417.0,14.0
21,453.0,36.0
22,477.0,24.0
23,491.0,14.0
24,508.0,17.0
25,520.0,12.0
26,543.0,23.0
27,562.0,19.0
28,588.0,26.0
29,607.0,19.0
30,646.0,39.0
31,666.0,20.0
32,681.0,15.0
33,703.0,22.0
34,730.0,27.0
35,746.0,16.0
36,789.0,43.0
37,803.0,14.0
38,815.0,12.0
39,828.0,13.0
40,852.0,24.0
41,869.0,17.0
42,893.0,24.0
43,904.0,11.0
44,917.0,13.0
45,934.0,17.0
46,952.0,18.0
47,988.0,36.0
48,1014.0,26.0
49,1045.0,31.0
50,1063.0,18.0
51,1089.0,26.0
52,1107.0,18.0
53,1117.0,10.0
54,1153.0,36.0
55,1166.0,13.0
56,1179.0,13.0
57,1191.0,12.0
58,1220.0,29.0
59,1242.0,22.0
60,1253.0,11.0
61,1281.0,28.0
62,1292.0,11.0
63,1320.0,28.0
64,1339.0,19.0
65,1353.0,14.0
66,1385.0,32.0
67,1398.0,13.0
68,1414.0,16.0
69,1459.0,45.0
70,1477.0,18.0
71,1526.0,49.0
72,1544.0,18.0
73,1558.0,14.0
74,1604.0,46.0
75,1624.0,20.0
76,1637.0,13.0
77,1659.0,22.0
78,1676.0,17.0
79,1686.0,10.0
80,1727.0,41.0
81,1790.0,63.0
82,1814.0,24.0
83,1829.0,15.0
84,1852.0,23.0
85,1884.0,32.0
86,1918.0,34.0
87,1937.0,19.0
88,1965.0,28.0
89,1977.0,12.0
90,2007.0,30.0
91,2021.0,14.0
92,2069.0,48.0
93,2082.0,13.0
94,2094.0,12.0
95,2111.0,17.0
96,2144.0,33.0
97,2173.0,29.0
98,2186.0,13.0
99,2221.0,35.0
100,2277.0,56.0
101,2287.0,10.0
102,2297.0,10.0
103,2309.0,12.0
104,2328.0,19.0
105,2352.0,24.0
106,2379.0,27.0
107,2392.0,13.0
108,2411.0,19.0
109,2427.0,16.0
110,2442.0,15.0
111,2459.0,17.0
112,2482.0,23.0
113,2503.0,21.0
114,2523.0,20.0
115,2543.0,20.0
116,2569.0,26.0
117,2585.0,16.0
118,2599.0,14.0
119,2637.0,38.0
120,2655.0,18.0
121,2691.0,36.0
122,2704.0,13.0
123,2721.0,17.0
124,2739.0,18.0
125,2766.0,27.0
126,2806.0,40.0
127,2823.0,17.0
128,2836.0,13.0
129,2856.0,20.0
130,2876.0,20.0
131,2891.0,15.0
