trial_id,reward,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/total_timesteps,config/learning_rate,config/num_envs,config/num_steps,config/anneal_lr,config/gamma,config/gae_lambda,config/num_minibatches,config/update_epochs,config/norm_adv,config/clip_coef,config/clip_vloss,config/ent_coef,config/vf_coef,config/max_grad_norm,config/target_kl,config/policy_freq,config/alpha,config/batch_size,config/minibatch_size,config/__trial_index__
6afa1746,0.0,1708025629.0,,True,91.0,2024-02-15_20-33-49,0.055763959884643555,0.4078223705291748,10536.0,Nicolass-Air.technicolor.net,127.0.0.1,0.4078223705291748,91.0,"11_trial_index=0,alpha=3.1948,anneal_lr=True,batch_size=0,capture_video=False,clip_coef=0.2000,clip_vloss=True,cuda=True,ent_coef=0.0100,env_id=CartPole-v1,exp_name=qreps,gae_lambda=0.9500,gamma=0.9900,learning_rate=0.0483,max_grad_norm=0.5000,minibatch_size=0,norm_adv=True,num_envs=8,num_minibatches=8,num_steps=256,policy_freq=2,seed=1,target_kl=None,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=350,vf_coef=0.5000,wandb_entity=None,wandb_project_name=cleanRL",qreps,1.0,True,True,False,cleanRL,,False,CartPole-v1,100000.0,0.048291840552113365,8.0,256.0,True,0.99,0.95,8.0,350.0,True,0.2,True,0.01,0.5,0.5,,2.0,3.19483485498472,0.0,0.0,0.0
b0d26845,0.0,1708025630.0,,True,91.0,2024-02-15_20-33-50,0.04875612258911133,0.40490150451660156,10536.0,Nicolass-Air.technicolor.net,127.0.0.1,0.40490150451660156,91.0,"12_trial_index=1,alpha=3.1948,anneal_lr=True,batch_size=0,capture_video=False,clip_coef=0.2000,clip_vloss=True,cuda=True,ent_coef=0.0100,env_id=CartPole-v1,exp_name=qreps,gae_lambda=0.9500,gamma=0.9900,learning_rate=0.0483,max_grad_norm=0.5000,minibatch_size=0,norm_adv=True,num_envs=8,num_minibatches=8,num_steps=256,policy_freq=2,seed=1,target_kl=None,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=350,vf_coef=0.5000,wandb_entity=None,wandb_project_name=cleanRL",qreps,1.0,True,True,False,cleanRL,,False,CartPole-v1,100000.0,0.048291840552113365,8.0,256.0,True,0.99,0.95,8.0,350.0,True,0.2,True,0.01,0.5,0.5,,2.0,3.19483485498472,0.0,0.0,1.0
8e66a01a,0.0,1708025631.0,,True,91.0,2024-02-15_20-33-51,0.07717132568359375,0.4698939323425293,10536.0,Nicolass-Air.technicolor.net,127.0.0.1,0.4698939323425293,91.0,"13_trial_index=2,alpha=3.1948,anneal_lr=True,batch_size=0,capture_video=False,clip_coef=0.2000,clip_vloss=True,cuda=True,ent_coef=0.0100,env_id=CartPole-v1,exp_name=qreps,gae_lambda=0.9500,gamma=0.9900,learning_rate=0.0483,max_grad_norm=0.5000,minibatch_size=0,norm_adv=True,num_envs=8,num_minibatches=8,num_steps=256,policy_freq=2,seed=1,target_kl=None,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=350,vf_coef=0.5000,wandb_entity=None,wandb_project_name=cleanRL",qreps,1.0,True,True,False,cleanRL,,False,CartPole-v1,100000.0,0.048291840552113365,8.0,256.0,True,0.99,0.95,8.0,350.0,True,0.2,True,0.01,0.5,0.5,,2.0,3.19483485498472,0.0,0.0,2.0
53a1fc75,0.0,1708025633.0,,True,91.0,2024-02-15_20-33-53,0.07093477249145508,0.4503061771392822,10539.0,Nicolass-Air.technicolor.net,127.0.0.1,0.4503061771392822,91.0,"14_trial_index=3,alpha=3.1948,anneal_lr=True,batch_size=0,capture_video=False,clip_coef=0.2000,clip_vloss=True,cuda=True,ent_coef=0.0100,env_id=CartPole-v1,exp_name=qreps,gae_lambda=0.9500,gamma=0.9900,learning_rate=0.0483,max_grad_norm=0.5000,minibatch_size=0,norm_adv=True,num_envs=8,num_minibatches=8,num_steps=256,policy_freq=2,seed=1,target_kl=None,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=350,vf_coef=0.5000,wandb_entity=None,wandb_project_name=cleanRL",qreps,1.0,True,True,False,cleanRL,,False,CartPole-v1,100000.0,0.048291840552113365,8.0,256.0,True,0.99,0.95,8.0,350.0,True,0.2,True,0.01,0.5,0.5,,2.0,3.19483485498472,0.0,0.0,3.0
821b208e,0.0,1708025633.0,,True,91.0,2024-02-15_20-33-53,0.05399179458618164,0.4416489601135254,10536.0,Nicolass-Air.technicolor.net,127.0.0.1,0.4416489601135254,91.0,"15_trial_index=4,alpha=3.1948,anneal_lr=True,batch_size=0,capture_video=False,clip_coef=0.2000,clip_vloss=True,cuda=True,ent_coef=0.0100,env_id=CartPole-v1,exp_name=qreps,gae_lambda=0.9500,gamma=0.9900,learning_rate=0.0483,max_grad_norm=0.5000,minibatch_size=0,norm_adv=True,num_envs=8,num_minibatches=8,num_steps=256,policy_freq=2,seed=1,target_kl=None,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=350,vf_coef=0.5000,wandb_entity=None,wandb_project_name=cleanRL",qreps,1.0,True,True,False,cleanRL,,False,CartPole-v1,100000.0,0.048291840552113365,8.0,256.0,True,0.99,0.95,8.0,350.0,True,0.2,True,0.01,0.5,0.5,,2.0,3.19483485498472,0.0,0.0,4.0
4abe71d0,[33.],1708026784.0,,True,3408.0,2024-02-15_20-53-04,0.016860008239746094,1128.39479470253,10539.0,Nicolass-Air.technicolor.net,127.0.0.1,1128.39479470253,3408.0,"16_trial_index=0,alpha=0.0033,anneal_lr=True,batch_size=0,capture_video=False,clip_coef=0.2000,clip_vloss=True,cuda=True,ent_coef=0.0100,env_id=CartPole-v1,exp_name=qreps,gae_lambda=0.9500,gamma=0.9900,learning_rate=0.0000,max_grad_norm=0.5000,minibatch_size=0,norm_adv=True,num_envs=2,num_minibatches=2,num_steps=48,policy_freq=4,seed=1,target_kl=None,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=250,vf_coef=0.5000,wandb_entity=None,wandb_project_name=cleanRL",qreps,1.0,True,True,False,cleanRL,,False,CartPole-v1,100000.0,4.765815713472698e-05,2.0,48.0,True,0.99,0.95,2.0,250.0,True,0.2,True,0.01,0.5,0.5,,4.0,0.00333177932945175,0.0,0.0,0.0
4f867cc1,[33.],1708026783.0,,True,3408.0,2024-02-15_20-53-03,0.007153034210205078,1127.3892493247986,10536.0,Nicolass-Air.technicolor.net,127.0.0.1,1127.3892493247986,3408.0,"17_trial_index=1,alpha=0.0033,anneal_lr=True,batch_size=0,capture_video=False,clip_coef=0.2000,clip_vloss=True,cuda=True,ent_coef=0.0100,env_id=CartPole-v1,exp_name=qreps,gae_lambda=0.9500,gamma=0.9900,learning_rate=0.0000,max_grad_norm=0.5000,minibatch_size=0,norm_adv=True,num_envs=2,num_minibatches=2,num_steps=48,policy_freq=4,seed=1,target_kl=None,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=250,vf_coef=0.5000,wandb_entity=None,wandb_project_name=cleanRL",qreps,1.0,True,True,False,cleanRL,,False,CartPole-v1,100000.0,4.765815713472698e-05,2.0,48.0,True,0.99,0.95,2.0,250.0,True,0.2,True,0.01,0.5,0.5,,4.0,0.00333177932945175,0.0,0.0,1.0
f606abcf,[33.],1708026792.0,,True,3408.0,2024-02-15_20-53-12,0.006690025329589844,1134.7760717868805,10541.0,Nicolass-Air.technicolor.net,127.0.0.1,1134.7760717868805,3408.0,"18_trial_index=2,alpha=0.0033,anneal_lr=True,batch_size=0,capture_video=False,clip_coef=0.2000,clip_vloss=True,cuda=True,ent_coef=0.0100,env_id=CartPole-v1,exp_name=qreps,gae_lambda=0.9500,gamma=0.9900,learning_rate=0.0000,max_grad_norm=0.5000,minibatch_size=0,norm_adv=True,num_envs=2,num_minibatches=2,num_steps=48,policy_freq=4,seed=1,target_kl=None,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=250,vf_coef=0.5000,wandb_entity=None,wandb_project_name=cleanRL",qreps,1.0,True,True,False,cleanRL,,False,CartPole-v1,100000.0,4.765815713472698e-05,2.0,48.0,True,0.99,0.95,2.0,250.0,True,0.2,True,0.01,0.5,0.5,,4.0,0.00333177932945175,0.0,0.0,2.0
5f3b06ba,[33.],1708027841.0,,True,3408.0,2024-02-15_21-10-41,0.009788036346435547,1395.2786631584167,10548.0,Nicolass-Air.technicolor.net,127.0.0.1,1395.2786631584167,3408.0,"19_trial_index=3,alpha=0.0033,anneal_lr=True,batch_size=0,capture_video=False,clip_coef=0.2000,clip_vloss=True,cuda=True,ent_coef=0.0100,env_id=CartPole-v1,exp_name=qreps,gae_lambda=0.9500,gamma=0.9900,learning_rate=0.0000,max_grad_norm=0.5000,minibatch_size=0,norm_adv=True,num_envs=2,num_minibatches=2,num_steps=48,policy_freq=4,seed=1,target_kl=None,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=250,vf_coef=0.5000,wandb_entity=None,wandb_project_name=cleanRL",qreps,1.0,True,True,False,cleanRL,,False,CartPole-v1,100000.0,4.765815713472698e-05,2.0,48.0,True,0.99,0.95,2.0,250.0,True,0.2,True,0.01,0.5,0.5,,4.0,0.00333177932945175,0.0,0.0,3.0
cbcc5213,[33.],1708027844.0,,True,3408.0,2024-02-15_21-10-44,0.006142854690551758,1398.1447756290436,10543.0,Nicolass-Air.technicolor.net,127.0.0.1,1398.1447756290436,3408.0,"20_trial_index=4,alpha=0.0033,anneal_lr=True,batch_size=0,capture_video=False,clip_coef=0.2000,clip_vloss=True,cuda=True,ent_coef=0.0100,env_id=CartPole-v1,exp_name=qreps,gae_lambda=0.9500,gamma=0.9900,learning_rate=0.0000,max_grad_norm=0.5000,minibatch_size=0,norm_adv=True,num_envs=2,num_minibatches=2,num_steps=48,policy_freq=4,seed=1,target_kl=None,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=250,vf_coef=0.5000,wandb_entity=None,wandb_project_name=cleanRL",qreps,1.0,True,True,False,cleanRL,,False,CartPole-v1,100000.0,4.765815713472698e-05,2.0,48.0,True,0.99,0.95,2.0,250.0,True,0.2,True,0.01,0.5,0.5,,4.0,0.00333177932945175,0.0,0.0,4.0
d5c513a3,0.0,1708026425.0,,True,6.0,2024-02-15_20-47-05,0.015609979629516602,0.09577131271362305,10550.0,Nicolass-Air.technicolor.net,127.0.0.1,0.09577131271362305,6.0,"21_trial_index=0,alpha=30.4423,anneal_lr=True,batch_size=0,capture_video=False,clip_coef=0.2000,clip_vloss=True,cuda=True,ent_coef=0.0100,env_id=CartPole-v1,exp_name=qreps,gae_lambda=0.9500,gamma=0.9900,learning_rate=0.0000,max_grad_norm=0.5000,minibatch_size=0,norm_adv=True,num_envs=1,num_minibatches=4,num_steps=128,policy_freq=3,seed=1,target_kl=None,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=100,vf_coef=0.5000,wandb_entity=None,wandb_project_name=cleanRL",qreps,1.0,True,True,False,cleanRL,,False,CartPole-v1,100000.0,3.3746437805636896e-05,1.0,128.0,True,0.99,0.95,4.0,100.0,True,0.2,True,0.01,0.5,0.5,,3.0,30.44232589339132,0.0,0.0,0.0
3ed0aea9,0.0,1708026425.0,,True,6.0,2024-02-15_20-47-05,0.014937162399291992,0.08422255516052246,10550.0,Nicolass-Air.technicolor.net,127.0.0.1,0.08422255516052246,6.0,"22_trial_index=1,alpha=30.4423,anneal_lr=True,batch_size=0,capture_video=False,clip_coef=0.2000,clip_vloss=True,cuda=True,ent_coef=0.0100,env_id=CartPole-v1,exp_name=qreps,gae_lambda=0.9500,gamma=0.9900,learning_rate=0.0000,max_grad_norm=0.5000,minibatch_size=0,norm_adv=True,num_envs=1,num_minibatches=4,num_steps=128,policy_freq=3,seed=1,target_kl=None,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=100,vf_coef=0.5000,wandb_entity=None,wandb_project_name=cleanRL",qreps,1.0,True,True,False,cleanRL,,False,CartPole-v1,100000.0,3.3746437805636896e-05,1.0,128.0,True,0.99,0.95,4.0,100.0,True,0.2,True,0.01,0.5,0.5,,3.0,30.44232589339132,0.0,0.0,1.0
78276ada,0.0,1708026426.0,,True,6.0,2024-02-15_20-47-06,0.015686988830566406,0.08581352233886719,10550.0,Nicolass-Air.technicolor.net,127.0.0.1,0.08581352233886719,6.0,"23_trial_index=2,alpha=30.4423,anneal_lr=True,batch_size=0,capture_video=False,clip_coef=0.2000,clip_vloss=True,cuda=True,ent_coef=0.0100,env_id=CartPole-v1,exp_name=qreps,gae_lambda=0.9500,gamma=0.9900,learning_rate=0.0000,max_grad_norm=0.5000,minibatch_size=0,norm_adv=True,num_envs=1,num_minibatches=4,num_steps=128,policy_freq=3,seed=1,target_kl=None,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=100,vf_coef=0.5000,wandb_entity=None,wandb_project_name=cleanRL",qreps,1.0,True,True,False,cleanRL,,False,CartPole-v1,100000.0,3.3746437805636896e-05,1.0,128.0,True,0.99,0.95,4.0,100.0,True,0.2,True,0.01,0.5,0.5,,3.0,30.44232589339132,0.0,0.0,2.0
ecf4a891,0.0,1708026426.0,,True,6.0,2024-02-15_20-47-06,0.012797117233276367,0.08025550842285156,10550.0,Nicolass-Air.technicolor.net,127.0.0.1,0.08025550842285156,6.0,"24_trial_index=3,alpha=30.4423,anneal_lr=True,batch_size=0,capture_video=False,clip_coef=0.2000,clip_vloss=True,cuda=True,ent_coef=0.0100,env_id=CartPole-v1,exp_name=qreps,gae_lambda=0.9500,gamma=0.9900,learning_rate=0.0000,max_grad_norm=0.5000,minibatch_size=0,norm_adv=True,num_envs=1,num_minibatches=4,num_steps=128,policy_freq=3,seed=1,target_kl=None,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=100,vf_coef=0.5000,wandb_entity=None,wandb_project_name=cleanRL",qreps,1.0,True,True,False,cleanRL,,False,CartPole-v1,100000.0,3.3746437805636896e-05,1.0,128.0,True,0.99,0.95,4.0,100.0,True,0.2,True,0.01,0.5,0.5,,3.0,30.44232589339132,0.0,0.0,3.0
1668c73b,0.0,1708026426.0,,True,6.0,2024-02-15_20-47-06,0.0140838623046875,0.07711648941040039,10550.0,Nicolass-Air.technicolor.net,127.0.0.1,0.07711648941040039,6.0,"25_trial_index=4,alpha=30.4423,anneal_lr=True,batch_size=0,capture_video=False,clip_coef=0.2000,clip_vloss=True,cuda=True,ent_coef=0.0100,env_id=CartPole-v1,exp_name=qreps,gae_lambda=0.9500,gamma=0.9900,learning_rate=0.0000,max_grad_norm=0.5000,minibatch_size=0,norm_adv=True,num_envs=1,num_minibatches=4,num_steps=128,policy_freq=3,seed=1,target_kl=None,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=100,vf_coef=0.5000,wandb_entity=None,wandb_project_name=cleanRL",qreps,1.0,True,True,False,cleanRL,,False,CartPole-v1,100000.0,3.3746437805636896e-05,1.0,128.0,True,0.99,0.95,4.0,100.0,True,0.2,True,0.01,0.5,0.5,,3.0,30.44232589339132,0.0,0.0,4.0
addee134,0.0,1708026426.0,,True,25.0,2024-02-15_20-47-06,0.32243800163269043,0.4546070098876953,10550.0,Nicolass-Air.technicolor.net,127.0.0.1,0.4546070098876953,25.0,"26_trial_index=0,alpha=0.0192,anneal_lr=True,batch_size=0,capture_video=False,clip_coef=0.2000,clip_vloss=True,cuda=True,ent_coef=0.0100,env_id=CartPole-v1,exp_name=qreps,gae_lambda=0.9500,gamma=0.9900,learning_rate=0.5791,max_grad_norm=0.5000,minibatch_size=0,norm_adv=True,num_envs=4,num_minibatches=4,num_steps=128,policy_freq=4,seed=1,target_kl=None,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=500,vf_coef=0.5000,wandb_entity=None,wandb_project_name=cleanRL",qreps,1.0,True,True,False,cleanRL,,False,CartPole-v1,100000.0,0.5790665241883771,4.0,128.0,True,0.99,0.95,4.0,500.0,True,0.2,True,0.01,0.5,0.5,,4.0,0.0191851795804267,0.0,0.0,0.0
c95cd1ce,0.0,1708026427.0,,True,25.0,2024-02-15_20-47-07,0.31105828285217285,0.4503004550933838,10550.0,Nicolass-Air.technicolor.net,127.0.0.1,0.4503004550933838,25.0,"27_trial_index=1,alpha=0.0192,anneal_lr=True,batch_size=0,capture_video=False,clip_coef=0.2000,clip_vloss=True,cuda=True,ent_coef=0.0100,env_id=CartPole-v1,exp_name=qreps,gae_lambda=0.9500,gamma=0.9900,learning_rate=0.5791,max_grad_norm=0.5000,minibatch_size=0,norm_adv=True,num_envs=4,num_minibatches=4,num_steps=128,policy_freq=4,seed=1,target_kl=None,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=500,vf_coef=0.5000,wandb_entity=None,wandb_project_name=cleanRL",qreps,1.0,True,True,False,cleanRL,,False,CartPole-v1,100000.0,0.5790665241883771,4.0,128.0,True,0.99,0.95,4.0,500.0,True,0.2,True,0.01,0.5,0.5,,4.0,0.0191851795804267,0.0,0.0,1.0
