,Step,Reward
0,36.0,9.0
1,80.0,20.0
2,92.0,23.0
3,116.0,20.0
4,140.0,15.0
5,156.0,39.0
6,176.0,21.0
7,200.0,21.0
8,220.0,20.0
9,248.0,23.0
10,260.0,15.0
11,308.0,22.0
12,312.0,16.0
13,352.0,10.0
14,360.0,13.0
15,380.0,30.0
16,412.0,15.0
17,432.0,13.0
18,472.0,74.0
19,480.0,17.0
20,520.0,22.0
21,524.0,11.0
22,536.0,44.0
23,568.0,11.0
24,588.0,17.0
25,604.0,33.0
26,636.0,17.0
27,708.0,43.0
28,724.0,28.0
29,764.0,40.0
30,800.0,19.0
31,848.0,35.0
32,868.0,17.0
33,900.0,34.0
34,944.0,19.0
35,948.0,12.0
36,1004.0,70.0
37,1016.0,18.0
38,1064.0,29.0
39,1076.0,18.0
40,1084.0,17.0
41,1112.0,66.0
42,1156.0,19.0
43,1172.0,27.0
44,1196.0,10.0
45,1204.0,23.0
46,1208.0,13.0
47,1232.0,15.0
48,1268.0,18.0
49,1296.0,16.0
50,1320.0,29.0
51,1348.0,35.0
52,1352.0,21.0
53,1380.0,15.0
54,1404.0,13.0
55,1432.0,21.0
56,1456.0,40.0
57,1484.0,13.0
58,1520.0,16.0
59,1560.0,10.0
60,1608.0,57.0
61,1616.0,53.0
62,1636.0,19.0
63,1668.0,14.0
64,1696.0,53.0
65,1748.0,20.0
66,1816.0,17.0
67,1840.0,43.0
68,1852.0,39.0
69,1892.0,64.0
70,1896.0,14.0
71,1936.0,30.0
72,1948.0,24.0
73,1988.0,23.0
74,2004.0,14.0
75,2044.0,27.0
76,2048.0,39.0
77,2092.0,24.0
78,2120.0,19.0
79,2136.0,11.0
80,2148.0,25.0
81,2196.0,19.0
82,2228.0,20.0
83,2256.0,41.0
84,2280.0,36.0
85,2376.0,24.0
86,2392.0,41.0
87,2440.0,61.0
88,2448.0,14.0
89,2468.0,23.0
90,2500.0,13.0
91,2512.0,18.0
92,2548.0,12.0
93,2580.0,17.0
94,2604.0,87.0
95,2624.0,19.0
96,2660.0,20.0
97,2668.0,11.0
98,2692.0,56.0
99,2732.0,32.0
100,2760.0,23.0
101,2772.0,20.0
102,2804.0,36.0
103,2832.0,15.0
104,2836.0,19.0
105,2860.0,14.0
106,2900.0,16.0
107,2908.0,19.0
108,2948.0,38.0
109,2968.0,17.0
110,3036.0,22.0
111,3112.0,19.0
112,3120.0,38.0
113,3152.0,51.0
114,3192.0,20.0
115,3200.0,73.0
116,3252.0,33.0
117,3256.0,14.0
118,3280.0,22.0
119,3300.0,11.0
120,3304.0,13.0
121,3336.0,14.0
122,3372.0,18.0
123,3420.0,67.0
124,3456.0,21.0
125,3496.0,40.0
126,3508.0,22.0
127,3524.0,17.0
128,3572.0,19.0
129,3596.0,18.0
130,3672.0,92.0
131,3708.0,34.0
132,3776.0,45.0
133,3788.0,29.0
134,3792.0,21.0
135,3812.0,76.0
136,3896.0,28.0
137,3952.0,14.0
138,3956.0,15.0
139,4040.0,57.0
140,4068.0,28.0
141,4084.0,33.0
142,4112.0,11.0
143,4116.0,82.0
144,4124.0,21.0
145,4156.0,18.0
146,4168.0,14.0
147,4252.0,34.0
148,4292.0,31.0
149,4432.0,45.0
150,4504.0,95.0
151,4512.0,89.0
152,4520.0,22.0
153,4552.0,65.0
154,4596.0,21.0
155,4648.0,36.0
156,4664.0,17.0
157,4684.0,33.0
158,4720.0,18.0
159,4724.0,15.0
160,4772.0,22.0
161,4784.0,66.0
162,4804.0,20.0
163,4812.0,23.0
164,4876.0,16.0
165,4924.0,30.0
166,4956.0,43.0
167,4972.0,50.0
168,5112.0,59.0
169,5124.0,50.0
170,5236.0,28.0
171,5292.0,45.0
172,5316.0,86.0
173,5328.0,23.0
174,5340.0,96.0
175,5400.0,15.0
176,5404.0,28.0
177,5428.0,28.0
178,5628.0,56.0
179,5636.0,59.0
180,5672.0,86.0
181,5724.0,22.0
182,5812.0,28.5
183,5844.0,54.0
184,5872.0,111.0
185,5896.0,21.0
186,5908.0,24.0
187,5952.0,27.0
188,5956.0,12.0
189,5992.0,30.0
190,6036.0,11.0
191,6056.0,40.0
192,6156.0,30.0
193,6168.0,28.0
194,6196.0,61.0
195,6236.0,17.0
196,6396.0,60.0
197,6492.0,74.0
198,6596.0,26.0
199,6652.0,64.0
200,6668.0,178.0
201,6692.0,114.0
202,6752.0,15.0
203,6768.0,25.0
204,6776.0,45.0
205,6948.0,45.0
206,6960.0,77.0
207,7004.0,57.0
208,7044.0,47.0
209,7144.0,25.0
210,7156.0,52.0
211,7200.0,49.0
212,7272.0,29.0
213,7340.0,35.0
214,7388.0,12.0
215,7420.0,94.0
216,7484.0,53.0
217,7544.0,39.0
218,7580.0,24.0
219,7620.0,119.0
220,7660.0,20.0
221,7772.0,57.0
222,7916.0,64.0
223,7940.0,130.0
224,8068.0,32.0
225,8112.0,49.0
226,8164.0,136.0
227,8228.0,77.0
228,8252.0,35.0
229,8416.0,47.0
230,8460.0,74.0
231,8508.0,64.0
232,8516.0,25.0
233,8548.0,80.0
234,8640.0,33.0
235,8676.0,40.0
236,8680.0,33.0
237,8800.0,40.0
238,8888.0,53.0
239,8908.0,112.0
240,8928.0,32.0
241,8960.0,70.0
242,9044.0,29.0
243,9080.0,48.0
244,9228.0,37.0
245,9276.0,92.0
246,9320.0,23.0
247,9324.0,91.0
248,9424.0,25.0
249,9432.0,28.0
250,9556.0,128.0
251,9584.0,77.0
252,9620.0,47.0
253,9696.0,19.0
254,9700.0,36.0
255,9708.0,31.0
256,9816.0,98.0
257,9832.0,34.0
258,10144.0,82.0
259,10184.0,121.0
260,10216.0,96.0
261,10300.0,148.0
262,10408.0,56.0
263,10524.0,95.0
264,10528.0,78.0
265,10644.0,86.0
266,10672.0,66.0
267,10724.0,49.0
268,10880.0,89.0
269,10956.0,58.0
270,10976.0,24.0
271,11108.0,116.0
272,11124.0,42.0
273,11232.0,140.0
274,11304.0,49.0
275,11488.0,128.0
276,11552.0,107.0
277,11660.0,89.0
278,11856.0,156.0
279,11876.0,81.0
280,11992.0,83.0
281,11996.0,127.0
282,12076.0,50.0
283,12100.0,61.0
284,12188.0,22.0
285,12248.0,63.0
286,12288.0,74.0
287,12456.0,95.0
288,12600.0,88.0
289,12788.0,47.0
290,12852.0,166.0
291,12928.0,118.0
292,13016.0,57.0
293,13084.0,58.0
294,13104.0,204.0
295,13320.0,98.0
296,13540.0,131.0
297,13592.0,122.0
298,13708.0,156.0
299,13872.0,70.0
300,13916.0,11.0
301,14120.0,51.0
302,14144.0,206.0
303,14216.0,169.0
304,14468.0,190.0
305,14484.0,85.0
306,14632.0,128.0
307,14868.0,100.0
308,14936.0,180.0
309,14956.0,81.0
310,15012.0,132.0
311,15292.0,70.0
312,15548.0,170.0
313,15572.0,154.0
314,15608.0,168.0
315,15784.0,53.0
316,15872.0,145.0
317,16056.0,127.0
318,16584.0,244.0
319,16700.0,229.0
320,16784.0,182.0
321,16948.0,269.0
322,17004.0,105.0
323,17232.0,133.0
324,17364.0,104.0
325,17368.0,146.0
326,17864.0,125.0
327,18040.0,168.0
328,18096.0,273.0
329,18124.0,223.0
330,18548.0,171.0
331,18596.0,118.0
332,19108.0,253.0
333,19200.0,290.0
334,19712.0,279.0
335,19956.0,352.0
336,20076.0,242.0
337,20124.0,231.0
338,20712.0,189.0
339,20772.0,265.0
340,20956.0,220.0
341,21100.0,244.0
342,21196.0,121.0
343,21488.0,133.0
344,21580.0,202.0
345,21808.0,177.0
346,22004.0,202.0
347,22192.0,176.0
348,22252.0,168.0
349,22412.0,151.0
350,22780.0,194.0
351,22940.0,187.0
352,23068.0,164.0
353,23116.0,84.0
354,23236.0,30.0
355,23560.0,327.0
356,23656.0,179.0
357,23900.0,166.0
358,24112.0,138.0
359,24292.0,306.0
360,24388.0,183.0
361,24568.0,167.0
362,24648.0,134.0
