trial_id,reward,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/total_timesteps,config/num_envs,config/num_steps,config/anneal_lr,config/gamma,config/num_minibatches,config/policy_lr_start,config/q_lr_start,config/alpha,config/eta,config/update_epochs,config/autotune,config/target_entropy_scale,config/saddle_point_optimization,config/use_kl_loss,config/q_histogram,config/batch_size,config/minibatch_size,config/num_iterations,config/__trial_index__
9cf36438,-1000,1712563934,,True,132,2024-04-08_10-12-14,0.38031911849975586,4.16057825088501,61428,Nicolass-Air.technicolor.net,127.0.0.1,4.16057825088501,132,"1_trial_index=0,alpha=6.0000,anneal_lr=True,autotune=False,batch_size=0,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=4,num_iterations=0,num_minibatches=8,num_steps=256,policy_lr_start=0.0010,q_histogram=False,q_lr_start=0.0025,saddle_point_optimization=True,seed=0,target_entropy_scale=0.8900,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,CartPole-v1,50000,4,256,True,0.99,8,0.001,0.0025,6.0,,50,False,0.89,True,True,False,0,0,0,0
76079a8d,-1000,1712563935,,True,130,2024-04-08_10-12-15,0.22703003883361816,0.539442777633667,61428,Nicolass-Air.technicolor.net,127.0.0.1,0.539442777633667,130,"2_trial_index=0,alpha=0.5000,anneal_lr=True,autotune=True,batch_size=0,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=6,num_iterations=0,num_minibatches=8,num_steps=500,policy_lr_start=0.0025,q_histogram=False,q_lr_start=0.1000,saddle_point_optimization=True,seed=0,target_entropy_scale=0.5000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,CartPole-v1,50000,6,500,True,0.99,8,0.0025,0.1,0.5,,10,True,0.5,True,True,False,0,0,0,0
25f5156b,-1000,1712563946,,True,204,2024-04-08_10-12-26,3.1348328590393066,10.375219106674194,61428,Nicolass-Air.technicolor.net,127.0.0.1,10.375219106674194,204,"3_trial_index=0,alpha=2.0000,anneal_lr=True,autotune=True,batch_size=0,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=6,num_iterations=0,num_minibatches=16,num_steps=256,policy_lr_start=0.0010,q_histogram=False,q_lr_start=0.0010,saddle_point_optimization=True,seed=0,target_entropy_scale=0.5000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,CartPole-v1,50000,6,256,True,0.99,16,0.001,0.001,2.0,,50,True,0.5,True,True,False,0,0,0,0
1a190121,[16.],1712563966,,True,2226,2024-04-08_10-12-46,0.0074920654296875,19.624271631240845,61446,Nicolass-Air.technicolor.net,127.0.0.1,19.624271631240845,2226,"4_trial_index=0,alpha=8.0000,anneal_lr=True,autotune=False,batch_size=0,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=4,num_iterations=0,num_minibatches=4,num_steps=500,policy_lr_start=0.0025,q_histogram=False,q_lr_start=0.0003,saddle_point_optimization=True,seed=0,target_entropy_scale=0.7000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,CartPole-v1,50000,4,500,True,0.99,4,0.0025,0.00025,8.0,,10,False,0.7,True,True,False,0,0,0,0
bde72238,-1000,1712564033,,True,599,2024-04-08_10-13-53,3.0884358882904053,83.60734248161316,61428,Nicolass-Air.technicolor.net,127.0.0.1,83.60734248161316,599,"5_trial_index=0,alpha=4.0000,anneal_lr=True,autotune=True,batch_size=0,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=4,num_iterations=0,num_minibatches=8,num_steps=256,policy_lr_start=0.0003,q_histogram=False,q_lr_start=0.0003,saddle_point_optimization=True,seed=0,target_entropy_scale=0.3000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=100,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,CartPole-v1,50000,4,256,True,0.99,8,0.00025,0.00025,4.0,,100,True,0.3,True,True,False,0,0,0,0
b18f07bb,-1000,1712563953,,True,130,2024-04-08_10-12-33,0.2889747619628906,1.0289912223815918,61468,Nicolass-Air.technicolor.net,127.0.0.1,1.0289912223815918,130,"6_trial_index=0,alpha=1.5000,anneal_lr=True,autotune=False,batch_size=0,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=6,num_iterations=0,num_minibatches=8,num_steps=500,policy_lr_start=0.1000,q_histogram=False,q_lr_start=0.0010,saddle_point_optimization=True,seed=0,target_entropy_scale=0.7000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,CartPole-v1,50000,6,500,True,0.99,8,0.1,0.001,1.5,,10,False,0.7,True,True,False,0,0,0,0
52c810e0,-1000,1712563996,,True,944,2024-04-08_10-13-16,1.9721159934997559,38.10249471664429,61468,Nicolass-Air.technicolor.net,127.0.0.1,38.10249471664429,944,"7_trial_index=0,alpha=2.0000,anneal_lr=True,autotune=False,batch_size=0,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=6,num_iterations=0,num_minibatches=4,num_steps=256,policy_lr_start=0.0025,q_histogram=False,q_lr_start=0.0010,saddle_point_optimization=True,seed=0,target_entropy_scale=0.7000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,CartPole-v1,50000,6,256,True,0.99,4,0.0025,0.001,2.0,,50,False,0.7,True,True,False,0,0,0,0
4de2c614,[10.],1712564002,,True,2309,2024-04-08_10-13-22,0.002210855484008789,27.607959032058716,61477,Nicolass-Air.technicolor.net,127.0.0.1,27.607959032058716,2309,"8_trial_index=0,alpha=6.0000,anneal_lr=True,autotune=True,batch_size=0,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=4,num_iterations=0,num_minibatches=16,num_steps=500,policy_lr_start=0.0010,q_histogram=False,q_lr_start=0.0025,saddle_point_optimization=True,seed=0,target_entropy_scale=0.5000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=4,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,CartPole-v1,50000,4,500,True,0.99,16,0.001,0.0025,6.0,,4,True,0.5,True,True,False,0,0,0,0
9d525c4e,-1000,1712563967,,True,44,2024-04-08_10-12-47,0.3025650978088379,0.5031721591949463,61446,Nicolass-Air.technicolor.net,127.0.0.1,0.5031721591949463,44,"9_trial_index=0,alpha=8.0000,anneal_lr=True,autotune=True,batch_size=0,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=4,num_iterations=0,num_minibatches=4,num_steps=256,policy_lr_start=0.1000,q_histogram=False,q_lr_start=0.1000,saddle_point_optimization=True,seed=0,target_entropy_scale=0.3000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=100,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,CartPole-v1,50000,4,256,True,0.99,4,0.1,0.1,8.0,,100,True,0.3,True,True,False,0,0,0,0
7cc16a56,-1000,1712563969,,True,130,2024-04-08_10-12-49,0.18100404739379883,0.774228572845459,61446,Nicolass-Air.technicolor.net,127.0.0.1,0.774228572845459,130,"10_trial_index=0,alpha=1.5000,anneal_lr=True,autotune=False,batch_size=0,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,minibatch_size=0,num_envs=6,num_iterations=0,num_minibatches=16,num_steps=500,policy_lr_start=0.0003,q_histogram=False,q_lr_start=0.0025,saddle_point_optimization=True,seed=0,target_entropy_scale=0.7000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=QREPS_cleanRL",QREPS,0,True,True,False,QREPS_cleanRL,,False,CartPole-v1,50000,6,500,True,0.99,16,0.00025,0.0025,1.5,,10,False,0.7,True,True,False,0,0,0,0
