trial_id,reward,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/total_timesteps,config/num_updates,config/buffer_size,config/update_epochs,config/update_policy_epochs,config/num_rollouts,config/num_envs,config/gamma,config/policy_lr_start,config/q_lr_start,config/q_lr_end,config/policy_lr_end,config/alpha,config/eta,config/beta,config/autotune,config/target_entropy_scale,config/use_linear_schedule,config/saddle_point_optimization,config/use_kl_loss,config/__trial_index__
de1871d8,0.0,1712237267.0,,True,1.0,2024-04-04_15-27-47,2.1606719493865967,2.1606719493865967,33879.0,Nicolass-iMac.technicolor.net,127.0.0.1,2.1606719493865967,1.0,"1_trial_index=0,alpha=0.2000,autotune=False,beta=0.0100,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=4,num_rollouts=5,num_updates=50,policy_lr_end=0.0002,policy_lr_start=0.0025,q_lr_end=0.0002,q_lr_start=0.0025,saddle_point_optimization=False,seed=1,target_entropy_scale=0.3500,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1.0,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,500.0,50.0,10000.0,100.0,50.0,5.0,4.0,0.99,0.0025,0.0025,0.0002,0.0002,0.2,,0.01,False,0.35,False,False,False,0.0
190dd337,0.0,1712237273.0,,True,2.0,2024-04-04_15-27-53,3.648383140563965,6.29966402053833,33882.0,Nicolass-iMac.technicolor.net,127.0.0.1,6.29966402053833,2.0,"2_trial_index=1,alpha=0.2000,autotune=False,beta=0.0100,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=4,num_rollouts=5,num_updates=50,policy_lr_end=0.0002,policy_lr_start=0.0025,q_lr_end=0.0002,q_lr_start=0.0025,saddle_point_optimization=False,seed=1,target_entropy_scale=0.3500,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1.0,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,500.0,50.0,10000.0,100.0,50.0,5.0,4.0,0.99,0.0025,0.0025,0.0002,0.0002,0.2,,0.01,False,0.35,False,False,False,1.0
42bf34ef,0.0,1712237271.0,,True,1.0,2024-04-04_15-27-51,2.6261119842529297,2.6261119842529297,33883.0,Nicolass-iMac.technicolor.net,127.0.0.1,2.6261119842529297,1.0,"3_trial_index=2,alpha=0.2000,autotune=False,beta=0.0100,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=4,num_rollouts=5,num_updates=50,policy_lr_end=0.0002,policy_lr_start=0.0025,q_lr_end=0.0002,q_lr_start=0.0025,saddle_point_optimization=False,seed=1,target_entropy_scale=0.3500,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1.0,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,500.0,50.0,10000.0,100.0,50.0,5.0,4.0,0.99,0.0025,0.0025,0.0002,0.0002,0.2,,0.01,False,0.35,False,False,False,2.0
ef35a835,0.0,1712237273.0,,True,1.0,2024-04-04_15-27-53,2.996087074279785,2.996087074279785,33885.0,Nicolass-iMac.technicolor.net,127.0.0.1,2.996087074279785,1.0,"4_trial_index=3,alpha=0.2000,autotune=False,beta=0.0100,buffer_size=10000,capture_video=False,cuda=True,env_id=LunarLander-v2,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=4,num_rollouts=5,num_updates=50,policy_lr_end=0.0002,policy_lr_start=0.0025,q_lr_end=0.0002,q_lr_start=0.0025,saddle_point_optimization=False,seed=1,target_entropy_scale=0.3500,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=50,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1.0,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,500.0,50.0,10000.0,100.0,50.0,5.0,4.0,0.99,0.0025,0.0025,0.0002,0.0002,0.2,,0.01,False,0.35,False,False,False,3.0
c9bc41fe,,1712237272.0,,,,2024-04-04_15-27-52,,,33890.0,Nicolass-iMac.technicolor.net,127.0.0.1,,,,QREPS,1.0,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,500.0,50.0,10000.0,100.0,50.0,5.0,4.0,0.99,0.0025,0.0025,0.0002,0.0002,0.2,,0.01,False,0.35,False,False,False,4.0
b183e189,,1712237274.0,,,,2024-04-04_15-27-54,,,33891.0,Nicolass-iMac.technicolor.net,127.0.0.1,,,,QREPS,1.0,True,True,False,QREPS_CartPole-v1,TFG,False,LunarLander-v2,500.0,50.0,10000.0,50.0,450.0,5.0,4.0,0.99,0.1,0.1,0.0002,1e-05,2.0,,0.002,True,0.89,True,True,True,0.0
332d8fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
