"Step","charts/episodic_return","LunarLander-v2__dqn__3__1712515488 - charts/episodic_return__MIN","LunarLander-v2__dqn__3__1712515488 - charts/episodic_return__MAX"
"101","-405.82513427734375","-405.82513427734375","-405.82513427734375"
"103","-212.84207153320312","-212.84207153320312","-212.84207153320312"
"105","-349.9079895019531","-349.9079895019531","-349.9079895019531"
"107","-112.11952209472656","-112.11952209472656","-112.11952209472656"
"109","-279.15924072265625","-279.15924072265625","-279.15924072265625"
"111","-95.26492309570312","-95.26492309570312","-95.26492309570312"
"113","-220.9168243408203","-220.9168243408203","-220.9168243408203"
"115","-242.3892822265625","-242.3892822265625","-242.3892822265625"
"117","-140.7021942138672","-140.7021942138672","-140.7021942138672"
"119","-321.1320495605469","-321.1320495605469","-321.1320495605469"
"121","-260.1329650878906","-260.1329650878906","-260.1329650878906"
"123","-83.07085418701172","-83.07085418701172","-83.07085418701172"
"125","-124.02388000488281","-124.02388000488281","-124.02388000488281"
"126","-221.1058807373047","-221.1058807373047","-221.1058807373047"
"128","-224.85345458984375","-224.85345458984375","-224.85345458984375"
"130","-47.2402458190918","-47.2402458190918","-47.2402458190918"
"133","-25.820762634277344","-25.820762634277344","-25.820762634277344"
"135","-180.24911499023438","-180.24911499023438","-180.24911499023438"
"136","-137.98446655273438","-137.98446655273438","-137.98446655273438"
"139","-119.56521606445312","-119.56521606445312","-119.56521606445312"
"141","-193.06028747558594","-193.06028747558594","-193.06028747558594"
"142","20.055381774902344","20.055381774902344","20.055381774902344"
"143","-116.77840423583984","-116.77840423583984","-116.77840423583984"
"145","-126.58820343017578","-126.58820343017578","-126.58820343017578"
"147","-151.07498168945312","-151.07498168945312","-151.07498168945312"
"149","-220.11590576171875","-220.11590576171875","-220.11590576171875"
"151","-137.4351806640625","-137.4351806640625","-137.4351806640625"
"153","-219.9638671875","-219.9638671875","-219.9638671875"
"155","-364.6459045410156","-364.6459045410156","-364.6459045410156"
"157","-224.89178466796875","-224.89178466796875","-224.89178466796875"
"158","-232.94862365722656","-232.94862365722656","-232.94862365722656"
"160","-198.09646606445312","-198.09646606445312","-198.09646606445312"
"162","-120.48448944091797","-120.48448944091797","-120.48448944091797"
"164","-307.2444763183594","-307.2444763183594","-307.2444763183594"
"166","-396.06951904296875","-396.06951904296875","-396.06951904296875"
"168","-287.49407958984375","-287.49407958984375","-287.49407958984375"
"170","-472.23675537109375","-472.23675537109375","-472.23675537109375"
"173","-108.53019714355469","-108.53019714355469","-108.53019714355469"
"175","-107.63400268554688","-107.63400268554688","-107.63400268554688"
"176","-15.416847229003906","-15.416847229003906","-15.416847229003906"
"178","-114.88704681396484","-114.88704681396484","-114.88704681396484"
"180","-54.16240692138672","-54.16240692138672","-54.16240692138672"
"182","-329.5895690917969","-329.5895690917969","-329.5895690917969"
"184","-320.1368103027344","-320.1368103027344","-320.1368103027344"
"187","-143.33694458007812","-143.33694458007812","-143.33694458007812"
"189","-79.953857421875","-79.953857421875","-79.953857421875"
"191","-101.40946197509766","-101.40946197509766","-101.40946197509766"
"193","-163.13009643554688","-163.13009643554688","-163.13009643554688"
"195","-107.51285552978516","-107.51285552978516","-107.51285552978516"
"197","-77.9552993774414","-77.9552993774414","-77.9552993774414"
"199","-378.7726745605469","-378.7726745605469","-378.7726745605469"
"201","-179.48570251464844","-179.48570251464844","-179.48570251464844"
"203","-41.05035400390625","-41.05035400390625","-41.05035400390625"
"204","-205.75729370117188","-205.75729370117188","-205.75729370117188"
"206","-111.83147430419922","-111.83147430419922","-111.83147430419922"
"208","-281.5684814453125","-281.5684814453125","-281.5684814453125"
"211","-119.18272399902344","-119.18272399902344","-119.18272399902344"
"213","-71.37062072753906","-71.37062072753906","-71.37062072753906"
"214","-60.383399963378906","-60.383399963378906","-60.383399963378906"
"216","-455.29803466796875","-455.29803466796875","-455.29803466796875"
"218","-137.0746307373047","-137.0746307373047","-137.0746307373047"
"221","-99.77064514160156","-99.77064514160156","-99.77064514160156"
"223","-103.75336456298828","-103.75336456298828","-103.75336456298828"
"224","-64.13956451416016","-64.13956451416016","-64.13956451416016"
"227","-173.77191162109375","-173.77191162109375","-173.77191162109375"
"228","-62.18260192871094","-62.18260192871094","-62.18260192871094"
"231","-113.02919006347656","-113.02919006347656","-113.02919006347656"
"233","-358.22979736328125","-358.22979736328125","-358.22979736328125"
"235","-118.18803405761719","-118.18803405761719","-118.18803405761719"
"238","-90.74069213867188","-90.74069213867188","-90.74069213867188"
"239","-153.28591918945312","-153.28591918945312","-153.28591918945312"
"241","-138.4963836669922","-138.4963836669922","-138.4963836669922"
"243","-277.15509033203125","-277.15509033203125","-277.15509033203125"
"245","-95.27285766601562","-95.27285766601562","-95.27285766601562"
"247","-256.206298828125","-256.206298828125","-256.206298828125"
"249","-144.92111206054688","-144.92111206054688","-144.92111206054688"
"251","-261.86834716796875","-261.86834716796875","-261.86834716796875"
"252","-153.45388793945312","-153.45388793945312","-153.45388793945312"
"254","-243.5887451171875","-243.5887451171875","-243.5887451171875"
"257","-94.73023223876953","-94.73023223876953","-94.73023223876953"
"259","-126.67709350585938","-126.67709350585938","-126.67709350585938"
"260","6.5178070068359375","6.5178070068359375","6.5178070068359375"
"262","-472.77667236328125","-472.77667236328125","-472.77667236328125"
"264","-155.88694763183594","-155.88694763183594","-155.88694763183594"
"267","-302.3453369140625","-302.3453369140625","-302.3453369140625"
"269","-92.91007995605469","-92.91007995605469","-92.91007995605469"
"271","-267.55511474609375","-267.55511474609375","-267.55511474609375"
"273","-91.87625122070312","-91.87625122070312","-91.87625122070312"
"275","-131.0192108154297","-131.0192108154297","-131.0192108154297"
"276","-109.64734649658203","-109.64734649658203","-109.64734649658203"
"278","-121.4700927734375","-121.4700927734375","-121.4700927734375"
"280","-80.52178955078125","-80.52178955078125","-80.52178955078125"
"282","-164.46414184570312","-164.46414184570312","-164.46414184570312"
"284","-67.26838684082031","-67.26838684082031","-67.26838684082031"
"286","-160.23538208007812","-160.23538208007812","-160.23538208007812"
"289","-230.86160278320312","-230.86160278320312","-230.86160278320312"
"291","-138.82904052734375","-138.82904052734375","-138.82904052734375"
"293","-231.65463256835938","-231.65463256835938","-231.65463256835938"
"295","-198.8917236328125","-198.8917236328125","-198.8917236328125"
"297","-232.30039978027344","-232.30039978027344","-232.30039978027344"
"299","-72.72745513916016","-72.72745513916016","-72.72745513916016"
"301","-252.3758544921875","-252.3758544921875","-252.3758544921875"
"303","-131.7898406982422","-131.7898406982422","-131.7898406982422"
"305","-240.83914184570312","-240.83914184570312","-240.83914184570312"
"307","-234.64007568359375","-234.64007568359375","-234.64007568359375"
"310","-64.50009155273438","-64.50009155273438","-64.50009155273438"
"312","-7.22625732421875","-7.22625732421875","-7.22625732421875"
"314","-420.3815612792969","-420.3815612792969","-420.3815612792969"
"315","-312.53509521484375","-312.53509521484375","-312.53509521484375"
"318","-179.4193115234375","-179.4193115234375","-179.4193115234375"
"320","-219.54141235351562","-219.54141235351562","-219.54141235351562"
"322","-91.25811767578125","-91.25811767578125","-91.25811767578125"
"323","-166.697998046875","-166.697998046875","-166.697998046875"
"325","-239.92855834960938","-239.92855834960938","-239.92855834960938"
"327","-34.923797607421875","-34.923797607421875","-34.923797607421875"
"329","-87.19995880126953","-87.19995880126953","-87.19995880126953"
"331","-184.0786895751953","-184.0786895751953","-184.0786895751953"
"333","-136.65469360351562","-136.65469360351562","-136.65469360351562"
"335","-140.46356201171875","-140.46356201171875","-140.46356201171875"
"337","-96.63534545898438","-96.63534545898438","-96.63534545898438"
"339","-111.12271881103516","-111.12271881103516","-111.12271881103516"
"340","-119.46621704101562","-119.46621704101562","-119.46621704101562"
"342","-54.47627258300781","-54.47627258300781","-54.47627258300781"
"344","-274.3963317871094","-274.3963317871094","-274.3963317871094"
"346","-170.81253051757812","-170.81253051757812","-170.81253051757812"
"348","-114.17401123046875","-114.17401123046875","-114.17401123046875"
"350","-355.8427734375","-355.8427734375","-355.8427734375"
"352","-311.0755615234375","-311.0755615234375","-311.0755615234375"
"354","-147.25173950195312","-147.25173950195312","-147.25173950195312"
"356","-106.61656951904297","-106.61656951904297","-106.61656951904297"
"358","-54.20133972167969","-54.20133972167969","-54.20133972167969"
"360","-88.02236938476562","-88.02236938476562","-88.02236938476562"
"362","-114.2880859375","-114.2880859375","-114.2880859375"
"364","-119.19957733154297","-119.19957733154297","-119.19957733154297"
"366","-240.1558380126953","-240.1558380126953","-240.1558380126953"
"368","-92.60074615478516","-92.60074615478516","-92.60074615478516"
"369","-92.61944580078125","-92.61944580078125","-92.61944580078125"
"371","-121.81048583984375","-121.81048583984375","-121.81048583984375"
"373","-218.07305908203125","-218.07305908203125","-218.07305908203125"
"375","-270.03680419921875","-270.03680419921875","-270.03680419921875"
"378","-105.996826171875","-105.996826171875","-105.996826171875"
"380","-129.13619995117188","-129.13619995117188","-129.13619995117188"
"383","-66.74552917480469","-66.74552917480469","-66.74552917480469"
"384","-95.6017837524414","-95.6017837524414","-95.6017837524414"
"386","-274.1944580078125","-274.1944580078125","-274.1944580078125"
"389","-245.91278076171875","-245.91278076171875","-245.91278076171875"
"391","-27.961318969726562","-27.961318969726562","-27.961318969726562"
"393","-48.36201477050781","-48.36201477050781","-48.36201477050781"
"394","-99.75601196289062","-99.75601196289062","-99.75601196289062"
"397","-302.7640380859375","-302.7640380859375","-302.7640380859375"
"399","-32.51148986816406","-32.51148986816406","-32.51148986816406"
"401","-218.50086975097656","-218.50086975097656","-218.50086975097656"
"403","-106.6036148071289","-106.6036148071289","-106.6036148071289"
"405","-315.5614013671875","-315.5614013671875","-315.5614013671875"
"407","-253.99142456054688","-253.99142456054688","-253.99142456054688"
"410","-368.8146667480469","-368.8146667480469","-368.8146667480469"
"411","-110.43894958496094","-110.43894958496094","-110.43894958496094"
"413","-67.50228881835938","-67.50228881835938","-67.50228881835938"
"415","-236.82852172851562","-236.82852172851562","-236.82852172851562"
"417","-54.2085075378418","-54.2085075378418","-54.2085075378418"
"419","-222.60671997070312","-222.60671997070312","-222.60671997070312"
"421","-173.68423461914062","-173.68423461914062","-173.68423461914062"
"423","-240.2395477294922","-240.2395477294922","-240.2395477294922"
"425","-11.649833679199219","-11.649833679199219","-11.649833679199219"
"427","-339.37225341796875","-339.37225341796875","-339.37225341796875"
"429","-183.1875","-183.1875","-183.1875"
"431","-111.19832611083984","-111.19832611083984","-111.19832611083984"
"433","-153.76339721679688","-153.76339721679688","-153.76339721679688"
"435","-103.06953430175781","-103.06953430175781","-103.06953430175781"
"437","-122.11934661865234","-122.11934661865234","-122.11934661865234"
"438","3.0551681518554688","3.0551681518554688","3.0551681518554688"
"441","-90.76696014404297","-90.76696014404297","-90.76696014404297"
"443","-94.46455383300781","-94.46455383300781","-94.46455383300781"
"444","-281.7037353515625","-281.7037353515625","-281.7037353515625"
"446","-264.74969482421875","-264.74969482421875","-264.74969482421875"
"448","-103.84038543701172","-103.84038543701172","-103.84038543701172"
"451","-95.60311126708984","-95.60311126708984","-95.60311126708984"
"452","-135.26797485351562","-135.26797485351562","-135.26797485351562"
"454","-90.75536346435547","-90.75536346435547","-90.75536346435547"
"456","-134.20596313476562","-134.20596313476562","-134.20596313476562"
"458","-77.51160430908203","-77.51160430908203","-77.51160430908203"
"460","-250.08026123046875","-250.08026123046875","-250.08026123046875"
"462","-163.93109130859375","-163.93109130859375","-163.93109130859375"
"464","-217.8077392578125","-217.8077392578125","-217.8077392578125"
"466","-116.33067321777344","-116.33067321777344","-116.33067321777344"
"467","-87.99512481689453","-87.99512481689453","-87.99512481689453"
"469","-8.426872253417969","-8.426872253417969","-8.426872253417969"
"471","-111.55416870117188","-111.55416870117188","-111.55416870117188"
"473","-192.4290008544922","-192.4290008544922","-192.4290008544922"
"475","-123.31598663330078","-123.31598663330078","-123.31598663330078"
"477","-219.79898071289062","-219.79898071289062","-219.79898071289062"
"478","-44.020206451416016","-44.020206451416016","-44.020206451416016"
"480","-176.0681915283203","-176.0681915283203","-176.0681915283203"
"483","-299.39324951171875","-299.39324951171875","-299.39324951171875"
"486","-51.32105255126953","-51.32105255126953","-51.32105255126953"
"488","-293.50128173828125","-293.50128173828125","-293.50128173828125"
"490","-74.76675415039062","-74.76675415039062","-74.76675415039062"
"492","-87.73307800292969","-87.73307800292969","-87.73307800292969"
"494","-395.26190185546875","-395.26190185546875","-395.26190185546875"
"496","-185.8477020263672","-185.8477020263672","-185.8477020263672"
"498","-208.9026336669922","-208.9026336669922","-208.9026336669922"
"500","-65.23060607910156","-65.23060607910156","-65.23060607910156"
"501","-110.88418579101562","-110.88418579101562","-110.88418579101562"
"503","-416.4417724609375","-416.4417724609375","-416.4417724609375"
"506","-332.2750244140625","-332.2750244140625","-332.2750244140625"
"508","-165.84915161132812","-165.84915161132812","-165.84915161132812"
"510","-92.46888732910156","-92.46888732910156","-92.46888732910156"
"511","-126.042724609375","-126.042724609375","-126.042724609375"
"513","-92.02212524414062","-92.02212524414062","-92.02212524414062"
"515","-194.0399932861328","-194.0399932861328","-194.0399932861328"
"517","-65.92333984375","-65.92333984375","-65.92333984375"
"520","-84.39611053466797","-84.39611053466797","-84.39611053466797"
"522","-131.49249267578125","-131.49249267578125","-131.49249267578125"
"524","-116.11039733886719","-116.11039733886719","-116.11039733886719"
"526","-189.80270385742188","-189.80270385742188","-189.80270385742188"
"527","-63.27946090698242","-63.27946090698242","-63.27946090698242"
"529","-101.5661392211914","-101.5661392211914","-101.5661392211914"
"531","-194.38470458984375","-194.38470458984375","-194.38470458984375"
"533","-182.58432006835938","-182.58432006835938","-182.58432006835938"
"535","-289.5115661621094","-289.5115661621094","-289.5115661621094"
"537","-120.50386047363281","-120.50386047363281","-120.50386047363281"
"540","-247.49595642089844","-247.49595642089844","-247.49595642089844"
"542","-213.0208282470703","-213.0208282470703","-213.0208282470703"
"544","-130.1570281982422","-130.1570281982422","-130.1570281982422"
"546","-144.7696990966797","-144.7696990966797","-144.7696990966797"
"548","-148.95619201660156","-148.95619201660156","-148.95619201660156"
"549","-143.46661376953125","-143.46661376953125","-143.46661376953125"
"551","-312.02850341796875","-312.02850341796875","-312.02850341796875"
"553","-242.5637664794922","-242.5637664794922","-242.5637664794922"
"555","-123.86141204833984","-123.86141204833984","-123.86141204833984"
"557","-75.64817810058594","-75.64817810058594","-75.64817810058594"
"559","-149.7132568359375","-149.7132568359375","-149.7132568359375"
"561","-160.85830688476562","-160.85830688476562","-160.85830688476562"
"563","-370.7872009277344","-370.7872009277344","-370.7872009277344"
"566","-140.30136108398438","-140.30136108398438","-140.30136108398438"
"568","-42.01305389404297","-42.01305389404297","-42.01305389404297"
"570","-135.69529724121094","-135.69529724121094","-135.69529724121094"
"572","-168.42745971679688","-168.42745971679688","-168.42745971679688"
"574","-51.47113800048828","-51.47113800048828","-51.47113800048828"
"576","-148.04458618164062","-148.04458618164062","-148.04458618164062"
"577","-127.98599243164062","-127.98599243164062","-127.98599243164062"
"580","-14.140716552734375","-14.140716552734375","-14.140716552734375"
"582","-174.27093505859375","-174.27093505859375","-174.27093505859375"
"584","-55.62044143676758","-55.62044143676758","-55.62044143676758"
"586","-180.1424560546875","-180.1424560546875","-180.1424560546875"
"588","-156.3959197998047","-156.3959197998047","-156.3959197998047"
"590","-69.08133697509766","-69.08133697509766","-69.08133697509766"
"592","-91.49510955810547","-91.49510955810547","-91.49510955810547"
"594","-271.621337890625","-271.621337890625","-271.621337890625"
"596","-155.13580322265625","-155.13580322265625","-155.13580322265625"
"598","-151.52639770507812","-151.52639770507812","-151.52639770507812"
"600","-113.32169342041016","-113.32169342041016","-113.32169342041016"
"602","-149.30996704101562","-149.30996704101562","-149.30996704101562"
"604","4.830268859863281","4.830268859863281","4.830268859863281"
"606","-153.16897583007812","-153.16897583007812","-153.16897583007812"
"608","-135.29356384277344","-135.29356384277344","-135.29356384277344"
"610","-248.86968994140625","-248.86968994140625","-248.86968994140625"
"612","-81.45567321777344","-81.45567321777344","-81.45567321777344"
"614","-320.4703369140625","-320.4703369140625","-320.4703369140625"
"616","-107.27599334716797","-107.27599334716797","-107.27599334716797"
"618","-128.53919982910156","-128.53919982910156","-128.53919982910156"
"620","-97.32567596435547","-97.32567596435547","-97.32567596435547"
"622","-131.13055419921875","-131.13055419921875","-131.13055419921875"
"624","-106.98900604248047","-106.98900604248047","-106.98900604248047"
"626","-129.06637573242188","-129.06637573242188","-129.06637573242188"
"627","-235.64337158203125","-235.64337158203125","-235.64337158203125"
"630","-76.77931213378906","-76.77931213378906","-76.77931213378906"
"632","-70.30489349365234","-70.30489349365234","-70.30489349365234"
"634","-77.20370483398438","-77.20370483398438","-77.20370483398438"
"637","-55.3758430480957","-55.3758430480957","-55.3758430480957"
"639","-149.9412384033203","-149.9412384033203","-149.9412384033203"
"641","-242.8090057373047","-242.8090057373047","-242.8090057373047"
"643","-135.73678588867188","-135.73678588867188","-135.73678588867188"
"646","-125.61376953125","-125.61376953125","-125.61376953125"
"647","-31.644729614257812","-31.644729614257812","-31.644729614257812"
"650","-15.6168212890625","-15.6168212890625","-15.6168212890625"
"652","-69.30982208251953","-69.30982208251953","-69.30982208251953"
"654","-46.76655578613281","-46.76655578613281","-46.76655578613281"
"656","-230.80490112304688","-230.80490112304688","-230.80490112304688"
"658","-135.210205078125","-135.210205078125","-135.210205078125"
"661","-115.09082794189453","-115.09082794189453","-115.09082794189453"
"662","-277.673095703125","-277.673095703125","-277.673095703125"
"663","-155.7010040283203","-155.7010040283203","-155.7010040283203"
"665","-153.15939331054688","-153.15939331054688","-153.15939331054688"
"667","-88.17041015625","-88.17041015625","-88.17041015625"
"669","-136.71560668945312","-136.71560668945312","-136.71560668945312"
"671","-97.7890396118164","-97.7890396118164","-97.7890396118164"
"673","-65.2350845336914","-65.2350845336914","-65.2350845336914"
"675","-55.09392166137695","-55.09392166137695","-55.09392166137695"
"677","-73.49293518066406","-73.49293518066406","-73.49293518066406"
"679","-110.6993408203125","-110.6993408203125","-110.6993408203125"
"681","-100.0988540649414","-100.0988540649414","-100.0988540649414"
"683","-154.26588439941406","-154.26588439941406","-154.26588439941406"
"685","-103.55433654785156","-103.55433654785156","-103.55433654785156"
"687","-151.89385986328125","-151.89385986328125","-151.89385986328125"
"689","-98.95331573486328","-98.95331573486328","-98.95331573486328"
"691","-135.44041442871094","-135.44041442871094","-135.44041442871094"
"694","-265.48004150390625","-265.48004150390625","-265.48004150390625"
"696","-195.5449676513672","-195.5449676513672","-195.5449676513672"
"698","-227.6661376953125","-227.6661376953125","-227.6661376953125"
"701","-90.28569030761719","-90.28569030761719","-90.28569030761719"
"703","-129.63665771484375","-129.63665771484375","-129.63665771484375"
"705","-127.97552490234375","-127.97552490234375","-127.97552490234375"
"707","-177.60879516601562","-177.60879516601562","-177.60879516601562"
"709","-124.8322525024414","-124.8322525024414","-124.8322525024414"
"711","-74.39060974121094","-74.39060974121094","-74.39060974121094"
"713","-345.46221923828125","-345.46221923828125","-345.46221923828125"
"715","-79.803466796875","-79.803466796875","-79.803466796875"
"717","-92.8953857421875","-92.8953857421875","-92.8953857421875"
"719","-142.771728515625","-142.771728515625","-142.771728515625"
"721","-131.71315002441406","-131.71315002441406","-131.71315002441406"
"724","-371.07037353515625","-371.07037353515625","-371.07037353515625"
"726","-74.92312622070312","-74.92312622070312","-74.92312622070312"
"728","-102.62923431396484","-102.62923431396484","-102.62923431396484"
"730","-192.6193389892578","-192.6193389892578","-192.6193389892578"
"732","-91.1009521484375","-91.1009521484375","-91.1009521484375"
"734","-111.65865325927734","-111.65865325927734","-111.65865325927734"
"736","-67.98054504394531","-67.98054504394531","-67.98054504394531"
"738","-83.45268249511719","-83.45268249511719","-83.45268249511719"
"740","-94.66059875488281","-94.66059875488281","-94.66059875488281"
"742","-124.31217956542969","-124.31217956542969","-124.31217956542969"
"744","-241.71038818359375","-241.71038818359375","-241.71038818359375"
"746","-162.80624389648438","-162.80624389648438","-162.80624389648438"
"748","-116.0198974609375","-116.0198974609375","-116.0198974609375"
"750","-137.43777465820312","-137.43777465820312","-137.43777465820312"
"752","-79.6475830078125","-79.6475830078125","-79.6475830078125"
"754","-112.57333374023438","-112.57333374023438","-112.57333374023438"
"757","-275.67694091796875","-275.67694091796875","-275.67694091796875"
"759","-193.59341430664062","-193.59341430664062","-193.59341430664062"
"761","-125.69559478759766","-125.69559478759766","-125.69559478759766"
"763","-117.87600708007812","-117.87600708007812","-117.87600708007812"
"765","22.691848754882812","22.691848754882812","22.691848754882812"
"767","-263.580322265625","-263.580322265625","-263.580322265625"
"769","-98.07390594482422","-98.07390594482422","-98.07390594482422"
"771","-199.0369873046875","-199.0369873046875","-199.0369873046875"
"773","-138.8828125","-138.8828125","-138.8828125"
"775","-141.01394653320312","-141.01394653320312","-141.01394653320312"
"776","-107.36278533935547","-107.36278533935547","-107.36278533935547"
"779","-151.10000610351562","-151.10000610351562","-151.10000610351562"
"780","-60.03294372558594","-60.03294372558594","-60.03294372558594"
"782","-85.96590423583984","-85.96590423583984","-85.96590423583984"
"784","-205.0561065673828","-205.0561065673828","-205.0561065673828"
"786","-93.94786071777344","-93.94786071777344","-93.94786071777344"
"788","-212.99758911132812","-212.99758911132812","-212.99758911132812"
"790","-94.582763671875","-94.582763671875","-94.582763671875"
"792","-86.5697250366211","-86.5697250366211","-86.5697250366211"
