"Step","charts/episodic_return","LunarLander-v2__dqn__1__1712514173 - charts/episodic_return__MIN","LunarLander-v2__dqn__1__1712514173 - charts/episodic_return__MAX"
"36","-302.31695556640625","-302.31695556640625","-302.31695556640625"
"37","-255.7457275390625","-255.7457275390625","-255.7457275390625"
"38","-151.19842529296875","-151.19842529296875","-151.19842529296875"
"39","-87.90788269042969","-87.90788269042969","-87.90788269042969"
"40","-55.00482177734375","-55.00482177734375","-55.00482177734375"
"41","-315.5962219238281","-315.5962219238281","-315.5962219238281"
"42","-130.76109313964844","-130.76109313964844","-130.76109313964844"
"43","-66.73970031738281","-66.73970031738281","-66.73970031738281"
"44","-139.9083709716797","-139.9083709716797","-139.9083709716797"
"45","-315.3077697753906","-315.3077697753906","-315.3077697753906"
"46","-129.22471618652344","-129.22471618652344","-129.22471618652344"
"47","-354.3358154296875","-354.3358154296875","-354.3358154296875"
"48","-258.6875915527344","-258.6875915527344","-258.6875915527344"
"49","-306.87353515625","-306.87353515625","-306.87353515625"
"50","-276.9061279296875","-276.9061279296875","-276.9061279296875"
"51","-408.8646545410156","-408.8646545410156","-408.8646545410156"
"52","-238.3702392578125","-238.3702392578125","-238.3702392578125"
"53","-231.18919372558594","-231.18919372558594","-231.18919372558594"
"54","-133.7876434326172","-133.7876434326172","-133.7876434326172"
"55","-132.06005859375","-132.06005859375","-132.06005859375"
"56","-85.7532958984375","-85.7532958984375","-85.7532958984375"
"57","-109.58732604980469","-109.58732604980469","-109.58732604980469"
"58","-87.13627624511719","-87.13627624511719","-87.13627624511719"
"59","-288.5415344238281","-288.5415344238281","-288.5415344238281"
"60","-116.91852569580078","-116.91852569580078","-116.91852569580078"
"61","-286.0863037109375","-286.0863037109375","-286.0863037109375"
"62","-82.11730194091797","-82.11730194091797","-82.11730194091797"
"63","-315.50457763671875","-315.50457763671875","-315.50457763671875"
"64","-114.40301513671875","-114.40301513671875","-114.40301513671875"
"65","-1.1962890625","-1.1962890625","-1.1962890625"
"66","-79.70533752441406","-79.70533752441406","-79.70533752441406"
"67","-149.96859741210938","-149.96859741210938","-149.96859741210938"
"68","-189.824951171875","-189.824951171875","-189.824951171875"
"69","-139.40374755859375","-139.40374755859375","-139.40374755859375"
"70","-52.57796859741211","-52.57796859741211","-52.57796859741211"
"71","-81.03480529785156","-81.03480529785156","-81.03480529785156"
"72","-387.4949951171875","-387.4949951171875","-387.4949951171875"
"73","-144.21328735351562","-144.21328735351562","-144.21328735351562"
"74","-130.20892333984375","-130.20892333984375","-130.20892333984375"
"75","-208.14279174804688","-208.14279174804688","-208.14279174804688"
"76","-105.67234802246094","-105.67234802246094","-105.67234802246094"
"77","-176.74905395507812","-176.74905395507812","-176.74905395507812"
"78","-85.63760375976562","-85.63760375976562","-85.63760375976562"
"79","-130.42391967773438","-130.42391967773438","-130.42391967773438"
"80","-363.8731994628906","-363.8731994628906","-363.8731994628906"
"81","-144.4822998046875","-144.4822998046875","-144.4822998046875"
"82","-374.4656677246094","-374.4656677246094","-374.4656677246094"
"83","-57.15936279296875","-57.15936279296875","-57.15936279296875"
"84","-102.05908203125","-102.05908203125","-102.05908203125"
"85","-147.73316955566406","-147.73316955566406","-147.73316955566406"
"86","-116.3701400756836","-116.3701400756836","-116.3701400756836"
"87","-149.93545532226562","-149.93545532226562","-149.93545532226562"
"88","-81.44914245605469","-81.44914245605469","-81.44914245605469"
"89","-117.06792449951172","-117.06792449951172","-117.06792449951172"
"90","-65.99880981445312","-65.99880981445312","-65.99880981445312"
"91","-233.13577270507812","-233.13577270507812","-233.13577270507812"
"92","-85.71974182128906","-85.71974182128906","-85.71974182128906"
"93","-64.98550415039062","-64.98550415039062","-64.98550415039062"
"94","-67.28892517089844","-67.28892517089844","-67.28892517089844"
"95","-395.05810546875","-395.05810546875","-395.05810546875"
"96","-135.29019165039062","-135.29019165039062","-135.29019165039062"
"97","-109.80598449707031","-109.80598449707031","-109.80598449707031"
"98","-360.2294616699219","-360.2294616699219","-360.2294616699219"
"99","-85.69882202148438","-85.69882202148438","-85.69882202148438"
"100","-82.74671936035156","-82.74671936035156","-82.74671936035156"
"101","-171.7308349609375","-171.7308349609375","-171.7308349609375"
"102","-404.8354797363281","-404.8354797363281","-404.8354797363281"
"103","-71.71044921875","-71.71044921875","-71.71044921875"
"104","-497.72589111328125","-497.72589111328125","-497.72589111328125"
"105","-135.07801818847656","-135.07801818847656","-135.07801818847656"
"106","-385.0487060546875","-385.0487060546875","-385.0487060546875"
"107","-530.3856201171875","-530.3856201171875","-530.3856201171875"
"108","-238.09548950195312","-238.09548950195312","-238.09548950195312"
"109","-115.41073608398438","-115.41073608398438","-115.41073608398438"
"110","-369.9229736328125","-369.9229736328125","-369.9229736328125"
"111","-99.46586608886719","-99.46586608886719","-99.46586608886719"
"113","-96.20820617675781","-96.20820617675781","-96.20820617675781"
"115","-75.29182434082031","-75.29182434082031","-75.29182434082031"
"117","-221.4822235107422","-221.4822235107422","-221.4822235107422"
"119","-279.63348388671875","-279.63348388671875","-279.63348388671875"
"121","-358.00042724609375","-358.00042724609375","-358.00042724609375"
"123","-186.46058654785156","-186.46058654785156","-186.46058654785156"
"125","-193.52105712890625","-193.52105712890625","-193.52105712890625"
"127","-59.688968658447266","-59.688968658447266","-59.688968658447266"
"129","-120.47560119628906","-120.47560119628906","-120.47560119628906"
"131","-312.38897705078125","-312.38897705078125","-312.38897705078125"
"133","-104.58765411376953","-104.58765411376953","-104.58765411376953"
"135","-155.56243896484375","-155.56243896484375","-155.56243896484375"
"136","-171.74237060546875","-171.74237060546875","-171.74237060546875"
"137","-166.11050415039062","-166.11050415039062","-166.11050415039062"
"140","9.142227172851562","9.142227172851562","9.142227172851562"
"141","-101.24419403076172","-101.24419403076172","-101.24419403076172"
"144","-233.00596618652344","-233.00596618652344","-233.00596618652344"
"146","-128.39794921875","-128.39794921875","-128.39794921875"
"148","-84.02458190917969","-84.02458190917969","-84.02458190917969"
"150","-100.01292419433594","-100.01292419433594","-100.01292419433594"
"152","-257.1517333984375","-257.1517333984375","-257.1517333984375"
"154","-263.8936767578125","-263.8936767578125","-263.8936767578125"
"156","-50.21385955810547","-50.21385955810547","-50.21385955810547"
"158","-355.06768798828125","-355.06768798828125","-355.06768798828125"
"160","-101.80596923828125","-101.80596923828125","-101.80596923828125"
"162","-199.34036254882812","-199.34036254882812","-199.34036254882812"
"164","-113.72412109375","-113.72412109375","-113.72412109375"
"166","-104.28182220458984","-104.28182220458984","-104.28182220458984"
"168","-273.01531982421875","-273.01531982421875","-273.01531982421875"
"170","32.980804443359375","32.980804443359375","32.980804443359375"
"172","-286.5611572265625","-286.5611572265625","-286.5611572265625"
"174","-113.1253433227539","-113.1253433227539","-113.1253433227539"
"176","-197.0575408935547","-197.0575408935547","-197.0575408935547"
"179","-99.71649169921875","-99.71649169921875","-99.71649169921875"
"181","-112.39368438720703","-112.39368438720703","-112.39368438720703"
"183","-146.77415466308594","-146.77415466308594","-146.77415466308594"
"185","-411.8140869140625","-411.8140869140625","-411.8140869140625"
"187","-139.37315368652344","-139.37315368652344","-139.37315368652344"
"189","-106.83023071289062","-106.83023071289062","-106.83023071289062"
"191","-109.05403900146484","-109.05403900146484","-109.05403900146484"
"193","-71.96009826660156","-71.96009826660156","-71.96009826660156"
"195","-343.5037841796875","-343.5037841796875","-343.5037841796875"
"197","-141.34405517578125","-141.34405517578125","-141.34405517578125"
"199","-103.84343719482422","-103.84343719482422","-103.84343719482422"
"201","16.35858917236328","16.35858917236328","16.35858917236328"
"203","-114.24481964111328","-114.24481964111328","-114.24481964111328"
"205","-203.54676818847656","-203.54676818847656","-203.54676818847656"
"208","4.814727783203125","4.814727783203125","4.814727783203125"
"210","-26.127792358398438","-26.127792358398438","-26.127792358398438"
"212","-79.14608764648438","-79.14608764648438","-79.14608764648438"
"214","-207.25814819335938","-207.25814819335938","-207.25814819335938"
"216","-455.4269714355469","-455.4269714355469","-455.4269714355469"
"218","-285.36944580078125","-285.36944580078125","-285.36944580078125"
"220","-528.791015625","-528.791015625","-528.791015625"
"222","-68.46452331542969","-68.46452331542969","-68.46452331542969"
"223","-96.29632568359375","-96.29632568359375","-96.29632568359375"
"225","-174.48544311523438","-174.48544311523438","-174.48544311523438"
"227","-104.73397827148438","-104.73397827148438","-104.73397827148438"
"229","-142.28414916992188","-142.28414916992188","-142.28414916992188"
"231","-148.2262420654297","-148.2262420654297","-148.2262420654297"
"233","-191.60797119140625","-191.60797119140625","-191.60797119140625"
"235","-170.9164276123047","-170.9164276123047","-170.9164276123047"
"237","-121.54755401611328","-121.54755401611328","-121.54755401611328"
"239","-143.2465362548828","-143.2465362548828","-143.2465362548828"
"241","-135.67031860351562","-135.67031860351562","-135.67031860351562"
"244","-171.95816040039062","-171.95816040039062","-171.95816040039062"
"246","-336.66839599609375","-336.66839599609375","-336.66839599609375"
"248","-91.63391876220703","-91.63391876220703","-91.63391876220703"
"250","-70.46910095214844","-70.46910095214844","-70.46910095214844"
"252","-203.2784423828125","-203.2784423828125","-203.2784423828125"
"254","-68.41954040527344","-68.41954040527344","-68.41954040527344"
"256","-145.76885986328125","-145.76885986328125","-145.76885986328125"
"259","-285.2672424316406","-285.2672424316406","-285.2672424316406"
"260","-249.07449340820312","-249.07449340820312","-249.07449340820312"
"263","-335.3519287109375","-335.3519287109375","-335.3519287109375"
"264","-325.67144775390625","-325.67144775390625","-325.67144775390625"
"266","-233.15269470214844","-233.15269470214844","-233.15269470214844"
"268","-249.79129028320312","-249.79129028320312","-249.79129028320312"
"270","-211.4273223876953","-211.4273223876953","-211.4273223876953"
"273","-117.1919174194336","-117.1919174194336","-117.1919174194336"
"274","-99.36785888671875","-99.36785888671875","-99.36785888671875"
"276","-282.0689697265625","-282.0689697265625","-282.0689697265625"
"278","-239.72328186035156","-239.72328186035156","-239.72328186035156"
"280","-136.9290313720703","-136.9290313720703","-136.9290313720703"
"282","-200.3194580078125","-200.3194580078125","-200.3194580078125"
"284","-223.33135986328125","-223.33135986328125","-223.33135986328125"
"286","-98.04857635498047","-98.04857635498047","-98.04857635498047"
"288","-255.29782104492188","-255.29782104492188","-255.29782104492188"
"290","-104.83623504638672","-104.83623504638672","-104.83623504638672"
"291","-177.92684936523438","-177.92684936523438","-177.92684936523438"
"293","-263.4540100097656","-263.4540100097656","-263.4540100097656"
"296","-155.39785766601562","-155.39785766601562","-155.39785766601562"
"297","-131.06301879882812","-131.06301879882812","-131.06301879882812"
"299","-156.19236755371094","-156.19236755371094","-156.19236755371094"
"301","-437.3263244628906","-437.3263244628906","-437.3263244628906"
"303","-341.085693359375","-341.085693359375","-341.085693359375"
"305","-107.08861541748047","-107.08861541748047","-107.08861541748047"
"308","-195.03163146972656","-195.03163146972656","-195.03163146972656"
"310","-236.597412109375","-236.597412109375","-236.597412109375"
"312","-140.9190673828125","-140.9190673828125","-140.9190673828125"
"314","-269.7732849121094","-269.7732849121094","-269.7732849121094"
"316","-362.9129943847656","-362.9129943847656","-362.9129943847656"
"318","-165.92449951171875","-165.92449951171875","-165.92449951171875"
"320","-194.51560974121094","-194.51560974121094","-194.51560974121094"
"322","-102.75423431396484","-102.75423431396484","-102.75423431396484"
"324","-153.08447265625","-153.08447265625","-153.08447265625"
"326","-117.53597259521484","-117.53597259521484","-117.53597259521484"
"328","-201.3047332763672","-201.3047332763672","-201.3047332763672"
"330","-150.90692138671875","-150.90692138671875","-150.90692138671875"
"332","-153.14833068847656","-153.14833068847656","-153.14833068847656"
"334","-286.65679931640625","-286.65679931640625","-286.65679931640625"
"336","-384.6427001953125","-384.6427001953125","-384.6427001953125"
"338","-323.03759765625","-323.03759765625","-323.03759765625"
"340","-190.6839599609375","-190.6839599609375","-190.6839599609375"
"342","-92.3861083984375","-92.3861083984375","-92.3861083984375"
"344","-189.09048461914062","-189.09048461914062","-189.09048461914062"
"346","-256.07672119140625","-256.07672119140625","-256.07672119140625"
"348","-290.629150390625","-290.629150390625","-290.629150390625"
"350","-210.90847778320312","-210.90847778320312","-210.90847778320312"
"352","-136.39503479003906","-136.39503479003906","-136.39503479003906"
"354","-6.602256774902344","-6.602256774902344","-6.602256774902344"
"356","-266.1591491699219","-266.1591491699219","-266.1591491699219"
"358","-202.49420166015625","-202.49420166015625","-202.49420166015625"
"369","36.02455520629883","36.02455520629883","36.02455520629883"
"370","-105.16177368164062","-105.16177368164062","-105.16177368164062"
"372","-119.13571166992188","-119.13571166992188","-119.13571166992188"
"374","-187.3991241455078","-187.3991241455078","-187.3991241455078"
"376","-116.604736328125","-116.604736328125","-116.604736328125"
"378","-130.3518829345703","-130.3518829345703","-130.3518829345703"
"379","-79.46800231933594","-79.46800231933594","-79.46800231933594"
"381","-186.83726501464844","-186.83726501464844","-186.83726501464844"
"383","-72.83546447753906","-72.83546447753906","-72.83546447753906"
"385","-113.36761474609375","-113.36761474609375","-113.36761474609375"
"387","-157.97296142578125","-157.97296142578125","-157.97296142578125"
"389","-73.39330291748047","-73.39330291748047","-73.39330291748047"
"391","-14.396461486816406","-14.396461486816406","-14.396461486816406"
"393","-145.32191467285156","-145.32191467285156","-145.32191467285156"
"396","-420.00933837890625","-420.00933837890625","-420.00933837890625"
"397","-90.91944885253906","-90.91944885253906","-90.91944885253906"
"399","-341.92510986328125","-341.92510986328125","-341.92510986328125"
"401","-91.59980010986328","-91.59980010986328","-91.59980010986328"
"403","-345.8063049316406","-345.8063049316406","-345.8063049316406"
"405","-284.7283020019531","-284.7283020019531","-284.7283020019531"
"407","-226.55117797851562","-226.55117797851562","-226.55117797851562"
"409","-203.10296630859375","-203.10296630859375","-203.10296630859375"
"412","-234.05819702148438","-234.05819702148438","-234.05819702148438"
"414","-93.390869140625","-93.390869140625","-93.390869140625"
"416","-201.871826171875","-201.871826171875","-201.871826171875"
"418","-188.97799682617188","-188.97799682617188","-188.97799682617188"
"420","-124.4038314819336","-124.4038314819336","-124.4038314819336"
"422","-42.67307662963867","-42.67307662963867","-42.67307662963867"
"424","-160.45704650878906","-160.45704650878906","-160.45704650878906"
"427","-203.58621215820312","-203.58621215820312","-203.58621215820312"
"429","-133.89927673339844","-133.89927673339844","-133.89927673339844"
"431","-108.74308013916016","-108.74308013916016","-108.74308013916016"
"433","-149.23960876464844","-149.23960876464844","-149.23960876464844"
"435","-351.927001953125","-351.927001953125","-351.927001953125"
"438","-609.7478637695312","-609.7478637695312","-609.7478637695312"
"439","-42.33433151245117","-42.33433151245117","-42.33433151245117"
"441","-104.78504943847656","-104.78504943847656","-104.78504943847656"
"443","-190.27915954589844","-190.27915954589844","-190.27915954589844"
"445","-258.2088928222656","-258.2088928222656","-258.2088928222656"
"447","-69.02291870117188","-69.02291870117188","-69.02291870117188"
"448","-148.37713623046875","-148.37713623046875","-148.37713623046875"
"451","-134.1475830078125","-134.1475830078125","-134.1475830078125"
"452","-125.52102661132812","-125.52102661132812","-125.52102661132812"
"455","-71.87971496582031","-71.87971496582031","-71.87971496582031"
"456","-125.33348846435547","-125.33348846435547","-125.33348846435547"
"459","-28.547523498535156","-28.547523498535156","-28.547523498535156"
"461","-141.0686492919922","-141.0686492919922","-141.0686492919922"
"463","-41.145355224609375","-41.145355224609375","-41.145355224609375"
"465","-125.04840087890625","-125.04840087890625","-125.04840087890625"
"466","-80.25135803222656","-80.25135803222656","-80.25135803222656"
"468","-74.05683898925781","-74.05683898925781","-74.05683898925781"
"470","-51.01982879638672","-51.01982879638672","-51.01982879638672"
"472","-108.94434356689453","-108.94434356689453","-108.94434356689453"
"474","-105.79104614257812","-105.79104614257812","-105.79104614257812"
"476","-110.97230529785156","-110.97230529785156","-110.97230529785156"
"478","-264.2003173828125","-264.2003173828125","-264.2003173828125"
"480","-271.72711181640625","-271.72711181640625","-271.72711181640625"
"482","-127.09136962890625","-127.09136962890625","-127.09136962890625"
"484","-108.27569580078125","-108.27569580078125","-108.27569580078125"
"486","-95.09076690673828","-95.09076690673828","-95.09076690673828"
"488","-78.7967529296875","-78.7967529296875","-78.7967529296875"
"490","-163.14199829101562","-163.14199829101562","-163.14199829101562"
"492","-194.861572265625","-194.861572265625","-194.861572265625"
"493","-66.40995788574219","-66.40995788574219","-66.40995788574219"
"495","-102.07658386230469","-102.07658386230469","-102.07658386230469"
"497","-146.0066375732422","-146.0066375732422","-146.0066375732422"
"499","31.624465942382812","31.624465942382812","31.624465942382812"
"501","-74.41606140136719","-74.41606140136719","-74.41606140136719"
"503","-132.86260986328125","-132.86260986328125","-132.86260986328125"
"505","-126.21467590332031","-126.21467590332031","-126.21467590332031"
"507","-123.892822265625","-123.892822265625","-123.892822265625"
"509","-143.48245239257812","-143.48245239257812","-143.48245239257812"
"511","-28.929916381835938","-28.929916381835938","-28.929916381835938"
"513","-158.57473754882812","-158.57473754882812","-158.57473754882812"
"515","-68.81999206542969","-68.81999206542969","-68.81999206542969"
"518","-138.877197265625","-138.877197265625","-138.877197265625"
"520","-101.96246337890625","-101.96246337890625","-101.96246337890625"
"522","-164.3099822998047","-164.3099822998047","-164.3099822998047"
"524","-138.7106475830078","-138.7106475830078","-138.7106475830078"
"526","-199.74253845214844","-199.74253845214844","-199.74253845214844"
"528","-137.4400634765625","-137.4400634765625","-137.4400634765625"
"530","33.18278503417969","33.18278503417969","33.18278503417969"
"532","-183.2293243408203","-183.2293243408203","-183.2293243408203"
"534","-140.24978637695312","-140.24978637695312","-140.24978637695312"
"536","-278.2904052734375","-278.2904052734375","-278.2904052734375"
"538","-67.3411865234375","-67.3411865234375","-67.3411865234375"
"540","-111.78970336914062","-111.78970336914062","-111.78970336914062"
"541","-203.96925354003906","-203.96925354003906","-203.96925354003906"
"543","-234.4018096923828","-234.4018096923828","-234.4018096923828"
"545","-203.12632751464844","-203.12632751464844","-203.12632751464844"
"547","-53.51189422607422","-53.51189422607422","-53.51189422607422"
"549","-131.60562133789062","-131.60562133789062","-131.60562133789062"
"551","-186.56027221679688","-186.56027221679688","-186.56027221679688"
"554","-241.58970642089844","-241.58970642089844","-241.58970642089844"
"556","-83.97445678710938","-83.97445678710938","-83.97445678710938"
"557","-30.004226684570312","-30.004226684570312","-30.004226684570312"
"559","-147.0089111328125","-147.0089111328125","-147.0089111328125"
"562","-301.8262023925781","-301.8262023925781","-301.8262023925781"
"563","-87.67930603027344","-87.67930603027344","-87.67930603027344"
"565","-66.77603149414062","-66.77603149414062","-66.77603149414062"
"567","-126.02454376220703","-126.02454376220703","-126.02454376220703"
"569","-134.05886840820312","-134.05886840820312","-134.05886840820312"
"571","-140.55905151367188","-140.55905151367188","-140.55905151367188"
"573","-51.274993896484375","-51.274993896484375","-51.274993896484375"
"575","-104.45600891113281","-104.45600891113281","-104.45600891113281"
"577","-228.08761596679688","-228.08761596679688","-228.08761596679688"
"579","-134.8291473388672","-134.8291473388672","-134.8291473388672"
"581","-84.60740661621094","-84.60740661621094","-84.60740661621094"
"583","-90.80785369873047","-90.80785369873047","-90.80785369873047"
"585","-380.1583557128906","-380.1583557128906","-380.1583557128906"
"587","-81.96575927734375","-81.96575927734375","-81.96575927734375"
"590","-266.56402587890625","-266.56402587890625","-266.56402587890625"
"591","-49.78617858886719","-49.78617858886719","-49.78617858886719"
"594","-194.0417022705078","-194.0417022705078","-194.0417022705078"
"596","-162.7010498046875","-162.7010498046875","-162.7010498046875"
"598","-140.79537963867188","-140.79537963867188","-140.79537963867188"
"600","-140.26390075683594","-140.26390075683594","-140.26390075683594"
"603","-197.96670532226562","-197.96670532226562","-197.96670532226562"
"605","-204.71527099609375","-204.71527099609375","-204.71527099609375"
"607","-153.74822998046875","-153.74822998046875","-153.74822998046875"
"609","-314.4571533203125","-314.4571533203125","-314.4571533203125"
"611","-70.30191040039062","-70.30191040039062","-70.30191040039062"
"613","-239.54315185546875","-239.54315185546875","-239.54315185546875"
"616","-104.53016662597656","-104.53016662597656","-104.53016662597656"
"618","-205.5517120361328","-205.5517120361328","-205.5517120361328"
"620","-175.99623107910156","-175.99623107910156","-175.99623107910156"
"622","-107.23363494873047","-107.23363494873047","-107.23363494873047"
"624","-247.83363342285156","-247.83363342285156","-247.83363342285156"
"626","-9.93597412109375","-9.93597412109375","-9.93597412109375"
"628","-101.1150131225586","-101.1150131225586","-101.1150131225586"
"630","-238.07275390625","-238.07275390625","-238.07275390625"
"632","-125.59850311279297","-125.59850311279297","-125.59850311279297"
"634","-65.87405395507812","-65.87405395507812","-65.87405395507812"
"636","-155.17466735839844","-155.17466735839844","-155.17466735839844"
"638","-48.88725662231445","-48.88725662231445","-48.88725662231445"
"641","-135.4288787841797","-135.4288787841797","-135.4288787841797"
"642","-87.1697998046875","-87.1697998046875","-87.1697998046875"
"644","-146.43585205078125","-146.43585205078125","-146.43585205078125"
"646","-49.95610809326172","-49.95610809326172","-49.95610809326172"
"647","-71.32582092285156","-71.32582092285156","-71.32582092285156"
"649","-36.84745788574219","-36.84745788574219","-36.84745788574219"
"652","-154.94830322265625","-154.94830322265625","-154.94830322265625"
"654","-103.81670379638672","-103.81670379638672","-103.81670379638672"
"655","-75.95344543457031","-75.95344543457031","-75.95344543457031"
"657","-99.98721313476562","-99.98721313476562","-99.98721313476562"
"660","-182.801025390625","-182.801025390625","-182.801025390625"
"661","-87.87151336669922","-87.87151336669922","-87.87151336669922"
"663","-114.4708251953125","-114.4708251953125","-114.4708251953125"
"665","-129.83612060546875","-129.83612060546875","-129.83612060546875"
"667","-35.52465057373047","-35.52465057373047","-35.52465057373047"
"668","-117.0823974609375","-117.0823974609375","-117.0823974609375"
"670","-185.01132202148438","-185.01132202148438","-185.01132202148438"
"673","-175.24330139160156","-175.24330139160156","-175.24330139160156"
"675","-77.20864868164062","-77.20864868164062","-77.20864868164062"
"676","-75.38038635253906","-75.38038635253906","-75.38038635253906"
"677","-79.86359405517578","-79.86359405517578","-79.86359405517578"
"679","-362.609619140625","-362.609619140625","-362.609619140625"
"681","-86.9980697631836","-86.9980697631836","-86.9980697631836"
"683","-88.20280456542969","-88.20280456542969","-88.20280456542969"
"684","-118.65838623046875","-118.65838623046875","-118.65838623046875"
"686","-295.45257568359375","-295.45257568359375","-295.45257568359375"
"688","-104.57948303222656","-104.57948303222656","-104.57948303222656"
"690","-37.669273376464844","-37.669273376464844","-37.669273376464844"
"692","-123.23542785644531","-123.23542785644531","-123.23542785644531"
"694","-72.996826171875","-72.996826171875","-72.996826171875"
"697","-141.20211791992188","-141.20211791992188","-141.20211791992188"
"699","-21.198997497558594","-21.198997497558594","-21.198997497558594"
"700","-82.98451232910156","-82.98451232910156","-82.98451232910156"
"702","-197.02044677734375","-197.02044677734375","-197.02044677734375"
"704","-82.31311798095703","-82.31311798095703","-82.31311798095703"
"706","-115.45421600341797","-115.45421600341797","-115.45421600341797"
"708","-111.72014617919922","-111.72014617919922","-111.72014617919922"
"711","-162.72500610351562","-162.72500610351562","-162.72500610351562"
"713","-205.84597778320312","-205.84597778320312","-205.84597778320312"
"715","-87.88343811035156","-87.88343811035156","-87.88343811035156"
"718","-51.67965316772461","-51.67965316772461","-51.67965316772461"
"719","-100.4604263305664","-100.4604263305664","-100.4604263305664"
"721","-188.78932189941406","-188.78932189941406","-188.78932189941406"
"723","-217.86361694335938","-217.86361694335938","-217.86361694335938"
"726","-159.39694213867188","-159.39694213867188","-159.39694213867188"
"728","-72.59129333496094","-72.59129333496094","-72.59129333496094"
"730","-26.32624053955078","-26.32624053955078","-26.32624053955078"
"732","-189.23312377929688","-189.23312377929688","-189.23312377929688"
"734","-61.8039436340332","-61.8039436340332","-61.8039436340332"
"735","-117.95252990722656","-117.95252990722656","-117.95252990722656"
"738","-136.26416015625","-136.26416015625","-136.26416015625"
"740","-33.82891845703125","-33.82891845703125","-33.82891845703125"
"742","-75.22695922851562","-75.22695922851562","-75.22695922851562"
"744","-100.3324203491211","-100.3324203491211","-100.3324203491211"
"746","-146.8560333251953","-146.8560333251953","-146.8560333251953"
"748","-11.961746215820312","-11.961746215820312","-11.961746215820312"
"750","-96.01262664794922","-96.01262664794922","-96.01262664794922"
"752","-307.766845703125","-307.766845703125","-307.766845703125"
"755","-194.6392822265625","-194.6392822265625","-194.6392822265625"
"757","-141.92559814453125","-141.92559814453125","-141.92559814453125"
"759","-192.59629821777344","-192.59629821777344","-192.59629821777344"
"761","-94.6057357788086","-94.6057357788086","-94.6057357788086"
"763","-153.33029174804688","-153.33029174804688","-153.33029174804688"
"765","-100.92152404785156","-100.92152404785156","-100.92152404785156"
"767","-155.44094848632812","-155.44094848632812","-155.44094848632812"
"769","-155.23057556152344","-155.23057556152344","-155.23057556152344"
"771","-170.7947998046875","-170.7947998046875","-170.7947998046875"
"772","-136.12677001953125","-136.12677001953125","-136.12677001953125"
"774","-73.86167907714844","-73.86167907714844","-73.86167907714844"
"776","-79.53040313720703","-79.53040313720703","-79.53040313720703"
"778","-34.23439025878906","-34.23439025878906","-34.23439025878906"
"780","-130.5887908935547","-130.5887908935547","-130.5887908935547"
"782","-266.14056396484375","-266.14056396484375","-266.14056396484375"
"784","-114.2667236328125","-114.2667236328125","-114.2667236328125"
"787","-133.6851806640625","-133.6851806640625","-133.6851806640625"
"788","-20.29523468017578","-20.29523468017578","-20.29523468017578"
"790","-177.00762939453125","-177.00762939453125","-177.00762939453125"
"792","-92.28887176513672","-92.28887176513672","-92.28887176513672"
"794","-118.10669708251953","-118.10669708251953","-118.10669708251953"
"796","-75.34188842773438","-75.34188842773438","-75.34188842773438"
"799","-125.11160278320312","-125.11160278320312","-125.11160278320312"
