"Step","charts/episodic_return","LunarLander-v2__dqn__0__1712514053 - charts/episodic_return__MIN","LunarLander-v2__dqn__0__1712514053 - charts/episodic_return__MAX"
"42","-110.0051498413086","-110.0051498413086","-110.0051498413086"
"43","-139.13790893554688","-139.13790893554688","-139.13790893554688"
"44","-153.41259765625","-153.41259765625","-153.41259765625"
"45","-94.84278106689453","-94.84278106689453","-94.84278106689453"
"46","-193.58633422851562","-193.58633422851562","-193.58633422851562"
"47","-382.2171325683594","-382.2171325683594","-382.2171325683594"
"48","-254.74765014648438","-254.74765014648438","-254.74765014648438"
"49","-48.71270751953125","-48.71270751953125","-48.71270751953125"
"50","49.777740478515625","49.777740478515625","49.777740478515625"
"51","-315.0670471191406","-315.0670471191406","-315.0670471191406"
"52","-103.55059051513672","-103.55059051513672","-103.55059051513672"
"53","-77.25838470458984","-77.25838470458984","-77.25838470458984"
"54","-262.14434814453125","-262.14434814453125","-262.14434814453125"
"55","-304.9618225097656","-304.9618225097656","-304.9618225097656"
"56","-256.7022705078125","-256.7022705078125","-256.7022705078125"
"57","-84.64849853515625","-84.64849853515625","-84.64849853515625"
"58","-125.43118286132812","-125.43118286132812","-125.43118286132812"
"59","-95.85740661621094","-95.85740661621094","-95.85740661621094"
"60","-326.66094970703125","-326.66094970703125","-326.66094970703125"
"61","-96.66976165771484","-96.66976165771484","-96.66976165771484"
"62","-349.9110107421875","-349.9110107421875","-349.9110107421875"
"63","-99.89276123046875","-99.89276123046875","-99.89276123046875"
"64","-152.76629638671875","-152.76629638671875","-152.76629638671875"
"65","-89.69668579101562","-89.69668579101562","-89.69668579101562"
"66","-114.64271545410156","-114.64271545410156","-114.64271545410156"
"67","-54.212955474853516","-54.212955474853516","-54.212955474853516"
"68","-91.01313781738281","-91.01313781738281","-91.01313781738281"
"69","-174.15603637695312","-174.15603637695312","-174.15603637695312"
"70","-291.52642822265625","-291.52642822265625","-291.52642822265625"
"71","-346.75494384765625","-346.75494384765625","-346.75494384765625"
"72","-119.99171447753906","-119.99171447753906","-119.99171447753906"
"73","-97.59883880615234","-97.59883880615234","-97.59883880615234"
"74","-52.49098587036133","-52.49098587036133","-52.49098587036133"
"75","-202.00608825683594","-202.00608825683594","-202.00608825683594"
"76","-229.05331420898438","-229.05331420898438","-229.05331420898438"
"77","-140.4346160888672","-140.4346160888672","-140.4346160888672"
"78","-217.8380889892578","-217.8380889892578","-217.8380889892578"
"79","-368.759521484375","-368.759521484375","-368.759521484375"
"80","-218.32400512695312","-218.32400512695312","-218.32400512695312"
"81","-162.16012573242188","-162.16012573242188","-162.16012573242188"
"82","-249.63319396972656","-249.63319396972656","-249.63319396972656"
"83","-89.39244079589844","-89.39244079589844","-89.39244079589844"
"84","-177.96713256835938","-177.96713256835938","-177.96713256835938"
"85","-102.24897766113281","-102.24897766113281","-102.24897766113281"
"86","-67.70295715332031","-67.70295715332031","-67.70295715332031"
"87","-105.09046936035156","-105.09046936035156","-105.09046936035156"
"88","-269.24017333984375","-269.24017333984375","-269.24017333984375"
"89","-149.45645141601562","-149.45645141601562","-149.45645141601562"
"90","-74.65668487548828","-74.65668487548828","-74.65668487548828"
"91","-164.9097900390625","-164.9097900390625","-164.9097900390625"
"92","-233.51290893554688","-233.51290893554688","-233.51290893554688"
"93","-99.93225860595703","-99.93225860595703","-99.93225860595703"
"94","-109.16007995605469","-109.16007995605469","-109.16007995605469"
"95","-318.4165344238281","-318.4165344238281","-318.4165344238281"
"96","-110.34226989746094","-110.34226989746094","-110.34226989746094"
"97","-340.5011291503906","-340.5011291503906","-340.5011291503906"
"98","0.0069580078125","0.0069580078125","0.0069580078125"
"99","-113.35685729980469","-113.35685729980469","-113.35685729980469"
"100","-270.29693603515625","-270.29693603515625","-270.29693603515625"
"101","-59.098724365234375","-59.098724365234375","-59.098724365234375"
"102","-73.90338134765625","-73.90338134765625","-73.90338134765625"
"103","-109.61618041992188","-109.61618041992188","-109.61618041992188"
"104","-179.43942260742188","-179.43942260742188","-179.43942260742188"
"105","-336.6910400390625","-336.6910400390625","-336.6910400390625"
"106","-164.1446075439453","-164.1446075439453","-164.1446075439453"
"107","-136.63845825195312","-136.63845825195312","-136.63845825195312"
"108","-72.70067596435547","-72.70067596435547","-72.70067596435547"
"109","-435.3739013671875","-435.3739013671875","-435.3739013671875"
"110","-379.8995666503906","-379.8995666503906","-379.8995666503906"
"111","-328.83538818359375","-328.83538818359375","-328.83538818359375"
"112","-139.4899444580078","-139.4899444580078","-139.4899444580078"
"114","-99.46818542480469","-99.46818542480469","-99.46818542480469"
"116","-112.72284698486328","-112.72284698486328","-112.72284698486328"
"118","-320.5482177734375","-320.5482177734375","-320.5482177734375"
"120","-200.98309326171875","-200.98309326171875","-200.98309326171875"
"122","-90.08708190917969","-90.08708190917969","-90.08708190917969"
"124","-207.04214477539062","-207.04214477539062","-207.04214477539062"
"126","-185.1199188232422","-185.1199188232422","-185.1199188232422"
"128","-299.461181640625","-299.461181640625","-299.461181640625"
"129","-73.83309173583984","-73.83309173583984","-73.83309173583984"
"132","-129.8650360107422","-129.8650360107422","-129.8650360107422"
"134","-90.72589111328125","-90.72589111328125","-90.72589111328125"
"135","-415.74176025390625","-415.74176025390625","-415.74176025390625"
"137","-132.03179931640625","-132.03179931640625","-132.03179931640625"
"139","-154.8262481689453","-154.8262481689453","-154.8262481689453"
"141","-335.4210205078125","-335.4210205078125","-335.4210205078125"
"143","-246.84324645996094","-246.84324645996094","-246.84324645996094"
"146","-186.36117553710938","-186.36117553710938","-186.36117553710938"
"148","-232.86883544921875","-232.86883544921875","-232.86883544921875"
"149","-227.3950653076172","-227.3950653076172","-227.3950653076172"
"152","-76.30012512207031","-76.30012512207031","-76.30012512207031"
"153","-114.47114562988281","-114.47114562988281","-114.47114562988281"
"156","-79.07068634033203","-79.07068634033203","-79.07068634033203"
"157","-104.55159759521484","-104.55159759521484","-104.55159759521484"
"160","-401.3680419921875","-401.3680419921875","-401.3680419921875"
"162","-101.04822540283203","-101.04822540283203","-101.04822540283203"
"164","-151.33660888671875","-151.33660888671875","-151.33660888671875"
"166","-39.13603210449219","-39.13603210449219","-39.13603210449219"
"168","-252.6781768798828","-252.6781768798828","-252.6781768798828"
"169","-144.3907470703125","-144.3907470703125","-144.3907470703125"
"171","-118.31404876708984","-118.31404876708984","-118.31404876708984"
"173","-296.6962890625","-296.6962890625","-296.6962890625"
"175","-162.04742431640625","-162.04742431640625","-162.04742431640625"
"177","-425.6493835449219","-425.6493835449219","-425.6493835449219"
"179","-156.13287353515625","-156.13287353515625","-156.13287353515625"
"181","-358.36541748046875","-358.36541748046875","-358.36541748046875"
"184","-174.788818359375","-174.788818359375","-174.788818359375"
"185","-345.15960693359375","-345.15960693359375","-345.15960693359375"
"187","-108.10466003417969","-108.10466003417969","-108.10466003417969"
"189","-120.51689147949219","-120.51689147949219","-120.51689147949219"
"191","-359.8491516113281","-359.8491516113281","-359.8491516113281"
"193","-171.97622680664062","-171.97622680664062","-171.97622680664062"
"195","-360.2068786621094","-360.2068786621094","-360.2068786621094"
"197","-141.18316650390625","-141.18316650390625","-141.18316650390625"
"199","-218.5493927001953","-218.5493927001953","-218.5493927001953"
"201","-115.40746307373047","-115.40746307373047","-115.40746307373047"
"203","-153.33636474609375","-153.33636474609375","-153.33636474609375"
"206","-256.88836669921875","-256.88836669921875","-256.88836669921875"
"208","-244.58642578125","-244.58642578125","-244.58642578125"
"210","-111.7636489868164","-111.7636489868164","-111.7636489868164"
"212","-258.8707580566406","-258.8707580566406","-258.8707580566406"
"214","-139.7868194580078","-139.7868194580078","-139.7868194580078"
"216","-44.01704406738281","-44.01704406738281","-44.01704406738281"
"218","-82.28036499023438","-82.28036499023438","-82.28036499023438"
"220","-109.58016204833984","-109.58016204833984","-109.58016204833984"
"222","-95.20378875732422","-95.20378875732422","-95.20378875732422"
"224","-253.19082641601562","-253.19082641601562","-253.19082641601562"
"226","-214.15957641601562","-214.15957641601562","-214.15957641601562"
"228","-113.02291107177734","-113.02291107177734","-113.02291107177734"
"230","-118.80574035644531","-118.80574035644531","-118.80574035644531"
"232","-313.7857666015625","-313.7857666015625","-313.7857666015625"
"234","-94.69108581542969","-94.69108581542969","-94.69108581542969"
"236","-136.65103149414062","-136.65103149414062","-136.65103149414062"
"238","-82.87776184082031","-82.87776184082031","-82.87776184082031"
"240","-16.2381591796875","-16.2381591796875","-16.2381591796875"
"242","-257.8796081542969","-257.8796081542969","-257.8796081542969"
"244","-174.78741455078125","-174.78741455078125","-174.78741455078125"
"246","-156.64239501953125","-156.64239501953125","-156.64239501953125"
"247","-138.0041961669922","-138.0041961669922","-138.0041961669922"
"250","-213.8777618408203","-213.8777618408203","-213.8777618408203"
"252","-175.986328125","-175.986328125","-175.986328125"
"254","-66.01925659179688","-66.01925659179688","-66.01925659179688"
"256","-103.9857406616211","-103.9857406616211","-103.9857406616211"
"258","-115.45513153076172","-115.45513153076172","-115.45513153076172"
"260","-135.2935333251953","-135.2935333251953","-135.2935333251953"
"262","-218.7786865234375","-218.7786865234375","-218.7786865234375"
"264","-92.96155548095703","-92.96155548095703","-92.96155548095703"
"266","-302.43145751953125","-302.43145751953125","-302.43145751953125"
"268","-100.23867797851562","-100.23867797851562","-100.23867797851562"
"270","-328.7030334472656","-328.7030334472656","-328.7030334472656"
"272","-127.37905883789062","-127.37905883789062","-127.37905883789062"
"274","-212.77932739257812","-212.77932739257812","-212.77932739257812"
"275","-93.07730865478516","-93.07730865478516","-93.07730865478516"
"278","-259.5018310546875","-259.5018310546875","-259.5018310546875"
"280","-111.19075775146484","-111.19075775146484","-111.19075775146484"
"282","-80.99879455566406","-80.99879455566406","-80.99879455566406"
"284","-94.31532287597656","-94.31532287597656","-94.31532287597656"
"286","-258.7897644042969","-258.7897644042969","-258.7897644042969"
"288","-320.94915771484375","-320.94915771484375","-320.94915771484375"
"290","-85.8710708618164","-85.8710708618164","-85.8710708618164"
"292","-318.78912353515625","-318.78912353515625","-318.78912353515625"
"294","-321.9394836425781","-321.9394836425781","-321.9394836425781"
"296","-94.43373107910156","-94.43373107910156","-94.43373107910156"
"298","-108.34762573242188","-108.34762573242188","-108.34762573242188"
"300","-131.35702514648438","-131.35702514648438","-131.35702514648438"
"302","-444.00244140625","-444.00244140625","-444.00244140625"
"304","-230.6206817626953","-230.6206817626953","-230.6206817626953"
"306","-210.0260772705078","-210.0260772705078","-210.0260772705078"
"308","-181.9634552001953","-181.9634552001953","-181.9634552001953"
"311","-128.07717895507812","-128.07717895507812","-128.07717895507812"
"313","-129.07135009765625","-129.07135009765625","-129.07135009765625"
"315","-284.4766845703125","-284.4766845703125","-284.4766845703125"
"317","-202.98202514648438","-202.98202514648438","-202.98202514648438"
"319","-292.519775390625","-292.519775390625","-292.519775390625"
"321","-237.23040771484375","-237.23040771484375","-237.23040771484375"
"323","-142.8670196533203","-142.8670196533203","-142.8670196533203"
"325","-131.62741088867188","-131.62741088867188","-131.62741088867188"
"327","-17.992233276367188","-17.992233276367188","-17.992233276367188"
"329","-79.73403930664062","-79.73403930664062","-79.73403930664062"
"331","-328.6191101074219","-328.6191101074219","-328.6191101074219"
"333","-180.11929321289062","-180.11929321289062","-180.11929321289062"
"335","-58.81214141845703","-58.81214141845703","-58.81214141845703"
"336","-87.3438491821289","-87.3438491821289","-87.3438491821289"
"338","-94.70633697509766","-94.70633697509766","-94.70633697509766"
"340","-126.21866607666016","-126.21866607666016","-126.21866607666016"
"342","-174.0623016357422","-174.0623016357422","-174.0623016357422"
"344","-111.4139404296875","-111.4139404296875","-111.4139404296875"
"346","-254.71644592285156","-254.71644592285156","-254.71644592285156"
"348","-86.53469848632812","-86.53469848632812","-86.53469848632812"
"350","-81.31341552734375","-81.31341552734375","-81.31341552734375"
"352","-203.75975036621094","-203.75975036621094","-203.75975036621094"
"354","-352.1213684082031","-352.1213684082031","-352.1213684082031"
"356","-270.6319580078125","-270.6319580078125","-270.6319580078125"
"358","-91.61236572265625","-91.61236572265625","-91.61236572265625"
"360","-20.646133422851562","-20.646133422851562","-20.646133422851562"
"362","-59.51342010498047","-59.51342010498047","-59.51342010498047"
"364","-152.05282592773438","-152.05282592773438","-152.05282592773438"
"366","-86.20366668701172","-86.20366668701172","-86.20366668701172"
"368","-85.74214935302734","-85.74214935302734","-85.74214935302734"
"370","-67.99562072753906","-67.99562072753906","-67.99562072753906"
"371","-299.4010314941406","-299.4010314941406","-299.4010314941406"
"374","-316.26629638671875","-316.26629638671875","-316.26629638671875"
"376","-43.7994270324707","-43.7994270324707","-43.7994270324707"
"378","-51.24040222167969","-51.24040222167969","-51.24040222167969"
"379","-69.34644317626953","-69.34644317626953","-69.34644317626953"
"380","-96.02206420898438","-96.02206420898438","-96.02206420898438"
"383","-128.6156463623047","-128.6156463623047","-128.6156463623047"
"385","-137.69259643554688","-137.69259643554688","-137.69259643554688"
"387","-117.98487091064453","-117.98487091064453","-117.98487091064453"
"389","-101.94880676269531","-101.94880676269531","-101.94880676269531"
"391","-121.44300842285156","-121.44300842285156","-121.44300842285156"
"393","-70.07301330566406","-70.07301330566406","-70.07301330566406"
"394","-149.8128204345703","-149.8128204345703","-149.8128204345703"
"396","-121.59394073486328","-121.59394073486328","-121.59394073486328"
"398","-151.04872131347656","-151.04872131347656","-151.04872131347656"
"400","-121.44937133789062","-121.44937133789062","-121.44937133789062"
"402","-96.99714660644531","-96.99714660644531","-96.99714660644531"
"404","-167.21664428710938","-167.21664428710938","-167.21664428710938"
"406","-28.898597717285156","-28.898597717285156","-28.898597717285156"
"408","-100.45895385742188","-100.45895385742188","-100.45895385742188"
"410","-96.48085021972656","-96.48085021972656","-96.48085021972656"
"412","-63.87469482421875","-63.87469482421875","-63.87469482421875"
"414","-163.59060668945312","-163.59060668945312","-163.59060668945312"
"416","-114.07506561279297","-114.07506561279297","-114.07506561279297"
"418","-277.40936279296875","-277.40936279296875","-277.40936279296875"
"420","-110.40980529785156","-110.40980529785156","-110.40980529785156"
"422","-85.02184295654297","-85.02184295654297","-85.02184295654297"
"423","-91.97200775146484","-91.97200775146484","-91.97200775146484"
"425","-262.20819091796875","-262.20819091796875","-262.20819091796875"
"427","-102.02279663085938","-102.02279663085938","-102.02279663085938"
"429","-336.31402587890625","-336.31402587890625","-336.31402587890625"
"431","-194.7959442138672","-194.7959442138672","-194.7959442138672"
"433","-214.72683715820312","-214.72683715820312","-214.72683715820312"
"435","-53.630889892578125","-53.630889892578125","-53.630889892578125"
"437","-173.57186889648438","-173.57186889648438","-173.57186889648438"
"439","46.59098815917969","46.59098815917969","46.59098815917969"
"441","-199.26239013671875","-199.26239013671875","-199.26239013671875"
"444","-204.27220153808594","-204.27220153808594","-204.27220153808594"
"445","50.944244384765625","50.944244384765625","50.944244384765625"
"447","-146.37228393554688","-146.37228393554688","-146.37228393554688"
"450","-176.8873291015625","-176.8873291015625","-176.8873291015625"
"451","-98.62809753417969","-98.62809753417969","-98.62809753417969"
"453","-80.67552947998047","-80.67552947998047","-80.67552947998047"
"455","-199.56204223632812","-199.56204223632812","-199.56204223632812"
"457","-143.64566040039062","-143.64566040039062","-143.64566040039062"
"459","-103.90721893310547","-103.90721893310547","-103.90721893310547"
"461","-125.24714660644531","-125.24714660644531","-125.24714660644531"
"463","-87.26117706298828","-87.26117706298828","-87.26117706298828"
"465","-4.2494049072265625","-4.2494049072265625","-4.2494049072265625"
"468","-71.46832275390625","-71.46832275390625","-71.46832275390625"
"470","-343.05413818359375","-343.05413818359375","-343.05413818359375"
"472","-214.11520385742188","-214.11520385742188","-214.11520385742188"
"474","-410.7660827636719","-410.7660827636719","-410.7660827636719"
"475","-69.25648498535156","-69.25648498535156","-69.25648498535156"
"477","-6.7194061279296875","-6.7194061279296875","-6.7194061279296875"
"479","-115.48893737792969","-115.48893737792969","-115.48893737792969"
"481","-199.30560302734375","-199.30560302734375","-199.30560302734375"
"483","-112.74473571777344","-112.74473571777344","-112.74473571777344"
"485","-242.1501007080078","-242.1501007080078","-242.1501007080078"
"487","-112.30011749267578","-112.30011749267578","-112.30011749267578"
"489","-121.73568725585938","-121.73568725585938","-121.73568725585938"
"491","-38.54612731933594","-38.54612731933594","-38.54612731933594"
"493","-38.7857666015625","-38.7857666015625","-38.7857666015625"
"496","-75.87425231933594","-75.87425231933594","-75.87425231933594"
"497","-118.44522094726562","-118.44522094726562","-118.44522094726562"
"499","-178.81460571289062","-178.81460571289062","-178.81460571289062"
"501","-85.72572326660156","-85.72572326660156","-85.72572326660156"
"504","-367.27655029296875","-367.27655029296875","-367.27655029296875"
"506","-262.954833984375","-262.954833984375","-262.954833984375"
"508","-82.67630767822266","-82.67630767822266","-82.67630767822266"
"510","-99.93388366699219","-99.93388366699219","-99.93388366699219"
"512","-109.21287536621094","-109.21287536621094","-109.21287536621094"
"514","-357.86151123046875","-357.86151123046875","-357.86151123046875"
"516","-164.40090942382812","-164.40090942382812","-164.40090942382812"
"518","-223.2913360595703","-223.2913360595703","-223.2913360595703"
"520","-76.76106262207031","-76.76106262207031","-76.76106262207031"
"522","-131.42266845703125","-131.42266845703125","-131.42266845703125"
"524","-63.27077102661133","-63.27077102661133","-63.27077102661133"
"526","-66.7546615600586","-66.7546615600586","-66.7546615600586"
"528","-81.43728637695312","-81.43728637695312","-81.43728637695312"
"530","-90.72662353515625","-90.72662353515625","-90.72662353515625"
"532","-34.95453643798828","-34.95453643798828","-34.95453643798828"
"534","-224.705322265625","-224.705322265625","-224.705322265625"
"536","-157.6465301513672","-157.6465301513672","-157.6465301513672"
"538","-193.66880798339844","-193.66880798339844","-193.66880798339844"
"540","-65.25126647949219","-65.25126647949219","-65.25126647949219"
"542","-352.57470703125","-352.57470703125","-352.57470703125"
"544","-63.92434310913086","-63.92434310913086","-63.92434310913086"
"546","-90.00643157958984","-90.00643157958984","-90.00643157958984"
"548","-91.88749694824219","-91.88749694824219","-91.88749694824219"
"550","-186.123046875","-186.123046875","-186.123046875"
"552","-187.67642211914062","-187.67642211914062","-187.67642211914062"
"554","-194.2137908935547","-194.2137908935547","-194.2137908935547"
"555","-86.70393371582031","-86.70393371582031","-86.70393371582031"
"557","-229.9062042236328","-229.9062042236328","-229.9062042236328"
"559","-87.35649108886719","-87.35649108886719","-87.35649108886719"
"561","-173.93569946289062","-173.93569946289062","-173.93569946289062"
"564","-137.8596649169922","-137.8596649169922","-137.8596649169922"
"565","-142.3168182373047","-142.3168182373047","-142.3168182373047"
"568","-91.92152404785156","-91.92152404785156","-91.92152404785156"
"570","-40.86398696899414","-40.86398696899414","-40.86398696899414"
"572","-176.09703063964844","-176.09703063964844","-176.09703063964844"
"573","-188.50328063964844","-188.50328063964844","-188.50328063964844"
"575","-309.8934326171875","-309.8934326171875","-309.8934326171875"
"578","-234.20474243164062","-234.20474243164062","-234.20474243164062"
"580","-138.73818969726562","-138.73818969726562","-138.73818969726562"
"582","-98.35967254638672","-98.35967254638672","-98.35967254638672"
"584","-66.58718872070312","-66.58718872070312","-66.58718872070312"
"586","-125.47696685791016","-125.47696685791016","-125.47696685791016"
"588","-317.6771545410156","-317.6771545410156","-317.6771545410156"
"590","-76.99861145019531","-76.99861145019531","-76.99861145019531"
"592","-144.2709503173828","-144.2709503173828","-144.2709503173828"
"594","-215.72097778320312","-215.72097778320312","-215.72097778320312"
"597","-241.39796447753906","-241.39796447753906","-241.39796447753906"
"599","-403.0019836425781","-403.0019836425781","-403.0019836425781"
"601","-242.8075714111328","-242.8075714111328","-242.8075714111328"
"603","-113.76435852050781","-113.76435852050781","-113.76435852050781"
"605","-265.54290771484375","-265.54290771484375","-265.54290771484375"
"607","-171.5101318359375","-171.5101318359375","-171.5101318359375"
"609","-193.98565673828125","-193.98565673828125","-193.98565673828125"
"612","-176.00189208984375","-176.00189208984375","-176.00189208984375"
"614","-294.181396484375","-294.181396484375","-294.181396484375"
"616","-74.10546875","-74.10546875","-74.10546875"
"618","-213.8525848388672","-213.8525848388672","-213.8525848388672"
"620","-15.88134765625","-15.88134765625","-15.88134765625"
"622","-174.417724609375","-174.417724609375","-174.417724609375"
"624","-135.5133056640625","-135.5133056640625","-135.5133056640625"
"626","-81.53047180175781","-81.53047180175781","-81.53047180175781"
"628","-75.16487121582031","-75.16487121582031","-75.16487121582031"
"630","-199.43276977539062","-199.43276977539062","-199.43276977539062"
"632","-151.92327880859375","-151.92327880859375","-151.92327880859375"
"634","-409.27923583984375","-409.27923583984375","-409.27923583984375"
"636","-344.5645751953125","-344.5645751953125","-344.5645751953125"
"638","-111.42601776123047","-111.42601776123047","-111.42601776123047"
"640","-90.72378540039062","-90.72378540039062","-90.72378540039062"
"642","-20.5185546875","-20.5185546875","-20.5185546875"
"644","-215.00701904296875","-215.00701904296875","-215.00701904296875"
"646","-247.66700744628906","-247.66700744628906","-247.66700744628906"
"648","-70.63430786132812","-70.63430786132812","-70.63430786132812"
"650","-107.72647094726562","-107.72647094726562","-107.72647094726562"
"652","-316.5655212402344","-316.5655212402344","-316.5655212402344"
"654","-69.62096405029297","-69.62096405029297","-69.62096405029297"
"656","-231.41641235351562","-231.41641235351562","-231.41641235351562"
"658","-84.61617279052734","-84.61617279052734","-84.61617279052734"
"660","-86.6139907836914","-86.6139907836914","-86.6139907836914"
"662","-86.08966064453125","-86.08966064453125","-86.08966064453125"
"664","-121.95986938476562","-121.95986938476562","-121.95986938476562"
"665","-113.7034912109375","-113.7034912109375","-113.7034912109375"
"668","-254.84750366210938","-254.84750366210938","-254.84750366210938"
"670","-180.12738037109375","-180.12738037109375","-180.12738037109375"
"671","-92.52812194824219","-92.52812194824219","-92.52812194824219"
"674","-288.53350830078125","-288.53350830078125","-288.53350830078125"
"675","-89.23770904541016","-89.23770904541016","-89.23770904541016"
"678","-350.7134094238281","-350.7134094238281","-350.7134094238281"
"680","-120.13207244873047","-120.13207244873047","-120.13207244873047"
"681","-104.18485260009766","-104.18485260009766","-104.18485260009766"
"684","-247.5170440673828","-247.5170440673828","-247.5170440673828"
"686","-133.62655639648438","-133.62655639648438","-133.62655639648438"
"688","-250.05703735351562","-250.05703735351562","-250.05703735351562"
"690","-40.89586639404297","-40.89586639404297","-40.89586639404297"
"692","-221.53707885742188","-221.53707885742188","-221.53707885742188"
"694","-230.2810516357422","-230.2810516357422","-230.2810516357422"
"696","-196.33956909179688","-196.33956909179688","-196.33956909179688"
"698","-141.30191040039062","-141.30191040039062","-141.30191040039062"
"700","-125.05084991455078","-125.05084991455078","-125.05084991455078"
"702","-25.88751983642578","-25.88751983642578","-25.88751983642578"
"705","-291.9795837402344","-291.9795837402344","-291.9795837402344"
"706","-79.94347381591797","-79.94347381591797","-79.94347381591797"
"708","-105.63057708740234","-105.63057708740234","-105.63057708740234"
"710","-107.65543365478516","-107.65543365478516","-107.65543365478516"
"712","-41.44172668457031","-41.44172668457031","-41.44172668457031"
"714","-74.0239486694336","-74.0239486694336","-74.0239486694336"
"716","-160.56996154785156","-160.56996154785156","-160.56996154785156"
"718","-168.66696166992188","-168.66696166992188","-168.66696166992188"
"720","-173.85079956054688","-173.85079956054688","-173.85079956054688"
"722","-187.84295654296875","-187.84295654296875","-187.84295654296875"
"724","-188.65098571777344","-188.65098571777344","-188.65098571777344"
"726","-120.85462188720703","-120.85462188720703","-120.85462188720703"
"728","-97.44117736816406","-97.44117736816406","-97.44117736816406"
"730","-176.5753936767578","-176.5753936767578","-176.5753936767578"
"731","-147.20474243164062","-147.20474243164062","-147.20474243164062"
"733","-189.93560791015625","-189.93560791015625","-189.93560791015625"
"736","-187.60804748535156","-187.60804748535156","-187.60804748535156"
"738","-118.59021759033203","-118.59021759033203","-118.59021759033203"
"740","-122.57312774658203","-122.57312774658203","-122.57312774658203"
"742","-138.2574462890625","-138.2574462890625","-138.2574462890625"
"744","-62.09027099609375","-62.09027099609375","-62.09027099609375"
"746","-340.843017578125","-340.843017578125","-340.843017578125"
"749","-238.3331756591797","-238.3331756591797","-238.3331756591797"
"751","-164.10960388183594","-164.10960388183594","-164.10960388183594"
"752","-62.36247634887695","-62.36247634887695","-62.36247634887695"
"755","-360.3860778808594","-360.3860778808594","-360.3860778808594"
"757","-103.23187255859375","-103.23187255859375","-103.23187255859375"
"759","-179.4930419921875","-179.4930419921875","-179.4930419921875"
"760","-76.32279205322266","-76.32279205322266","-76.32279205322266"
"763","-85.82042694091797","-85.82042694091797","-85.82042694091797"
"765","-319.2145690917969","-319.2145690917969","-319.2145690917969"
"767","-179.89981079101562","-179.89981079101562","-179.89981079101562"
"769","-102.54653930664062","-102.54653930664062","-102.54653930664062"
"771","-89.37278747558594","-89.37278747558594","-89.37278747558594"
"773","-10.693367004394531","-10.693367004394531","-10.693367004394531"
"775","-105.74400329589844","-105.74400329589844","-105.74400329589844"
"777","-259.142333984375","-259.142333984375","-259.142333984375"
"779","-136.35848999023438","-136.35848999023438","-136.35848999023438"
"781","-105.1921615600586","-105.1921615600586","-105.1921615600586"
"784","-147.7954559326172","-147.7954559326172","-147.7954559326172"
"785","-99.9368667602539","-99.9368667602539","-99.9368667602539"
"787","-174.64358520507812","-174.64358520507812","-174.64358520507812"
