trial_id,reward,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/eta,config/total_timesteps,config/num_envs,config/tau,config/gamma,config/num_steps,config/num_minibatches,config/alpha,config/update_epochs,config/target_network_frequency,config/beta,config/policy_lr_start,config/q_lr_start,config/use_kl_loss,config/target_network,config/anneal_lr,config/q_histogram,config/saddle_point_optimization,config/parametrized_sampler,config/policy_activation,config/num_hidden_layers,config/hidden_size,config/q_activation,config/q_hidden_size,config/q_num_hidden_layers,config/q_optimizer,config/actor_optimizer,config/eps,config/batch_size,config/minibatch_size,config/num_iterations,config/__trial_index__
e8f85654,58.0,1713827502,,True,94,2024-04-23_01-11-42,7.701756954193115,695.9622526168823,85937,Nicolass-iMac.technicolor.net,127.0.0.1,695.9622526168823,94,"47_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,beta=0.0647,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=128,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0159,q_activation=Tanh,q_hidden_size=512,q_histogram=False,q_lr_start=0.0005,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=6,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=100,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,128,4,4,100,6,0.06473514424221166,0.0158645570003724,0.0005429960906556434,False,False,False,False,True,False,Tanh,2,64,Tanh,512,2,SGD,Adam,0.0001,0,0,0,0
f744084a,38.57143020629883,1713827513,,True,97,2024-04-23_01-11-53,6.920727014541626,702.9208295345306,85940,Nicolass-iMac.technicolor.net,127.0.0.1,702.9208295345306,97,"48_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,beta=0.0647,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=128,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0159,q_activation=Tanh,q_hidden_size=512,q_histogram=False,q_lr_start=0.0005,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=6,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=100,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,128,4,4,100,6,0.06473514424221166,0.0158645570003724,0.0005429960906556434,False,False,False,False,True,False,Tanh,2,64,Tanh,512,2,SGD,Adam,0.0001,0,0,0,1
c1ee59e9,67.9259262084961,1713826898,,True,25,2024-04-23_01-01-38,3.5419349670410156,85.80732131004333,85943,Nicolass-iMac.technicolor.net,127.0.0.1,85.80732131004333,25,"49_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,beta=0.0005,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=500,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0018,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0009,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=2,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=100,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,4,4,100,2,0.0005334012317255282,0.0017799917503227647,0.0008736839342083731,False,False,False,False,True,False,ReLU,2,64,ReLU,64,2,SGD,Adam,1e-08,0,0,0,0
320424df,40.34000015258789,1713826898,,True,25,2024-04-23_01-01-38,3.194094181060791,78.22090077400208,85953,Nicolass-iMac.technicolor.net,127.0.0.1,78.22090077400208,25,"50_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,beta=0.0005,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=500,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0018,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0009,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=2,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=100,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,4,4,100,2,0.0005334012317255282,0.0017799917503227647,0.0008736839342083731,False,False,False,False,True,False,ReLU,2,64,ReLU,64,2,SGD,Adam,1e-08,0,0,0,1
91cc761a,12.220858573913574,1713827245,,True,25,2024-04-23_01-07-25,16.684617042541504,419.37418508529663,85966,Nicolass-iMac.technicolor.net,127.0.0.1,419.37418508529663,25,"51_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,beta=0.0006,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0014,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0026,q_num_hidden_layers=4,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=6,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=100,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,4,100,6,0.0006433485566949709,0.0014103949805842574,0.0026281458778798943,False,False,False,False,True,False,Tanh,2,128,Tanh,128,4,SGD,Adam,1e-08,0,0,0,0
0edf0f4f,38.596153259277344,1713827228,,True,25,2024-04-23_01-07-08,15.555738687515259,391.1319577693939,85983,Nicolass-iMac.technicolor.net,127.0.0.1,391.1319577693939,25,"52_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,beta=0.0006,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0014,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0026,q_num_hidden_layers=4,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=6,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=100,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,4,100,6,0.0006433485566949709,0.0014103949805842574,0.0026281458778798943,False,False,False,False,True,False,Tanh,2,128,Tanh,128,4,SGD,Adam,1e-08,0,0,0,1
1d3157b9,-111.0,1713827019,,True,32,2024-04-23_01-03-39,0.04186820983886719,124.39155578613281,86036,Nicolass-iMac.technicolor.net,127.0.0.1,124.39155578613281,32,"53_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,beta=0.0003,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=128,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0004,q_activation=ReLU,q_hidden_size=128,q_histogram=False,q_lr_start=0.0005,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=2,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,128,16,4,50,2,0.00034123211625299395,0.0004458800318095256,0.00045669145574603505,False,False,False,False,True,False,ReLU,2,128,ReLU,128,2,SGD,Adam,0.0001,0,0,0,0
808ae7d7,95.16666412353516,1713827283,,True,89,2024-04-23_01-08-03,4.283164978027344,383.7706735134125,86040,Nicolass-iMac.technicolor.net,127.0.0.1,383.7706735134125,89,"54_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,beta=0.0003,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=128,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0004,q_activation=ReLU,q_hidden_size=128,q_histogram=False,q_lr_start=0.0005,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=2,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,128,16,4,50,2,0.00034123211625299395,0.0004458800318095256,0.00045669145574603505,False,False,False,False,True,False,ReLU,2,128,ReLU,128,2,SGD,Adam,0.0001,0,0,0,1
760c7061,18.884614944458008,1713826959,,True,25,2024-04-23_01-02-39,2.0150153636932373,55.07951331138611,86044,Nicolass-iMac.technicolor.net,127.0.0.1,55.07951331138611,25,"55_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,beta=0.0004,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=500,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0023,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0012,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=6,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,4,4,50,6,0.0003905905146777383,0.0023364982436348985,0.0012039328373598791,True,False,False,False,True,False,ReLU,2,128,ReLU,64,2,SGD,Adam,1e-08,0,0,0,0
eb7754e3,25.291139602661133,1713826961,,True,25,2024-04-23_01-02-41,2.0581932067871094,53.84406495094299,86047,Nicolass-iMac.technicolor.net,127.0.0.1,53.84406495094299,25,"56_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,beta=0.0004,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=500,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0023,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0012,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=6,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,4,4,50,6,0.0003905905146777383,0.0023364982436348985,0.0012039328373598791,True,False,False,False,True,False,ReLU,2,128,ReLU,64,2,SGD,Adam,1e-08,0,0,0,1
747644d8,50.22222137451172,1713827358,,True,97,2024-04-23_01-09-18,4.23646879196167,392.359078168869,86088,Nicolass-iMac.technicolor.net,127.0.0.1,392.359078168869,97,"57_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,beta=0.0005,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=128,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0014,q_activation=ReLU,q_hidden_size=128,q_histogram=False,q_lr_start=0.0011,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=6,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,128,16,4,50,6,0.0005095376440113612,0.0013783422102692415,0.0011385052008160625,False,False,True,False,True,False,Tanh,2,64,ReLU,128,2,SGD,Adam,1e-08,0,0,0,0
972367a6,-111.0,1713827113,,True,39,2024-04-23_01-05-13,0.23285508155822754,145.11499667167664,86091,Nicolass-iMac.technicolor.net,127.0.0.1,145.11499667167664,39,"58_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,beta=0.0005,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=128,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0014,q_activation=ReLU,q_hidden_size=128,q_histogram=False,q_lr_start=0.0011,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=6,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,128,16,4,50,6,0.0005095376440113612,0.0013783422102692415,0.0011385052008160625,False,False,True,False,True,False,Tanh,2,64,ReLU,128,2,SGD,Adam,1e-08,0,0,0,1
4ba633e5,18.747663497924805,1713827048,,True,25,2024-04-23_01-04-08,0.9901378154754639,25.29807186126709,86128,Nicolass-iMac.technicolor.net,127.0.0.1,25.29807186126709,25,"59_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,beta=0.0004,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0003,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0012,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=6,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,4,4,10,6,0.0004055230042840255,0.0003345244570290396,0.0011736646007365849,True,False,False,False,True,False,Tanh,2,128,ReLU,64,2,SGD,Adam,0.0001,0,0,0,0
e810ec7c,17.11206817626953,1713827076,,True,25,2024-04-23_01-04-36,0.9466781616210938,23.66619110107422,86142,Nicolass-iMac.technicolor.net,127.0.0.1,23.66619110107422,25,"60_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,beta=0.0004,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0003,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0012,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=6,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,4,4,10,6,0.0004055230042840255,0.0003345244570290396,0.0011736646007365849,True,False,False,False,True,False,Tanh,2,128,ReLU,64,2,SGD,Adam,0.0001,0,0,0,1
59f43ea8,19.441177368164062,1713827204,,True,25,2024-04-23_01-06-44,4.9466400146484375,123.50697350502014,86156,Nicolass-iMac.technicolor.net,127.0.0.1,123.50697350502014,25,"61_trial_index=0,actor_optimizer=Adam,alpha=2,anneal_lr=True,batch_size=0,beta=0.0004,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0009,q_activation=ReLU,q_hidden_size=128,q_histogram=False,q_lr_start=0.0007,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=2,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,2,50,2,0.0004110590556679589,0.0008885047917548158,0.0006527886645419412,True,False,True,False,True,False,ReLU,2,128,ReLU,128,2,SGD,Adam,0.0001,0,0,0,0
4d498a96,22.704545974731445,1713827241,,True,25,2024-04-23_01-07-21,4.809851884841919,124.46593976020813,86173,Nicolass-iMac.technicolor.net,127.0.0.1,124.46593976020813,25,"62_trial_index=1,actor_optimizer=Adam,alpha=2,anneal_lr=True,batch_size=0,beta=0.0004,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0009,q_activation=ReLU,q_hidden_size=128,q_histogram=False,q_lr_start=0.0007,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=2,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,2,50,2,0.0004110590556679589,0.0008885047917548158,0.0006527886645419412,True,False,True,False,True,False,ReLU,2,128,ReLU,128,2,SGD,Adam,0.0001,0,0,0,1
0d392207,-111.0,1713827325,,True,15,2024-04-23_01-08-45,2.698763132095337,112.86218810081482,86223,Nicolass-iMac.technicolor.net,127.0.0.1,112.86218810081482,15,"63_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,beta=0.0003,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0055,q_activation=ReLU,q_hidden_size=128,q_histogram=False,q_lr_start=0.0015,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=2,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=100,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,4,100,2,0.00034128704700006894,0.005539331509244086,0.0015344688647716772,True,False,False,False,True,False,ReLU,2,64,ReLU,128,2,SGD,Adam,1e-08,0,0,0,0
2fe6b789,-111.0,1713827393,,True,16,2024-04-23_01-09-53,3.7186179161071777,144.11515927314758,86245,Nicolass-iMac.technicolor.net,127.0.0.1,144.11515927314758,16,"64_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,beta=0.0003,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0055,q_activation=ReLU,q_hidden_size=128,q_histogram=False,q_lr_start=0.0015,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=2,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=100,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,4,100,2,0.00034128704700006894,0.005539331509244086,0.0015344688647716772,True,False,False,False,True,False,ReLU,2,64,ReLU,128,2,SGD,Adam,1e-08,0,0,0,1
6b97eda2,28.71014404296875,1713828117,,True,25,2024-04-23_01-21-57,36.3376030921936,862.1607394218445,86250,Nicolass-iMac.technicolor.net,127.0.0.1,862.1607394218445,25,"65_trial_index=0,actor_optimizer=Adam,alpha=8,anneal_lr=True,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0036,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0014,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=12,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=100,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,8,100,12,0.00010108761259110336,0.0036156865311777133,0.0013927881487633318,False,False,True,False,True,False,Tanh,2,512,Tanh,128,2,SGD,Adam,0.0001,0,0,0,0
d0df6810,40.34000015258789,1713828120,,True,25,2024-04-23_01-22-00,35.389503955841064,856.1938147544861,86256,Nicolass-iMac.technicolor.net,127.0.0.1,856.1938147544861,25,"66_trial_index=1,actor_optimizer=Adam,alpha=8,anneal_lr=True,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0036,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0014,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=12,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=100,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,8,100,12,0.00010108761259110336,0.0036156865311777133,0.0013927881487633318,False,False,True,False,True,False,Tanh,2,512,Tanh,128,2,SGD,Adam,0.0001,0,0,0,1
da4bde1f,28.128570556640625,1713827481,,True,25,2024-04-23_01-11-21,7.571185111999512,189.54504489898682,86283,Nicolass-iMac.technicolor.net,127.0.0.1,189.54504489898682,25,"67_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0042,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0014,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=2,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,4,50,2,0.00011104544512387686,0.004161508539674875,0.0013721721685319027,False,False,False,False,True,False,Tanh,2,128,Tanh,128,2,SGD,Adam,1e-08,0,0,0,0
30927910,44.39130401611328,1713827525,,True,25,2024-04-23_01-12-05,7.0835981369018555,196.41031908988953,86306,Nicolass-iMac.technicolor.net,127.0.0.1,196.41031908988953,25,"68_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0042,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0014,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=2,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,4,50,2,0.00011104544512387686,0.004161508539674875,0.0013721721685319027,False,False,False,False,True,False,Tanh,2,128,Tanh,128,2,SGD,Adam,1e-08,0,0,0,1
