trial_id,reward,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/eta,config/total_timesteps,config/num_envs,config/tau,config/gamma,config/num_steps,config/num_minibatches,config/alpha,config/update_epochs,config/target_network_frequency,config/beta,config/policy_lr_start,config/q_lr_start,config/use_kl_loss,config/target_network,config/anneal_lr,config/q_histogram,config/saddle_point_optimization,config/parametrized_sampler,config/policy_activation,config/num_hidden_layers,config/hidden_size,config/q_activation,config/q_hidden_size,config/q_num_hidden_layers,config/q_optimizer,config/actor_optimizer,config/eps,config/batch_size,config/minibatch_size,config/num_iterations,config/__trial_index__
1434100e,22.184782028198242,1713828162,,True,25,2024-04-23_01-22-42,5.2098469734191895,131.29104161262512,86882,Nicolass-iMac.technicolor.net,127.0.0.1,131.29104161262512,25,"99_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0018,q_activation=Tanh,q_hidden_size=64,q_histogram=False,q_lr_start=0.0016,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=12,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,4,50,12,0.0001016871160949948,0.0018478199996751503,0.0015941014775538603,False,False,True,False,True,False,ReLU,2,128,Tanh,64,2,SGD,Adam,1e-08,0,0,0,0
9de4dbeb,16.016128540039062,1713828162,,True,25,2024-04-23_01-22-42,4.867182970046997,128.52731132507324,86894,Nicolass-iMac.technicolor.net,127.0.0.1,128.52731132507324,25,"100_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0018,q_activation=Tanh,q_hidden_size=64,q_histogram=False,q_lr_start=0.0016,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=12,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,4,50,12,0.0001016871160949948,0.0018478199996751503,0.0015941014775538603,False,False,True,False,True,False,ReLU,2,128,Tanh,64,2,SGD,Adam,1e-08,0,0,0,1
16538dd6,19.764705657958984,1713828134,,True,25,2024-04-23_01-22-14,1.178157091140747,30.663853406906128,86956,Nicolass-iMac.technicolor.net,127.0.0.1,30.663853406906128,25,"101_trial_index=0,actor_optimizer=Adam,alpha=8,anneal_lr=True,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=8,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0014,q_activation=Tanh,q_hidden_size=64,q_histogram=False,q_lr_start=0.0004,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=2,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=10,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,8,8,10,2,0.000135810828802071,0.001360989199190416,0.0004457686020102482,False,False,True,False,True,False,Tanh,2,128,Tanh,64,2,SGD,Adam,0.0001,0,0,0,0
045ddf07,65.29032135009766,1713828149,,True,25,2024-04-23_01-22-29,1.2518219947814941,31.65895915031433,86964,Nicolass-iMac.technicolor.net,127.0.0.1,31.65895915031433,25,"102_trial_index=1,actor_optimizer=Adam,alpha=8,anneal_lr=True,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=8,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0014,q_activation=Tanh,q_hidden_size=64,q_histogram=False,q_lr_start=0.0004,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=2,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=10,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,8,8,10,2,0.000135810828802071,0.001360989199190416,0.0004457686020102482,False,False,True,False,True,False,Tanh,2,128,Tanh,64,2,SGD,Adam,0.0001,0,0,0,1
29f6b71b,35.01694869995117,1713828253,,True,25,2024-04-23_01-24-13,4.19266414642334,111.74353504180908,86985,Nicolass-iMac.technicolor.net,127.0.0.1,111.74353504180908,25,"103_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0054,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0002,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=12,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,4,50,12,0.00012145541786345426,0.00544592600907933,0.00022920447025140094,False,False,True,False,True,False,ReLU,2,128,ReLU,64,2,SGD,Adam,0.0001,0,0,0,0
10200089,14.851851463317871,1713828266,,True,25,2024-04-23_01-24-26,4.453521728515625,110.66304206848145,87001,Nicolass-iMac.technicolor.net,127.0.0.1,110.66304206848145,25,"104_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0054,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0002,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=12,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,4,50,12,0.00012145541786345426,0.00544592600907933,0.00022920447025140094,False,False,True,False,True,False,ReLU,2,128,ReLU,64,2,SGD,Adam,0.0001,0,0,0,1
928bf857,45.75555419921875,1713828226,,True,25,2024-04-23_01-23-46,2.48073410987854,66.28176593780518,87005,Nicolass-iMac.technicolor.net,127.0.0.1,66.28176593780518,25,"105_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=8,num_steps=500,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0031,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0016,q_num_hidden_layers=4,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=12,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,8,4,50,12,0.0001264055028786664,0.0030876971381186224,0.0015694001247028382,False,False,True,False,True,False,ReLU,2,128,ReLU,64,4,SGD,Adam,1e-08,0,0,0,0
417be292,29.985294342041016,1713828236,,True,25,2024-04-23_01-23-56,2.9045028686523438,74.30893850326538,87007,Nicolass-iMac.technicolor.net,127.0.0.1,74.30893850326538,25,"106_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=8,num_steps=500,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0031,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0016,q_num_hidden_layers=4,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=12,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,8,4,50,12,0.0001264055028786664,0.0030876971381186224,0.0015694001247028382,False,False,True,False,True,False,ReLU,2,128,ReLU,64,4,SGD,Adam,1e-08,0,0,0,1
a3bf83ac,9.39906120300293,1713828207,,True,25,2024-04-23_01-23-27,1.3948090076446533,36.915719509124756,87013,Nicolass-iMac.technicolor.net,127.0.0.1,36.915719509124756,25,"107_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=8,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0438,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0001,q_num_hidden_layers=4,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=2,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,8,4,10,2,0.00010413764842055055,0.043848578890393015,0.00014430352207692645,True,False,True,False,True,False,Tanh,2,128,Tanh,128,4,SGD,Adam,1e-08,0,0,0,0
8c9e9389,9.334905624389648,1713828209,,True,25,2024-04-23_01-23-29,1.474355936050415,36.219260692596436,87018,Nicolass-iMac.technicolor.net,127.0.0.1,36.219260692596436,25,"108_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=8,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0438,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0001,q_num_hidden_layers=4,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=2,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,8,4,10,2,0.00010413764842055055,0.043848578890393015,0.00014430352207692645,True,False,True,False,True,False,Tanh,2,128,Tanh,128,4,SGD,Adam,1e-08,0,0,0,1
fdc86df0,19.038461685180664,1713828384,,True,25,2024-04-23_01-26-24,8.231339931488037,200.30295658111572,87031,Nicolass-iMac.technicolor.net,127.0.0.1,200.30295658111572,25,"109_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0024,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0018,q_num_hidden_layers=4,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=2,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,4,50,2,0.00011532464653032507,0.0024233372927106984,0.0017617558733103965,True,False,True,False,True,False,Tanh,2,128,Tanh,128,4,SGD,Adam,0.0001,0,0,0,0
859f97cd,22.764705657958984,1713828381,,True,25,2024-04-23_01-26-21,7.386513710021973,188.40830612182617,87037,Nicolass-iMac.technicolor.net,127.0.0.1,188.40830612182617,25,"110_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0024,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0018,q_num_hidden_layers=4,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=2,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,4,50,2,0.00011532464653032507,0.0024233372927106984,0.0017617558733103965,True,False,True,False,True,False,Tanh,2,128,Tanh,128,4,SGD,Adam,0.0001,0,0,0,1
e4a783b6,24.40243911743164,1713828334,,True,25,2024-04-23_01-25-34,4.951808929443359,120.89988088607788,87055,Nicolass-iMac.technicolor.net,127.0.0.1,120.89988088607788,25,"111_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0237,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0001,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=12,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,4,50,12,0.00011351514422108498,0.023650704250183632,0.00013634441533552644,False,False,True,False,True,False,Tanh,2,128,ReLU,64,2,SGD,Adam,1e-08,0,0,0,0
111dde26,49.974998474121094,1713828343,,True,25,2024-04-23_01-25-43,5.592388868331909,126.08187460899353,87066,Nicolass-iMac.technicolor.net,127.0.0.1,126.08187460899353,25,"112_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0237,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0001,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=12,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,4,50,12,0.00011351514422108498,0.023650704250183632,0.00013634441533552644,False,False,True,False,True,False,Tanh,2,128,ReLU,64,2,SGD,Adam,1e-08,0,0,0,1
c825e992,14.034964561462402,1713828411,,True,25,2024-04-23_01-26-51,7.122189044952393,179.8489089012146,87076,Nicolass-iMac.technicolor.net,127.0.0.1,179.8489089012146,25,"113_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,beta=0.0003,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=4,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0098,q_activation=Tanh,q_hidden_size=64,q_histogram=False,q_lr_start=0.0001,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=12,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,4,50,12,0.0003178919906145205,0.009755954148237976,0.00013415465546869217,False,False,True,False,True,False,Tanh,4,128,Tanh,64,2,SGD,Adam,1e-08,0,0,0,0
ca48a4a1,23.581396102905273,1713828418,,True,25,2024-04-23_01-26-58,7.0747599601745605,176.2841455936432,87085,Nicolass-iMac.technicolor.net,127.0.0.1,176.2841455936432,25,"114_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,beta=0.0003,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=4,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0098,q_activation=Tanh,q_hidden_size=64,q_histogram=False,q_lr_start=0.0001,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=12,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,4,50,12,0.0003178919906145205,0.009755954148237976,0.00013415465546869217,False,False,True,False,True,False,Tanh,4,128,Tanh,64,2,SGD,Adam,1e-08,0,0,0,1
c87ea981,36.660377502441406,1713828655,,True,25,2024-04-23_01-30-55,16.81151819229126,395.78819012641907,87093,Nicolass-iMac.technicolor.net,127.0.0.1,395.78819012641907,25,"115_trial_index=0,actor_optimizer=Adam,alpha=2,anneal_lr=False,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0023,q_activation=Tanh,q_hidden_size=64,q_histogram=False,q_lr_start=0.0016,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=6,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,2,50,6,0.00010048388424971931,0.0023182077800145175,0.0015530006371042354,False,False,False,False,True,False,Tanh,2,512,Tanh,64,2,SGD,Adam,1e-08,0,0,0,0
077d1f90,13.655405044555664,1713828685,,True,25,2024-04-23_01-31-25,17.406017065048218,411.06912422180176,87104,Nicolass-iMac.technicolor.net,127.0.0.1,411.06912422180176,25,"116_trial_index=1,actor_optimizer=Adam,alpha=2,anneal_lr=False,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0023,q_activation=Tanh,q_hidden_size=64,q_histogram=False,q_lr_start=0.0016,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=6,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,2,50,6,0.00010048388424971931,0.0023182077800145175,0.0015530006371042354,False,False,False,False,True,False,Tanh,2,512,Tanh,64,2,SGD,Adam,1e-08,0,0,0,1
7ec20c24,21.623655319213867,1713828527,,True,25,2024-04-23_01-28-47,7.912513017654419,184.87948608398438,87138,Nicolass-iMac.technicolor.net,127.0.0.1,184.87948608398438,25,"117_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=4,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0042,q_activation=ReLU,q_hidden_size=128,q_histogram=False,q_lr_start=0.0001,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=6,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,4,50,6,0.00014497711658057215,0.004170450928871076,0.00011808986410838828,False,False,False,False,True,False,Tanh,4,128,ReLU,128,2,SGD,Adam,0.0001,0,0,0,0
8e7fb011,11.928994178771973,1713828537,,True,25,2024-04-23_01-28-57,7.689800262451172,185.48399019241333,87147,Nicolass-iMac.technicolor.net,127.0.0.1,185.48399019241333,25,"118_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,beta=0.0001,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=4,num_iterations=0,num_minibatches=16,num_steps=500,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0042,q_activation=ReLU,q_hidden_size=128,q_histogram=False,q_lr_start=0.0001,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=6,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,500,16,4,50,6,0.00014497711658057215,0.004170450928871076,0.00011808986410838828,False,False,False,False,True,False,Tanh,4,128,ReLU,128,2,SGD,Adam,0.0001,0,0,0,1
55c9d87e,33.85714340209961,1713828890,,True,97,2024-04-23_01-34-50,4.86258602142334,492.3218445777893,87181,Nicolass-iMac.technicolor.net,127.0.0.1,492.3218445777893,97,"119_trial_index=0,actor_optimizer=Adam,alpha=2,anneal_lr=True,batch_size=0,beta=0.0002,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=128,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0050,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0017,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=6,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,128,16,2,50,6,0.00016394968470560996,0.005022577230513899,0.0016623144748931463,False,False,True,False,True,False,Tanh,2,128,Tanh,128,2,SGD,Adam,0.0001,0,0,0,0
437d0358,-111.0,1713828553,,True,34,2024-04-23_01-29-13,1.0420629978179932,156.5414481163025,87183,Nicolass-iMac.technicolor.net,127.0.0.1,156.5414481163025,34,"120_trial_index=1,actor_optimizer=Adam,alpha=2,anneal_lr=True,batch_size=0,beta=0.0002,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=128,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0050,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0017,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=6,tau=1.0000,torch_deterministic=True,total_timesteps=50000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,50000,4,1.0,0.99,128,16,2,50,6,0.00016394968470560996,0.005022577230513899,0.0016623144748931463,False,False,True,False,True,False,Tanh,2,128,Tanh,128,2,SGD,Adam,0.0001,0,0,0,1
