time/steps,time/epochs,time/steps_per_second,time/dataset,time/preprocess,time/train_step,train/env_steps,train/q_loss,train/target_q,train/alpha_loss,train/actor_loss,train/entropy,train/alpha,train/reward,train/length,train/num_ep,eval/reward,eval/stddev,eval/length,eval/discount,eval/early_termination,step
91000,0,68.30904851773268,0.000659942626953125,0.00013637542724609375,0.015895843505859375,90988.0,-12.112909622192383,-0.35216510176658633,-0.00048720148697611876,0.21794099919497967,-6.136076649030049,0.0035804800572805107,216.40916680252673,1000.0,91.0,222.4116725269213,4.131527166095285,1000.0,1000.0,0.0,91000
92000,0,68.80189704937696,0.0006687641143798828,0.0001361370086669922,0.01577901840209961,91988.0,-11.89286319732666,-0.3602185165882111,-0.00014220619656650038,0.2502301385005315,-6.039611379305522,0.0035913257549206414,221.2199386949667,1000.0,92.0,218.55908669465103,8.141684551431064,1000.0,1000.0,0.0,92000
93000,0,65.864333703512,0.0006291866302490234,0.00013494491577148438,0.01557302474975586,92988.0,-12.034751815795898,-0.36677590012550354,-8.103611010786456e-05,0.24020681654413542,-6.022495985031128,0.003608440572861582,216.81472133337894,1000.0,93.0,230.2356696264864,5.051531266867751,1000.0,1000.0,0.0,93000
94000,0,67.71319068421852,0.0006489753723144531,0.00015783309936523438,0.01620650291442871,93988.0,-12.04787696838379,-0.3625336879491806,0.000624923541181488,0.2041810229420662,-5.828005154927571,0.0036327060661278665,217.2412436729109,1000.0,94.0,249.06462151934187,13.156371433493183,1000.0,1000.0,0.0,94000
95000,0,66.7575802720023,0.0006647109985351562,0.0001373291015625,0.015719890594482422,94988.0,-11.961056137084961,-0.36339667201042175,-0.00020632779948452176,0.23668329883366823,-6.056254863739014,0.00366903655230999,205.37503500439132,1000.0,95.0,205.12841164611146,11.678106627938774,1000.0,1000.0,0.0,95000
96000,0,66.65153846789485,0.0007092952728271484,0.00023174285888671875,0.015929222106933594,95988.0,-11.907717971801757,-0.39442330598831177,-0.00031734905739237246,0.25140877937277156,-6.085532387097676,0.0037103363623221717,201.74940644462635,1000.0,96.0,219.98165642944195,6.424659962195327,1000.0,1000.0,0.0,96000
97000,0,64.65240368044975,0.0007150173187255859,0.00013375282287597656,0.015513181686401367,96988.0,-11.809575271606445,-0.44043841361999514,-0.00032845420597974834,0.3154596649110317,-6.087995688120524,0.0037327845542070768,181.52781011211692,1000.0,97.0,225.206959515662,12.652670878560372,1000.0,1000.0,0.0,97000
98000,0,65.45904471056214,0.0006558895111083984,0.0001461505889892578,0.015835285186767578,97988.0,-11.890930557250977,-0.41668585062026975,0.0001736168002632136,0.23334687187646827,-5.953930735588074,0.00376853389510264,208.9185665574645,1000.0,98.0,219.11422803555212,11.490047958482762,1000.0,1000.0,0.0,98000
99000,0,66.51687446000587,0.0007197856903076172,0.00020051002502441406,0.01595592498779297,98988.0,-11.778600730895995,-0.42875728964805604,0.0004942432751704473,0.23065643881758055,-5.869868914286296,0.003797576568710307,215.83166446285003,1000.0,99.0,217.20858466515128,4.07411264031766,1000.0,1000.0,0.0,99000
100000,0,68.06362790166314,0.0006937980651855469,0.00013327598571777344,0.015941381454467773,99988.0,-11.794608917236328,-0.4364526438713074,0.0003687485526218855,0.29457836722334224,-5.903919339179993,0.0038378973840735853,208.64827737637495,1000.0,100.0,211.67535339399834,14.450696457705778,1000.0,1000.0,0.0,100000
101000,0,66.01290195858707,0.0006973743438720703,0.000141143798828125,0.01599407196044922,100988.0,-11.650028114318848,-0.49142018795013426,9.78169640196332e-05,0.3464041439195474,-5.974470655123393,0.0038256749976426363,217.91213497357143,1000.0,101.0,206.7647940753071,11.140649994189385,1000.0,1000.0,0.0,101000
102000,0,66.63874630367653,0.0007271766662597656,0.00017189979553222656,0.015321969985961914,101988.0,-11.75688865661621,-0.4402171683311462,-3.7798371825677655e-05,0.33230920508503914,-6.0099055369695025,0.003823391627520323,199.78526269454454,1000.0,102.0,233.1972450348497,13.629350075477609,1000.0,1000.0,0.0,102000
103000,0,67.98388733322139,0.0007278919219970703,0.00019288063049316406,0.016384363174438477,102988.0,-11.691439552307129,-0.4575890028476715,0.0010034246928019759,0.3058919236063957,-5.739353020985921,0.003849152708426118,194.2259429123702,1000.0,103.0,235.47135334796195,12.303120228459605,1000.0,1000.0,0.0,103000
104000,0,64.26043045545913,0.0006108283996582031,0.00018310546875,0.015197038650512695,103988.0,-11.547601928710938,-0.547336653470993,-0.0002954013040531815,0.43238095194101334,-6.0765301783879595,0.003860446061783781,205.460278371465,1000.0,104.0,202.9009257000518,11.220478972209854,1000.0,1000.0,0.0,104000
105000,0,67.42907117318722,0.0007681846618652344,0.0001533031463623047,0.015352010726928711,104988.0,-11.673100395202637,-0.5375994217395782,-0.0003953561960467293,0.3846994924048583,-6.101981957753499,0.003877155172328154,195.35822610691378,1000.0,105.0,213.7899056009056,14.650543100255025,1000.0,1000.0,0.0,105000
106000,0,67.934512895932,0.0006043910980224609,0.0001842975616455078,0.015351295471191406,105988.0,-11.728314247131348,-0.5248185968399048,-0.00037922778331752244,0.41378697628776234,-6.097651521364848,0.003883768804371357,192.23834998814755,1000.0,106.0,206.7748791378208,13.989412196438419,1000.0,1000.0,0.0,106000
107000,0,68.05563217704476,0.0008878707885742188,0.00016641616821289062,0.016234159469604492,106988.0,-11.583632164001465,-0.54083700299263,-0.00019546331229018202,0.4321950500210126,-6.050177256266276,0.003895600869630774,209.1539627491087,1000.0,107.0,227.52430225436873,11.260166225773498,1000.0,1000.0,0.0,107000
108000,0,67.58391948009593,0.0006272792816162109,0.00018143653869628906,0.015938758850097656,107988.0,-11.54577434539795,-0.6074486970901489,-0.0001266943060424334,0.45616116002202034,-6.032431801160176,0.003906588380535443,217.5028795762625,1000.0,108.0,223.98777997818857,16.224900983788384,1000.0,1000.0,0.0,108000
109000,0,64.96495801901288,0.0007264614105224609,0.00013446807861328125,0.015659332275390625,108988.0,-11.561890029907227,-0.5876757538318634,-8.947921924118418e-05,0.4243384661773841,-6.022813995679219,0.003923094909017284,195.70482540878953,1000.0,109.0,225.31216199969384,6.9097313228996144,1000.0,1000.0,0.0,109000
110000,0,65.74416245437115,0.0005772113800048828,0.000125885009765625,0.0153961181640625,109988.0,-11.463197288513184,-0.6216704523563386,0.00024899039332619094,0.49319928139448166,-5.9364155530929565,0.0039160605520009995,203.68156033791772,1000.0,110.0,198.63901144515572,10.707752324328403,1000.0,1000.0,0.0,110000
111000,0,66.44117799876061,0.0006916522979736328,0.00014448165893554688,0.015990495681762695,110988.0,-11.528745918273925,-0.611210777759552,-0.00041724578113644384,0.4686485342681408,-6.10784125328064,0.0038699479773640633,187.59554413910323,1000.0,111.0,236.07333115733223,9.157822254089393,1000.0,1000.0,0.0,111000
112000,0,66.71446940550487,0.0006308555603027344,0.0001342296600341797,0.015538930892944336,111988.0,-11.505668449401856,-0.6462441182136536,-5.131918987899553e-05,0.5091064323981603,-6.013325015703837,0.0038514652211839953,222.49105786571624,1000.0,112.0,202.4370734943533,10.411832825699372,1000.0,1000.0,0.0,112000
113000,0,67.43626978726797,0.0007388591766357422,0.0001404285430908203,0.016373634338378906,112988.0,-11.505957489013673,-0.5783688580989838,0.00037110547176174197,0.4263677050669988,-5.903430223464966,0.003842508556166043,223.0818641579306,1000.0,113.0,218.7533251975739,7.8975940012798835,1000.0,1000.0,0.0,113000
114000,0,64.09909852084552,0.0006892681121826172,0.00013971328735351562,0.015233278274536133,113988.0,-11.45035400390625,-0.6178705823421479,-3.1273285761320345e-05,0.4793000320593516,-6.008118589719136,0.0038543465974119804,205.10573143856413,1000.0,114.0,201.52399554391587,8.414472289544202,1000.0,1000.0,0.0,114000
115000,0,66.65963141198833,0.0006542205810546875,0.00013637542724609375,0.015942811965942383,114988.0,-11.578265571594239,-0.6422400116920471,0.00019802063798124436,0.515239546696345,-5.948901653289795,0.0038750856765545905,206.1719191682036,1000.0,115.0,193.09911474813447,6.814264789850169,1000.0,1000.0,0.0,115000
116000,0,67.40770121363639,0.0007073879241943359,0.00014710426330566406,0.015918254852294922,115988.0,-11.493799743652344,-0.6549168312549591,-0.0005228998343227431,0.45930252224206924,-6.134515921274821,0.0038873550559704504,191.86915764321034,1000.0,116.0,221.44695635309873,9.128412673221328,1000.0,1000.0,0.0,116000
117000,0,67.57333608289942,0.0006053447723388672,0.00013828277587890625,0.015716075897216797,116988.0,-11.34583869934082,-0.6618320655822754,-0.0002139107915960873,0.5133788188298544,-6.054433782895406,0.003929940401576459,195.75370338344862,1000.0,117.0,191.16776997800207,11.762973040926918,1000.0,1000.0,0.0,117000
118000,0,66.60589887943777,0.0007071495056152344,0.0001308917999267578,0.016739845275878906,117988.0,-11.475267066955567,-0.6238796830177307,0.00021060835448831008,0.5090158383051554,-5.9466374317804975,0.003944639737407367,211.5351811835206,1000.0,118.0,184.6969967339074,7.439621685728779,1000.0,1000.0,0.0,118000
119000,0,68.80257421740694,0.0007252693176269531,0.0001513957977294922,0.016013145446777344,118988.0,-11.246597900390626,-0.6278495645523071,0.00011757033644244075,0.4895698055624962,-5.970414439837138,0.0039724056065703435,199.82019135368688,1000.0,119.0,198.05999383992918,10.469119579690327,1000.0,1000.0,0.0,119000
120000,0,66.8309754575694,0.0007491111755371094,0.0001430511474609375,0.015402078628540039,119988.0,-11.363533248901367,-0.623703122138977,0.0003800337932868085,0.49015045538544655,-5.904760122299194,0.003990076715126634,202.7376354780137,1000.0,120.0,211.85875227574678,13.839026612264188,1000.0,1000.0,0.0,120000
121000,0,67.10834860788269,0.0006823539733886719,0.0001404285430908203,0.014605522155761719,120988.0,-11.392597007751466,-0.6605960106849671,0.00020359215947488943,0.46564651280641556,-5.9492149750391645,0.0040090119776626425,193.4679852013814,1000.0,121.0,211.55772198515456,17.67224045440592,1000.0,1000.0,0.0,121000
122000,0,66.08208583683414,0.0007264614105224609,0.00016546249389648438,0.01590132713317871,121988.0,-11.215851821899413,-0.6784362316131591,5.673107807524502e-06,0.46175798401236534,-5.998595913251241,0.0040249345668902,219.03272627482391,1000.0,122.0,230.72000464790167,10.253537601662176,1000.0,1000.0,0.0,122000
123000,0,67.57525217243362,0.0006451606750488281,0.00017404556274414062,0.015638113021850586,122988.0,-11.245267753601075,-0.702830638885498,-6.374186826481794e-05,0.5638792837659518,-6.015782554944356,0.0040418275554353995,198.2059034650613,1000.0,123.0,191.73999807412656,14.39396328125889,1000.0,1000.0,0.0,123000
124000,0,64.07833795833163,0.0006575584411621094,0.00018143653869628906,0.01528310775756836,123988.0,-11.252601509094239,-0.7066027402877808,0.00032952144708057557,0.5735034868121147,-5.918605367342631,0.004047947470098734,171.68946075281966,1000.0,124.0,208.87095856077335,11.816955104761261,1000.0,1000.0,0.0,124000
125000,0,67.06752894056335,0.0009131431579589844,0.00020766258239746094,0.0155792236328125,124988.0,-11.248207969665527,-0.7502040076255798,-0.0004618797077758548,0.5683141176899275,-6.113609949747722,0.004065882375774284,193.55428368937433,1000.0,125.0,223.57298969862478,10.88674321710566,1000.0,1000.0,0.0,125000
126000,0,67.39089218817182,0.00064849853515625,0.0001385211944580078,0.016196012496948242,125988.0,-11.19633056640625,-0.7575283694267273,-9.079193963164774e-05,0.6074116006493568,-6.022319912910461,0.004069225086520116,178.4865025986798,1000.0,126.0,172.91858557922333,6.458453188586021,1000.0,1000.0,0.0,126000
127000,0,68.97346506518622,0.0006995201110839844,0.0001590251922607422,0.016016483306884766,126988.0,-11.183433227539062,-0.7583105218410492,-0.00010628785336545359,0.650565023223559,-6.025965452194214,0.0040940272544200225,205.40233856613526,1000.0,127.0,204.80750350040927,8.874185969489451,1000.0,1000.0,0.0,127000
128000,0,65.69461142746519,0.0006787776947021484,0.00014925003051757812,0.015094995498657227,127988.0,-11.164281578063965,-0.7660503888130188,-0.00034713255627139006,0.6211108764012655,-6.084729035695394,0.004097319984187682,201.45350260220724,1000.0,128.0,226.2768358240587,14.782827703934828,1000.0,1000.0,0.0,128000
129000,0,63.96790672648366,0.0007619857788085938,0.00014543533325195312,0.015979528427124023,128988.0,-11.128051223754882,-0.8164168477058411,-5.24600642772081e-05,0.620992918809255,-6.012829422950745,0.004090898398620387,209.39874188818683,1000.0,129.0,218.9357827686061,17.664259610106043,1000.0,1000.0,0.0,129000
130000,0,66.14578142248857,0.0007073879241943359,0.00015878677368164062,0.016090869903564453,129988.0,-11.100068550109864,-0.7906397712230683,-0.00028807974740630016,0.6438429057598114,-6.0705801248550415,0.004081906595577796,207.5341606606118,1000.0,130.0,198.6407807497721,13.877528833556582,1000.0,1000.0,0.0,130000
131000,0,67.04077202866593,0.0007338523864746094,0.00015807151794433594,0.015534639358520508,130988.0,-11.041348609924317,-0.7854906749725342,-0.00021250348315030956,0.6416947220762571,-6.051753044128418,0.004105797619558871,224.83827854278547,1000.0,131.0,207.5548186054562,13.596711485237698,1000.0,1000.0,0.0,131000
132000,0,64.15894846913832,0.0007181167602539062,0.0002410411834716797,0.015636444091796875,131988.0,-10.984856948852538,-0.806478910446167,-0.0003887602348792522,0.7483009596665701,-6.094102342923482,0.004131373483687639,184.74874433410486,1000.0,132.0,161.36559969823068,5.4212069511262,1000.0,1000.0,0.0,132000
133000,0,65.58986567718739,0.0006816387176513672,0.00025725364685058594,0.016302108764648438,132988.0,-11.028537902832031,-0.785658347606659,-0.00015357748876946667,0.6337282632788023,-6.037058313687642,0.004145495981598894,190.80923287217718,1000.0,133.0,162.9814664762206,9.12383897536954,1000.0,1000.0,0.0,133000
134000,0,63.51837840883002,0.0007169246673583984,0.00013446807861328125,0.015109777450561523,133988.0,-10.91523063659668,-0.8413897323608398,0.00023611543656443246,0.6138790547847748,-5.94315505027771,0.004153378074988723,160.551524910802,1000.0,134.0,190.4057519822872,8.83639791048353,1000.0,1000.0,0.0,134000
135000,0,65.80910779735903,0.0007205009460449219,0.00015544891357421875,0.016264915466308594,134988.0,-11.018153991699219,-0.805331494808197,-8.305996258665498e-05,0.6120214958985647,-6.020014484723409,0.004153794725425541,168.08771625061678,1000.0,135.0,171.06137635647585,3.890248253132438,1000.0,1000.0,0.0,135000
136000,0,66.62816047803591,0.0007081031799316406,0.00019407272338867188,0.01554107666015625,135988.0,-10.959032707214355,-0.7819637989997864,-0.00043838848068844527,0.6798953140775362,-6.1048477490743,0.004181129237016042,162.10064690928272,1000.0,136.0,187.05856582526332,12.42290137417649,1000.0,1000.0,0.0,136000
137000,0,69.47289892011759,0.0007796287536621094,0.00013518333435058594,0.016017675399780273,136988.0,-11.030817680358886,-0.8391886973381042,-0.0002906894951593131,0.6301933651169142,-6.0689717928568525,0.004215889222299059,156.73347120510178,1000.0,137.0,156.52161844493676,4.098837691968038,1000.0,1000.0,0.0,137000
138000,0,70.11480341528292,0.0006759166717529297,0.0001392364501953125,0.01593923568725586,137988.0,-10.9734814453125,-0.8794211316108703,0.00019791326606840207,0.709183802207311,-5.953329523404439,0.0042401804045463605,160.6189757910129,1000.0,138.0,162.1578960190962,3.4299631744994383,1000.0,1000.0,0.0,138000
139000,0,70.39988398456619,0.0006632804870605469,0.00013637542724609375,0.015874147415161133,138988.0,-10.885548286437988,-0.8512941098213196,2.219437434784292e-05,0.6829948226610819,-5.994782328605652,0.0042533016530796885,157.80008318167958,1000.0,139.0,182.88995036401107,7.489755373793223,1000.0,1000.0,0.0,139000
140000,0,65.82352538683035,0.0006544589996337891,0.00019240379333496094,0.016096115112304688,139988.0,-10.893963699340821,-0.9009520101547241,-2.1799934377971415e-05,0.7443350950876871,-6.005102237065633,0.004276786309977372,163.7012249827172,1000.0,140.0,174.3755321270831,11.164475830504731,1000.0,1000.0,0.0,140000
141000,0,65.46636015938046,0.0007426738739013672,0.0001373291015625,0.015619993209838867,140988.0,-10.90131965637207,-0.9534398150444031,-0.00048329265033923247,0.8040760656197866,-6.113512595494588,0.004258144763298333,161.84491916096925,1000.0,141.0,169.4668690234764,5.426308444629547,1000.0,1000.0,0.0,141000
142000,0,65.85304123539767,0.0007407665252685547,0.0001418590545654297,0.016038179397583008,141988.0,-10.866222114562989,-0.8868740606307983,-0.00020095540457987227,0.6989291310310364,-6.047238389650981,0.004256970908803244,167.93802682311292,1000.0,142.0,181.64416962145802,18.96809490031793,1000.0,1000.0,0.0,142000
143000,0,65.64780642030959,0.0007021427154541016,0.0001304149627685547,0.015648603439331055,142988.0,-10.765003700256347,-0.9708397316932679,-7.305255106378657e-05,0.779168888926506,-6.017197251319885,0.004248638598558803,174.62534910055055,1000.0,143.0,157.61617461677798,3.644614759639884,1000.0,1000.0,0.0,143000
144000,0,65.79808198530773,0.0006778240203857422,0.0001277923583984375,0.015987873077392578,143988.0,-10.692085800170899,-1.004594988822937,-0.0008682564609140778,0.8172946075598398,-6.202883720397949,0.004280023548441629,181.48744887771656,1000.0,144.0,212.20891958558,20.227305351462224,1000.0,1000.0,0.0,144000
145000,0,63.34145607737911,0.00067138671875,0.0001354217529296875,0.015755653381347656,144988.0,-10.845689392089843,-0.9916668581962585,-7.088430841880229e-05,0.8324607412020365,-6.016441543896993,0.00431525152331839,177.0369653817306,1000.0,145.0,197.33760600964132,10.459372190976593,1000.0,1000.0,0.0,145000
146000,0,66.41639076989925,0.0008347034454345703,0.00014495849609375,0.015778064727783203,145988.0,-10.781251487731934,-1.0646635460853577,-0.0004259405723132659,0.8938484191894531,-6.09829302628835,0.004333407462884982,199.2368790701633,1000.0,146.0,219.16812039021767,4.876271040087051,1000.0,1000.0,0.0,146000
147000,0,66.1142934606133,0.0007929801940917969,0.0001678466796875,0.016396045684814453,146988.0,-10.641391334533692,-1.073120939731598,-0.0004339955048635602,0.9516523083051046,-6.10053563117981,0.004316982114687562,197.4138334718973,1000.0,147.0,196.28764031489817,6.585358789526767,1000.0,1000.0,0.0,147000
148000,0,67.54734896676473,0.0011591911315917969,0.0003256797790527344,0.0164945125579834,147988.0,-10.685646705627441,-1.1140789628028869,-0.00036081857615499757,0.9282329132159551,-6.083207885424296,0.004336903880660732,198.01395228211422,1000.0,148.0,208.87170426706172,9.36385668508397,1000.0,1000.0,0.0,148000
149000,0,68.09664671864194,0.0008063316345214844,0.00015234947204589844,0.01614093780517578,148988.0,-10.507592353820801,-1.1799199390411377,-0.00018361309351651775,1.0200716356436412,-6.042160352071126,0.004354844762322803,208.68627979040306,1000.0,149.0,188.9170053054287,18.833988621497763,1000.0,1000.0,0.0,149000
150000,0,68.43365190582227,0.0006678104400634766,0.0001347064971923828,0.015136003494262695,149988.0,-10.742855415344238,-1.139003212451935,0.00019887457043902637,0.9904102782408396,-5.954250454902649,0.004347142142554124,179.43037011137577,1000.0,150.0,204.57787699752208,10.395611798910979,1000.0,1000.0,0.0,150000
151000,0,67.6491043352933,0.0007560253143310547,0.00019979476928710938,0.01635456085205078,150988.0,-10.58214828491211,-1.1219519591331482,0.0001318466784141492,0.9718858947356542,-5.9695849021275835,0.00433431026370575,198.48154143735826,1000.0,151.0,199.58321943803185,10.875224487246744,1000.0,1000.0,0.0,151000
152000,0,67.04077202866593,0.00067138671875,0.00018453598022460938,0.015259504318237305,151988.0,-10.580469169616698,-1.237558627128601,0.000280806594673777,1.0916096965471904,-5.935245196024577,0.0043363858324786024,193.6475408653939,1000.0,152.0,216.44707030700783,19.653587000254166,1000.0,1000.0,0.0,152000
153000,0,67.93314852018833,0.0007510185241699219,0.0001404285430908203,0.015335559844970703,152988.0,-10.512788925170899,-1.2008151817321777,0.000783603642048547,1.018481160203616,-5.819298068682353,0.004336338567857941,203.99486449887772,1000.0,153.0,208.936032163278,12.571238683843651,1000.0,1000.0,0.0,153000
154000,0,66.17826001343035,0.0007243156433105469,0.00013971328735351562,0.016346454620361328,153988.0,-10.5848193359375,-1.2485975813865662,-3.6910427297698334e-05,1.0751858601967494,-6.00849970181783,0.004347369307652116,230.73898406925906,1000.0,154.0,220.99196269599338,7.964233792340443,1000.0,1000.0,0.0,154000
155000,0,67.87273086221572,0.0007939338684082031,0.00014901161193847656,0.015594244003295898,154988.0,-10.619438896179199,-1.3835733699798585,1.718662724670139e-05,1.212503989537557,-5.9960354169209795,0.004334314959123731,209.62246374923012,1000.0,155.0,220.28328023929762,11.76059059933928,1000.0,1000.0,0.0,155000
156000,0,68.80243878273457,0.0006670951843261719,0.0001468658447265625,0.015639305114746094,155988.0,-10.644775314331055,-1.2469010615348817,0.00024034672605921514,1.0337218542893727,-5.944607257843018,0.0043366411700844765,180.76814706512957,1000.0,156.0,154.17523207341057,12.18259416381637,1000.0,1000.0,0.0,156000
157000,0,65.77930119027754,0.0007073879241943359,0.00013685226440429688,0.01595163345336914,156988.0,-10.489447402954102,-1.243815426826477,0.000521245805430226,1.0607434163490932,-5.880058169364929,0.004344426949198048,205.51339731782252,1000.0,157.0,214.59045174853196,11.100865347989789,1000.0,1000.0,0.0,157000
158000,0,67.26957909681178,0.0007796287536621094,0.00016927719116210938,0.015271425247192383,157988.0,-10.437787208557129,-1.325441482067108,-2.9708383711598194e-06,1.1691097766160965,-6.000682552655538,0.004338062833994627,185.87049291583048,1000.0,158.0,204.47702061914302,8.484793173775742,1000.0,1000.0,0.0,158000
159000,0,67.50151762798126,0.0006711483001708984,0.00013637542724609375,0.015665054321289062,158988.0,-10.515863227844239,-1.378758864402771,-0.00021234522682789247,1.2552859087785084,-6.048876126607259,0.004347218006538848,201.60938898396952,1000.0,159.0,211.44693394917212,17.206993825294845,1000.0,1000.0,0.0,159000
160000,0,66.79530014300866,0.0007753372192382812,0.00014066696166992188,0.016174793243408203,159988.0,-10.465926284790038,-1.3151290702819824,-7.15820824552793e-05,1.142895370721817,-6.016398747762044,0.0043651225278154016,200.8157412638913,1000.0,160.0,190.22408769107238,11.293871375033495,1000.0,1000.0,0.0,160000
161000,0,67.40232834542974,0.0007145404815673828,0.00015735626220703125,0.016697168350219727,160988.0,-10.41419303894043,-1.335262370109558,-0.00012225824927251475,1.1420124520858128,-6.028037627538045,0.004360517719760537,193.33923431154759,1000.0,161.0,202.20989683578495,8.231403003109127,1000.0,1000.0,0.0,161000
162000,0,66.98578164537352,0.0006668567657470703,0.00017452239990234375,0.015267372131347656,161988.0,-10.42873291015625,-1.3261790800094604,-0.0010280303807424691,1.1723983685175579,-6.23489232858022,0.00437676200332741,184.8379092740052,1000.0,162.0,190.57861540184587,10.61873203991387,1000.0,1000.0,0.0,162000
163000,0,67.97361894229435,0.0006430149078369141,0.0001857280731201172,0.01546025276184082,162988.0,-10.539811630249023,-1.3318260765075685,0.00044149349438763846,1.1324328978856404,-5.899089415868123,0.0043750253195563955,199.90494933413757,1000.0,163.0,180.76124634898616,10.239813564029479,1000.0,1000.0,0.0,163000
164000,0,67.20223747683983,0.000797271728515625,0.00020051002502441406,0.02112603187561035,163988.0,-10.510483055114745,-1.3900792503356934,2.136580830362315e-05,1.2034516433874767,-5.995073835055034,0.004335609419892232,193.60473873329917,1000.0,164.0,172.4703750791304,5.635073517029634,1000.0,1000.0,0.0,164000
165000,0,63.99660174294944,0.0007431507110595703,0.00014400482177734375,0.015402793884277344,164988.0,-10.526505355834962,-1.3410794925689697,0.0004944380058683843,1.158141682545344,-5.886212110519409,0.004345034559567769,183.22363406062632,1000.0,165.0,195.51484873092738,7.058452773884476,1000.0,1000.0,0.0,165000
166000,0,67.95705503182765,0.0007159709930419922,0.00014257431030273438,0.01568746566772461,165988.0,-10.466790504455567,-1.3889894318580627,-1.3076140627769442e-05,1.2009618977705638,-6.0029931863149,0.0043651216352979345,180.35111505478312,1000.0,166.0,172.61864105788877,8.541266098195512,1000.0,1000.0,0.0,166000
167000,0,66.97538473723408,0.0006949901580810547,0.0001728534698486328,0.015435457229614258,166988.0,-10.486013450622558,-1.4335236215591431,-0.0003386354219401255,1.3637349357207615,-6.077481190363566,0.004370655437620978,163.92196733024255,1000.0,167.0,195.9039193145626,10.849479524588338,1000.0,1000.0,0.0,167000
168000,0,65.6611254822471,0.0009522438049316406,0.00013113021850585938,0.015581130981445312,167988.0,-10.533290405273437,-1.4419012975692749,6.101156880807442e-05,1.2834889193375905,-5.98603614171346,0.004368491781254609,174.96687914580082,1000.0,168.0,168.5865415029202,7.477611352337813,1000.0,1000.0,0.0,168000
169000,0,65.03672122077823,0.0007228851318359375,0.000148773193359375,0.015484094619750977,168988.0,-10.33562484741211,-1.4751471281051636,-0.0005200195155339316,1.3318401873111725,-6.118244290351868,0.004397900969100495,174.29844738626852,1000.0,169.0,186.23059444741486,9.516242811113035,1000.0,1000.0,0.0,169000
170000,0,65.8031608329819,0.0007464885711669922,0.00016999244689941406,0.015661001205444336,169988.0,-10.373683967590331,-1.446768102645874,0.0002345089778827969,1.2874270180861156,-5.947031259536743,0.004426831495948136,162.87928358452524,1000.0,170.0,176.4737887329628,5.962799811278696,1000.0,1000.0,0.0,170000
171000,0,65.65409530392795,0.0007190704345703125,0.00015354156494140625,0.015904664993286133,170988.0,-10.343633537292481,-1.4369126892089843,-2.5147175620077178e-05,1.278228799502055,-6.005680123964946,0.004425011187170942,167.7248200633929,1000.0,171.0,175.07854679674762,5.401071537715061,1000.0,1000.0,0.0,171000
172000,0,69.30974218776852,0.0007603168487548828,0.00018906593322753906,0.01623368263244629,171988.0,-10.162949981689453,-1.5597263813018798,0.0007403609488392249,1.3914951384067535,-5.833504835764567,0.0044467832970743375,160.90330958179737,1000.0,172.0,167.11899782710069,8.475493384501043,1000.0,1000.0,0.0,172000
173000,0,71.91188774740422,0.0008652210235595703,0.00013947486877441406,0.015272855758666992,172988.0,-10.171158714294434,-1.5605256462097168,4.304442336433567e-05,1.3587420384089153,-5.99028201897939,0.004428640745269756,172.72314271588934,1000.0,173.0,163.87353206610405,8.578285177308933,1000.0,1000.0,0.0,173000
174000,0,72.6505805389541,0.0007288455963134766,0.00017714500427246094,0.015944957733154297,173988.0,-10.098507308959961,-1.5319135665893555,0.0003630671659872557,1.2965457489093144,-5.917489210764567,0.004400259465910494,169.14378404509722,1000.0,174.0,176.94442715792567,5.861762486654812,1000.0,1000.0,0.0,174000
175000,0,72.795079867458,0.0007219314575195312,0.0001392364501953125,0.016034364700317383,174988.0,-10.39455581665039,-1.4435773658752442,0.00017121136503798576,1.2925626039505005,-5.960927089055379,0.00438091376175483,165.60485547315596,1000.0,175.0,170.0788115667603,7.415662001518137,1000.0,1000.0,0.0,175000
176000,0,72.32346697088373,0.0007228851318359375,0.00013399124145507812,0.015888214111328125,175988.0,-10.366006736755372,-1.47722647190094,-0.00024212314989805842,1.3730927308400471,-6.054879069328308,0.004412023777452608,157.80228572805652,1000.0,176.0,167.76288487878998,6.055668427076961,1000.0,1000.0,0.0,176000
177000,0,73.62458047211807,0.0006892681121826172,0.0001342296600341797,0.015909671783447266,176988.0,-10.109533729553222,-1.5377192330360412,7.58090136514511e-05,1.3324124813079834,-5.982863903045654,0.004422234371304512,156.0005520336316,1000.0,177.0,164.22691105626808,8.297932958859754,1000.0,1000.0,0.0,177000
178000,0,72.87253338967196,0.0007414817810058594,0.00021910667419433594,0.016157865524291992,177988.0,-10.259851875305175,-1.5451112222671508,0.0003437644494018362,1.26813805103302,-5.921853224436442,0.004398953014363845,148.1966328044627,1000.0,178.0,137.32945997024189,8.377395994204484,1000.0,1000.0,0.0,178000
179000,0,72.43322775956813,0.0006940364837646484,0.0001342296600341797,0.015484094619750977,178988.0,-10.171408309936524,-1.5057314443588257,1.8092584165666874e-05,1.3410431842009227,-5.995883623758952,0.0043922765568519635,155.74605997570447,1000.0,179.0,163.76752218398445,4.214148806493401,1000.0,1000.0,0.0,179000
180000,0,73.12444341233827,0.0007381439208984375,0.0002014636993408203,0.01549983024597168,179988.0,-10.2032470703125,-1.586649832725525,0.0002949131582378565,1.3712752362092335,-5.9326761563618975,0.00437836170506974,165.02634202035128,1000.0,180.0,177.4095149111317,5.359228691515673,1000.0,1000.0,0.0,180000
