time/steps,time/epochs,time/steps_per_second,time/dataset,time/preprocess,time/train_step,train/env_steps,train/q_loss,train/target_q,train/alpha_loss,train/actor_loss,train/entropy,train/alpha,train/reward,train/length,train/num_ep,eval/reward,eval/stddev,eval/length,eval/discount,eval/early_termination,step
11000,0,73.00769919526769,0.0006146430969238281,0.00013518333435058594,0.016239643096923828,10988.0,-20.413280487060547,0.0200625554472208,0.6129450251658758,-0.2647112434109052,4.027296304702759,0.06112210017939409,10.168176994795578,1000.0,11.0,31.57704486320015,1.2175942830086013,1000.0,1000.0,0.0,11000
12000,0,72.97878722709756,0.0005922317504882812,0.00013685226440429688,0.016167879104614258,11988.0,-19.81580680847168,0.03447564013302326,0.5847295870383581,-0.26673158009847003,4.009016950925191,0.05841498480488857,22.00665195824088,1000.0,12.0,34.375483897570255,1.250452199350906,1000.0,1000.0,0.0,12000
13000,0,72.71910199631888,0.0007579326629638672,0.0001709461212158203,0.016450881958007812,12988.0,-19.4336336517334,0.044487784057855605,0.5575588941574097,-0.2648317689696948,3.985316296418508,0.055832846400638424,20.179554978236393,1000.0,13.0,30.97207719934955,0.3194432679880768,1000.0,1000.0,0.0,13000
14000,0,69.87506697124701,0.000652313232421875,0.00014066696166992188,0.015477418899536133,13988.0,-19.420218811035156,0.04525496780872345,0.5320154627164205,-0.2567043925325076,3.9680485924084983,0.05336727915952603,16.906589140003273,1000.0,14.0,31.79628737152509,0.5261965364319178,1000.0,1000.0,0.0,14000
15000,0,66.78440931130743,0.0005929470062255859,0.00015878677368164062,0.015437841415405273,14988.0,-19.04967918395996,0.05344554230570793,0.5067117611567179,-0.25158751880129177,3.931962529818217,0.05101371556520462,16.961954432366067,1000.0,15.0,32.773445656301355,0.7523094801522299,1000.0,1000.0,0.0,15000
16000,0,67.99177803282302,0.0006587505340576172,0.00013446807861328125,0.01565837860107422,15988.0,-18.739624404907225,0.06239534318447113,0.4824327950676282,-0.2502981200814247,3.891866167386373,0.048766247307260834,28.68141276141284,1000.0,16.0,41.81786628971245,1.6784555714764962,1000.0,1000.0,0.0,16000
17000,0,65.65047802104921,0.0006413459777832031,0.00016498565673828125,0.015767574310302734,16988.0,-18.249710083007812,0.08496449649333954,0.458766703804334,-0.27035462359587353,3.839392284552256,0.04662133380770683,46.239465054122164,1000.0,17.0,46.89295534651473,3.752822179766603,1000.0,1000.0,0.0,17000
18000,0,65.7283375477491,0.0006604194641113281,0.00022077560424804688,0.016511917114257812,17988.0,-17.786966018676758,0.1016376331448555,0.43632818510135013,-0.27467411756515503,3.7880064447720847,0.04457383478681246,37.62775753138963,1000.0,18.0,66.99330201263221,6.736041647430058,1000.0,1000.0,0.0,18000
19000,0,66.3640155262187,0.0005981922149658203,0.0002346038818359375,0.016457557678222656,18988.0,-17.5343074798584,0.13940705507993698,0.41427307575941086,-0.30563657730817795,3.7189937233924866,0.042621284412841,65.74888788447747,1000.0,19.0,76.61289905970075,27.993164741145318,1000.0,1000.0,0.0,19000
20000,0,66.02233704022254,0.0006453990936279297,0.0001842975616455078,0.016054391860961914,19988.0,-17.22931671142578,0.18098758280277252,0.3923431510726611,-0.34222769488890964,3.624901552995046,0.040759725806613765,72.51014776553136,1000.0,20.0,79.60175370205363,27.36561063868065,1000.0,1000.0,0.0,20000
21000,0,66.32317316146008,0.0007004737854003906,0.00019741058349609375,0.016060829162597656,20988.0,-16.831979217529298,0.2592737281322479,0.3710110584894816,-0.40710655103127164,3.5158830086390176,0.038985202088952065,119.61633036773938,1000.0,21.0,96.48285689056459,17.505803312891867,1000.0,1000.0,0.0,21000
22000,0,68.01069672022162,0.0006744861602783203,0.00023698806762695312,0.016579151153564453,21988.0,-16.162977676391602,0.18885157823562623,0.34840457886457443,-0.3287696987390518,3.3406545321146646,0.037296541345616184,42.87110257983709,1000.0,22.0,60.76509326089346,21.111401446616526,1000.0,1000.0,0.0,22000
23000,0,66.54511507948344,0.0006337165832519531,0.0001583099365234375,0.015196084976196289,22988.0,-15.715936164855957,0.10362525448203087,0.3277057061592738,-0.23204594105482101,3.181774298350016,0.03568774523834387,68.97325569757908,1000.0,23.0,81.34476093721041,39.26912157789602,1000.0,1000.0,0.0,23000
24000,0,66.91960465091049,0.0007126331329345703,0.00018835067749023438,0.015343189239501953,23988.0,-15.428130264282226,0.13093822896480561,0.3099921892086665,-0.27064967155456543,3.0762654344240823,0.03415114680926005,114.501040378456,1000.0,24.0,53.899264979388626,16.35116095318508,1000.0,1000.0,0.0,24000
25000,0,65.50541715836418,0.0006554126739501953,0.00015687942504882812,0.01623678207397461,24988.0,-15.478725776672363,0.02592962983995676,0.2945821036895116,-0.15035241780181727,3.0141334732373557,0.03267712301264206,46.96111101427039,1000.0,25.0,56.09590970314541,11.700063627046996,1000.0,1000.0,0.0,25000
26000,0,65.59113755000297,0.0006811618804931641,0.00018548965454101562,0.015990257263183594,25988.0,-15.18802921295166,0.03590411888435483,0.28012261042992276,-0.14692863201101622,2.9595093528429666,0.03126262438793977,92.3138469996491,1000.0,26.0,69.39597987421257,20.073150166578397,1000.0,1000.0,0.0,26000
27000,0,64.90564449388098,0.0006966590881347656,0.0001366138458251953,0.016409635543823242,26988.0,-15.1901810836792,0.09223016005009413,0.26467573394378024,-0.1980872924129168,2.8480972051620483,0.02991063194349408,98.056493724309,1000.0,27.0,93.61247282038222,16.759328791779694,1000.0,1000.0,0.0,27000
28000,0,67.28373712413511,0.0006966590881347656,0.00014495849609375,0.01596546173095703,27988.0,-15.05444538116455,0.11440831191837787,0.2500310018658638,-0.24618305017550787,2.7357537945111594,0.02861903716499607,111.97061811389008,1000.0,28.0,112.13033541901663,3.6311238738592553,1000.0,1000.0,0.0,28000
29000,0,65.37966088590657,0.00080108642578125,0.0002262592315673828,0.016016721725463867,28988.0,-15.194269371032714,0.1495234912633896,0.23574354127049446,-0.2592327569921811,2.60808128118515,0.027383893728256226,105.34589971134088,1000.0,29.0,133.19072565143915,7.423255181103989,1000.0,1000.0,0.0,29000
30000,0,66.2082621417215,0.0007734298706054688,0.00017023086547851562,0.015355587005615234,29988.0,-15.05509521484375,0.1759821455180645,0.2230752930045128,-0.27653996646404266,2.5128852327664695,0.026202112591514986,124.83521941901158,1000.0,30.0,130.4212201832417,5.494324257111654,1000.0,1000.0,0.0,30000
31000,0,66.75707026141919,0.0006811618804931641,0.00014138221740722656,0.015663862228393555,30988.0,-15.10345703125,0.21345271706581115,0.2112706402937571,-0.3160574783881505,2.425792614618937,0.025072066423793633,136.38346587392752,1000.0,31.0,164.76262503090376,9.676736393044035,1000.0,1000.0,0.0,31000
32000,0,66.44227259824,0.0005860328674316406,0.0001354217529296875,0.015756845474243164,31988.0,-14.959773330688476,0.22513581991195677,0.19690620402495065,-0.31459535906712216,2.2052651047706604,0.023995372311522562,127.87126124744186,1000.0,32.0,195.37217798651494,3.8300919753588896,1000.0,1000.0,0.0,32000
33000,0,67.07851231474783,0.0007281303405761719,0.00015425682067871094,0.01590895652770996,32988.0,-15.041387481689453,0.26020988047122956,0.18687755117813745,-0.3359302605191867,2.1360990603764853,0.02296693840374549,138.14743115612143,1000.0,33.0,194.52359802085007,5.155592057858841,1000.0,1000.0,0.0,33000
34000,0,67.4297649485809,0.0006210803985595703,0.0001862049102783203,0.015533924102783203,33988.0,-14.868954200744628,0.31016929030418394,0.1751092659930388,-0.3886244346698125,1.9643640617529552,0.021984661153207224,157.22053085048705,1000.0,34.0,215.58313063547024,3.615736511707296,1000.0,1000.0,0.0,34000
35000,0,67.75484410407579,0.0006899833679199219,0.00018310546875,0.016242265701293945,34988.0,-14.949047470092774,0.35189387798309324,0.16459426283836365,-0.41778914382060367,1.8198307355244954,0.02104643437390526,162.86002444518553,1000.0,35.0,223.58756931276722,6.435694647400802,1000.0,1000.0,0.0,35000
36000,0,67.065555746721,0.0007162094116210938,0.0001647472381591797,0.016051769256591797,35988.0,-15.014538917541504,0.3925504052639008,0.15573517233133316,-0.48363223671913147,1.729291170835495,0.020146909014632303,161.8675861101466,1000.0,36.0,203.5284778803074,2.4178615863250466,1000.0,1000.0,0.0,36000
37000,0,67.94388895980488,0.0007224082946777344,0.0001544952392578125,0.015618562698364258,36988.0,-14.984913291931152,0.4276012289524078,0.14611454556385675,-0.5219938829541206,1.5753209392229717,0.019286545924842358,165.25006045317713,1000.0,37.0,226.35155724052788,14.241698071147521,1000.0,1000.0,0.0,37000
38000,0,64.32042437975313,0.0008051395416259766,0.0001461505889892578,0.016296863555908203,37988.0,-14.881308364868165,0.42009266376495363,0.13839906826615334,-0.48576481888691586,1.4948396186033885,0.018464266632994015,124.72753637291197,1000.0,38.0,151.0940431352539,58.65193537874277,1000.0,1000.0,0.0,38000
39000,0,65.21518206373521,0.0007829666137695312,0.00017547607421875,0.015607357025146484,38988.0,-14.85082504272461,0.35615493178367613,0.129746712744236,-0.4346597840388616,1.3399603068828583,0.017675199080258608,55.481193866942455,1000.0,39.0,187.00303404117471,28.230944954017378,1000.0,1000.0,0.0,39000
40000,0,65.11547611580959,0.0007333755493164062,0.0001723766326904297,0.016847610473632812,39988.0,-14.762235412597656,0.28500410079956057,0.12257721647620201,-0.3544721230864525,1.2443299889564514,0.01691888381416599,89.98618745143524,1000.0,40.0,72.11773928587044,48.927688404592686,1000.0,1000.0,0.0,40000
41000,0,66.37560998150987,0.000606536865234375,0.00014162063598632812,0.015556573867797852,40988.0,-14.565488624572755,0.2816115039587021,0.11538567952811718,-0.3484744628270467,1.1231010407209396,0.016197351428369682,94.26268875862802,1000.0,41.0,143.1053276748998,60.32141803610516,1000.0,1000.0,0.0,41000
42000,0,61.550165178456126,0.0007216930389404297,0.00020647048950195312,0.015444517135620117,41988.0,-14.559315376281738,0.3198575359582901,0.10730356847246487,-0.38048723340034485,0.9183818201224009,0.015508592516804734,164.54756789285975,1000.0,42.0,228.19414973921738,34.31223322641978,1000.0,1000.0,0.0,42000
43000,0,64.56955518280142,0.0007002353668212891,0.00032901763916015625,0.01616644859313965,42988.0,-14.416062698364257,0.3502167987823486,0.10117294639348984,-0.4209060271581014,0.8114554584026337,0.014851985732093453,211.36985976647077,1000.0,43.0,193.18906656622227,47.599673265196266,1000.0,1000.0,0.0,43000
44000,0,62.13997281091735,0.0006978511810302734,0.0002071857452392578,0.016202926635742188,43988.0,-14.288787803649903,0.33156186223030093,0.0938335694372654,-0.40612783655524254,0.5950981552402178,0.014226529824857911,141.29697273804575,1000.0,44.0,74.12321161979727,23.05308100123244,1000.0,1000.0,0.0,44000
45000,0,65.89794445994626,0.000690460205078125,0.00020694732666015625,0.015790939331054688,44988.0,-14.072249336242676,0.35774934947490694,0.0866095752765735,-0.4574165989955266,0.35420897354682285,0.013629131019115448,208.94623430939552,1000.0,45.0,147.34018462150397,62.95823853425491,1000.0,1000.0,0.0,45000
46000,0,65.93556955148198,0.0006809234619140625,0.00023937225341796875,0.015972614288330078,45988.0,-13.807785911560059,0.39194569885730746,0.0803851926078399,-0.46385903656482697,0.15293768234550953,0.013063481620823344,218.4519338649217,1000.0,46.0,179.45372227141408,38.39260930618312,1000.0,1000.0,0.0,46000
47000,0,64.54721731475952,0.0007627010345458984,0.00023317337036132812,0.015918254852294922,46988.0,-13.627238616943359,0.431775666475296,0.07455414161086082,-0.544081062078476,-0.048249201073000826,0.012525381132339438,231.2959258729224,1000.0,47.0,240.35084118928708,14.050140769578059,1000.0,1000.0,0.0,47000
48000,0,65.6646616965116,0.0006082057952880859,0.00019049644470214844,0.015000104904174805,47988.0,-13.490055274963378,0.44016145706176757,0.06787454647322495,-0.5214002827803293,-0.3508765647808711,0.012014098543052873,192.8191369863769,1000.0,48.0,185.42551728690867,25.925323159066654,1000.0,1000.0,0.0,48000
49000,0,68.36801691048514,0.0006837844848632812,0.00018596649169921875,0.016604185104370117,48988.0,-13.558241081237792,0.4811379837989807,0.061334763964017235,-0.5739709734916687,-0.6794302562872568,0.011526920910303792,197.00419443869237,1000.0,49.0,210.74520613361943,12.661865015003919,1000.0,1000.0,0.0,49000
50000,0,68.71807642652581,0.0007216930389404297,0.0002808570861816406,0.01561117172241211,49988.0,-13.491283264160156,0.4560080933570862,0.05578191174815098,-0.5419789925217628,-0.9581873168547949,0.011063044347489873,195.03584665531017,1000.0,50.0,219.2775538364453,20.147648331308563,1000.0,1000.0,0.0,50000
51000,0,67.79058784435091,0.0006473064422607422,0.0001800060272216797,0.01571202278137207,50988.0,-13.409327583312988,0.4733662736415863,0.05224278662353754,-0.5634428833921751,-1.0819620788097382,0.010621794654677311,195.37185223888886,1000.0,51.0,221.91970725625438,8.899658025374693,1000.0,1000.0,0.0,51000
52000,0,66.41554942295183,0.0006678104400634766,0.00014138221740722656,0.016397714614868164,51988.0,-13.34748779296875,0.48365678668022155,0.047943223578234516,-0.5831970696647962,-1.299782782793045,0.010199354107802113,228.17572862991798,1000.0,52.0,209.17509612872217,31.781559917624215,1000.0,1000.0,0.0,52000
53000,0,68.17971090256633,0.0006029605865478516,0.00016355514526367188,0.01560521125793457,52988.0,-13.202651062011718,0.48242358684539793,0.043129965042074524,-0.577259878317515,-1.5971928338209789,0.009795253708337745,208.86817347477526,1000.0,53.0,232.63830116272484,29.08460027900267,1000.0,1000.0,0.0,53000
54000,0,66.40747357668099,0.0007050037384033203,0.0002741813659667969,0.01567816734313965,53988.0,-13.049143524169923,0.46988582611083984,0.039039175336559616,-0.5711296796798706,-1.8508424659570057,0.009408259919534126,198.2527498688238,1000.0,54.0,188.58644190808624,12.501796372624684,1000.0,1000.0,0.0,54000
55000,0,67.7295046706395,0.0007007122039794922,0.00016307830810546875,0.015982866287231445,54988.0,-13.037471733093263,0.4349655032157898,0.03622204624116421,-0.5615515112876892,-1.9928992489973705,0.009038714924827218,161.8697354182476,1000.0,55.0,175.76791380333052,13.004102295064985,1000.0,1000.0,0.0,55000
56000,0,64.56728889381498,0.0007219314575195312,0.00015974044799804688,0.015281200408935547,55988.0,-12.99117301940918,0.4647820699214935,0.03342126635834575,-0.5635354121526083,-2.1513672868410745,0.008683332552512487,159.37642565795792,1000.0,56.0,128.38274649770048,6.662973635470696,1000.0,1000.0,0.0,56000
57000,0,66.26378341623342,0.0006735324859619141,0.0001277923583984375,0.015630483627319336,56988.0,-13.025255889892579,0.4428342950344086,0.03017399599775672,-0.5843775744239489,-2.383373220761617,0.008342438532660404,139.24647513210462,1000.0,57.0,156.8264381322365,6.342721181528437,1000.0,1000.0,0.0,57000
58000,0,64.24247771128331,0.0006697177886962891,0.00013566017150878906,0.01599907875061035,57988.0,-12.896144943237305,0.37660220861434934,0.02681344250837962,-0.4807528257369995,-2.6553019682566323,0.008015965266774098,115.99213121721212,1000.0,58.0,130.91538181265398,4.642243283127904,1000.0,1000.0,0.0,58000
59000,0,67.47397919622662,0.0005776882171630859,0.00015616416931152344,0.015553712844848633,58988.0,-12.977221221923829,0.3789194220304489,0.02468744929259022,-0.5034154330690702,-2.79553359746933,0.007703575150420268,119.73260715296823,1000.0,59.0,138.59239956628198,6.867221658672837,1000.0,1000.0,0.0,59000
60000,0,66.2189658591296,0.0006532669067382812,0.00015020370483398438,0.015705585479736328,59988.0,-13.042527770996093,0.3716856127977371,0.02317734155803919,-0.4912148689230283,-2.8718234101931253,0.007408623700030148,113.9824453261457,1000.0,60.0,111.72643691603052,3.090062935441108,1000.0,1000.0,0.0,60000
61000,0,67.01043906709825,0.0006515979766845703,0.00020647048950195312,0.016509294509887695,60988.0,-12.905365104675292,0.32257079482078554,0.019739887211471796,-0.4335317835211754,-3.2306397954622903,0.0071273746046548086,107.26364473847879,1000.0,61.0,112.60290889494259,4.764364097713823,1000.0,1000.0,0.0,61000
62000,0,67.27449919898784,0.0006861686706542969,0.0001933574676513672,0.01619577407836914,61988.0,-13.066249656677247,0.3198839920759201,0.017261186769853037,-0.42767367015282315,-3.483324944972992,0.006858178065158427,114.33627094622734,1000.0,62.0,95.48342297708089,2.900944945015007,1000.0,1000.0,0.0,62000
63000,0,68.06707415235533,0.0008103847503662109,0.00022721290588378906,0.01627969741821289,62988.0,-13.005966720581055,0.25127024233341216,0.015754648484289646,-0.37619521220525104,-3.612541397412618,0.006598449544981122,115.38898515291389,1000.0,63.0,126.78492954236549,3.897048122105003,1000.0,1000.0,0.0,63000
64000,0,67.21287727183571,0.0007152557373046875,0.00013756752014160156,0.016196012496948242,63988.0,-13.028481903076171,0.24597814291715622,0.014195447011540333,-0.353271455814441,-3.7644124627113342,0.006349206242399911,126.3684469759399,1000.0,64.0,127.13679075346445,3.284134252504804,1000.0,1000.0,0.0,64000
65000,0,67.55374594932387,0.0007421970367431641,0.0002117156982421875,0.015297412872314453,64988.0,-12.96935214996338,0.2397623984515667,0.01318710227496922,-0.3934057379762332,-3.8412545919418335,0.006108203320764005,127.78796355593191,1000.0,65.0,116.89729692775609,3.648084779025121,1000.0,1000.0,0.0,65000
66000,0,68.37278692971383,0.0007069110870361328,0.0001862049102783203,0.015761613845825195,65988.0,-13.040217399597168,0.22244865089654922,0.011412368311236301,-0.3324321967860063,-4.058729191621144,0.005878313638580342,132.79421009311443,1000.0,66.0,133.55527799007123,3.6225069962242906,1000.0,1000.0,0.0,66000
67000,0,68.84178239038636,0.0008695125579833984,0.00013756752014160156,0.01564478874206543,66988.0,-12.96212257385254,0.193102188706398,0.011334585802008709,-0.34416769569118816,-3.9966999292373657,0.005657443582701187,127.36378289334749,1000.0,67.0,136.8126379671132,3.4137518245453777,1000.0,1000.0,0.0,67000
68000,0,68.04052936042645,0.0006706714630126953,0.00012922286987304688,0.015136957168579102,67988.0,-12.97191421508789,0.16604278594255448,0.009422021607557932,-0.3042052860061328,-4.26991605758667,0.005445632423895101,137.9050492162971,1000.0,68.0,141.83978328978273,5.119403614561405,1000.0,1000.0,0.0,68000
69000,0,67.1147915783922,0.0006153583526611328,0.0001723766326904297,0.015508413314819336,68988.0,-12.910484237670898,0.10957858338952065,0.009130625442291299,-0.262820603325963,-4.258724570274353,0.005243286063584189,147.9614151503577,1000.0,69.0,139.69133403458451,4.952941310986029,1000.0,1000.0,0.0,69000
70000,0,67.11328810795207,0.0008447170257568359,0.0001811981201171875,0.01576089859008789,69988.0,-12.82982307434082,0.09327279679477214,0.008030927351986369,-0.24104735627770424,-4.409071286519368,0.005047579645179212,146.8893348919626,1000.0,70.0,157.0542008283491,10.178235574793833,1000.0,1000.0,0.0,70000
71000,0,67.25516820270143,0.0007457733154296875,0.0001823902130126953,0.01589488983154297,70988.0,-12.861757926940918,0.09644356802105904,0.006501169331992666,-0.2260924056172371,-4.662487149238586,0.004860257147811353,159.55816410863542,1000.0,71.0,158.76560364789322,5.325666971954328,1000.0,1000.0,0.0,71000
72000,0,66.80019366511225,0.0006473064422607422,0.00013399124145507812,0.015584707260131836,71988.0,-12.740398597717284,0.07243075877428055,0.00544777341807882,-0.1611976269632578,-4.837472319602966,0.004685626520464818,162.4492038131791,1000.0,72.0,162.15144419222514,4.782127549895733,1000.0,1000.0,0.0,72000
73000,0,67.97630693372903,0.0008115768432617188,0.0001811981201171875,0.01589655876159668,72988.0,-12.803192100524903,0.0007079049199819565,0.004901235729145507,-0.14688493373493353,-4.915976206461589,0.004520933919896682,162.47932171785476,1000.0,73.0,158.61419049244788,4.630390744479702,1000.0,1000.0,0.0,73000
74000,0,67.99574611573678,0.0006539821624755859,0.0001468658447265625,0.015511035919189453,73988.0,-12.619210052490235,0.010674968063831329,0.0040011825622059405,-0.1535832748437921,-5.084274411201477,0.004369122364247839,183.3467811734453,1000.0,74.0,174.0379545884012,5.515248584396237,1000.0,1000.0,0.0,74000
75000,0,63.880925082274615,0.0007002353668212891,0.00014472007751464844,0.01651597023010254,74988.0,-12.591444358825683,-0.0063062484562397,0.004528509142498176,-0.14016361410419145,-4.928327441215515,0.004225257861738403,170.0687927958686,1000.0,75.0,177.71592436752698,2.9963011763838434,1000.0,1000.0,0.0,75000
76000,0,67.03940045482473,0.0006678104400634766,0.0001366138458251953,0.016326189041137695,75988.0,-12.606541290283204,-0.05040404781699181,0.002912070252932608,-0.08761289389804006,-5.288905779520671,0.004094851125652592,171.54868009838484,1000.0,76.0,190.21746905442373,9.363314014935032,1000.0,1000.0,0.0,76000
77000,0,66.09766490755192,0.0006301403045654297,0.0001823902130126953,0.015932798385620117,76988.0,-12.59287311553955,-0.07433578446507454,0.0020757663975624987,-0.014689195280273756,-5.477230072021484,0.003970646299421787,169.00302659856703,1000.0,77.0,175.14117279877897,4.894684367004881,1000.0,1000.0,0.0,77000
78000,0,66.81185590329326,0.0006802082061767578,0.00019121170043945312,0.015805959701538086,77988.0,-12.490593414306641,-0.11393755324184894,0.0018987514292045187,-0.02791273919865489,-5.507596890131633,0.003856037374741087,179.50240432015298,1000.0,78.0,193.994219588842,5.955183844327948,1000.0,1000.0,0.0,78000
79000,0,67.61263764961073,0.0007228851318359375,0.0002288818359375,0.01600956916809082,78988.0,-12.625478401184083,-0.09633626267313958,0.0018587407539598644,-0.02427976547429959,-5.505476792653401,0.0037584921616750457,196.14389849257714,1000.0,79.0,200.96975323142837,5.755370762886604,1000.0,1000.0,0.0,79000
80000,0,66.51176922437737,0.0007176399230957031,0.00015115737915039062,0.01598358154296875,79988.0,-12.429358444213868,-0.1670878928899765,0.0011059754639669943,0.05727506491045157,-5.698708136876424,0.0036708853828410306,192.45387258061504,1000.0,80.0,202.90248307436894,7.750590370588965,1000.0,1000.0,0.0,80000
81000,0,68.64668146647752,0.0007925033569335938,0.00016355514526367188,0.016315698623657227,80988.0,-12.396950645446777,-0.20574114687740802,0.0006303843256318942,0.0810023988597095,-5.824868480364482,0.0035993807250633836,206.7697320147611,1000.0,81.0,197.27676604297721,5.4325492545352825,1000.0,1000.0,0.0,81000
82000,0,67.20878464430638,0.0006604194641113281,0.00014162063598632812,0.015549659729003906,81988.0,-12.53356346130371,-0.16872019797563553,0.00043402896699262783,0.04653208485494057,-5.877585768699646,0.003545360562081138,202.23813379531111,1000.0,82.0,190.7319276930445,4.455304985931371,1000.0,1000.0,0.0,82000
83000,0,67.79396266914935,0.000713348388671875,0.00012755393981933594,0.01555013656616211,82988.0,-12.358818397521972,-0.21833579391241073,0.00013801761087961495,0.07702426069105665,-5.960631489753723,0.0035056950097593167,201.8758535754304,1000.0,83.0,199.58324285188712,5.457104440752821,1000.0,1000.0,0.0,83000
84000,0,66.92105674634705,0.00070953369140625,0.00014543533325195312,0.01691126823425293,83988.0,-12.271215515136719,-0.2404468959569931,0.00040695657541315694,0.13174275308847427,-5.882984002431233,0.003476845915429294,209.05869252328745,1000.0,84.0,199.8181397513823,4.577164452182738,1000.0,1000.0,0.0,84000
85000,0,66.6213449865115,0.0006773471832275391,0.0001347064971923828,0.01608443260192871,84988.0,-12.134416084289551,-0.2580160765349865,0.000445896770543186,0.13684694468975067,-5.871067961057027,0.0034583869855850935,209.983615212402,1000.0,85.0,202.45413015412043,7.731781376520072,1000.0,1000.0,0.0,85000
86000,0,67.23615010047821,0.0006532669067382812,0.0001354217529296875,0.01572585105895996,85988.0,-12.157834815979005,-0.2448657712340355,-0.00038922277296175406,0.11285545180241267,-6.112783908843994,0.003451164229772985,208.0316797119329,1000.0,86.0,232.95175522450933,8.761273274801479,1000.0,1000.0,0.0,86000
87000,0,67.63845688417342,0.0006840229034423828,0.00013256072998046875,0.015538930892944336,86988.0,-12.175646591186524,-0.2885116395354271,-0.00013628211308969185,0.15618095391740403,-6.039054234822591,0.003488759665439526,192.64112467095302,1000.0,87.0,226.54216207942113,8.350882192673723,1000.0,1000.0,0.0,87000
88000,0,66.7092489152978,0.0007309913635253906,0.00013828277587890625,0.01533365249633789,87988.0,-12.09778709411621,-0.30818481028079986,-0.00035633012278897996,0.16907683084718883,-6.101452151934306,0.0035122844080130258,217.54563791215628,1000.0,88.0,219.01815212298501,10.10618502738079,1000.0,1000.0,0.0,88000
89000,0,66.39616228236808,0.0006606578826904297,0.0001277923583984375,0.015920639038085938,88988.0,-12.084106979370118,-0.33357682943344114,0.00014385375834535807,0.21336088639994463,-5.959506511688232,0.0035523392531710365,221.65965443749172,1000.0,89.0,211.84634067047264,19.097384860976668,1000.0,1000.0,0.0,89000
90000,0,65.87219521633537,0.0006699562072753906,0.00013518333435058594,0.01514577865600586,89988.0,-12.104214134216308,-0.33559940874576566,-0.00036697869290946983,0.19218560742835203,-6.102939486503601,0.0035649873316287994,212.8999645774261,1000.0,90.0,210.16842425111417,10.171820715248062,1000.0,1000.0,0.0,90000
