trial_id,reward,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/total_timesteps,config/num_envs,config/num_steps,config/anneal_lr,config/gamma,config/num_minibatches,config/policy_lr_start,config/q_lr_start,config/alpha,config/eta,config/update_epochs,config/saddle_point_optimization,config/use_kl_loss,config/q_histogram,config/policy_activation,config/num_hidden_layers,config/hidden_size,config/q_activation,config/q_hidden_size,config/q_num_hidden_layers,config/q_optimizer,config/actor_optimizer,config/eps,config/batch_size,config/minibatch_size,config/num_iterations,config/__trial_index__
3cd9b423,-155.9498748779297,1713664808,,True,58,2024-04-21_04-00-08,12.153732299804688,403.09593319892883,29006,Nicolass-Air.technicolor.net,127.0.0.1,403.09593319892883,58,"62_trial_index=1,actor_optimizer=Adam,alpha=8,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=4,num_iterations=0,num_minibatches=8,num_steps=128,policy_activation=ReLU,policy_lr_start=0.0010,q_activation=ReLU,q_hidden_size=512,q_histogram=False,q_lr_start=0.0010,q_num_hidden_layers=4,q_optimizer=Adam,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,True,0.99,8,0.001,0.001,8,,10,False,True,False,ReLU,4,64,ReLU,512,4,Adam,Adam,1e-08,0,0,0,1
e6370d7d,157.46397399902344,1713665204,,True,53,2024-04-21_04-06-44,20.10106897354126,647.859087228775,29123,Nicolass-Air.technicolor.net,127.0.0.1,647.859087228775,53,"63_trial_index=0,actor_optimizer=Adam,alpha=8,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=16,num_steps=128,policy_activation=ReLU,policy_lr_start=0.0025,q_activation=ReLU,q_hidden_size=512,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=4,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,True,0.99,16,0.0025,0.0025,8,,10,False,True,False,ReLU,8,64,ReLU,512,4,SGD,Adam,1e-06,0,0,0,0
60fd1146,-18.974594116210938,1713665484,,True,53,2024-04-21_04-11-24,22.19479990005493,658.6998677253723,29327,Nicolass-Air.technicolor.net,127.0.0.1,658.6998677253723,53,"64_trial_index=1,actor_optimizer=Adam,alpha=8,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=16,num_steps=128,policy_activation=ReLU,policy_lr_start=0.0025,q_activation=ReLU,q_hidden_size=512,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=4,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,True,0.99,16,0.0025,0.0025,8,,10,False,True,False,ReLU,8,64,ReLU,512,4,SGD,Adam,1e-06,0,0,0,1
b289c04a,-64.38864135742188,1713666868,,True,16,2024-04-21_04-34-28,0.0006856918334960938,1956.9811182022095,29435,Nicolass-Air.technicolor.net,127.0.0.1,1956.9811182022095,16,"65_trial_index=0,actor_optimizer=RMSprop,alpha=12,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=16,num_steps=128,policy_activation=ReLU,policy_lr_start=0.0003,q_activation=ReLU,q_hidden_size=512,q_histogram=False,q_lr_start=0.0003,q_num_hidden_layers=2,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=300,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,True,0.99,16,0.00025,0.00025,12,,300,False,True,False,ReLU,8,256,ReLU,512,2,RMSprop,RMSprop,1e-08,0,0,0,0
7f46a8ed,-79.63814544677734,1713666108,,True,7,2024-04-21_04-21-48,0.0011479854583740234,887.8512275218964,29675,Nicolass-Air.technicolor.net,127.0.0.1,887.8512275218964,7,"66_trial_index=1,actor_optimizer=RMSprop,alpha=12,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=16,num_steps=128,policy_activation=ReLU,policy_lr_start=0.0003,q_activation=ReLU,q_hidden_size=512,q_histogram=False,q_lr_start=0.0003,q_num_hidden_layers=2,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=300,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,True,0.99,16,0.00025,0.00025,12,,300,False,True,False,ReLU,8,256,ReLU,512,2,RMSprop,RMSprop,1e-08,0,0,0,1
43dabd58,-96.59552764892578,1713666803,,True,50,2024-04-21_04-33-23,28.39936590194702,1407.613154888153,29819,Nicolass-Air.technicolor.net,127.0.0.1,1407.613154888153,50,"67_trial_index=0,actor_optimizer=SGD,alpha=8,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,minibatch_size=0,num_envs=4,num_hidden_layers=4,num_iterations=0,num_minibatches=8,num_steps=500,policy_activation=Tanh,policy_lr_start=0.0010,q_activation=ReLU,q_hidden_size=128,q_histogram=False,q_lr_start=0.0010,q_num_hidden_layers=2,q_optimizer=Adam,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=100,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,500,True,0.99,8,0.001,0.001,8,,100,False,True,False,Tanh,4,256,ReLU,128,2,Adam,SGD,0.0001,0,0,0,0
03a1ed18,-86.18115234375,1713666902,,True,50,2024-04-21_04-35-02,28.2298367023468,1402.551500082016,29919,Nicolass-Air.technicolor.net,127.0.0.1,1402.551500082016,50,"68_trial_index=1,actor_optimizer=SGD,alpha=8,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,minibatch_size=0,num_envs=4,num_hidden_layers=4,num_iterations=0,num_minibatches=8,num_steps=500,policy_activation=Tanh,policy_lr_start=0.0010,q_activation=ReLU,q_hidden_size=128,q_histogram=False,q_lr_start=0.0010,q_num_hidden_layers=2,q_optimizer=Adam,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=100,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,500,True,0.99,8,0.001,0.001,8,,100,False,True,False,Tanh,4,256,ReLU,128,2,Adam,SGD,0.0001,0,0,0,1
3a31207f,-206.2228240966797,1713672873,,True,97,2024-04-21_06-14-33,33.44865798950195,6749.890371322632,30394,Nicolass-Air.technicolor.net,127.0.0.1,6749.890371322632,97,"69_trial_index=0,actor_optimizer=Adam,alpha=12,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=256,policy_activation=ReLU,policy_lr_start=0.0003,q_activation=Tanh,q_hidden_size=64,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=8,q_optimizer=Adam,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=300,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,256,False,0.99,4,0.00025,0.0025,12,,300,False,False,False,ReLU,2,512,Tanh,64,8,Adam,Adam,1e-06,0,0,0,0
48d6a887,-149.45977783203125,1713674598,,True,96,2024-04-21_06-43-18,934.8023602962494,7748.85075712204,30902,Nicolass-Air.technicolor.net,127.0.0.1,7748.85075712204,96,"70_trial_index=1,actor_optimizer=Adam,alpha=12,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=256,policy_activation=ReLU,policy_lr_start=0.0003,q_activation=Tanh,q_hidden_size=64,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=8,q_optimizer=Adam,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=300,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,256,False,0.99,4,0.00025,0.0025,12,,300,False,False,False,ReLU,2,512,Tanh,64,8,Adam,Adam,1e-06,0,0,0,1
e7dec450,-160.15029907226562,1713667099,,True,97,2024-04-21_04-38-19,2.2266528606414795,216.96776747703552,30935,Nicolass-Air.technicolor.net,127.0.0.1,216.96776747703552,97,"71_trial_index=0,actor_optimizer=SGD,alpha=8,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=16,num_steps=256,policy_activation=ReLU,policy_lr_start=0.0025,q_activation=ReLU,q_hidden_size=128,q_histogram=False,q_lr_start=0.0010,q_num_hidden_layers=2,q_optimizer=Adam,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,256,True,0.99,16,0.0025,0.001,8,,10,False,True,False,ReLU,8,256,ReLU,128,2,Adam,SGD,1e-06,0,0,0,0
8c4286a7,-125.94278717041016,1713667160,,True,97,2024-04-21_04-39-20,2.3249599933624268,215.96398901939392,30975,Nicolass-Air.technicolor.net,127.0.0.1,215.96398901939392,97,"72_trial_index=1,actor_optimizer=SGD,alpha=8,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=16,num_steps=256,policy_activation=ReLU,policy_lr_start=0.0025,q_activation=ReLU,q_hidden_size=128,q_histogram=False,q_lr_start=0.0010,q_num_hidden_layers=2,q_optimizer=Adam,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,256,True,0.99,16,0.0025,0.001,8,,10,False,True,False,ReLU,8,256,ReLU,128,2,Adam,SGD,1e-06,0,0,0,1
9949262b,-11111.0,1713667131,,True,3,2024-04-21_04-38-51,6.71566104888916,16.021201848983765,31126,Nicolass-Air.technicolor.net,127.0.0.1,16.021201848983765,3,"73_trial_index=0,actor_optimizer=SGD,alpha=4,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=4,num_iterations=0,num_minibatches=16,num_steps=256,policy_activation=ReLU,policy_lr_start=0.0025,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=4,q_optimizer=Adam,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,256,False,0.99,16,0.0025,0.0025,4,,50,False,False,False,ReLU,4,128,Tanh,128,4,Adam,SGD,1e-06,0,0,0,0
8c3232d2,-11111.0,1713667158,,True,3,2024-04-21_04-39-18,3.3190348148345947,12.721001625061035,31163,Nicolass-Air.technicolor.net,127.0.0.1,12.721001625061035,3,"74_trial_index=1,actor_optimizer=SGD,alpha=4,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=4,num_iterations=0,num_minibatches=16,num_steps=256,policy_activation=ReLU,policy_lr_start=0.0025,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=4,q_optimizer=Adam,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,256,False,0.99,16,0.0025,0.0025,4,,50,False,False,False,ReLU,4,128,Tanh,128,4,Adam,SGD,1e-06,0,0,0,1
38d1a70e,-11111.0,1713667375,,True,20,2024-04-21_04-42-55,1.6167340278625488,203.5462737083435,31196,Nicolass-Air.technicolor.net,127.0.0.1,203.5462737083435,20,"75_trial_index=0,actor_optimizer=RMSprop,alpha=8,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=8,num_steps=128,policy_activation=ReLU,policy_lr_start=0.0010,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0003,q_num_hidden_layers=8,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=100,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,True,0.99,8,0.001,0.00025,8,,100,False,False,False,ReLU,2,128,ReLU,64,8,RMSprop,RMSprop,1e-06,0,0,0,0
c69c3276,-11111.0,1713667517,,True,50,2024-04-21_04-45-17,4.310617208480835,332.3211522102356,31206,Nicolass-Air.technicolor.net,127.0.0.1,332.3211522102356,50,"76_trial_index=1,actor_optimizer=RMSprop,alpha=8,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=8,num_steps=128,policy_activation=ReLU,policy_lr_start=0.0010,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0003,q_num_hidden_layers=8,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=100,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,True,0.99,8,0.001,0.00025,8,,100,False,False,False,ReLU,2,128,ReLU,64,8,RMSprop,RMSprop,1e-06,0,0,0,1
c7b6674d,-762.81982421875,1713680364,,True,91,2024-04-21_08-19-24,74.86527991294861,12974.452457666397,31367,Nicolass-Air.technicolor.net,127.0.0.1,12974.452457666397,91,"77_trial_index=0,actor_optimizer=SGD,alpha=8,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=4,num_steps=256,policy_activation=Tanh,policy_lr_start=0.0010,q_activation=ReLU,q_hidden_size=256,q_histogram=False,q_lr_start=0.0010,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=300,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,256,True,0.99,4,0.001,0.001,8,,300,False,False,False,Tanh,8,256,ReLU,256,2,SGD,SGD,1e-08,0,0,0,0
4f0b04cc,-675.0662231445312,1713679054,,True,97,2024-04-21_07-57-34,52.347317934036255,11520.907590866089,31490,Nicolass-Air.technicolor.net,127.0.0.1,11520.907590866089,97,"78_trial_index=1,actor_optimizer=SGD,alpha=8,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=256,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=4,num_steps=256,policy_activation=Tanh,policy_lr_start=0.0010,q_activation=ReLU,q_hidden_size=256,q_histogram=False,q_lr_start=0.0010,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=300,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,256,True,0.99,4,0.001,0.001,8,,300,False,False,False,Tanh,8,256,ReLU,256,2,SGD,SGD,1e-08,0,0,0,1
7863dfb6,-157.2111358642578,1713670390,,True,58,2024-04-21_05-33-10,12.74204683303833,1867.403175830841,32223,Nicolass-Air.technicolor.net,127.0.0.1,1867.403175830841,58,"79_trial_index=0,actor_optimizer=Adam,alpha=12,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=4,num_steps=256,policy_activation=ReLU,policy_lr_start=0.0025,q_activation=ReLU,q_hidden_size=512,q_histogram=False,q_lr_start=0.0003,q_num_hidden_layers=2,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,256,True,0.99,4,0.0025,0.00025,12,,50,False,True,False,ReLU,8,64,ReLU,512,2,RMSprop,Adam,1e-06,0,0,0,0
6ac4ee16,80.04590606689453,1713670667,,True,56,2024-04-21_05-37-47,14.264530897140503,623.285923242569,32424,Nicolass-Air.technicolor.net,127.0.0.1,623.285923242569,56,"80_trial_index=1,actor_optimizer=Adam,alpha=12,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=4,num_steps=256,policy_activation=ReLU,policy_lr_start=0.0025,q_activation=ReLU,q_hidden_size=512,q_histogram=False,q_lr_start=0.0003,q_num_hidden_layers=2,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,256,True,0.99,4,0.0025,0.00025,12,,50,False,True,False,ReLU,8,64,ReLU,512,2,RMSprop,Adam,1e-06,0,0,0,1
949a515a,-164.74118041992188,1713670772,,True,83,2024-04-21_05-39-32,5.993413925170898,361.18442583084106,32681,Nicolass-Air.technicolor.net,127.0.0.1,361.18442583084106,83,"81_trial_index=0,actor_optimizer=Adam,alpha=12,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=8,num_steps=128,policy_activation=Tanh,policy_lr_start=0.0025,q_activation=Tanh,q_hidden_size=512,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,False,0.99,8,0.0025,0.0025,12,,10,False,True,False,Tanh,2,128,Tanh,512,2,SGD,Adam,0.0001,0,0,0,0
525d56ef,-206.0040740966797,1713672918,,True,81,2024-04-21_06-15-18,3.199199914932251,2226.47815489769,32864,Nicolass-Air.technicolor.net,127.0.0.1,2226.47815489769,81,"82_trial_index=1,actor_optimizer=Adam,alpha=12,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=8,num_steps=128,policy_activation=Tanh,policy_lr_start=0.0025,q_activation=Tanh,q_hidden_size=512,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,False,0.99,8,0.0025,0.0025,12,,10,False,True,False,Tanh,2,128,Tanh,512,2,SGD,Adam,0.0001,0,0,0,1
e06a97dd,-185.16778564453125,1713672873,,True,50,2024-04-21_06-14-33,3.1574652194976807,2080.2847924232483,32941,Nicolass-Air.technicolor.net,127.0.0.1,2080.2847924232483,50,"83_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=500,policy_activation=Tanh,policy_lr_start=0.0025,q_activation=ReLU,q_hidden_size=512,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=4,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,500,True,0.99,4,0.0025,0.0025,4,,10,False,False,False,Tanh,2,128,ReLU,512,4,SGD,Adam,1e-06,0,0,0,0
dd5f3bdb,-659.9993286132812,1713673069,,True,50,2024-04-21_06-17-49,3.2282228469848633,175.70555353164673,33174,Nicolass-Air.technicolor.net,127.0.0.1,175.70555353164673,50,"84_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=500,policy_activation=Tanh,policy_lr_start=0.0025,q_activation=ReLU,q_hidden_size=512,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=4,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,500,True,0.99,4,0.0025,0.0025,4,,10,False,False,False,Tanh,2,128,ReLU,512,4,SGD,Adam,1e-06,0,0,0,1
b2b62677,-538.626220703125,1713673122,,True,50,2024-04-21_06-18-42,4.036300182342529,204.11007356643677,33194,Nicolass-Air.technicolor.net,127.0.0.1,204.11007356643677,50,"85_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=16,num_steps=500,policy_activation=Tanh,policy_lr_start=0.0025,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0010,q_num_hidden_layers=8,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,500,False,0.99,16,0.0025,0.001,4,,10,False,False,False,Tanh,8,64,Tanh,128,8,SGD,Adam,1e-06,0,0,0,0
e0440590,-245.74435424804688,1713673140,,True,50,2024-04-21_06-19-00,4.371899127960205,209.12797021865845,33202,Nicolass-Air.technicolor.net,127.0.0.1,209.12797021865845,50,"86_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=16,num_steps=500,policy_activation=Tanh,policy_lr_start=0.0025,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0010,q_num_hidden_layers=8,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,500,False,0.99,16,0.0025,0.001,4,,10,False,False,False,Tanh,8,64,Tanh,128,8,SGD,Adam,1e-06,0,0,0,1
c7f25eb2,-21.75653076171875,1713673433,,True,64,2024-04-21_06-23-53,7.088782072067261,345.19396018981934,33337,Nicolass-Air.technicolor.net,127.0.0.1,345.19396018981934,64,"87_trial_index=0,actor_optimizer=RMSprop,alpha=4,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=4,num_steps=256,policy_activation=ReLU,policy_lr_start=0.0003,q_activation=Tanh,q_hidden_size=512,q_histogram=False,q_lr_start=0.0010,q_num_hidden_layers=4,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,256,False,0.99,4,0.00025,0.001,4,,10,False,True,False,ReLU,8,128,Tanh,512,4,RMSprop,RMSprop,1e-06,0,0,0,0
