,Step,Reward
0,56.0,14.0
1,60.0,15.0
2,64.0,16.0
3,112.0,28.0
4,156.0,24.0
5,160.0,26.0
6,180.0,29.0
7,208.0,13.0
8,212.0,25.0
9,224.0,16.0
10,256.0,11.0
11,276.0,17.0
12,280.0,14.0
13,320.0,16.0
14,352.0,31.0
15,356.0,9.0
16,380.0,25.0
17,404.0,13.0
18,408.0,13.5
19,456.0,19.0
20,460.0,14.0
21,468.0,15.0
22,484.0,19.0
23,520.0,13.0
24,552.0,17.0
25,556.0,24.0
26,592.0,34.0
27,660.0,26.0
28,668.0,19.0
29,700.0,45.0
30,724.0,14.0
31,752.0,23.0
32,760.0,15.0
33,768.0,54.0
34,800.0,10.0
35,812.0,15.0
36,864.0,13.0
37,868.0,36.0
38,884.0,21.0
39,912.0,36.0
40,928.0,13.0
41,932.0,17.0
42,956.0,11.0
43,988.0,14.0
44,1020.0,23.0
45,1028.0,18.0
46,1056.0,20.5
47,1076.0,22.0
48,1132.0,19.0
49,1156.0,25.0
50,1164.0,34.0
51,1200.0,11.0
52,1204.0,18.0
53,1208.0,33.0
54,1248.0,12.0
55,1252.0,22.0
56,1288.0,21.0
57,1296.0,12.0
58,1312.0,15.0
59,1384.0,22.0
60,1392.0,46.0
61,1432.0,30.0
62,1448.0,40.0
63,1464.0,18.0
64,1480.0,24.0
65,1508.0,15.0
66,1516.0,13.0
67,1536.0,14.0
68,1564.0,33.0
69,1584.0,14.5
70,1664.0,20.0
71,1668.0,26.0
72,1704.0,49.0
73,1752.0,42.0
74,1760.0,14.0
75,1808.0,35.0
76,1888.0,56.0
77,1892.0,35.0
78,1916.0,27.0
79,1956.0,16.5
80,2004.0,12.0
81,2024.0,66.0
82,2040.0,21.0
83,2092.0,44.0
84,2096.0,16.0
85,2104.0,25.0
86,2156.0,15.0
87,2180.0,21.0
88,2228.0,18.0
89,2232.0,13.0
90,2312.0,55.0
91,2396.0,42.0
92,2404.0,75.0
93,2516.0,28.0
94,2532.0,34.0
95,2536.0,56.0
96,2556.0,81.0
97,2608.0,18.0
98,2632.0,29.0
99,2656.0,31.0
100,2672.0,16.0
101,2688.0,33.0
102,2712.0,20.0
103,2768.0,20.0
104,2788.0,19.0
105,2812.0,35.0
106,2828.0,43.0
107,2876.0,12.0
108,2940.0,32.0
109,2984.0,49.0
110,3044.0,15.0
111,3052.0,44.0
112,3076.0,77.0
113,3100.0,40.0
114,3168.0,29.0
115,3188.0,28.0
116,3204.0,40.0
117,3228.0,32.0
118,3240.0,13.0
119,3296.0,14.0
120,3340.0,43.0
121,3344.0,35.0
122,3384.0,39.0
123,3432.0,23.0
124,3460.0,29.0
125,3592.0,74.0
126,3604.0,43.0
127,3608.0,37.0
128,3632.0,62.0
129,3684.0,13.0
130,3708.0,29.0
131,3760.0,13.0
132,3768.0,21.0
133,3828.0,56.0
134,3832.0,56.0
135,3864.0,26.0
136,3876.0,12.0
137,3940.0,27.0
138,3976.0,25.0
139,3996.0,33.0
140,4032.0,23.0
141,4044.0,69.0
142,4100.0,31.0
143,4160.0,29.0
144,4208.0,44.0
145,4212.0,54.0
146,4288.0,32.0
147,4336.0,31.0
148,4388.0,25.0
149,4436.0,25.0
150,4440.0,85.0
151,4464.0,64.0
152,4604.0,54.0
153,4732.0,67.0
154,4748.0,78.0
155,4812.0,16.0
156,4820.0,95.0
157,4852.0,62.0
158,4940.0,52.0
159,4964.0,36.0
160,4980.0,32.0
161,5000.0,15.0
162,5036.0,56.0
163,5068.0,26.0
164,5096.0,29.0
165,5228.0,57.0
166,5296.0,50.0
167,5304.0,59.0
168,5436.0,35.0
169,5464.0,59.0
170,5516.0,120.0
171,5636.0,83.0
172,5660.0,36.0
173,5664.0,57.0
174,5764.0,75.0
175,5772.0,34.0
176,5824.0,40.0
177,5860.0,24.0
178,5940.0,70.0
179,5952.0,32.0
180,6000.0,57.0
181,6068.0,52.0
182,6144.0,51.0
183,6204.0,51.0
184,6228.0,69.0
185,6288.0,36.0
186,6336.0,33.0
187,6424.0,34.0
188,6508.0,70.0
189,6544.0,119.0
190,6616.0,70.0
191,6684.0,35.0
192,6688.0,45.0
193,6704.0,70.0
194,6768.0,21.0
195,6880.0,28.0
196,6908.0,55.0
197,6944.0,82.0
198,7000.0,30.0
199,7080.0,94.0
200,7116.0,52.0
201,7216.0,68.0
202,7328.0,62.0
203,7380.0,80.5
204,7492.0,28.0
205,7516.0,34.0
206,7660.0,36.0
207,7676.0,115.0
208,7776.0,25.0
209,7784.0,114.0
210,7928.0,36.0
211,8080.0,147.0
212,8112.0,84.0
213,8252.0,35.0
214,8288.0,90.0
215,8340.0,170.0
216,8368.0,20.0
217,8508.0,64.0
218,8512.0,36.0
219,8608.0,132.0
220,8736.0,57.0
221,8784.0,68.0
222,8892.0,71.0
223,9068.0,83.0
224,9084.0,75.0
225,9256.0,43.0
226,9280.0,97.0
227,9332.0,66.0
228,9416.0,269.0
229,9472.0,48.0
230,9516.0,25.0
231,9528.0,49.0
232,9588.0,83.0
233,9816.0,72.0
234,9852.0,84.0
235,9904.0,79.0
236,9944.0,32.0
237,10112.0,52.0
238,10216.0,186.0
239,10232.0,62.5
240,10268.0,81.0
241,10488.0,68.0
242,10528.0,65.0
243,10596.0,91.0
244,10664.0,44.0
245,10796.0,33.0
246,10944.0,104.0
247,10972.0,94.0
248,10988.0,48.0
249,11072.0,32.0
250,11152.0,41.0
251,11180.0,237.0
252,11352.0,50.0
253,11436.0,116.0
254,11452.0,68.0
255,11532.0,24.0
256,11556.0,121.0
257,11816.0,91.0
258,11924.0,143.0
259,12088.0,136.0
260,12316.0,98.0
261,12532.0,111.0
262,12588.0,193.0
263,12728.0,103.0
264,12788.0,64.0
265,12944.0,89.0
266,13076.0,72.0
267,13140.0,263.0
268,13180.0,113.0
269,13524.0,145.0
270,13976.0,113.0
271,14152.0,269.0
272,14620.0,370.0
273,14656.0,126.0
274,14920.0,236.0
275,15180.0,315.5
276,15396.0,194.0
277,15664.0,186.0
278,15768.0,147.0
279,15928.0,133.0
280,16216.0,138.0
281,16288.0,277.0
282,16448.0,170.0
283,16808.0,148.0
284,16964.0,169.0
285,16968.0,130.0
286,17376.0,102.0
287,17440.0,378.0
288,17456.0,123.0
289,17484.0,169.0
290,18052.0,149.0
291,18088.0,151.0
292,18340.0,225.0
293,18588.0,125.0
294,18768.0,179.0
295,18812.0,56.0
296,18936.0,149.0
297,18964.0,397.0
298,19468.0,175.0
299,19708.0,186.0
300,19780.0,242.0
301,19792.0,81.0
302,20204.0,317.0
303,20276.0,121.0
304,20288.0,127.0
305,20472.0,191.0
306,20808.0,151.0
307,20992.0,179.0
308,21360.0,138.0
309,21668.0,299.0
310,21728.0,92.0
311,21764.0,369.0
312,22108.0,279.0
313,22300.0,134.0
314,22384.0,179.0
315,22544.0,132.5
316,22880.0,84.0
317,23808.0,316.0
318,24108.0,500.0
319,24232.0,462.0
320,24248.0,342.0
321,24728.0,230.0
322,25020.0,197.0
323,25028.0,75.0
324,25308.0,300.0
325,25384.0,284.0
326,25492.0,118.0
327,25780.0,118.0
328,26288.0,315.0
329,26376.0,248.0
330,26616.0,209.0
331,26684.0,99.0
332,26828.0,113.0
333,26940.0,81.0
334,27144.0,115.0
335,27288.0,449.0
336,27620.0,170.0
337,27744.0,114.0
338,27920.0,273.0
339,27992.0,212.0
340,28140.0,130.0
341,28424.0,126.0
342,28440.0,112.0
343,28496.0,188.0
344,29068.0,161.0
345,29232.0,184.0
346,29396.0,314.0
347,29992.0,231.0
348,30124.0,421.0
349,30656.0,356.0
350,30956.0,390.0
351,31104.0,278.0
352,31364.0,177.0
353,31476.0,338.0
354,31764.0,202.0
355,32152.0,169.0
356,32200.0,274.0
357,32696.0,233.0
358,33008.0,214.0
359,33364.0,500.0
360,33460.0,315.0
361,33716.0,255.0
362,33888.0,131.0
363,34072.0,266.0
364,34196.0,184.0
365,34552.0,166.0
366,34556.0,210.0
367,35196.0,250.0
368,35572.0,255.0
369,35668.0,399.0
370,35964.0,352.0
371,36148.0,238.0
372,36160.0,123.0
373,36504.0,89.0
374,37120.0,240.0
375,37504.0,483.0
376,37832.0,332.0
377,37964.0,500.0
378,38148.0,257.0
379,38472.0,242.0
380,38600.0,192.0
381,39280.0,202.0
382,39624.0,369.0
383,39780.0,454.0
384,39852.0,313.0
385,40480.0,300.0
386,40596.0,243.0
387,40820.0,260.0
388,41196.0,179.0
389,41852.0,500.0
390,41900.0,326.0
391,42084.0,316.0
392,42112.0,229.0
393,42380.0,120.0
394,42632.0,130.0
395,42904.0,205.0
396,43332.0,175.0
397,43644.0,316.0
398,43756.0,213.0
