,Step,Reward
0,60.0,15.0
1,108.0,27.0
2,116.0,29.0
3,120.0,15.0
4,124.0,31.0
5,156.0,10.0
6,160.0,9.0
7,172.0,16.0
8,208.0,12.0
9,252.0,20.0
10,280.0,18.0
11,300.0,36.0
12,304.0,13.0
13,332.0,13.0
14,368.0,62.0
15,392.0,22.0
16,404.0,18.0
17,408.0,10.0
18,436.0,34.0
19,480.0,18.0
20,484.0,23.0
21,532.0,24.0
22,536.0,33.0
23,544.0,15.0
24,592.0,15.0
25,600.0,30.0
26,632.0,22.0
27,644.0,27.0
28,668.0,17.0
29,684.0,23.0
30,700.0,17.0
31,732.0,22.0
32,784.0,21.0
33,788.0,30.0
34,800.0,17.0
35,824.0,35.0
36,892.0,26.5
37,896.0,24.0
38,944.0,30.0
39,948.0,13.0
40,956.0,16.0
41,1028.0,34.0
42,1040.0,23.0
43,1056.0,25.0
44,1088.0,15.0
45,1144.0,22.0
46,1164.0,55.0
47,1204.0,29.0
48,1244.0,51.0
49,1312.0,42.0
50,1316.0,38.0
51,1324.0,20.0
52,1372.0,15.0
53,1404.0,22.0
54,1436.0,16.0
55,1440.0,29.0
56,1444.0,60.0
57,1452.0,12.0
58,1480.0,10.0
59,1536.0,21.0
60,1556.0,28.0
61,1600.0,16.0
62,1620.0,16.0
63,1684.0,51.0
64,1692.0,18.0
65,1712.0,69.0
66,1724.0,31.0
67,1740.0,12.0
68,1804.0,20.0
69,1820.0,27.0
70,1852.0,42.0
71,1884.0,20.0
72,1916.0,44.0
73,1940.0,22.0
74,1992.0,35.0
75,2044.0,26.0
76,2084.0,23.0
77,2108.0,48.0
78,2124.0,33.0
79,2164.0,30.0
80,2180.0,18.0
81,2184.0,15.0
82,2264.0,45.0
83,2268.0,22.0
84,2284.0,30.0
85,2288.0,26.0
86,2356.0,23.0
87,2380.0,24.0
88,2400.0,33.0
89,2404.0,12.0
90,2456.0,19.0
91,2468.0,45.0
92,2472.0,17.0
93,2532.0,15.5
94,2548.0,23.0
95,2616.0,21.0
96,2624.0,23.0
97,2652.0,63.0
98,2668.0,30.0
99,2708.0,14.0
100,2712.0,24.0
101,2764.0,35.0
102,2812.0,26.0
103,2820.0,38.0
104,2884.0,43.0
105,2924.0,26.0
106,2984.0,43.0
107,2996.0,18.0
108,3036.0,68.0
109,3052.0,14.0
110,3064.0,45.0
111,3108.0,14.0
112,3152.0,29.0
113,3160.0,44.0
114,3228.0,30.0
115,3232.0,42.0
116,3244.0,21.0
117,3320.0,22.0
118,3360.0,52.0
119,3364.0,30.0
120,3440.0,36.0
121,3452.0,23.0
122,3468.0,37.0
123,3532.0,21.5
124,3584.0,13.0
125,3600.0,17.0
126,3644.0,44.0
127,3656.0,14.0
128,3660.0,55.0
129,3664.0,20.0
