trial_id,reward,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/eta,config/total_timesteps,config/num_envs,config/tau,config/gamma,config/num_steps,config/num_minibatches,config/alpha,config/update_epochs,config/target_network_frequency,config/beta,config/policy_lr_start,config/q_lr_start,config/use_kl_loss,config/target_network,config/anneal_lr,config/q_histogram,config/saddle_point_optimization,config/parametrized_sampler,config/policy_activation,config/num_hidden_layers,config/hidden_size,config/q_activation,config/q_hidden_size,config/q_num_hidden_layers,config/q_optimizer,config/actor_optimizer,config/eps,config/batch_size,config/minibatch_size,config/num_iterations,config/__trial_index__
ffa1ad9b,-111.0,1713979172,,True,2,2024-04-24_19-19-32,0.6920559406280518,1.2097129821777344,43912,Nicolass-MacBook-Air.local,127.0.0.1,1.2097129821777344,2,"1_trial_index=0,actor_optimizer=SGD,alpha=4,anneal_lr=True,batch_size=0,beta=0.0779,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=4,num_iterations=0,num_minibatches=16,num_steps=256,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0527,q_activation=ReLU,q_hidden_size=512,q_histogram=False,q_lr_start=0.0048,q_num_hidden_layers=2,q_optimizer=Adam,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=0,tau=1.0000,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=100,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,100000,4,1.0,0.99,256,16,4,100,0,0.0779183645934434,0.05273889351560573,0.004830495374797724,False,False,True,False,True,False,ReLU,4,512,ReLU,512,2,Adam,SGD,1e-08,0,0,0,0
4e31b9b2,-111.0,1713979177,,True,2,2024-04-24_19-19-37,0.3981168270111084,0.7784948348999023,43931,Nicolass-MacBook-Air.local,127.0.0.1,0.7784948348999023,2,"2_trial_index=1,actor_optimizer=SGD,alpha=4,anneal_lr=True,batch_size=0,beta=0.0779,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=4,num_iterations=0,num_minibatches=16,num_steps=256,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0527,q_activation=ReLU,q_hidden_size=512,q_histogram=False,q_lr_start=0.0048,q_num_hidden_layers=2,q_optimizer=Adam,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=0,tau=1.0000,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=100,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,100000,4,1.0,0.99,256,16,4,100,0,0.0779183645934434,0.05273889351560573,0.004830495374797724,False,False,True,False,True,False,ReLU,4,512,ReLU,512,2,Adam,SGD,1e-08,0,0,0,1
61273d42,-111.0,1713979182,,True,2,2024-04-24_19-19-42,0.11597299575805664,0.5121769905090332,43946,Nicolass-MacBook-Air.local,127.0.0.1,0.5121769905090332,2,"3_trial_index=2,actor_optimizer=SGD,alpha=4,anneal_lr=True,batch_size=0,beta=0.0779,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=4,num_iterations=0,num_minibatches=16,num_steps=256,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0527,q_activation=ReLU,q_hidden_size=512,q_histogram=False,q_lr_start=0.0048,q_num_hidden_layers=2,q_optimizer=Adam,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=0,tau=1.0000,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=100,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,100000,4,1.0,0.99,256,16,4,100,0,0.0779183645934434,0.05273889351560573,0.004830495374797724,False,False,True,False,True,False,ReLU,4,512,ReLU,512,2,Adam,SGD,1e-08,0,0,0,2
99846c16,9.379630088806152,1713979373,,True,97,2024-04-24_19-22-53,2.270554304122925,185.44637298583984,43951,Nicolass-MacBook-Air.local,127.0.0.1,185.44637298583984,97,"4_trial_index=0,actor_optimizer=Adam,alpha=12,anneal_lr=False,batch_size=0,beta=0.0004,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=256,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0003,q_activation=Sigmoid,q_hidden_size=64,q_histogram=False,q_lr_start=0.0004,q_num_hidden_layers=4,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=0,tau=1.0000,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,100000,4,1.0,0.99,256,4,12,50,0,0.00036296367626844104,0.000272146109299669,0.00041362665263275264,True,False,False,False,True,False,Tanh,2,128,Sigmoid,64,4,SGD,Adam,0.0001,0,0,0,0
046f48fb,14.013513565063477,1713979391,,True,97,2024-04-24_19-23-11,2.1885128021240234,197.5738263130188,43961,Nicolass-MacBook-Air.local,127.0.0.1,197.5738263130188,97,"5_trial_index=1,actor_optimizer=Adam,alpha=12,anneal_lr=False,batch_size=0,beta=0.0004,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=256,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0003,q_activation=Sigmoid,q_hidden_size=64,q_histogram=False,q_lr_start=0.0004,q_num_hidden_layers=4,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=0,tau=1.0000,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,100000,4,1.0,0.99,256,4,12,50,0,0.00036296367626844104,0.000272146109299669,0.00041362665263275264,True,False,False,False,True,False,Tanh,2,128,Sigmoid,64,4,SGD,Adam,0.0001,0,0,0,1
9235c17e,9.297297477722168,1713979399,,True,97,2024-04-24_19-23-19,2.245445966720581,199.18733739852905,43966,Nicolass-MacBook-Air.local,127.0.0.1,199.18733739852905,97,"6_trial_index=2,actor_optimizer=Adam,alpha=12,anneal_lr=False,batch_size=0,beta=0.0004,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=256,parametrized_sampler=False,policy_activation=Tanh,policy_lr_start=0.0003,q_activation=Sigmoid,q_hidden_size=64,q_histogram=False,q_lr_start=0.0004,q_num_hidden_layers=4,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=0,tau=1.0000,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,100000,4,1.0,0.99,256,4,12,50,0,0.00036296367626844104,0.000272146109299669,0.00041362665263275264,True,False,False,False,True,False,Tanh,2,128,Sigmoid,64,4,SGD,Adam,0.0001,0,0,0,2
acc34983,-111.0,1713979222,,True,10,2024-04-24_19-20-22,0.010698795318603516,14.958564043045044,43974,Nicolass-MacBook-Air.local,127.0.0.1,14.958564043045044,10,"7_trial_index=0,actor_optimizer=Adam,alpha=8,anneal_lr=False,batch_size=0,beta=0.0006,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=8,num_steps=128,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0155,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0434,q_num_hidden_layers=4,q_optimizer=Adam,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=0,tau=1.0000,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,100000,4,1.0,0.99,128,8,8,50,0,0.000603658862016417,0.015487740975984531,0.04340148978760676,True,False,False,False,True,False,ReLU,2,64,Tanh,128,4,Adam,Adam,1e-08,0,0,0,0
2b1eb266,-111.0,1713979248,,True,18,2024-04-24_19-20-48,0.1566009521484375,32.91720247268677,43989,Nicolass-MacBook-Air.local,127.0.0.1,32.91720247268677,18,"8_trial_index=1,actor_optimizer=Adam,alpha=8,anneal_lr=False,batch_size=0,beta=0.0006,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=8,num_steps=128,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0155,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0434,q_num_hidden_layers=4,q_optimizer=Adam,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=0,tau=1.0000,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,100000,4,1.0,0.99,128,8,8,50,0,0.000603658862016417,0.015487740975984531,0.04340148978760676,True,False,False,False,True,False,ReLU,2,64,Tanh,128,4,Adam,Adam,1e-08,0,0,0,1
73eaef44,-111.0,1713979242,,True,10,2024-04-24_19-20-42,1.9053170680999756,18.760673999786377,43998,Nicolass-MacBook-Air.local,127.0.0.1,18.760673999786377,10,"9_trial_index=2,actor_optimizer=Adam,alpha=8,anneal_lr=False,batch_size=0,beta=0.0006,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=8,num_steps=128,parametrized_sampler=False,policy_activation=ReLU,policy_lr_start=0.0155,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0434,q_num_hidden_layers=4,q_optimizer=Adam,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=0,tau=1.0000,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,100000,4,1.0,0.99,128,8,8,50,0,0.000603658862016417,0.015487740975984531,0.04340148978760676,True,False,False,False,True,False,ReLU,2,64,Tanh,128,4,Adam,Adam,1e-08,0,0,0,2
a665c69e,18.04464340209961,1713979287,,True,50,2024-04-24_19-21-27,1.0771219730377197,54.50778150558472,44003,Nicolass-MacBook-Air.local,127.0.0.1,54.50778150558472,50,"10_trial_index=0,actor_optimizer=SGD,alpha=8,anneal_lr=True,batch_size=0,beta=0.0067,capture_video=False,cuda=True,env_id=CartPole-v1,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=4,num_iterations=0,num_minibatches=8,num_steps=500,parametrized_sampler=False,policy_activation=Sigmoid,policy_lr_start=0.0025,q_activation=ReLU,q_hidden_size=128,q_histogram=False,q_lr_start=0.0011,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=True,seed=0,target_network=False,target_network_frequency=0,tau=1.0000,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,CartPole-v1,,100000,4,1.0,0.99,500,8,8,10,0,0.0066682068121538315,0.002527628994940897,0.0011414452697059384,False,False,True,False,True,False,Sigmoid,4,128,ReLU,128,2,SGD,SGD,0.0001,0,0,0,0
