,reward,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/total_timesteps,config/num_envs,config/gamma,config/total_iterations,config/num_minibatches,config/update_epochs,config/update_epochs_policy,config/alpha,config/eta,config/policy_lr,config/q_lr,config/anneal_lr,config/layer_init,config/policy_activation,config/num_hidden_layers,config/hidden_size,config/actor_last_layer_std,config/q_activation,config/q_num_hidden_layers,config/q_hidden_size,config/q_last_layer_std,config/use_policy,config/q_optimizer,config/actor_optimizer,config/eps,config/average_critics,config/normalize_delta,config/use_kl_loss,config/q_histogram,config/target_network,config/gae_lambda,config/save_learning_curve,config/minibatch_size,config/num_iterations,config/num_steps,config/__trial_index__,logdir
10,13.891891479492188,1715000335,,True,20,b6d3ee2a,2024-05-06_14-58-55,3.7468740940093994,80.97043538093567,88280,Nicolass-Air.technicolor.net,127.0.0.1,80.97043538093567,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,64,0.99,512,8,100,50,64,,0.0001,0.0001,True,xavier_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,True,False,False,False,0.95,False,0,0,0,0,b6d3ee2a
11,19.923076629638672,1715000266,,False,3,2659ec6d,2024-05-06_14-57-46,4.741416931152344,9.749011993408203,88284,Nicolass-Air.technicolor.net,127.0.0.1,9.749011993408203,3,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,64,0.99,1024,16,50,50,8,,0.0003,0.003,False,orthogonal_gain,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,True,False,True,0.95,False,0,0,0,0,2659ec6d
12,9.509803771972656,1715000315,,True,20,5b5fce84,2024-05-06_14-58-35,2.724889039993286,55.88143467903137,88287,Nicolass-Air.technicolor.net,127.0.0.1,55.88143467903137,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,512,32,25,50,12,,0.001,0.0001,True,kaiming_normal,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,False,False,False,True,0.95,False,0,0,0,0,5b5fce84
13,24.0222225189209,1715000849,,False,96,602fa420,2024-05-06_15-07-29,5.498795032501221,586.3822121620178,88295,Nicolass-Air.technicolor.net,127.0.0.1,586.3822121620178,96,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,1024,4,150,50,100,,0.0001,0.001,False,orthogonal_gain,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,True,True,False,False,0.95,False,0,0,0,0,602fa420
14,21.64444351196289,1715000348,,True,20,113e6ce2,2024-05-06_14-59-08,3.206099033355713,82.25404572486877,88307,Nicolass-Air.technicolor.net,127.0.0.1,82.25404572486877,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,256,0.99,1024,32,25,50,12,,0.0001,0.00025,False,xavier_normal,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,True,False,False,True,0.95,False,0,0,0,0,113e6ce2
15,500.0,1715000337,,True,9,9b153f2c,2024-05-06_14-58-57,10.527997732162476,68.37367248535156,88310,Nicolass-Air.technicolor.net,127.0.0.1,68.37367248535156,9,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,2048,16,50,50,2,,0.0003,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,False,True,False,False,0.95,False,0,0,0,0,9b153f2c
16,17.161291122436523,1715001091,,True,20,6fc289bc,2024-05-06_15-11-31,9.12794303894043,232.39094161987305,89164,Nicolass-Air.technicolor.net,127.0.0.1,232.39094161987305,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,1024,64,50,50,64,,0.0001,0.001,False,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,False,False,False,False,0.95,False,0,0,0,0,6fc289bc
17,9.570093154907227,1715000987,,True,20,72e09d6f,2024-05-06_15-09-47,5.472519874572754,125.96106433868408,89169,Nicolass-Air.technicolor.net,127.0.0.1,125.96106433868408,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,256,0.99,2048,8,100,50,8,,0.001,0.0001,True,orthogonal,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,True,True,False,True,0.95,False,0,0,0,0,72e09d6f
18,15.0,1715000879,,True,20,9f7138c0,2024-05-06_15-07-59,0.7706360816955566,15.677943706512451,89170,Nicolass-Air.technicolor.net,127.0.0.1,15.677943706512451,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,512,16,10,50,4,,0.0003,0.0003,True,orthogonal_gain,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,True,False,False,False,0.95,False,0,0,0,0,9f7138c0
19,9.317756652832031,1715000983,,True,20,fba43309,2024-05-06_15-09-43,5.815813064575195,116.79923224449158,89174,Nicolass-Air.technicolor.net,127.0.0.1,116.79923224449158,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,1024,8,100,50,32,,3e-05,0.0001,False,xavier_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,False,True,False,True,0.95,False,0,0,0,0,fba43309
20,9.408163070678711,1715000898,,True,20,592310d0,2024-05-06_15-08-18,1.423661231994629,28.022114038467407,89182,Nicolass-Air.technicolor.net,127.0.0.1,28.022114038467407,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,64,0.99,512,4,50,50,12,,0.00025,0.0003,True,orthogonal,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,False,False,False,True,0.95,False,0,0,0,0,592310d0
21,24.93617057800293,1715001029,,False,40,6a190d27,2024-05-06_15-10-29,3.369624614715576,155.948632478714,89185,Nicolass-Air.technicolor.net,127.0.0.1,155.948632478714,40,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,64,0.99,1024,32,25,50,4,,0.003,0.00025,False,xavier_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,True,True,False,False,0.95,False,0,0,0,0,6a190d27
22,14.142857551574707,1715000893,,False,1,7456c503,2024-05-06_15-08-13,16.83307909965515,16.83307909965515,89188,Nicolass-Air.technicolor.net,127.0.0.1,16.83307909965515,1,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,1024,16,150,50,12,,0.0003,0.003,False,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,True,False,False,True,0.95,False,0,0,0,0,7456c503
23,60.93333435058594,1715001045,,False,48,93ff1cb3,2024-05-06_15-10-45,2.654761791229248,164.38056588172913,89197,Nicolass-Air.technicolor.net,127.0.0.1,164.38056588172913,48,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,2048,32,25,50,64,,0.0001,3e-05,True,xavier_normal,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,0,0,0,0,93ff1cb3
24,93.13636016845703,1715001195,,False,48,d1d109d1,2024-05-06_15-13-15,2.02285099029541,97.28243494033813,89428,Nicolass-Air.technicolor.net,127.0.0.1,97.28243494033813,48,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,64,0.99,2048,32,10,50,12,,0.003,3e-05,False,xavier_normal,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,False,False,False,0.95,False,0,0,0,0,d1d109d1
25,22.100000381469727,1715001156,,True,20,1889cbbf,2024-05-06_15-12-36,2.7460339069366455,55.874327182769775,89434,Nicolass-Air.technicolor.net,127.0.0.1,55.874327182769775,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,512,8,50,50,32,,0.003,0.0003,False,orthogonal,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,True,True,False,False,0.95,False,0,0,0,0,1889cbbf
26,9.32758617401123,1715001311,,True,20,506edd2f,2024-05-06_15-15-11,9.579542875289917,208.81955242156982,89435,Nicolass-Air.technicolor.net,127.0.0.1,208.81955242156982,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,512,16,150,50,12,,0.0003,0.0001,True,orthogonal,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,False,False,True,0.95,False,0,0,0,0,506edd2f
27,23.41025733947754,1715001258,,True,20,3a00b8bd,2024-05-06_15-14-18,7.103851795196533,153.18905425071716,89443,Nicolass-Air.technicolor.net,127.0.0.1,153.18905425071716,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,1024,8,150,50,64,,0.003,3e-05,False,kaiming_normal,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,True,True,False,True,0.95,False,0,0,0,0,3a00b8bd
28,210.92308044433594,1715001621,,False,27,66f44d8e,2024-05-06_15-20-21,9.396789073944092,513.0334947109222,89449,Nicolass-Air.technicolor.net,127.0.0.1,513.0334947109222,27,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,256,0.99,2048,64,50,50,2,,3e-05,0.00025,False,xavier_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,False,False,False,False,0.95,False,0,0,0,0,66f44d8e
29,17.389610290527344,1715001319,,False,5,d2ef76fc,2024-05-06_15-15-19,29.539132118225098,207.84367418289185,89459,Nicolass-Air.technicolor.net,127.0.0.1,207.84367418289185,5,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,256,0.99,1024,64,150,50,8,,0.00025,0.0001,False,orthogonal_gain,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,True,True,False,False,0.95,False,0,0,0,0,d2ef76fc
30,500.0,1715001702,,True,31,8226d762,2024-05-06_15-21-42,11.282229900360107,587.8228113651276,89462,Nicolass-Air.technicolor.net,127.0.0.1,587.8228113651276,31,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,2048,16,150,50,12,,0.00025,0.00025,False,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,0,0,0,0,8226d762
31,33.25806427001953,1715001173,,False,94,62d1cdc2,2024-05-06_15-12-53,0.5158898830413818,54.927871227264404,89466,Nicolass-Air.technicolor.net,127.0.0.1,54.927871227264404,94,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,64,0.99,1024,4,10,50,2,,0.0001,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,True,True,False,False,0.95,False,0,0,0,0,62d1cdc2
32,165.85714721679688,1715001833,,False,86,e9a4c0a6,2024-05-06_15-23-53,2.563760280609131,125.35794925689697,90251,Nicolass-Air.technicolor.net,127.0.0.1,125.35794925689697,86,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,1024,16,10,50,12,,0.003,0.0003,True,xavier_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,0,0,0,0,e9a4c0a6
33,500.0,1715001903,,True,8,f8a119b5,2024-05-06_15-25-03,17.426352739334106,192.87688827514648,90252,Nicolass-Air.technicolor.net,127.0.0.1,192.87688827514648,8,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,2048,16,150,50,4,,0.00025,0.00025,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,False,False,False,False,0.95,False,0,0,0,0,f8a119b5
34,70.30769348144531,1715002066,,True,80,69a876fa,2024-05-06_15-27-46,4.169256925582886,353.6000952720642,90261,Nicolass-Air.technicolor.net,127.0.0.1,353.6000952720642,80,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,1024,16,50,50,2,,3e-05,3e-05,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,True,False,False,False,0.95,False,0,0,0,0,69a876fa
35,500.0,1715001783,,True,11,e9baa271,2024-05-06_15-23-03,10.551616907119751,67.84368085861206,90269,Nicolass-Air.technicolor.net,127.0.0.1,67.84368085861206,11,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,1024,8,50,50,12,,0.00025,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,0,0,0,0,e9baa271
36,155.0,1715002709,,False,49,5f195cb3,2024-05-06_15-38-29,14.554031133651733,990.6633534431458,90281,Nicolass-Air.technicolor.net,127.0.0.1,990.6633534431458,49,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,1024,8,150,50,4,,0.003,0.0003,False,xavier_normal,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,0,0,0,0,5f195cb3
37,130.93333435058594,1715002478,,False,48,8d80a5c2,2024-05-06_15-34-38,13.542237997055054,756.5637514591217,90285,Nicolass-Air.technicolor.net,127.0.0.1,756.5637514591217,48,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,2048,8,150,50,4,,0.003,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,False,False,False,0.95,False,0,0,0,0,8d80a5c2
38,80.18181610107422,1715002280,,False,86,68fcc797,2024-05-06_15-31-20,5.212558031082153,554.5071923732758,90291,Nicolass-Air.technicolor.net,127.0.0.1,554.5071923732758,86,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,1024,8,100,50,4,,0.0003,3e-05,False,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,False,False,False,False,0.95,False,0,0,0,0,68fcc797
39,60.38461685180664,1715002635,,True,20,2239e4fb,2024-05-06_15-37-15,33.34103989601135,906.0484471321106,90298,Nicolass-Air.technicolor.net,127.0.0.1,906.0484471321106,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,256,0.99,1024,64,150,50,2,,0.0003,0.00025,False,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,0,0,0,0,2239e4fb
40,500.0,1715002882,,True,18,d353c727,2024-05-06_15-41-22,4.270777225494385,166.24961805343628,91500,Nicolass-Air.technicolor.net,127.0.0.1,166.24961805343628,18,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,2048,8,50,50,12,,0.00025,0.00025,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,0,0,0,0,d353c727
41,452.0,1715002867,,False,50,4b754afe,2024-05-06_15-41-07,2.5797431468963623,149.0876748561859,91503,Nicolass-Air.technicolor.net,127.0.0.1,149.0876748561859,50,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,1024,32,10,50,4,,0.00025,0.00025,False,xavier_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,False,True,False,False,0.95,False,0,0,0,0,4b754afe
42,169.4166717529297,1715002923,,False,48,331313e0,2024-05-06_15-42-03,3.429039716720581,203.05199146270752,91507,Nicolass-Air.technicolor.net,127.0.0.1,203.05199146270752,48,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,2048,8,50,50,4,,0.00025,0.00025,True,xavier_normal,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,False,False,False,False,0.95,False,0,0,0,0,331313e0
43,13.323944091796875,1715002855,,True,80,888ea3dd,2024-05-06_15-40-55,1.6683850288391113,131.42585587501526,91514,Nicolass-Air.technicolor.net,127.0.0.1,131.42585587501526,80,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,1024,32,10,50,12,,0.003,0.00025,False,xavier_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,False,True,False,False,0.95,False,0,0,0,0,888ea3dd
44,165.42857360839844,1715003229,,False,74,73637202,2024-05-06_15-47-09,4.234608888626099,503.13916635513306,91519,Nicolass-Air.technicolor.net,127.0.0.1,503.13916635513306,74,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,1024,32,50,50,12,,0.00025,0.00025,True,xavier_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,0,0,0,0,73637202
45,237.60000610351562,1715003002,,False,41,ece7f066,2024-05-06_15-43-22,4.767810106277466,272.5556683540344,91528,Nicolass-Air.technicolor.net,127.0.0.1,272.5556683540344,41,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,64,0.99,2048,16,50,50,4,,0.003,0.00025,False,xavier_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,0,0,0,0,ece7f066
46,14.449664115905762,1715002822,,False,7,a4ba6040,2024-05-06_15-40-22,15.283790111541748,89.79125237464905,91537,Nicolass-Air.technicolor.net,127.0.0.1,89.79125237464905,7,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,2048,64,50,50,4,,3e-05,0.00025,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,False,True,False,True,0.95,False,0,0,0,0,a4ba6040
47,142.5,1715003090,,False,66,80912569,2024-05-06_15-44-50,5.520580053329468,353.41492462158203,91543,Nicolass-Air.technicolor.net,127.0.0.1,353.41492462158203,66,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,1024,16,50,50,4,,3e-05,0.00025,True,xavier_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,False,True,False,False,0.95,False,0,0,0,0,80912569
48,18.68269157409668,1715003264,,True,20,c9a3e359,2024-05-06_15-47-44,1.4339358806610107,24.32039213180542,92203,Nicolass-Air.technicolor.net,127.0.0.1,24.32039213180542,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,2048,8,10,50,32,,0.0003,0.00025,False,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,True,True,False,False,0.95,False,0,0,0,0,c9a3e359
49,500.0,1715003486,,True,11,ce997648,2024-05-06_15-51-26,30.23784303665161,244.78867435455322,92208,Nicolass-Air.technicolor.net,127.0.0.1,244.78867435455322,11,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,2048,16,150,50,2,,0.0003,0.0003,False,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,False,True,False,False,0.95,False,0,0,0,0,ce997648
50,79.73332977294922,1715003506,,True,20,77753ed2,2024-05-06_15-51-46,10.353404760360718,261.3796021938324,92212,Nicolass-Air.technicolor.net,127.0.0.1,261.3796021938324,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,1024,16,150,50,32,,0.0003,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,False,False,False,False,0.95,False,0,0,0,0,77753ed2
51,86.82608795166016,1715003398,,True,20,fc1b8677,2024-05-06_15-49-58,7.52871298789978,150.83086514472961,92213,Nicolass-Air.technicolor.net,127.0.0.1,150.83086514472961,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,2048,16,50,50,32,,0.0003,0.0003,False,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,False,False,False,False,0.95,False,0,0,0,0,fc1b8677
52,173.13333129882812,1715003908,,False,48,218966c1,2024-05-06_15-58-28,11.249427795410156,657.5925426483154,92228,Nicolass-Air.technicolor.net,127.0.0.1,657.5925426483154,48,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,2048,16,150,50,32,,0.0003,0.00025,False,xavier_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,False,False,False,False,0.95,False,0,0,0,0,218966c1
53,407.20001220703125,1715003892,,False,61,e6ba2085,2024-05-06_15-58-12,11.551398992538452,638.2311224937439,92239,Nicolass-Air.technicolor.net,127.0.0.1,638.2311224937439,61,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,1024,8,100,50,4,,0.00025,0.00025,False,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,0,0,0,0,e6ba2085
54,65.07691955566406,1715003277,,True,20,87e38d1d,2024-05-06_15-47-57,0.957982063293457,20.099862813949585,92250,Nicolass-Air.technicolor.net,127.0.0.1,20.099862813949585,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,1024,8,10,50,12,,0.0003,0.00025,False,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,0,0,0,0,87e38d1d
55,130.42857360839844,1715003443,,False,48,a0254ef6,2024-05-06_15-50-43,3.5880908966064453,182.4647364616394,92253,Nicolass-Air.technicolor.net,127.0.0.1,182.4647364616394,48,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,2048,64,10,50,2,,0.0003,0.0003,False,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,0,0,0,0,a0254ef6
