,reward,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/total_timesteps,config/num_envs,config/gamma,config/total_iterations,config/num_minibatches,config/update_epochs,config/update_epochs_policy,config/alpha,config/eta,config/policy_lr,config/q_lr,config/anneal_lr,config/layer_init,config/policy_activation,config/num_hidden_layers,config/hidden_size,config/actor_last_layer_std,config/q_activation,config/q_num_hidden_layers,config/q_hidden_size,config/q_last_layer_std,config/use_policy,config/q_optimizer,config/actor_optimizer,config/eps,config/average_critics,config/normalize_delta,config/use_kl_loss,config/q_histogram,config/gae,config/gae_lambda,config/target_network,config/tau,config/target_network_frequency,config/save_learning_curve,config/minibatch_size,config/num_iterations,config/num_steps,config/__trial_index__,logdir
24,9.600000381469727,1714857390,,True,20,491d3a99,2024-05-04_23-16-30,2.2455880641937256,48.80134320259094,80529,Nicolass-Air.technicolor.net,127.0.0.1,48.80134320259094,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,2048,8,25,50,8,,3e-05,3e-05,False,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,True,True,False,False,0.95,False,1.0,0,False,0,0,0,0,491d3a99
25,19.39805793762207,1714857661,,True,20,285d879a,2024-05-04_23-21-01,15.033030986785889,320.4939012527466,80535,Nicolass-Air.technicolor.net,127.0.0.1,320.4939012527466,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,2048,32,50,50,12,,3e-05,0.00025,False,xavier_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,True,False,False,True,0.95,False,1.0,0,False,0,0,0,0,285d879a
26,32.57143020629883,1714857353,,True,20,d2a2073c,2024-05-04_23-15-53,0.649540901184082,10.497485876083374,80536,Nicolass-Air.technicolor.net,127.0.0.1,10.497485876083374,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,512,8,10,50,2,,0.0001,3e-05,False,default,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,False,False,False,False,0.95,False,1.0,0,False,0,0,0,0,d2a2073c
27,10.659793853759766,1714857433,,True,20,178ac4fd,2024-05-04_23-17-13,3.251636028289795,83.81781673431396,80556,Nicolass-Air.technicolor.net,127.0.0.1,83.81781673431396,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,1024,8,25,50,100,,0.00025,0.0001,False,orthogonal,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,False,False,False,True,0.95,False,1.0,0,False,0,0,0,0,178ac4fd
28,21.285715103149414,1714857404,,True,20,cf605818,2024-05-04_23-16-44,1.9855058193206787,51.64853835105896,80564,Nicolass-Air.technicolor.net,127.0.0.1,51.64853835105896,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,1024,4,50,50,32,,3e-05,0.0001,True,orthogonal,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,False,False,False,False,0.95,False,1.0,0,False,0,0,0,0,cf605818
29,35.75,1714857381,,False,3,e2b65445,2024-05-04_23-16-21,14.965709924697876,29.220179080963135,80567,Nicolass-Air.technicolor.net,127.0.0.1,29.220179080963135,3,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,1024,8,150,50,2,,0.0003,0.001,False,kaiming_normal,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,True,False,False,False,0.95,False,1.0,0,False,0,0,0,0,e2b65445
30,9.392857551574707,1714857394,,True,20,519ff276,2024-05-04_23-16-34,1.3296308517456055,32.79059338569641,80573,Nicolass-Air.technicolor.net,127.0.0.1,32.79059338569641,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,512,16,10,50,100,,0.001,0.001,False,xavier_normal,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,False,True,False,True,0.95,False,1.0,0,False,0,0,0,0,519ff276
31,13.051281929016113,1714857373,,False,1,deddf586,2024-05-04_23-16-13,13.650124073028564,13.650124073028564,80576,Nicolass-Air.technicolor.net,127.0.0.1,13.650124073028564,1,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,1024,16,100,50,4,,0.0001,0.003,True,sparse,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,True,False,False,False,0.95,False,1.0,0,False,0,0,0,0,deddf586
32,19.359222412109375,1714857410,,True,20,b381651b,2024-05-04_23-16-50,1.6185860633850098,40.05863976478577,80592,Nicolass-Air.technicolor.net,127.0.0.1,40.05863976478577,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,2048,32,10,50,100,,0.003,0.00025,True,default,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,False,True,False,False,0.95,False,1.0,0,False,0,0,0,0,b381651b
33,233.22222900390625,1714858756,,False,72,f0bf9e8f,2024-05-04_23-39-16,13.965019226074219,1088.2651810646057,80794,Nicolass-Air.technicolor.net,127.0.0.1,1088.2651810646057,72,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,1024,8,150,50,12,,0.003,0.00025,False,default,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,False,True,False,False,0.95,False,1.0,0,False,0,0,0,0,f0bf9e8f
34,500.0,1714857794,,True,6,42382b56,2024-05-04_23-23-14,37.656436920166016,127.93466591835022,80797,Nicolass-Air.technicolor.net,127.0.0.1,127.93466591835022,6,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,1024,32,50,50,12,,0.0001,0.00025,False,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,1.0,0,False,0,0,0,0,42382b56
35,24.71014404296875,1714858053,,False,48,c710a51c,2024-05-04_23-27-33,7.477810859680176,378.9883863925934,80798,Nicolass-Air.technicolor.net,127.0.0.1,378.9883863925934,48,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,64,0.99,2048,16,50,50,8,,0.00025,0.003,False,orthogonal_gain,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,1.0,0,False,0,0,0,0,c710a51c
36,11.470270156860352,1714858044,,False,19,8bf0457e,2024-05-04_23-27-24,22.365421772003174,371.26447916030884,80801,Nicolass-Air.technicolor.net,127.0.0.1,371.26447916030884,19,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,64,0.99,2048,16,150,50,4,,0.00025,0.003,False,default,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,1.0,0,False,0,0,0,0,8bf0457e
37,108.4117660522461,1714858469,,False,48,fac3f16d,2024-05-04_23-34-29,14.152991771697998,792.1160178184509,80810,Nicolass-Air.technicolor.net,127.0.0.1,792.1160178184509,48,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,2048,4,150,50,100,,0.00025,0.00025,False,orthogonal_gain,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,False,False,False,False,0.95,False,1.0,0,False,0,0,0,0,fac3f16d
38,137.1999969482422,1714858715,,False,73,368fe2a4,2024-05-04_23-38-35,14.179188013076782,1034.6903829574585,80815,Nicolass-Air.technicolor.net,127.0.0.1,1034.6903829574585,73,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,1024,8,150,50,8,,0.003,0.003,True,orthogonal_gain,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,False,False,False,False,0.95,False,1.0,0,False,0,0,0,0,368fe2a4
39,91.88888549804688,1714858505,,True,80,4ae2fcdd,2024-05-04_23-35-05,6.619653940200806,821.0639598369598,80820,Nicolass-Air.technicolor.net,127.0.0.1,821.0639598369598,80,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,1024,8,150,50,12,,0.00025,0.001,False,default,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,False,False,False,False,0.95,False,1.0,0,False,0,0,0,0,4ae2fcdd
40,13.109090805053711,1714857827,,False,8,a79a03b4,2024-05-04_23-23-47,17.278991222381592,133.48447012901306,80825,Nicolass-Air.technicolor.net,127.0.0.1,133.48447012901306,8,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,2048,8,150,50,12,,0.003,0.001,False,default,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,True,True,False,False,0.95,False,1.0,0,False,0,0,0,0,a79a03b4
41,230.14285278320312,1714859109,,False,47,41b601b7,2024-05-04_23-45-09,5.804009914398193,337.7274167537689,81307,Nicolass-Air.technicolor.net,127.0.0.1,337.7274167537689,47,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,2048,16,50,50,12,,0.0001,0.00025,True,default,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,False,False,False,0.95,False,1.0,0,False,0,0,0,0,41b601b7
42,26.690475463867188,1714858879,,True,20,9a598b41,2024-05-04_23-41-19,5.508060932159424,105.68294644355774,81310,Nicolass-Air.technicolor.net,127.0.0.1,105.68294644355774,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,64,0.99,2048,32,25,50,32,,0.001,0.0001,False,kaiming_normal,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,True,False,False,False,0.95,False,1.0,0,False,0,0,0,0,9a598b41
43,26.615385055541992,1714859004,,True,20,0328da92,2024-05-04_23-43-24,8.81452488899231,231.2854940891266,81311,Nicolass-Air.technicolor.net,127.0.0.1,231.2854940891266,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,256,0.99,1024,8,50,50,100,,0.0003,0.001,False,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,True,True,False,True,0.95,False,1.0,0,False,0,0,0,0,0328da92
44,211.5,1714859441,,False,67,e8224d8d,2024-05-04_23-50-41,10.999895811080933,665.2090442180634,81314,Nicolass-Air.technicolor.net,127.0.0.1,665.2090442180634,67,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,1024,32,50,50,12,,0.00025,0.0001,True,default,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,1.0,0,False,0,0,0,0,e8224d8d
45,29.363636016845703,1714858806,,True,20,f81a0b77,2024-05-04_23-40-06,1.0388319492340088,22.62960147857666,81316,Nicolass-Air.technicolor.net,127.0.0.1,22.62960147857666,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,512,16,10,50,8,,0.00025,0.003,False,orthogonal_gain,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,False,True,False,False,0.95,False,1.0,0,False,0,0,0,0,f81a0b77
46,23.867347717285156,1714858940,,True,20,96a66632,2024-05-04_23-42-20,6.764634132385254,156.81005692481995,81319,Nicolass-Air.technicolor.net,127.0.0.1,156.81005692481995,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,2048,16,50,50,100,,0.0001,0.001,True,default,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,True,False,False,False,0.95,False,1.0,0,False,0,0,0,0,96a66632
47,21.489360809326172,1714858919,,True,20,f5b406f0,2024-05-04_23-41-59,6.171525716781616,131.73922610282898,81322,Nicolass-Air.technicolor.net,127.0.0.1,131.73922610282898,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,1024,16,50,50,12,,0.0001,0.0001,True,default,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,True,True,False,False,0.95,False,1.0,0,False,0,0,0,0,f5b406f0
48,500.0,1714859203,,True,58,7cddd123,2024-05-04_23-46-43,6.830603122711182,406.2181296348572,81328,Nicolass-Air.technicolor.net,127.0.0.1,406.2181296348572,58,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,1024,16,50,50,4,,3e-05,3e-05,True,orthogonal,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,False,False,False,0.95,False,1.0,0,False,0,0,0,0,7cddd123
49,28.322580337524414,1714859453,,True,20,972ea578,2024-05-04_23-50-53,0.557171106338501,9.509514093399048,81546,Nicolass-Air.technicolor.net,127.0.0.1,9.509514093399048,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,1024,4,10,50,2,,0.003,0.00025,False,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,True,True,False,False,0.95,False,1.0,0,False,0,0,0,0,972ea578
50,9.676190376281738,1714859458,,True,20,bdd90fd9,2024-05-04_23-50-58,0.5965518951416016,11.75750207901001,81549,Nicolass-Air.technicolor.net,127.0.0.1,11.75750207901001,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,1024,8,10,50,8,,0.003,0.00025,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,True,False,False,False,0.95,False,1.0,0,False,0,0,0,0,bdd90fd9
51,82.84615325927734,1714859511,,True,80,33b3ba8c,2024-05-04_23-51-51,0.750112771987915,58.59746217727661,81550,Nicolass-Air.technicolor.net,127.0.0.1,58.59746217727661,80,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,1024,8,10,50,2,,0.003,0.00025,True,default,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,False,True,False,False,0.95,False,1.0,0,False,0,0,0,0,33b3ba8c
52,20.6862735748291,1714859594,,True,20,3dcda7b2,2024-05-04_23-53-14,5.45514702796936,141.8144302368164,81553,Nicolass-Air.technicolor.net,127.0.0.1,141.8144302368164,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,1024,8,150,50,8,,0.00025,0.0001,True,orthogonal_gain,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,True,False,False,False,0.95,False,1.0,0,False,0,0,0,0,3dcda7b2
53,16.640625,1714859481,,True,20,f57703a3,2024-05-04_23-51-21,1.2442920207977295,21.604589223861694,81558,Nicolass-Air.technicolor.net,127.0.0.1,21.604589223861694,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,1024,16,10,50,2,,0.003,0.00025,False,default,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,1.0,0,False,0,0,0,0,f57703a3
54,37.42856979370117,1714859481,,True,20,f6363d48,2024-05-04_23-51-21,1.016268014907837,18.348373413085938,81559,Nicolass-Air.technicolor.net,127.0.0.1,18.348373413085938,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,1024,8,10,50,8,,0.003,0.0001,True,default,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,False,False,False,0.95,False,1.0,0,False,0,0,0,0,f6363d48
