,reward,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/total_timesteps,config/num_envs,config/gamma,config/total_iterations,config/num_minibatches,config/update_epochs,config/update_epochs_policy,config/alpha,config/eta,config/policy_lr,config/q_lr,config/anneal_lr,config/layer_init,config/policy_activation,config/num_hidden_layers,config/hidden_size,config/actor_last_layer_std,config/q_activation,config/q_num_hidden_layers,config/q_hidden_size,config/q_last_layer_std,config/use_policy,config/q_optimizer,config/actor_optimizer,config/eps,config/average_critics,config/normalize_delta,config/use_kl_loss,config/q_histogram,config/gae,config/gae_lambda,config/target_network,config/tau,config/target_network_frequency,config/save_learning_curve,config/minibatch_size,config/num_iterations,config/num_steps,config/__trial_index__,logdir
0,27.058822631835938,1714853519,,True,20,50219457,2024-05-04_22-11-59,4.3622918128967285,106.72283244132996,78338,Nicolass-Air.technicolor.net,127.0.0.1,106.72283244132996,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,512,16,50,50,8,,0.001,0.0001,True,kaiming_normal,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,False,False,False,True,0.95,False,1.0,0,False,0,0,0,0,50219457
1,22.10988998413086,1714853484,,True,20,4c8991c2,2024-05-04_22-11-24,4.429707050323486,69.65598201751709,78341,Nicolass-Air.technicolor.net,127.0.0.1,69.65598201751709,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,2048,8,50,50,32,,3e-05,0.003,False,orthogonal,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,True,True,False,False,0.95,False,1.0,0,False,0,0,0,0,4c8991c2
2,25.567567825317383,1714853795,,True,20,ce52c2b4,2024-05-04_22-16-35,17.751022815704346,378.43648314476013,78354,Nicolass-Air.technicolor.net,127.0.0.1,378.43648314476013,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,1024,32,100,50,64,,0.0001,0.00025,False,orthogonal_gain,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,True,False,False,True,0.95,False,1.0,0,False,0,0,0,0,ce52c2b4
3,500.0,1714853462,,True,16,10db89ba,2024-05-04_22-11-02,1.7414898872375488,43.74449634552002,78357,Nicolass-Air.technicolor.net,127.0.0.1,43.74449634552002,16,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,1024,4,25,50,2,,0.003,0.001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,False,True,False,False,0.95,False,1.0,0,False,0,0,0,0,10db89ba
4,82.22222137451172,1714853506,,False,96,d83e97fa,2024-05-04_22-11-46,0.7054610252380371,84.88072967529297,78359,Nicolass-Air.technicolor.net,127.0.0.1,84.88072967529297,96,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,64,0.99,1024,16,10,50,4,,0.0003,0.0001,False,orthogonal_gain,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,False,False,False,0.95,False,1.0,0,False,0,0,0,0,d83e97fa
5,16.018518447875977,1714853899,,True,20,78f6e673,2024-05-04_22-18-19,20.64008593559265,475.8517439365387,78364,Nicolass-Air.technicolor.net,127.0.0.1,475.8517439365387,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,64,0.99,1024,32,150,50,64,,0.0001,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,True,True,False,True,0.95,False,1.0,0,False,0,0,0,0,78f6e673
6,10.392156600952148,1714853451,,True,20,8bb03022,2024-05-04_22-10-51,0.8734629154205322,24.737751722335815,78367,Nicolass-Air.technicolor.net,127.0.0.1,24.737751722335815,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,256,0.99,512,8,25,50,32,,0.00025,3e-05,True,xavier_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,True,False,False,False,0.95,False,1.0,0,False,0,0,0,0,8bb03022
7,42.842105865478516,1714855047,,False,48,f35cd813,2024-05-04_22-37-27,35.67259097099304,1617.2102015018463,78375,Nicolass-Air.technicolor.net,127.0.0.1,1617.2102015018463,48,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,2048,64,100,50,12,,0.001,0.001,False,xavier_normal,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,True,False,True,0.95,False,1.0,0,False,0,0,0,0,f35cd813
8,500.0,1714855380,,True,39,8f97f0a3,2024-05-04_22-43-00,26.662322998046875,291.9711470603943,79559,Nicolass-Air.technicolor.net,127.0.0.1,291.9711470603943,39,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,1024,8,150,50,12,,0.003,0.00025,False,default,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,1.0,0,False,0,0,0,0,8f97f0a3
9,27.866666793823242,1714855183,,True,20,ab2c5eb4,2024-05-04_22-39-43,4.411595821380615,92.97260093688965,79562,Nicolass-Air.technicolor.net,127.0.0.1,92.97260093688965,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,256,0.99,1024,64,10,50,8,,0.00025,0.0003,True,sparse,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,True,False,False,True,0.95,False,1.0,0,False,0,0,0,0,ab2c5eb4
10,24.962963104248047,1714855247,,True,20,cfa5f0f4,2024-05-04_22-40-47,6.4167211055755615,154.17155718803406,79563,Nicolass-Air.technicolor.net,127.0.0.1,154.17155718803406,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,64,0.99,512,16,100,50,2,,3e-05,3e-05,True,xavier_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,True,True,False,False,0.95,False,1.0,0,False,0,0,0,0,cfa5f0f4
11,9.377880096435547,1714855288,,True,20,04d24716,2024-05-04_22-41-28,8.740916013717651,192.28667497634888,79578,Nicolass-Air.technicolor.net,127.0.0.1,192.28667497634888,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,64,0.99,2048,32,25,50,64,,0.0003,0.001,False,xavier_normal,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,False,False,False,True,0.95,False,1.0,0,False,0,0,0,0,04d24716
12,29.823530197143555,1714855298,,True,20,3706d7b5,2024-05-04_22-41-38,7.6312220096588135,199.95338797569275,79582,Nicolass-Air.technicolor.net,127.0.0.1,199.95338797569275,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,512,32,50,50,100,,0.001,0.0001,True,kaiming_normal,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,False,True,False,True,0.95,False,1.0,0,False,0,0,0,0,3706d7b5
13,27.714284896850586,1714855116,,False,5,a75aea01,2024-05-04_22-38-36,3.2944319248199463,14.231273889541626,79583,Nicolass-Air.technicolor.net,127.0.0.1,14.231273889541626,5,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,2048,4,50,50,4,,0.00025,0.003,False,orthogonal,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,True,False,False,False,0.95,False,1.0,0,False,0,0,0,0,a75aea01
14,10.198275566101074,1714855217,,True,20,3e4a08d2,2024-05-04_22-40-17,4.889081954956055,111.62688660621643,79586,Nicolass-Air.technicolor.net,127.0.0.1,111.62688660621643,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,1024,16,25,50,12,,0.0001,0.00025,False,orthogonal,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,False,True,True,False,True,0.95,False,1.0,0,False,0,0,0,0,3e4a08d2
15,24.625,1714855545,,True,80,4ec78e20,2024-05-04_22-45-45,4.454381942749023,435.8685345649719,79591,Nicolass-Air.technicolor.net,127.0.0.1,435.8685345649719,80,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,1024,8,100,50,32,,0.0003,0.0003,True,kaiming_normal,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,False,False,False,False,0.95,False,1.0,0,False,0,0,0,0,4ec78e20
16,9.342342376708984,1714855655,,False,18,8deb419f,2024-05-04_22-47-35,5.520503044128418,102.89881181716919,79788,Nicolass-Air.technicolor.net,127.0.0.1,102.89881181716919,18,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,1024,64,25,50,2,,0.00025,0.003,False,sparse,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,False,True,False,False,0.95,False,1.0,0,False,0,0,0,0,8deb419f
17,24.785715103149414,1714855899,,True,20,40627af1,2024-05-04_22-51-39,15.654002904891968,344.9643204212189,79791,Nicolass-Air.technicolor.net,127.0.0.1,344.9643204212189,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,1024,8,100,50,64,,0.001,0.0001,True,default,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,True,False,False,True,0.95,False,1.0,0,False,0,0,0,0,40627af1
18,197.6666717529297,1714855954,,False,46,98b64399,2024-05-04_22-52-34,7.049458265304565,397.4865746498108,79792,Nicolass-Air.technicolor.net,127.0.0.1,397.4865746498108,46,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,2048,32,50,50,12,,0.0001,0.001,True,default,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,True,False,False,0.95,False,1.0,0,False,0,0,0,0,98b64399
19,64.87096405029297,1714857293,,False,48,057c130c,2024-05-04_23-14-53,34.98412322998047,1734.157314300537,79796,Nicolass-Air.technicolor.net,127.0.0.1,1734.157314300537,48,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,32,0.99,2048,16,150,50,8,,0.0001,0.00025,False,xavier_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,False,Adam,Adam,1e-08,True,False,False,False,True,0.95,False,1.0,0,False,0,0,0,0,057c130c
20,23.038461685180664,1714855598,,True,20,184cac63,2024-05-04_22-46-38,1.6483490467071533,35.62247610092163,79797,Nicolass-Air.technicolor.net,127.0.0.1,35.62247610092163,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,128,0.99,512,32,10,50,32,,0.0003,0.001,True,xavier_normal,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,True,True,False,False,0.95,False,1.0,0,False,0,0,0,0,184cac63
21,42.459999084472656,1714855680,,False,48,c7b9f1cf,2024-05-04_22-48-00,2.140373945236206,114.87482643127441,79800,Nicolass-Air.technicolor.net,127.0.0.1,114.87482643127441,48,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,2048,4,25,50,64,,3e-05,0.003,True,kaiming_normal,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,True,True,False,False,False,0.95,False,1.0,0,False,0,0,0,0,c7b9f1cf
22,29.428571701049805,1714855753,,True,20,a62017ef,2024-05-04_22-49-13,7.881922960281372,183.96716403961182,79804,Nicolass-Air.technicolor.net,127.0.0.1,183.96716403961182,20,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,64,0.99,512,4,100,50,12,,0.00025,0.0003,True,orthogonal,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,True,False,True,0.95,False,1.0,0,False,0,0,0,0,a62017ef
23,283.0,1714855648,,False,82,79f3532b,2024-05-04_22-47-28,1.36238694190979,75.02046942710876,79807,Nicolass-Air.technicolor.net,127.0.0.1,75.02046942710876,82,QREPS,0,True,True,False,CC,,False,CartPole-v1,100000,16,0.99,1024,8,10,50,8,,0.00025,0.003,False,orthogonal_gain,Tanh,2,128,0.01,Tanh,4,128,1.0,True,Adam,Adam,1e-08,False,False,False,False,False,0.95,False,1.0,0,False,0,0,0,0,79f3532b
